blocknumber,reserve BAT,reserve USDC,volume BAT for 5% slippage
12052300,0,0,29.067274760213536
12052450,0,0,29.067274760213536
12052600,0,0,29.067274760213536
12052750,0,0,29.067274760213536
12052900,0,0,29.067274760213536
12053050,0,0,29.067274760213536
12053200,0,0,29.067274760213536
12053350,0,0,56.73667910126619
12053500,0,0,56.73667910126619
12053650,0,0,55.59203014090349
12053800,0,0,55.59203014090349
12053950,0,0,55.59203014090349
12054100,0,0,55.59203014090349
12054250,0,0,55.59203014090349
12054400,0,0,55.59203014090349
12054550,0,0,55.59203014090349
12054700,0,0,55.59203014090349
12054850,0,0,55.59203014090349
12055000,0,0,55.59203014090349
12055150,0,0,55.59203014090349
12055300,0,0,55.59203014090349
12055450,0,0,55.59203014090349
12055600,0,0,55.59203014090349
12055750,0,0,55.59203014090349
12055900,0,0,55.59203014090349
12056050,0,0,55.59203014090349
12056200,0,0,55.59203014090349
12056350,0,0,55.59203014090349
12056500,0,0,55.59203014090349
12056650,0,0,55.59203014090349
12056800,0,0,55.59203014090349
12056950,0,0,55.59203014090349
12057100,0,0,55.59203014090349
12057250,0,0,55.59203014090349
12057400,0,0,46.020571903112796
12057550,0,0,46.020571903112796
12057700,0,0,46.020571903112796
12057850,0,0,46.020571903112796
12058000,0,0,46.020571903112796
12058150,0,0,46.020571903112796
12058300,0,0,46.020571903112796
12058450,0,0,46.020571903112796
12058600,0,0,46.020571903112796
12058750,0,0,46.020571903112796
12058900,0,0,46.020571903112796
12059050,0,0,46.020571903112796
12059200,0,0,46.020571903112796
12059350,0,0,46.020571903112796
12059500,0,0,46.020571903112796
12059650,0,0,46.020571903112796
12059800,0,0,46.020571903112796
12059950,0,0,46.020571903112796
12060100,0,0,46.020571903112796
12060250,0,0,46.020571903112796
12060400,0,0,46.020571903112796
12060550,0,0,46.020571903112796
12060700,0,0,46.020571903112796
12060850,0,0,46.020571903112796
12061000,0,0,46.020571903112796
12061150,0,0,46.020571903112796
12061300,0,0,46.020571903112796
12061450,0,0,46.020571903112796
12061600,0,0,46.020571903112796
12061750,0,0,46.020571903112796
12061900,0,0,43.902143436636834
12062050,0,0,43.902143436636834
12062200,0,0,43.902143436636834
12062350,0,0,43.902143436636834
12062500,0,0,43.902143436636834
12062650,0,0,43.902143436636834
12062800,0,0,43.902143436636834
12062950,0,0,43.902143436636834
12063100,0,0,43.902143436636834
12063250,0,0,43.902143436636834
12063400,0,0,43.902143436636834
12063550,0,0,43.902143436636834
12063700,0,0,43.902143436636834
12063850,0,0,43.902143436636834
12064000,0,0,43.902143436636834
12064150,0,0,43.902143436636834
12064300,0,0,43.902143436636834
12064450,0,0,43.902143436636834
12064600,0,0,43.902143436636834
12064750,0,0,43.902143436636834
12064900,0,0,43.902143436636834
12065050,0,0,43.902143436636834
12065200,0,0,43.902143436636834
12065350,0,0,43.902143436636834
12065500,0,0,43.902143436636834
12065650,0,0,43.902143436636834
12065800,0,0,43.902143436636834
12065950,0,0,43.902143436636834
12066100,0,0,43.902143436636834
12066250,0,0,43.902143436636834
12066400,0,0,43.902143436636834
12066550,0,0,43.902143436636834
12066700,0,0,43.902143436636834
12066850,0,0,43.902143436636834
12067000,0,0,43.902143436636834
12067150,0,0,43.902143436636834
12067300,0,0,43.902143436636834
12067450,0,0,43.902143436636834
12067600,0,0,43.902143436636834
12067750,0,0,43.902143436636834
12067900,0,0,43.902143436636834
12068050,0,0,43.902143436636834
12068200,0,0,43.902143436636834
12068350,0,0,43.902143436636834
12068500,0,0,43.902143436636834
12068650,0,0,43.902143436636834
12068800,0,0,43.902143436636834
12068950,0,0,43.902143436636834
12069100,0,0,43.902143436636834
12069250,0,0,43.902143436636834
12069400,0,0,43.902143436636834
12069550,0,0,43.902143436636834
12069700,0,0,43.902143436636834
12069850,0,0,43.902143436636834
12070000,0,0,43.902143436636834
12070150,0,0,43.902143436636834
12070300,0,0,43.902143436636834
12070450,0,0,43.902143436636834
12070600,0,0,43.902143436636834
12070750,0,0,43.902143436636834
12070900,0,0,43.902143436636834
12071050,0,0,43.902143436636834
12071200,0,0,43.902143436636834
12071350,0,0,43.902143436636834
12071500,0,0,43.902143436636834
12071650,0,0,43.902143436636834
12071800,0,0,43.902143436636834
12071950,0,0,43.902143436636834
12072100,0,0,45.619751457689404
12072250,0,0,45.619751457689404
12072400,0,0,45.619751457689404
12072550,0,0,45.619751457689404
12072700,0,0,45.619751457689404
12072850,0,0,45.619751457689404
12073000,0,0,45.619751457689404
12073150,0,0,45.619751457689404
12073300,0,0,45.619751457689404
12073450,0,0,45.619751457689404
12073600,0,0,45.619751457689404
12073750,0,0,45.619751457689404
12073900,0,0,45.619751457689404
12074050,0,0,45.619751457689404
12074200,0,0,45.619751457689404
12074350,0,0,45.619751457689404
12074500,0,0,45.619751457689404
12074650,0,0,45.619751457689404
12074800,0,0,45.619751457689404
12074950,0,0,45.619751457689404
12075100,0,0,45.619751457689404
12075250,0,0,45.619751457689404
12075400,0,0,45.619751457689404
12075550,0,0,45.619751457689404
12075700,0,0,45.619751457689404
12075850,0,0,45.619751457689404
12076000,0,0,45.619751457689404
12076150,0,0,45.619751457689404
12076300,0,0,45.619751457689404
12076450,0,0,45.619751457689404
12076600,0,0,45.619751457689404
12076750,0,0,45.619751457689404
12076900,0,0,45.619751457689404
12077050,0,0,45.619751457689404
12077200,0,0,45.619751457689404
12077350,0,0,45.619751457689404
12077500,0,0,45.619751457689404
12077650,0,0,45.619751457689404
12077800,0,0,45.619751457689404
12077950,0,0,45.619751457689404
12078100,0,0,45.619751457689404
12078250,0,0,45.619751457689404
12078400,0,0,45.619751457689404
12078550,0,0,45.619751457689404
12078700,0,0,45.619751457689404
12078850,0,0,45.619751457689404
12079000,0,0,45.619751457689404
12079150,0,0,45.619751457689404
12079300,0,0,45.619751457689404
12079450,0,0,47.72501461558409
12079600,0,0,47.72501461558409
12079750,0,0,47.72501461558409
12079900,0,0,47.72501461558409
12080050,0,0,47.72501461558409
12080200,0,0,47.72501461558409
12080350,0,0,47.72501461558409
12080500,0,0,47.72501461558409
12080650,0,0,47.72501461558409
12080800,0,0,47.72501461558409
12080950,0,0,47.72501461558409
12081100,0,0,47.72501461558409
12081250,0,0,47.72501461558409
12081400,0,0,47.72501461558409
12081550,0,0,47.72501461558409
12081700,0,0,47.72501461558409
12081850,0,0,47.72501461558409
12082000,0,0,47.72501461558409
12082150,0,0,47.72501461558409
12082300,0,0,47.72501461558409
12082450,0,0,47.72501461558409
12082600,0,0,47.72501461558409
12082750,0,0,47.72501461558409
12082900,0,0,47.72501461558409
12083050,0,0,47.72501461558409
12083200,0,0,47.72501461558409
12083350,0,0,47.83524018198409
12083500,0,0,47.83524018198409
12083650,0,0,47.83524018198409
12083800,0,0,47.83524018198409
12083950,0,0,47.83524018198409
12084100,0,0,47.83524018198409
12084250,0,0,47.83524018198409
12084400,0,0,47.83524018198409
12084550,0,0,47.83524018198409
12084700,0,0,47.83524018198409
12084850,0,0,47.83524018198409
12085000,0,0,47.83524018198409
12085150,0,0,47.83524018198409
12085300,0,0,47.83524018198409
12085450,0,0,47.83524018198409
12085600,0,0,47.83524018198409
12085750,0,0,47.83524018198409
12085900,0,0,47.83524018198409
12086050,0,0,47.83524018198409
12086200,0,0,47.83524018198409
12086350,0,0,47.83524018198409
12086500,0,0,47.83524018198409
12086650,0,0,47.83524018198409
12086800,0,0,47.83524018198409
12086950,0,0,47.83524018198409
12087100,0,0,47.83524018198409
12087250,0,0,47.83524018198409
12087400,0,0,47.83524018198409
12087550,0,0,47.83524018198409
12087700,0,0,47.83524018198409
12087850,0,0,47.83524018198409
12088000,0,0,47.83524018198409
12088150,0,0,47.83524018198409
12088300,0,0,47.83524018198409
12088450,0,0,47.83524018198409
12088600,0,0,47.83524018198409
12088750,0,0,47.83524018198409
12088900,0,0,47.83524018198409
12089050,0,0,47.83524018198409
12089200,0,0,47.83524018198409
12089350,0,0,47.83524018198409
12089500,0,0,47.83524018198409
12089650,0,0,47.83524018198409
12089800,0,0,47.83524018198409
12089950,0,0,47.83524018198409
12090100,0,0,47.83524018198409
12090250,0,0,47.83524018198409
12090400,0,0,47.83524018198409
12090550,0,0,47.83524018198409
12090700,0,0,47.83524018198409
12090850,0,0,47.83524018198409
12091000,0,0,47.83524018198409
12091150,0,0,47.83524018198409
12091300,0,0,47.83524018198409
12091450,0,0,47.83524018198409
12091600,0,0,47.83524018198409
12091750,0,0,47.83524018198409
12091900,0,0,47.83524018198409
12092050,0,0,47.83524018198409
12092200,0,0,47.83524018198409
12092350,0,0,47.83524018198409
12092500,0,0,47.83524018198409
12092650,0,0,47.83524018198409
12092800,0,0,47.83524018198409
12092950,0,0,47.83524018198409
12093100,0,0,47.83524018198409
12093250,0,0,47.83524018198409
12093400,0,0,47.83524018198409
12093550,0,0,47.83524018198409
12093700,0,0,47.83524018198409
12093850,0,0,47.83524018198409
12094000,0,0,47.83524018198409
12094150,0,0,47.83524018198409
12094300,0,0,47.83524018198409
12094450,0,0,47.83524018198409
12094600,0,0,47.83524018198409
12094750,0,0,47.83524018198409
12094900,0,0,47.83524018198409
12095050,0,0,47.83524018198409
12095200,0,0,47.83524018198409
12095350,0,0,47.83524018198409
12095500,0,0,47.83524018198409
12095650,0,0,47.83524018198409
12095800,0,0,47.83524018198409
12095950,0,0,47.83524018198409
12096100,0,0,47.83524018198409
12096250,0,0,47.83524018198409
12096400,0,0,47.83524018198409
12096550,0,0,47.83524018198409
12096700,0,0,47.83524018198409
12096850,0,0,47.83524018198409
12097000,0,0,47.83524018198409
12097150,0,0,47.83524018198409
12097300,0,0,47.83524018198409
12097450,0,0,47.83524018198409
12097600,0,0,47.83524018198409
12097750,0,0,50.67734544514212
12097900,0,0,50.67734544514212
12098050,0,0,50.67734544514212
12098200,0,0,50.67734544514212
12098350,0,0,50.67734544514212
12098500,0,0,50.67734544514212
12098650,0,0,50.67734544514212
12098800,0,0,50.67734544514212
12098950,0,0,50.67734544514212
12099100,0,0,50.67734544514212
12099250,0,0,50.67734544514212
12099400,0,0,50.67734544514212
12099550,0,0,50.67734544514212
12099700,0,0,49.817299250810606
12099850,0,0,49.817299250810606
12100000,0,0,49.817299250810606
12100150,0,0,49.817299250810606
12100300,0,0,49.817299250810606
12100450,0,0,49.817299250810606
12100600,0,0,49.817299250810606
12100750,0,0,49.817299250810606
12100900,0,0,49.817299250810606
12101050,0,0,49.817299250810606
12101200,0,0,49.817299250810606
12101350,0,0,49.817299250810606
12101500,0,0,49.817299250810606
12101650,0,0,49.817299250810606
12101800,0,0,49.817299250810606
12101950,0,0,49.817299250810606
12102100,0,0,49.817299250810606
12102250,0,0,49.817299250810606
12102400,0,0,49.817299250810606
12102550,0,0,49.817299250810606
12102700,0,0,49.817299250810606
12102850,0,0,49.817299250810606
12103000,0,0,49.817299250810606
12103150,0,0,49.817299250810606
12103300,0,0,49.817299250810606
12103450,0,0,49.817299250810606
12103600,0,0,49.817299250810606
12103750,0,0,49.817299250810606
12103900,0,0,49.817299250810606
12104050,0,0,49.817299250810606
12104200,0,0,49.817299250810606
12104350,0,0,49.817299250810606
12104500,0,0,49.817299250810606
12104650,0,0,50.99600197696839
12104800,0,0,50.99600197696839
12104950,0,0,50.99600197696839
12105100,0,0,50.99600197696839
12105250,0,0,50.99600197696839
12105400,0,0,50.99600197696839
12105550,0,0,50.99600197696839
12105700,0,0,50.99600197696839
12105850,0,0,50.99600197696839
12106000,0,0,50.99600197696839
12106150,0,0,50.99600197696839
12106300,0,0,50.99600197696839
12106450,0,0,50.99600197696839
12106600,0,0,50.99600197696839
12106750,0,0,50.99600197696839
12106900,0,0,50.99600197696839
12107050,0,0,50.99600197696839
12107200,0,0,50.99600197696839
12107350,0,0,50.99600197696839
12107500,0,0,50.99600197696839
12107650,0,0,50.99600197696839
12107800,0,0,50.99600197696839
12107950,0,0,50.99600197696839
12108100,0,0,50.99600197696839
12108250,0,0,50.99600197696839
12108400,0,0,50.99600197696839
12108550,0,0,50.99600197696839
12108700,0,0,50.99600197696839
12108850,0,0,50.99600197696839
12109000,0,0,50.99600197696839
12109150,0,0,50.99600197696839
12109300,0,0,50.99600197696839
12109450,0,0,50.99600197696839
12109600,0,0,50.99600197696839
12109750,0,0,50.99600197696839
12109900,0,0,50.99600197696839
12110050,0,0,50.99600197696839
12110200,0,0,50.99600197696839
12110350,0,0,50.99600197696839
12110500,0,0,50.99600197696839
12110650,0,0,50.99600197696839
12110800,0,0,50.99600197696839
12110950,0,0,50.99600197696839
12111100,0,0,50.99600197696839
12111250,0,0,50.99600197696839
12111400,0,0,50.99600197696839
12111550,0,0,50.99600197696839
12111700,0,0,50.99600197696839
12111850,0,0,50.99600197696839
12112000,0,0,50.99600197696839
12112150,0,0,50.99600197696839
12112300,0,0,50.99600197696839
12112450,0,0,50.99600197696839
12112600,0,0,50.99600197696839
12112750,0,0,50.99600197696839
12112900,0,0,50.99600197696839
12113050,0,0,50.99600197696839
12113200,0,0,50.99600197696839
12113350,0,0,50.99600197696839
12113500,0,0,50.99600197696839
12113650,0,0,50.99600197696839
12113800,0,0,50.99600197696839
12113950,0,0,50.99600197696839
12114100,0,0,50.99600197696839
12114250,0,0,50.99600197696839
12114400,0,0,50.99600197696839
12114550,0,0,50.99600197696839
12114700,0,0,50.99600197696839
12114850,0,0,50.99600197696839
12115000,0,0,50.99600197696839
12115150,0,0,50.99600197696839
12115300,0,0,50.99600197696839
12115450,0,0,50.99600197696839
12115600,0,0,50.99600197696839
12115750,0,0,50.99600197696839
12115900,0,0,50.99600197696839
12116050,0,0,50.99600197696839
12116200,0,0,50.99600197696839
12116350,0,0,50.99600197696839
12116500,0,0,50.99600197696839
12116650,0,0,50.99600197696839
12116800,0,0,50.99600197696839
12116950,0,0,50.99600197696839
12117100,0,0,50.99600197696839
12117250,0,0,50.99600197696839
12117400,0,0,50.99600197696839
12117550,0,0,50.99600197696839
12117700,0,0,50.99600197696839
12117850,0,0,50.99600197696839
12118000,0,0,50.99600197696839
12118150,0,0,50.99600197696839
12118300,0,0,50.99600197696839
12118450,0,0,50.99600197696839
12118600,0,0,50.99600197696839
12118750,0,0,50.99600197696839
12118900,0,0,50.99600197696839
12119050,0,0,50.99600197696839
12119200,0,0,50.942796801377426
12119350,0,0,50.942796801377426
12119500,0,0,50.942796801377426
12119650,0,0,50.942796801377426
12119800,0,0,50.942796801377426
12119950,0,0,50.942796801377426
12120100,0,0,50.942796801377426
12120250,0,0,50.942796801377426
12120400,0,0,50.942796801377426
12120550,0,0,50.942796801377426
12120700,0,0,50.942796801377426
12120850,0,0,50.942796801377426
12121000,0,0,50.942796801377426
12121150,0,0,50.942796801377426
12121300,0,0,50.942796801377426
12121450,0,0,50.942796801377426
12121600,0,0,50.942796801377426
12121750,0,0,50.942796801377426
12121900,0,0,50.942796801377426
12122050,0,0,50.942796801377426
12122200,0,0,50.942796801377426
12122350,0,0,50.942796801377426
12122500,0,0,50.942796801377426
12122650,0,0,50.942796801377426
12122800,0,0,50.942796801377426
12122950,0,0,50.942796801377426
12123100,0,0,50.942796801377426
12123250,0,0,50.942796801377426
12123400,0,0,50.13872965553469
12123550,0,0,50.13872965553469
12123700,0,0,50.13872965553469
12123850,0,0,50.13872965553469
12124000,0,0,50.13872965553469
12124150,0,0,50.13872965553469
12124300,0,0,50.13872965553469
12124450,0,0,50.13872965553469
12124600,0,0,50.13872965553469
12124750,0,0,50.13872965553469
12124900,0,0,50.13872965553469
12125050,0,0,50.13872965553469
12125200,0,0,50.13872965553469
12125350,0,0,50.13872965553469
12125500,0,0,50.13872965553469
12125650,0,0,50.13872965553469
12125800,0,0,50.13872965553469
12125950,0,0,50.13872965553469
12126100,0,0,50.13872965553469
12126250,0,0,50.13872965553469
12126400,0,0,50.13872965553469
12126550,0,0,50.13872965553469
12126700,0,0,50.13872965553469
12126850,0,0,50.13872965553469
12127000,0,0,50.13872965553469
12127150,0,0,50.13872965553469
12127300,0,0,50.13872965553469
12127450,0,0,50.13872965553469
12127600,0,0,50.13872965553469
12127750,0,0,50.13872965553469
12127900,0,0,50.13872965553469
12128050,0,0,50.13872965553469
12128200,0,0,48.87027211167958
12128350,0,0,48.87027211167958
12128500,0,0,48.21672609918289
12128650,0,0,48.21672609918289
12128800,0,0,48.21672609918289
12128950,0,0,48.21672609918289
12129100,0,0,48.21672609918289
12129250,0,0,48.21672609918289
12129400,0,0,48.21672609918289
12129550,0,0,48.21672609918289
12129700,0,0,48.21672609918289
12129850,0,0,48.21672609918289
12130000,0,0,48.21672609918289
12130150,0,0,48.21672609918289
12130300,0,0,48.21672609918289
12130450,0,0,48.21672609918289
12130600,0,0,48.21672609918289
12130750,0,0,48.21672609918289
12130900,0,0,48.21672609918289
12131050,0,0,48.21672609918289
12131200,0,0,48.21672609918289
12131350,0,0,48.21672609918289
12131500,0,0,48.21672609918289
12131650,0,0,48.21672609918289
12131800,0,0,48.21672609918289
12131950,0,0,48.21672609918289
12132100,0,0,48.21672609918289
12132250,0,0,48.21672609918289
12132400,0,0,48.21672609918289
12132550,0,0,48.21672609918289
12132700,0,0,48.21672609918289
12132850,0,0,48.21672609918289
12133000,0,0,48.21672609918289
12133150,0,0,48.21672609918289
12133300,0,0,48.21672609918289
12133450,0,0,48.21672609918289
12133600,0,0,48.21672609918289
12133750,0,0,48.21672609918289
12133900,0,0,48.21672609918289
12134050,0,0,48.21672609918289
12134200,0,0,48.21672609918289
12134350,0,0,48.21672609918289
12134500,0,0,48.21672609918289
12134650,0,0,48.21672609918289
12134800,0,0,48.21672609918289
12134950,0,0,48.21672609918289
12135100,0,0,48.21672609918289
12135250,0,0,48.21672609918289
12135400,0,0,48.21672609918289
12135550,0,0,48.21672609918289
12135700,0,0,48.21672609918289
12135850,0,0,48.21672609918289
12136000,0,0,48.21672609918289
12136150,0,0,48.21672609918289
12136300,0,0,48.21672609918289
12136450,0,0,48.21672609918289
12136600,0,0,48.21672609918289
12136750,0,0,48.21672609918289
12136900,0,0,48.21672609918289
12137050,0,0,48.21672609918289
12137200,0,0,48.21672609918289
12137350,0,0,48.21672609918289
12137500,0,0,48.21672609918289
12137650,0,0,48.21672609918289
12137800,0,0,48.21672609918289
12137950,0,0,48.21672609918289
12138100,0,0,48.21672609918289
12138250,0,0,48.21672609918289
12138400,0,0,48.21672609918289
12138550,0,0,48.21672609918289
12138700,0,0,48.21672609918289
12138850,0,0,48.21672609918289
12139000,0,0,48.21672609918289
12139150,0,0,48.21672609918289
12139300,0,0,48.21672609918289
12139450,0,0,48.21672609918289
12139600,0,0,48.21672609918289
12139750,0,0,48.21672609918289
12139900,0,0,48.21672609918289
12140050,0,0,48.21672609918289
12140200,0,0,48.21672609918289
12140350,0,0,48.21672609918289
12140500,0,0,48.21672609918289
12140650,0,0,48.21672609918289
12140800,0,0,48.21672609918289
12140950,0,0,48.21672609918289
12141100,0,0,48.21672609918289
12141250,0,0,48.21672609918289
12141400,0,0,48.21672609918289
12141550,0,0,48.21672609918289
12141700,0,0,48.21672609918289
12141850,0,0,48.21672609918289
12142000,0,0,48.21672609918289
12142150,0,0,48.21672609918289
12142300,0,0,48.21672609918289
12142450,0,0,48.21672609918289
12142600,0,0,48.21672609918289
12142750,0,0,48.21672609918289
12142900,0,0,48.21672609918289
12143050,0,0,48.21672609918289
12143200,0,0,48.21672609918289
12143350,0,0,48.21672609918289
12143500,0,0,47.67104220370959
12143650,0,0,47.67104220370959
12143800,0,0,47.67104220370959
12143950,0,0,47.67104220370959
12144100,0,0,47.67104220370959
12144250,0,0,47.67104220370959
12144400,0,0,47.67104220370959
12144550,0,0,47.67104220370959
12144700,0,0,47.67104220370959
12144850,0,0,47.67104220370959
12145000,0,0,47.67104220370959
12145150,0,0,47.67104220370959
12145300,0,0,47.67104220370959
12145450,0,0,47.67104220370959
12145600,0,0,47.67104220370959
12145750,0,0,47.67104220370959
12145900,0,0,47.67104220370959
12146050,0,0,47.67104220370959
12146200,0,0,47.67104220370959
12146350,0,0,47.67104220370959
12146500,0,0,47.67104220370959
12146650,0,0,47.67104220370959
12146800,0,0,47.67104220370959
12146950,0,0,47.67104220370959
12147100,0,0,47.67104220370959
12147250,0,0,47.67104220370959
12147400,0,0,47.67104220370959
12147550,0,0,47.67104220370959
12147700,0,0,47.67104220370959
12147850,0,0,47.67104220370959
12148000,0,0,47.67104220370959
12148150,0,0,47.67104220370959
12148300,0,0,47.67104220370959
12148450,0,0,47.67104220370959
12148600,0,0,47.67104220370959
12148750,0,0,47.67104220370959
12148900,0,0,47.67104220370959
12149050,0,0,47.67104220370959
12149200,0,0,47.67104220370959
12149350,0,0,47.67104220370959
12149500,0,0,47.67104220370959
12149650,0,0,47.67104220370959
12149800,0,0,47.67104220370959
12149950,0,0,47.67104220370959
12150100,0,0,47.67104220370959
12150250,0,0,47.67104220370959
12150400,0,0,47.67104220370959
12150550,0,0,47.67104220370959
12150700,0,0,47.67104220370959
12150850,0,0,47.67104220370959
12151000,0,0,47.67104220370959
12151150,0,0,47.67104220370959
12151300,0,0,47.67104220370959
12151450,0,0,47.67104220370959
12151600,0,0,47.67104220370959
12151750,0,0,47.67104220370959
12151900,0,0,47.67104220370959
12152050,0,0,47.67104220370959
12152200,0,0,47.67104220370959
12152350,0,0,47.67104220370959
12152500,0,0,47.67104220370959
12152650,0,0,47.67104220370959
12152800,0,0,47.67104220370959
12152950,0,0,47.67104220370959
12153100,0,0,47.67104220370959
12153250,0,0,47.67104220370959
12153400,0,0,47.67104220370959
12153550,0,0,47.67104220370959
12153700,0,0,47.67104220370959
12153850,0,0,47.67104220370959
12154000,0,0,47.67104220370959
12154150,0,0,47.67104220370959
12154300,0,0,47.67104220370959
12154450,0,0,47.67104220370959
12154600,0,0,47.67104220370959
12154750,0,0,47.67104220370959
12154900,0,0,47.67104220370959
12155050,0,0,47.67104220370959
12155200,0,0,47.67104220370959
12155350,0,0,47.67104220370959
12155500,0,0,47.67104220370959
12155650,0,0,47.67104220370959
12155800,0,0,47.67104220370959
12155950,0,0,47.67104220370959
12156100,0,0,47.67104220370959
12156250,0,0,47.67104220370959
12156400,0,0,47.67104220370959
12156550,0,0,47.67104220370959
12156700,0,0,47.67104220370959
12156850,0,0,47.67104220370959
12157000,0,0,47.67104220370959
12157150,0,0,47.67104220370959
12157300,0,0,47.67104220370959
12157450,0,0,47.67104220370959
12157600,0,0,47.67104220370959
12157750,0,0,47.67104220370959
12157900,0,0,47.67104220370959
12158050,0,0,47.67104220370959
12158200,0,0,47.67104220370959
12158350,0,0,47.67104220370959
12158500,0,0,47.67104220370959
12158650,0,0,47.67104220370959
12158800,0,0,47.67104220370959
12158950,0,0,47.67104220370959
12159100,0,0,47.67104220370959
12159250,0,0,47.67104220370959
12159400,0,0,47.67104220370959
12159550,0,0,47.67104220370959
12159700,0,0,47.67104220370959
12159850,0,0,47.67104220370959
12160000,0,0,47.67104220370959
12160150,0,0,47.67104220370959
12160300,0,0,47.67104220370959
12160450,0,0,47.67104220370959
12160600,0,0,47.67104220370959
12160750,0,0,47.67104220370959
12160900,0,0,47.67104220370959
12161050,0,0,47.67104220370959
12161200,0,0,47.67104220370959
12161350,0,0,47.67104220370959
12161500,0,0,47.67104220370959
12161650,0,0,47.67104220370959
12161800,0,0,47.67104220370959
12161950,0,0,47.67104220370959
12162100,0,0,47.67104220370959
12162250,0,0,47.67104220370959
12162400,0,0,47.67104220370959
12162550,0,0,47.67104220370959
12162700,0,0,47.67104220370959
12162850,0,0,47.67104220370959
12163000,0,0,47.67104220370959
12163150,0,0,47.67104220370959
12163300,0,0,47.67104220370959
12163450,0,0,47.67104220370959
12163600,0,0,47.67104220370959
12163750,0,0,47.67104220370959
12163900,0,0,47.67104220370959
12164050,0,0,47.67104220370959
12164200,0,0,47.67104220370959
12164350,0,0,47.67104220370959
12164500,0,0,47.67104220370959
12164650,0,0,47.67104220370959
12164800,0,0,46.71597292526906
12164950,0,0,46.71597292526906
12165100,0,0,46.71597292526906
12165250,0,0,46.71597292526906
12165400,0,0,46.71597292526906
12165550,0,0,46.71597292526906
12165700,0,0,46.71597292526906
12165850,0,0,46.71597292526906
12166000,0,0,46.71597292526906
12166150,0,0,46.71597292526906
12166300,0,0,46.71597292526906
12166450,0,0,46.71597292526906
12166600,0,0,46.71597292526906
12166750,0,0,46.71597292526906
12166900,0,0,46.71597292526906
12167050,0,0,46.71597292526906
12167200,0,0,46.71597292526906
12167350,0,0,46.27336624406905
12167500,0,0,46.27336624406905
12167650,0,0,46.27336624406905
12167800,0,0,46.27336624406905
12167950,0,0,46.27336624406905
12168100,0,0,46.27336624406905
12168250,0,0,46.27336624406905
12168400,0,0,46.27336624406905
12168550,0,0,46.27336624406905
12168700,0,0,46.27336624406905
12168850,0,0,46.27336624406905
12169000,0,0,46.27336624406905
12169150,0,0,46.27336624406905
12169300,0,0,46.27336624406905
12169450,0,0,46.27336624406905
12169600,0,0,46.27336624406905
12169750,0,0,46.27336624406905
12169900,0,0,46.27336624406905
12170050,0,0,46.27336624406905
12170200,0,0,46.27336624406905
12170350,0,0,46.27336624406905
12170500,0,0,46.27336624406905
12170650,0,0,46.27336624406905
12170800,0,0,46.27336624406905
12170950,0,0,46.27336624406905
12171100,0,0,46.27336624406905
12171250,0,0,46.27336624406905
12171400,0,0,46.27336624406905
12171550,0,0,46.27336624406905
12171700,0,0,46.27336624406905
12171850,0,0,46.27336624406905
12172000,0,0,46.27336624406905
12172150,0,0,46.27336624406905
12172300,0,0,46.27336624406905
12172450,0,0,46.27336624406905
12172600,0,0,46.27336624406905
12172750,0,0,46.27336624406905
12172900,0,0,46.27336624406905
12173050,0,0,46.27336624406905
12173200,0,0,46.27336624406905
12173350,0,0,46.27336624406905
12173500,0,0,46.27336624406905
12173650,0,0,46.27336624406905
12173800,0,0,46.27336624406905
12173950,0,0,46.27336624406905
12174100,0,0,46.27336624406905
12174250,0,0,46.27336624406905
12174400,0,0,46.27336624406905
12174550,0,0,46.27336624406905
12174700,0,0,46.27336624406905
12174850,0,0,46.27336624406905
12175000,0,0,46.27336624406905
12175150,0,0,46.27336624406905
12175300,0,0,46.27336624406905
12175450,0,0,46.27336624406905
12175600,0,0,46.27336624406905
12175750,0,0,46.27336624406905
12175900,0,0,46.27336624406905
12176050,0,0,46.27336624406905
12176200,0,0,46.27336624406905
12176350,0,0,46.27336624406905
12176500,0,0,46.27336624406905
12176650,0,0,46.27336624406905
12176800,0,0,46.27336624406905
12176950,0,0,46.27336624406905
12177100,0,0,46.27336624406905
12177250,0,0,46.27336624406905
12177400,0,0,46.27336624406905
12177550,0,0,46.27336624406905
12177700,0,0,46.27336624406905
12177850,0,0,46.27336624406905
12178000,0,0,46.27336624406905
12178150,0,0,46.27336624406905
12178300,0,0,46.27336624406905
12178450,0,0,46.27336624406905
12178600,0,0,46.27336624406905
12178750,0,0,46.27336624406905
12178900,0,0,46.27336624406905
12179050,0,0,46.27336624406905
12179200,0,0,46.27336624406905
12179350,0,0,46.27336624406905
12179500,0,0,46.27336624406905
12179650,0,0,46.27336624406905
12179800,0,0,46.27336624406905
12179950,0,0,46.27336624406905
12180100,0,0,46.27336624406905
12180250,0,0,46.27336624406905
12180400,0,0,46.27336624406905
12180550,0,0,46.27336624406905
12180700,0,0,46.27336624406905
12180850,0,0,46.27336624406905
12181000,0,0,46.27336624406905
12181150,0,0,46.27336624406905
12181300,0,0,46.27336624406905
12181450,0,0,46.27336624406905
12181600,0,0,46.27336624406905
12181750,0,0,46.27336624406905
12181900,0,0,46.27336624406905
12182050,0,0,46.27336624406905
12182200,0,0,46.27336624406905
12182350,0,0,46.27336624406905
12182500,0,0,46.27336624406905
12182650,0,0,46.27336624406905
12182800,0,0,46.27336624406905
12182950,0,0,46.27336624406905
