blocknumber,reserve AAVE,reserve USDC,volume AAVE for 5% slippage
11982850,0,0,1.0752776061900633
11983000,0,0,1.0752776061900633
11983150,0,0,1.0752776061900633
11983300,0,0,1.0752776061900633
11983450,0,0,1.0752776061900633
11983600,0,0,1.0752776061900633
11983750,0,0,1.0752776061900633
11983900,0,0,1.0752776061900633
11984050,0,0,1.0752776061900633
11984200,0,0,1.0752776061900633
11984350,0,0,1.0752776061900633
11984500,0,0,1.0752776061900633
11984650,0,0,1.0752776061900633
11984800,0,0,1.0752776061900633
11984950,0,0,1.0752776061900633
11985100,0,0,1.0752776061900633
11985250,0,0,1.0752776061900633
11985400,0,0,1.0752776061900633
11985550,0,0,1.0752776061900633
11985700,0,0,1.0752776061900633
11985850,0,0,1.0752776061900633
11986000,0,0,1.037382869347958
11986150,0,0,1.037382869347958
11986300,0,0,1.037382869347958
11986450,0,0,1.037382869347958
11986600,0,0,1.037382869347958
11986750,0,0,1.037382869347958
11986900,0,0,1.037382869347958
11987050,0,0,1.037382869347958
11987200,0,0,1.037382869347958
11987350,0,0,1.037382869347958
11987500,0,0,1.037382869347958
11987650,0,0,1.037382869347958
11987800,0,0,1.037382869347958
11987950,0,0,1.037382869347958
11988100,0,0,1.0263225290693683
11988250,0,0,1.0263225290693683
11988400,0,0,1.0263225290693683
11988550,0,0,1.0263225290693683
11988700,0,0,0.021615002438650666
11988850,0,0,0.021615002438650666
11989000,0,0,0.021615002438650666
11989150,0,0,0.021615002438650666
11989300,0,0,0.021615002438650666
11989450,0,0,0.021615002438650666
11989600,0,0,0.021615002438650666
11989750,0,0,0.021615002438650666
11989900,0,0,0.021615002438650666
11990050,0,0,0.021615002438650666
11990200,0,0,0.021615002438650666
11990350,0,0,0.021615002438650666
11990500,0,0,0.021615002438650666
11990650,0,0,0.021615002438650666
11990800,0,0,0.021615002438650666
11990950,0,0,0.021615002438650666
11991100,0,0,0.021615002438650666
11991250,0,0,0.021615002438650666
11991400,0,0,0.021615002438650666
11991550,0,0,0.021615002438650666
11991700,0,0,0.021615002438650666
11991850,0,0,0.021615002438650666
11992000,0,0,0.021615002438650666
11992150,0,0,0.021615002438650666
11992300,0,0,0.021615002438650666
11992450,0,0,0.021615002438650666
11992600,0,0,0.021615002438650666
11992750,0,0,0.021615002438650666
11992900,0,0,0.021615002438650666
11993050,0,0,0.021615002438650666
11993200,0,0,0.021615002438650666
11993350,0,0,0.021615002438650666
11993500,0,0,0.021615002438650666
11993650,0,0,0.021615002438650666
11993800,0,0,0.021615002438650666
11993950,0,0,0.021615002438650666
11994100,0,0,0.021615002438650666
11994250,0,0,0.021615002438650666
11994400,0,0,0.021615002438650666
11994550,0,0,0.021615002438650666
11994700,0,0,0.021615002438650666
11994850,0,0,0.021615002438650666
11995000,0,0,0.021615002438650666
11995150,0,0,0.021615002438650666
11995300,0,0,0.021615002438650666
11995450,0,0,0.021615002438650666
11995600,0,0,0.021615002438650666
11995750,0,0,0.021615002438650666
11995900,0,0,0.021615002438650666
11996050,0,0,0.021615002438650666
11996200,0,0,0.021615002438650666
11996350,0,0,0.021615002438650666
11996500,0,0,0.021615002438650666
11996650,0,0,0.021615002438650666
11996800,0,0,0.021615002438650666
11996950,0,0,0.021615002438650666
11997100,0,0,0.021615002438650666
11997250,0,0,0.021615002438650666
11997400,0,0,0.021615002438650666
11997550,0,0,0.021615002438650666
11997700,0,0,0.021615002438650666
11997850,0,0,0.021615002438650666
11998000,0,0,0.021615002438650666
11998150,0,0,0.021615002438650666
11998300,0,0,0.021615002438650666
11998450,0,0,0.021615002438650666
11998600,0,0,0.021615002438650666
11998750,0,0,0.021615002438650666
11998900,0,0,0.021615002438650666
11999050,0,0,0.021615002438650666
11999200,0,0,0.021615002438650666
11999350,0,0,0.021615002438650666
11999500,0,0,0.021615002438650666
11999650,0,0,0.021615002438650666
11999800,0,0,0.021615002438650666
11999950,0,0,0.021615002438650666
12000100,0,0,0.021615002438650666
12000250,0,0,0.021615002438650666
12000400,0,0,0.021615002438650666
12000550,0,0,0.021615002438650666
12000700,0,0,0.021615002438650666
12000850,0,0,0.021615002438650666
12001000,0,0,0.021615002438650666
12001150,0,0,0.021615002438650666
12001300,0,0,0.021615002438650666
12001450,0,0,0.021615002438650666
12001600,0,0,0.021615002438650666
12001750,0,0,0.021615002438650666
12001900,0,0,0.021615002438650666
12002050,0,0,0.021615002438650666
12002200,0,0,0.021615002438650666
12002350,0,0,0.021615002438650666
12002500,0,0,0.021615002438650666
12002650,0,0,0.021615002438650666
12002800,0,0,0.021615002438650666
12002950,0,0,0.021615002438650666
12003100,0,0,0.021615002438650666
12003250,0,0,0.021615002438650666
12003400,0,0,0.02136673490621449
12003550,0,0,0.02136673490621449
12003700,0,0,0.02136673490621449
12003850,0,0,0.02136673490621449
12004000,0,0,0.02136673490621449
12004150,0,0,0.02136673490621449
12004300,0,0,0.02136673490621449
12004450,0,0,0.02136673490621449
12004600,0,0,0.02136673490621449
12004750,0,0,0.02136673490621449
12004900,0,0,0.01951946334115845
12005050,0,0,0.01951946334115845
12005200,0,0,0.01951946334115845
12005350,0,0,0.01951946334115845
12005500,0,0,0.01951946334115845
12005650,0,0,0.01951946334115845
12005800,0,0,0.01951946334115845
12005950,0,0,0.01999821158573406
12006100,0,0,0.01999821158573406
12006250,0,0,0.01999821158573406
12006400,0,0,0.01999821158573406
12006550,0,0,0.01999821158573406
12006700,0,0,0.01999821158573406
12006850,0,0,0.01999821158573406
12007000,0,0,0.01999821158573406
12007150,0,0,0.01999821158573406
12007300,0,0,0.01999821158573406
12007450,0,0,0.01999821158573406
12007600,0,0,0.01999821158573406
12007750,0,0,0.01999821158573406
12007900,0,0,0.01999821158573406
12008050,0,0,0.01999821158573406
12008200,0,0,0.01999821158573406
12008350,0,0,0.01999821158573406
12008500,0,0,0.01999821158573406
12008650,0,0,0.01999821158573406
12008800,0,0,0.01999821158573406
12008950,0,0,0.01999821158573406
12009100,0,0,0.01999821158573406
12009250,0,0,0.01999821158573406
12009400,0,0,0.01999821158573406
12009550,0,0,0.01999821158573406
12009700,0,0,0.01999821158573406
12009850,0,0,0.01999821158573406
12010000,0,0,0.01999821158573406
12010150,0,0,0.01999821158573406
12010300,0,0,0.01999821158573406
12010450,0,0,0.01999821158573406
12010600,0,0,0.01999821158573406
12010750,0,0,0.01999821158573406
12010900,0,0,0.01999821158573406
12011050,0,0,0.01999821158573406
12011200,0,0,0.01999821158573406
12011350,0,0,0.01999821158573406
12011500,0,0,0.01999821158573406
12011650,0,0,0.01999821158573406
12011800,0,0,0.01999821158573406
12011950,0,0,0.01999821158573406
12012100,0,0,0.01999821158573406
12012250,0,0,0.01999821158573406
12012400,0,0,0.01999821158573406
12012550,0,0,0.01999821158573406
12012700,0,0,0.01999821158573406
12012850,0,0,0.01999821158573406
12013000,0,0,0.01999821158573406
12013150,0,0,0.01999821158573406
12013300,0,0,0.01999821158573406
12013450,0,0,0.01999821158573406
12013600,0,0,0.01999821158573406
12013750,0,0,0.01999821158573406
12013900,0,0,0.01999821158573406
12014050,0,0,0.01999821158573406
12014200,0,0,0.01999821158573406
12014350,0,0,0.12517657520645686
12014500,0,0,0.12517657520645686
12014650,0,0,0.12517657520645686
12014800,0,0,0.12517657520645686
12014950,0,0,0.25926779095632924
12015100,0,0,0.25926779095632924
12015250,0,0,0.25926779095632924
12015400,0,0,0.25926779095632924
12015550,0,0,0.25926779095632924
12015700,0,0,0.25926779095632924
12015850,0,0,0.25926779095632924
12016000,0,0,0.25926779095632924
12016150,0,0,0.25926779095632924
12016300,0,0,0.25926779095632924
12016450,0,0,0.25926779095632924
12016600,0,0,0.25926779095632924
12016750,0,0,0.25926779095632924
12016900,0,0,0.25926779095632924
12017050,0,0,0.25926779095632924
12017200,0,0,0.25926779095632924
12017350,0,0,0.25926779095632924
12017500,0,0,0.25926779095632924
12017650,0,0,0.25926779095632924
12017800,0,0,0.25926779095632924
12017950,0,0,0.25926779095632924
12018100,0,0,0.25926779095632924
12018250,0,0,0.25926779095632924
12018400,0,0,0.25926779095632924
12018550,0,0,0.25926779095632924
12018700,0,0,0.25926779095632924
12018850,0,0,0.25926779095632924
12019000,0,0,0.25926779095632924
12019150,0,0,0.25926779095632924
12019300,0,0,0.25926779095632924
12019450,0,0,0.25926779095632924
12019600,0,0,0.2705631558563866
12019750,0,0,0.2705631558563866
12019900,0,0,0.2705631558563866
12020050,0,0,0.2705631558563866
12020200,0,0,0.2705631558563866
12020350,0,0,0.2705631558563866
12020500,0,0,0.2705631558563866
12020650,0,0,0.2705631558563866
12020800,0,0,0.2705631558563866
12020950,0,0,0.2705631558563866
12021100,0,0,0.2705631558563866
12021250,0,0,0.2705631558563866
12021400,0,0,0.2705631558563866
12021550,0,0,0.2705631558563866
12021700,0,0,0.2705631558563866
12021850,0,0,0.2705631558563866
12022000,0,0,0.2705631558563866
12022150,0,0,0.2705631558563866
12022300,0,0,0.2705631558563866
12022450,0,0,0.2705631558563866
12022600,0,0,0.2705631558563866
12022750,0,0,0.2705631558563866
12022900,0,0,0.2705631558563866
12023050,0,0,0.2705631558563866
12023200,0,0,0.2705631558563866
12023350,0,0,0.2705631558563866
12023500,0,0,0.2705631558563866
12023650,0,0,0.2705631558563866
12023800,0,0,0.2888495837327021
12023950,0,0,0.022279956483281127
12024100,0,0,0.022279956483281127
12024250,0,0,0.022279956483281127
12024400,0,0,0.022279956483281127
12024550,0,0,0.022279956483281127
12024700,0,0,0.022279956483281127
12024850,0,0,0.022279956483281127
12025000,0,0,0.022279956483281127
12025150,0,0,0.022279956483281127
12025300,0,0,0.022279956483281127
12025450,0,0,0.022279956483281127
12025600,0,0,0.022279956483281127
12025750,0,0,0.022279956483281127
12025900,0,0,0.022279956483281127
12026050,0,0,0.022279956483281127
12026200,0,0,0.022279956483281127
12026350,0,0,0.022279956483281127
12026500,0,0,0.022279956483281127
12026650,0,0,0.022279956483281127
12026800,0,0,0.022279956483281127
12026950,0,0,0.022279956483281127
12027100,0,0,0.022279956483281127
12027250,0,0,0.022279956483281127
12027400,0,0,0.022279956483281127
12027550,0,0,0.022279956483281127
12027700,0,0,0.022279956483281127
12027850,0,0,0.022279956483281127
12028000,0,0,0.022279956483281127
12028150,0,0,0.022279956483281127
12028300,0,0,0.022279956483281127
12028450,0,0,0.022279956483281127
12028600,0,0,0.022279956483281127
12028750,0,0,0.022279956483281127
12028900,0,0,0.022279956483281127
12029050,0,0,0.022279956483281127
12029200,0,0,0.022279956483281127
12029350,0,0,0.022279956483281127
12029500,0,0,0.022279956483281127
12029650,0,0,0.022279956483281127
12029800,0,0,0.022279956483281127
12029950,0,0,0.022279956483281127
12030100,0,0,0.022279956483281127
12030250,0,0,0.022279956483281127
12030400,0,0,0.022279956483281127
12030550,0,0,0.022279956483281127
12030700,0,0,0.022279956483281127
12030850,0,0,0.022279956483281127
12031000,0,0,0.022279956483281127
12031150,0,0,0.022279956483281127
12031300,0,0,0.022279956483281127
12031450,0,0,0.022279956483281127
12031600,0,0,0.022279956483281127
12031750,0,0,0.022279956483281127
12031900,0,0,0.022279956483281127
12032050,0,0,0.022279956483281127
12032200,0,0,0.022279956483281127
12032350,0,0,0.022279956483281127
12032500,0,0,0.022279956483281127
12032650,0,0,0.022279956483281127
12032800,0,0,0.022279956483281127
12032950,0,0,0.022279956483281127
12033100,0,0,0.022279956483281127
12033250,0,0,0.022279956483281127
12033400,0,0,0.022279956483281127
12033550,0,0,0.022279956483281127
12033700,0,0,0.022279956483281127
12033850,0,0,0.022279956483281127
12034000,0,0,0.022279956483281127
12034150,0,0,0.022279956483281127
12034300,0,0,0.022279956483281127
12034450,0,0,0.022279956483281127
12034600,0,0,0.022279956483281127
12034750,0,0,0.022279956483281127
12034900,0,0,0.022279956483281127
12035050,0,0,0.022279956483281127
12035200,0,0,0.022279956483281127
12035350,0,0,0.022279956483281127
12035500,0,0,0.022279956483281127
12035650,0,0,0.022279956483281127
12035800,0,0,0.022279956483281127
12035950,0,0,0.022279956483281127
12036100,0,0,0.022279956483281127
12036250,0,0,0.022279956483281127
12036400,0,0,0.022279956483281127
12036550,0,0,0.022279956483281127
12036700,0,0,0.022279956483281127
12036850,0,0,0.022279956483281127
12037000,0,0,0.022279956483281127
12037150,0,0,0.022279956483281127
12037300,0,0,0.022279956483281127
12037450,0,0,0.022279956483281127
12037600,0,0,0.022279956483281127
12037750,0,0,0.022279956483281127
12037900,0,0,0.022279956483281127
12038050,0,0,0.022279956483281127
12038200,0,0,0.022279956483281127
12038350,0,0,0.022279956483281127
12038500,0,0,0.022279956483281127
12038650,0,0,0.022279956483281127
12038800,0,0,0.022279956483281127
12038950,0,0,0.022279956483281127
12039100,0,0,0.022279956483281127
12039250,0,0,0.022279956483281127
12039400,0,0,0.022279956483281127
12039550,0,0,0.0220365061696442
12039700,0,0,0.0220365061696442
12039850,0,0,0.0220365061696442
12040000,0,0,0.0220365061696442
12040150,0,0,0.0220365061696442
12040300,0,0,0.0220365061696442
12040450,0,0,0.0220365061696442
12040600,0,0,0.0220365061696442
12040750,0,0,0.0220365061696442
12040900,0,0,0.0220365061696442
12041050,0,0,0.0220365061696442
12041200,0,0,0.0220365061696442
12041350,0,0,0.0220365061696442
12041500,0,0,0.0220365061696442
12041650,0,0,0.0220365061696442
12041800,0,0,0.0220365061696442
12041950,0,0,0.0220365061696442
12042100,0,0,0.0220365061696442
12042250,0,0,0.0220365061696442
12042400,0,0,0.0220365061696442
12042550,0,0,0.0220365061696442
12042700,0,0,0.0220365061696442
12042850,0,0,0.0220365061696442
12043000,0,0,0.0220365061696442
12043150,0,0,0.0220365061696442
12043300,0,0,0.0220365061696442
12043450,0,0,0.0220365061696442
12043600,0,0,0.0220365061696442
12043750,0,0,0.0220365061696442
12043900,0,0,0.0220365061696442
12044050,0,0,0.0220365061696442
12044200,0,0,0.0220365061696442
12044350,0,0,0.0220365061696442
12044500,0,0,0.0220365061696442
12044650,0,0,0.0220365061696442
12044800,0,0,0.0220365061696442
12044950,0,0,0.0220365061696442
12045100,0,0,0.0220365061696442
12045250,0,0,0.0220365061696442
12045400,0,0,0.0220365061696442
12045550,0,0,0.0220365061696442
12045700,0,0,0.0220365061696442
12045850,0,0,0.0220365061696442
12046000,0,0,0.02250506091892851
12046150,0,0,0.02250506091892851
12046300,0,0,0.02250506091892851
12046450,0,0,0.02250506091892851
12046600,0,0,0.02250506091892851
12046750,0,0,0.02250506091892851
12046900,0,0,0.02250506091892851
12047050,0,0,0.02250506091892851
12047200,0,0,0.02250506091892851
12047350,0,0,0.02250506091892851
12047500,0,0,0.02250506091892851
12047650,0,0,0.02250506091892851
12047800,0,0,0.02250506091892851
12047950,0,0,0.02250506091892851
12048100,0,0,0.02250506091892851
12048250,0,0,0.02250506091892851
12048400,0,0,0.02250506091892851
12048550,0,0,0.02250506091892851
12048700,0,0,0.02250506091892851
12048850,0,0,0.02250506091892851
12049000,0,0,0.02250506091892851
12049150,0,0,0.02250506091892851
12049300,0,0,0.02250506091892851
12049450,0,0,0.02250506091892851
12049600,0,0,0.02250506091892851
12049750,0,0,0.02250506091892851
12049900,0,0,0.02250506091892851
12050050,0,0,0.02250506091892851
12050200,0,0,0.02250506091892851
12050350,0,0,0.02250506091892851
12050500,0,0,0.02250506091892851
12050650,0,0,0.02250506091892851
12050800,0,0,0.02250506091892851
12050950,0,0,0.02250506091892851
12051100,0,0,0.02250506091892851
12051250,0,0,0.02250506091892851
12051400,0,0,0.02250506091892851
12051550,0,0,0.02250506091892851
12051700,0,0,0.02250506091892851
12051850,0,0,0.02250506091892851
12052000,0,0,0.02250506091892851
12052150,0,0,0.02250506091892851
12052300,0,0,0.02250506091892851
12052450,0,0,0.02250506091892851
12052600,0,0,0.02250506091892851
12052750,0,0,0.02250506091892851
12052900,0,0,0.02250506091892851
12053050,0,0,0.02250506091892851
12053200,0,0,0.02250506091892851
12053350,0,0,0.02250506091892851
12053500,0,0,0.02250506091892851
12053650,0,0,0.02250506091892851
12053800,0,0,0.02250506091892851
12053950,0,0,0.02250506091892851
12054100,0,0,0.02250506091892851
12054250,0,0,0.02250506091892851
12054400,0,0,0.02250506091892851
12054550,0,0,0.02250506091892851
12054700,0,0,0.02250506091892851
12054850,0,0,0.02250506091892851
12055000,0,0,0.02250506091892851
12055150,0,0,0.02250506091892851
12055300,0,0,0.02250506091892851
12055450,0,0,0.02250506091892851
12055600,0,0,0.02250506091892851
12055750,0,0,0.02250506091892851
12055900,0,0,0.02250506091892851
12056050,0,0,0.02250506091892851
12056200,0,0,0.02250506091892851
12056350,0,0,0.02250506091892851
12056500,0,0,0.02250506091892851
12056650,0,0,0.02250506091892851
12056800,0,0,0.02250506091892851
12056950,0,0,0.02250506091892851
12057100,0,0,0.02250506091892851
12057250,0,0,0.02250506091892851
12057400,0,0,0.02250506091892851
12057550,0,0,0.02250506091892851
12057700,0,0,0.02250506091892851
12057850,0,0,0.02250506091892851
12058000,0,0,0.02250506091892851
12058150,0,0,0.02250506091892851
12058300,0,0,0.02250506091892851
12058450,0,0,0.02250506091892851
12058600,0,0,0.02250506091892851
12058750,0,0,0.02250506091892851
12058900,0,0,0.02250506091892851
12059050,0,0,0.02250506091892851
12059200,0,0,0.02250506091892851
12059350,0,0,0.02250506091892851
12059500,0,0,0.02250506091892851
12059650,0,0,0.02250506091892851
12059800,0,0,0.02250506091892851
12059950,0,0,0.02250506091892851
12060100,0,0,0.02250506091892851
12060250,0,0,0.02250506091892851
12060400,0,0,0.02250506091892851
12060550,0,0,0.02250506091892851
12060700,0,0,0.06437485025310807
12060850,0,0,0.06437485025310807
12061000,0,0,0.06437485025310807
12061150,0,0,0.06437485025310807
12061300,0,0,0.06437485025310807
12061450,0,0,0.06437485025310807
12061600,0,0,0.06437485025310807
12061750,0,0,0.06437485025310807
12061900,0,0,0.06437485025310807
12062050,0,0,0.06437485025310807
12062200,0,0,0.06437485025310807
12062350,0,0,0.06437485025310807
12062500,0,0,0.06437485025310807
12062650,0,0,0.06437485025310807
12062800,0,0,0.06437485025310807
12062950,0,0,0.06437485025310807
12063100,0,0,0.06437485025310807
12063250,0,0,0.06437485025310807
12063400,0,0,0.06437485025310807
12063550,0,0,0.06437485025310807
12063700,0,0,0.06437485025310807
12063850,0,0,0.06437485025310807
12064000,0,0,0.06437485025310807
12064150,0,0,0.06437485025310807
12064300,0,0,0.06437485025310807
12064450,0,0,0.06437485025310807
12064600,0,0,0.06437485025310807
12064750,0,0,0.06437485025310807
12064900,0,0,0.06437485025310807
12065050,0,0,0.06437485025310807
12065200,0,0,0.06437485025310807
12065350,0,0,0.06437485025310807
12065500,0,0,0.06437485025310807
12065650,0,0,0.06437485025310807
12065800,0,0,0.06437485025310807
12065950,0,0,0.06437485025310807
12066100,0,0,0.06437485025310807
12066250,0,0,0.06437485025310807
12066400,0,0,0.06437485025310807
12066550,0,0,0.06437485025310807
12066700,0,0,0.06437485025310807
12066850,0,0,0.06437485025310807
12067000,0,0,0.06437485025310807
12067150,0,0,0.06437485025310807
12067300,0,0,0.06437485025310807
12067450,0,0,0.06437485025310807
12067600,0,0,0.06437485025310807
12067750,0,0,0.06437485025310807
12067900,0,0,0.06437485025310807
12068050,0,0,0.06437485025310807
12068200,0,0,0.06437485025310807
12068350,0,0,0.06437485025310807
12068500,0,0,0.06437485025310807
12068650,0,0,0.06437485025310807
12068800,0,0,0.06437485025310807
12068950,0,0,0.06437485025310807
12069100,0,0,0.06437485025310807
12069250,0,0,0.06437485025310807
12069400,0,0,0.06437485025310807
12069550,0,0,0.06437485025310807
12069700,0,0,0.06437485025310807
12069850,0,0,0.06437485025310807
12070000,0,0,0.06437485025310807
12070150,0,0,0.06437485025310807
12070300,0,0,0.06437485025310807
12070450,0,0,0.06437485025310807
12070600,0,0,0.06437485025310807
12070750,0,0,0.06437485025310807
12070900,0,0,0.06437485025310807
12071050,0,0,0.06437485025310807
12071200,0,0,0.06437485025310807
12071350,0,0,0.06437485025310807
12071500,0,0,0.06437485025310807
12071650,0,0,0.06437485025310807
12071800,0,0,0.06437485025310807
12071950,0,0,0.06437485025310807
12072100,0,0,0.06437485025310807
12072250,0,0,0.06437485025310807
12072400,0,0,0.06437485025310807
12072550,0,0,0.06437485025310807
12072700,0,0,0.06437485025310807
12072850,0,0,0.06437485025310807
12073000,0,0,0.06437485025310807
12073150,0,0,0.06437485025310807
12073300,0,0,0.06437485025310807
12073450,0,0,0.06437485025310807
12073600,0,0,0.06437485025310807
12073750,0,0,0.06437485025310807
12073900,0,0,0.06437485025310807
12074050,0,0,0.06437485025310807
12074200,0,0,0.06437485025310807
12074350,0,0,0.06437485025310807
12074500,0,0,0.06437485025310807
12074650,0,0,0.06437485025310807
12074800,0,0,0.06437485025310807
12074950,0,0,0.06437485025310807
12075100,0,0,0.06437485025310807
12075250,0,0,0.06437485025310807
12075400,0,0,0.06176385846592458
12075550,0,0,0.06176385846592458
12075700,0,0,0.06176385846592458
12075850,0,0,0.06176385846592458
12076000,0,0,0.06176385846592458
12076150,0,0,0.06176385846592458
12076300,0,0,0.06176385846592458
12076450,0,0,0.06176385846592458
12076600,0,0,0.06176385846592458
12076750,0,0,0.06176385846592458
12076900,0,0,0.06176385846592458
12077050,0,0,0.06176385846592458
12077200,0,0,0.06176385846592458
12077350,0,0,0.06176385846592458
12077500,0,0,0.06176385846592458
12077650,0,0,0.06176385846592458
12077800,0,0,0.06176385846592458
12077950,0,0,0.06176385846592458
12078100,0,0,0.06176385846592458
12078250,0,0,0.06176385846592458
12078400,0,0,0.06176385846592458
12078550,0,0,0.06176385846592458
12078700,0,0,0.06176385846592458
12078850,0,0,0.06176385846592458
12079000,0,0,0.06176385846592458
12079150,0,0,0.06176385846592458
12079300,0,0,0.06176385846592458
12079450,0,0,0.06176385846592458
12079600,0,0,0.06176385846592458
12079750,0,0,0.06176385846592458
12079900,0,0,0.06176385846592458
12080050,0,0,0.06176385846592458
12080200,0,0,0.06176385846592458
12080350,0,0,0.06176385846592458
12080500,0,0,0.06176385846592458
12080650,0,0,0.06176385846592458
12080800,0,0,0.06176385846592458
12080950,0,0,0.06176385846592458
12081100,0,0,0.06176385846592458
12081250,0,0,0.06176385846592458
12081400,0,0,0.06176385846592458
12081550,0,0,0.06176385846592458
12081700,0,0,0.06176385846592458
12081850,0,0,0.06176385846592458
12082000,0,0,0.06176385846592458
12082150,0,0,0.06176385846592458
12082300,0,0,0.06176385846592458
12082450,0,0,0.06176385846592458
12082600,0,0,0.06176385846592458
12082750,0,0,0.06176385846592458
12082900,0,0,0.06176385846592458
12083050,0,0,0.06176385846592458
12083200,0,0,0.06176385846592458
12083350,0,0,0.06176385846592458
12083500,0,0,0.06176385846592458
12083650,0,0,0.06176385846592458
12083800,0,0,0.06176385846592458
12083950,0,0,0.06176385846592458
12084100,0,0,0.06176385846592458
12084250,0,0,0.06176385846592458
12084400,0,0,0.06176385846592458
12084550,0,0,0.06176385846592458
12084700,0,0,0.06176385846592458
12084850,0,0,0.06176385846592458
12085000,0,0,0.06176385846592458
12085150,0,0,0.06176385846592458
12085300,0,0,0.06176385846592458
12085450,0,0,0.06176385846592458
12085600,0,0,0.06176385846592458
12085750,0,0,0.06176385846592458
12085900,0,0,0.06176385846592458
12086050,0,0,0.06176385846592458
12086200,0,0,0.06176385846592458
12086350,0,0,0.06176385846592458
12086500,0,0,0.06176385846592458
12086650,0,0,0.06176385846592458
12086800,0,0,0.06176385846592458
12086950,0,0,0.06176385846592458
12087100,0,0,0.06176385846592458
12087250,0,0,0.06176385846592458
12087400,0,0,0.06176385846592458
12087550,0,0,0.06176385846592458
12087700,0,0,0.06176385846592458
12087850,0,0,0.06176385846592458
12088000,0,0,0.06176385846592458
12088150,0,0,0.06176385846592458
12088300,0,0,0.06176385846592458
12088450,0,0,0.06176385846592458
12088600,0,0,0.06176385846592458
12088750,0,0,0.06176385846592458
12088900,0,0,0.06176385846592458
12089050,0,0,0.06176385846592458
12089200,0,0,0.06176385846592458
12089350,0,0,0.06176385846592458
12089500,0,0,0.06176385846592458
12089650,0,0,0.06176385846592458
12089800,0,0,0.06176385846592458
12089950,0,0,0.06176385846592458
12090100,0,0,0.06176385846592458
12090250,0,0,0.06176385846592458
12090400,0,0,0.06176385846592458
12090550,0,0,0.06176385846592458
12090700,0,0,0.06176385846592458
12090850,0,0,0.06176385846592458
12091000,0,0,0.06176385846592458
12091150,0,0,0.06176385846592458
12091300,0,0,0.06176385846592458
12091450,0,0,0.06176385846592458
12091600,0,0,0.06176385846592458
12091750,0,0,0.06176385846592458
12091900,0,0,0.06176385846592458
12092050,0,0,0.06176385846592458
12092200,0,0,0.06176385846592458
12092350,0,0,0.06176385846592458
12092500,0,0,0.06176385846592458
12092650,0,0,0.06176385846592458
12092800,0,0,0.06176385846592458
12092950,0,0,0.06176385846592458
12093100,0,0,0.06176385846592458
12093250,0,0,0.06176385846592458
12093400,0,0,0.06176385846592458
12093550,0,0,0.06176385846592458
12093700,0,0,0.06176385846592458
12093850,0,0,0.06176385846592458
12094000,0,0,0.06176385846592458
12094150,0,0,0.06176385846592458
12094300,0,0,0.06176385846592458
12094450,0,0,0.06176385846592458
12094600,0,0,0.06176385846592458
12094750,0,0,0.06176385846592458
12094900,0,0,0.06176385846592458
12095050,0,0,0.06176385846592458
12095200,0,0,0.06176385846592458
12095350,0,0,0.06176385846592458
12095500,0,0,0.06176385846592458
12095650,0,0,0.06176385846592458
12095800,0,0,0.06176385846592458
12095950,0,0,0.06176385846592458
12096100,0,0,0.06176385846592458
12096250,0,0,0.06176385846592458
12096400,0,0,0.06176385846592458
12096550,0,0,0.06176385846592458
12096700,0,0,0.06176385846592458
12096850,0,0,0.06176385846592458
12097000,0,0,0.06176385846592458
12097150,0,0,0.06176385846592458
12097300,0,0,0.06176385846592458
12097450,0,0,0.06176385846592458
12097600,0,0,0.06176385846592458
12097750,0,0,0.06176385846592458
12097900,0,0,0.06176385846592458
12098050,0,0,0.06176385846592458
12098200,0,0,0.06176385846592458
12098350,0,0,0.06176385846592458
12098500,0,0,0.06176385846592458
12098650,0,0,0.06176385846592458
12098800,0,0,0.06176385846592458
12098950,0,0,0.06176385846592458
12099100,0,0,0.06176385846592458
12099250,0,0,0.06176385846592458
12099400,0,0,0.06176385846592458
12099550,0,0,0.06176385846592458
12099700,0,0,0.06176385846592458
12099850,0,0,0.06176385846592458
12100000,0,0,0.06176385846592458
12100150,0,0,0.06176385846592458
12100300,0,0,0.06176385846592458
12100450,0,0,0.06176385846592458
12100600,0,0,0.06176385846592458
12100750,0,0,0.06176385846592458
12100900,0,0,0.06176385846592458
12101050,0,0,0.06176385846592458
12101200,0,0,0.06176385846592458
12101350,0,0,0.06176385846592458
12101500,0,0,0.06176385846592458
12101650,0,0,0.06176385846592458
12101800,0,0,0.06176385846592458
12101950,0,0,0.06176385846592458
12102100,0,0,0.06176385846592458
12102250,0,0,0.06176385846592458
12102400,0,0,0.06439734301402855
12102550,0,0,0.06439734301402855
12102700,0,0,0.06439734301402855
12102850,0,0,0.06439734301402855
12103000,0,0,0.06439734301402855
12103150,0,0,0.06439734301402855
12103300,0,0,0.06439734301402855
12103450,0,0,0.06439734301402855
12103600,0,0,0.06439734301402855
12103750,0,0,0.06439734301402855
12103900,0,0,0.06439734301402855
12104050,0,0,0.06439734301402855
12104200,0,0,0.06439734301402855
12104350,0,0,0.06439734301402855
12104500,0,0,0.06439734301402855
12104650,0,0,0.06439734301402855
12104800,0,0,0.06439734301402855
12104950,0,0,0.06439734301402855
12105100,0,0,0.06439734301402855
12105250,0,0,0.06439734301402855
12105400,0,0,0.06439734301402855
12105550,0,0,0.06439734301402855
12105700,0,0,0.06439734301402855
12105850,0,0,0.06439734301402855
12106000,0,0,0.06439734301402855
