blocknumber,reserve UNI,reserve DAI,volume UNI for 5% slippage
12354550,0,0,147.2313307476711
12354700,0,0,147.2313307476711
12354850,0,0,146.54430313496232
12355000,0,0,143.2314177156286
12355150,0,0,143.98404929457593
12355300,0,0,145.03668087352344
12355450,0,0,144.7471905340417
12355600,0,0,144.05432864621935
12355750,0,0,144.05432864621935
12355900,0,0,144.05432864621935
12356050,0,0,144.05432864621935
12356200,0,0,144.05432864621935
12356350,0,0,144.7840949637125
12356500,0,0,144.47991347374273
12356650,0,0,144.12263555854315
12356800,0,0,144.0496267009189
12356950,0,0,142.92167156065807
12357100,0,0,143.74655991147438
12357250,0,0,143.74655991147438
12357400,0,0,143.74655991147438
12357550,0,0,143.74655991147438
12357700,0,0,144.16626517463146
12357850,0,0,144.16626517463146
12358000,0,0,144.16626517463146
12358150,0,0,143.02279745740043
12358300,0,0,143.02279745740043
12358450,0,0,145.04133026513546
12358600,0,0,142.91333877687066
12358750,0,0,141.49816714665894
12358900,0,0,140.69978917201615
12359050,0,0,140.21653577430607
12359200,0,0,140.19316209889303
12359350,0,0,140.19316209889303
12359500,0,0,140.19316209889303
12359650,0,0,141.5089515725772
12359800,0,0,141.5089515725772
12359950,0,0,141.3932196648525
12360100,0,0,141.30255485759108
12360250,0,0,141.30255485759108
12360400,0,0,141.30255485759108
12360550,0,0,141.30255485759108
12360700,0,0,141.46676538390648
12360850,0,0,142.43200601677245
12361000,0,0,142.43200601677245
12361150,0,0,142.22147970098285
12361300,0,0,142.22147970098285
12361450,0,0,142.22147970098285
12361600,0,0,142.38425851094325
12361750,0,0,144.34523558445426
12361900,0,0,142.98677101706062
12362050,0,0,142.98677101706062
12362200,0,0,142.98677101706062
12362350,0,0,142.98677101706062
12362500,0,0,142.98677101706062
12362650,0,0,142.98677101706062
12362800,0,0,142.98677101706062
12362950,0,0,142.98677101706062
12363100,0,0,143.94410891179814
12363250,0,0,145.13200609916612
12363400,0,0,143.29173080755209
12363550,0,0,145.27029396544685
12363700,0,0,145.3229255443939
12363850,0,0,145.3229255443939
12364000,0,0,144.6620065750526
12364150,0,0,144.6620065750526
12364300,0,0,143.99059022271922
12364450,0,0,143.99059022271922
12364600,0,0,144.91920280166687
12364750,0,0,146.3545327049369
12364900,0,0,146.41177218598932
12365050,0,0,147.38916035855664
12365200,0,0,147.7575814111883
12365350,0,0,147.7575814111883
12365500,0,0,147.3693671058536
12365650,0,0,147.21147236901106
12365800,0,0,145.8413490502221
12365950,0,0,145.79880373328524
12366100,0,0,145.5952615142005
12366250,0,0,144.75943101548955
12366400,0,0,145.6028974885212
12366550,0,0,145.60237117273118
12366700,0,0,146.1092899583814
12366850,0,0,146.520747356451
12367000,0,0,145.6168249326979
12367150,0,0,145.6168249326979
12367300,0,0,144.23225728937177
12367450,0,0,144.96909939463512
12367600,0,0,144.7542039020609
12367750,0,0,143.0673573314548
12367900,0,0,141.9908292397672
12368050,0,0,141.9908292397672
12368200,0,0,141.9908292397672
12368350,0,0,143.60366374364185
12368500,0,0,144.21279430797676
12368650,0,0,144.86357435639775
12368800,0,0,145.92770856692368
12368950,0,0,146.5268946516603
12369100,0,0,146.2317304285525
12369250,0,0,145.5128259727412
12369400,0,0,144.42650639034036
12369550,0,0,143.3341015216929
12369700,0,0,143.6373000224403
12369850,0,0,143.6373000224403
12370000,0,0,143.1864894500186
12370150,0,0,141.628919256093
12370300,0,0,142.20050547966048
12370450,0,0,141.73113670252815
12370600,0,0,143.12617852305493
12370750,0,0,142.4865473114719
12370900,0,0,142.37817303357133
12371050,0,0,141.29213592055976
12371200,0,0,143.33274582383774
12371350,0,0,143.4380089817323
12371500,0,0,145.24092102769828
12371650,0,0,145.41180303023475
12371800,0,0,145.96615700136044
12371950,0,0,145.83075487791848
12372100,0,0,145.40970224633975
12372250,0,0,146.5475217938756
12372400,0,0,146.51741172228458
12372550,0,0,146.51741172228458
12372700,0,0,146.93278043241025
12372850,0,0,145.88719744422815
12373000,0,0,145.88719744422815
12373150,0,0,144.24633783562922
12373300,0,0,144.5108447349412
12373450,0,0,144.65631261992576
12373600,0,0,144.8668389357149
12373750,0,0,144.8668389357149
12373900,0,0,144.8668389357149
12374050,0,0,144.87405943491876
12374200,0,0,144.87405943491876
12374350,0,0,144.87405943491876
12374500,0,0,163.5476349907717
12374650,0,0,163.5476349907717
12374800,0,0,163.5476349907717
12374950,0,0,163.64262887204723
12375100,0,0,163.64262887204723
12375250,0,0,164.66335826978184
12375400,0,0,164.76862142767595
12375550,0,0,164.52523809874265
12375700,0,0,164.52523809874265
12375850,0,0,164.52523809874265
12376000,0,0,164.52523809874265
12376150,0,0,164.52523809874265
12376300,0,0,165.05418546716373
12376450,0,0,165.226618202174
12376600,0,0,165.226618202174
12376750,0,0,166.14451669480968
12376900,0,0,168.82872722112552
12377050,0,0,165.70078196807071
12377200,0,0,165.97738699465026
12377350,0,0,165.97738699465026
12377500,0,0,165.97738699465026
12377650,0,0,167.11507120517672
12377800,0,0,167.11507120517672
12377950,0,0,167.11507120517672
12378100,0,0,167.11507120517672
12378250,0,0,166.3775062305067
12378400,0,0,167.00908517787548
12378550,0,0,167.00908517787548
12378700,0,0,166.87806541306554
12378850,0,0,166.87806541306554
12379000,0,0,166.87806541306554
12379150,0,0,166.87806541306554
12379300,0,0,166.87806541306554
12379450,0,0,167.59520639092534
12379600,0,0,167.59520639092534
12379750,0,0,167.59520639092534
12379900,0,0,166.2768928435671
12380050,0,0,166.2768928435671
12380200,0,0,166.7505898207578
12380350,0,0,166.5868278269336
12380500,0,0,166.5868278269336
12380650,0,0,166.5868278269336
12380800,0,0,166.63919624798655
12380950,0,0,167.8893828091218
12381100,0,0,167.8893828091218
12381250,0,0,167.8893828091218
12381400,0,0,167.8893828091218
12381550,0,0,166.31867052581674
12381700,0,0,166.31867052581674
12381850,0,0,167.84599222167208
12382000,0,0,166.1166160461853
12382150,0,0,166.1166160461853
12382300,0,0,166.1166160461853
12382450,0,0,168.2218792040794
12382600,0,0,168.2218792040794
12382750,0,0,168.2218792040794
12382900,0,0,168.2218792040794
12383050,0,0,168.2218792040794
12383200,0,0,168.2218792040794
12383350,0,0,149.1712643083324
12383500,0,0,149.1712643083324
12383650,0,0,148.98899804264784
12383800,0,0,148.98899804264784
12383950,0,0,149.14689277948992
12384100,0,0,149.14689277948992
12384250,0,0,149.72264167113053
12384400,0,0,146.8713374884005
12384550,0,0,147.3303496481326
12384700,0,0,148.15673755813305
12384850,0,0,148.2255421633954
12385000,0,0,148.42450503096143
12385150,0,0,150.8287463352999
12385300,0,0,148.9476434575613
12385450,0,0,148.9476434575613
12385600,0,0,148.92076459918462
12385750,0,0,148.92076459918462
12385900,0,0,147.84344659926137
12386050,0,0,147.84344659926137
12386200,0,0,147.84344659926137
12386350,0,0,147.84344659926137
12386500,0,0,147.27070151360385
12386650,0,0,146.43703728557102
12386800,0,0,146.43703728557102
12386950,0,0,146.43703728557102
12387100,0,0,146.43703728557102
12387250,0,0,146.43703728557102
12387400,0,0,144.65268343993193
12387550,0,0,145.96042158456748
12387700,0,0,146.08147421614603
12387850,0,0,146.08147421614603
12388000,0,0,146.08147421614603
12388150,0,0,146.08147421614603
12388300,0,0,146.08147421614603
12388450,0,0,146.08147421614603
12388600,0,0,146.08147421614603
12388750,0,0,146.08147421614603
12388900,0,0,146.08147421614603
12389050,0,0,146.08147421614603
12389200,0,0,146.08147421614603
12389350,0,0,146.08147421614603
12389500,0,0,146.08147421614603
12389650,0,0,147.41187575665708
12389800,0,0,147.41187575665708
12389950,0,0,147.41187575665708
12390100,0,0,148.28074423208864
12390250,0,0,148.3715342251321
12390400,0,0,148.3715342251321
12390550,0,0,146.4633723733141
12390700,0,0,147.12434974331427
12390850,0,0,147.12434974331427
12391000,0,0,147.12434974331427
12391150,0,0,147.12434974331427
12391300,0,0,147.12434974331427
12391450,0,0,147.12434974331427
12391600,0,0,147.12434974331427
12391750,0,0,147.12434974331427
12391900,0,0,147.12434974331427
12392050,0,0,147.12434974331427
12392200,0,0,147.314195614651
12392350,0,0,147.6272219304401
12392500,0,0,147.6272219304401
12392650,0,0,147.6272219304401
12392800,0,0,147.6272219304401
12392950,0,0,147.25027641198176
12393100,0,0,147.25027641198176
12393250,0,0,147.25027641198176
12393400,0,0,147.25027641198176
12393550,0,0,147.25027641198176
12393700,0,0,147.25027641198176
12393850,0,0,147.25027641198176
12394000,0,0,147.25027641198176
12394150,0,0,147.25027641198176
12394300,0,0,147.25027641198176
12394450,0,0,147.35553956987678
12394600,0,0,147.35553956987678
12394750,0,0,147.35553956987678
12394900,0,0,147.35553956987678
12395050,0,0,147.35553956987678
12395200,0,0,147.15218246997802
12395350,0,0,147.15218246997802
12395500,0,0,147.15218246997802
12395650,0,0,147.15218246997802
12395800,0,0,145.64382610990424
12395950,0,0,145.64382610990424
12396100,0,0,145.64382610990424
12396250,0,0,145.25981781604378
12396400,0,0,144.50473842075826
12396550,0,0,144.50473842075826
12396700,0,0,145.08807009510065
12396850,0,0,145.08200188832416
12397000,0,0,145.08200188832416
12397150,0,0,145.5009492567442
12397300,0,0,145.5009492567442
12397450,0,0,145.50251438832356
12397600,0,0,145.50251438832356
12397750,0,0,145.50251438832356
12397900,0,0,145.50251438832356
12398050,0,0,145.50251438832356
12398200,0,0,146.77591596937646
12398350,0,0,149.27211799100132
12398500,0,0,149.27211799100132
12398650,0,0,149.00235930359213
12398800,0,0,148.84446456675005
12398950,0,0,148.79072331433372
12399100,0,0,146.83988559723002
12399250,0,0,146.83988559723002
12399400,0,0,146.83988559723002
12399550,0,0,146.83988559723002
12399700,0,0,146.83988559723002
12399850,0,0,146.96486173244057
12400000,0,0,147.02409726277483
12400150,0,0,147.02409726277483
12400300,0,0,147.2223472627752
12400450,0,0,149.06399199961697
12400600,0,0,149.2596185612224
12400750,0,0,149.3787273372909
12400900,0,0,148.88048032484994
12401050,0,0,148.55703518264272
12401200,0,0,148.289824462051
12401350,0,0,148.3589129353154
12401500,0,0,148.3589129353154
12401650,0,0,148.3589129353154
12401800,0,0,148.31895470807603
12401950,0,0,148.31895470807603
12402100,0,0,148.31895470807603
12402250,0,0,148.464222381107
12402400,0,0,148.464222381107
12402550,0,0,148.464222381107
12402700,0,0,148.464222381107
12402850,0,0,148.05229599893846
12403000,0,0,148.07801476275472
12403150,0,0,148.07801476275472
12403300,0,0,148.07801476275472
12403450,0,0,148.07801476275472
12403600,0,0,148.07801476275472
12403750,0,0,148.07801476275472
12403900,0,0,146.24299413337667
12404050,0,0,145.6129746281522
12404200,0,0,145.6129746281522
12404350,0,0,145.6129746281522
12404500,0,0,145.6129746281522
12404650,0,0,144.58774127955985
12404800,0,0,144.58774127955985
12404950,0,0,144.58774127955985
12405100,0,0,144.58774127955985
12405250,0,0,144.58774127955985
12405400,0,0,144.58774127955985
12405550,0,0,144.58774127955985
12405700,0,0,144.70483601640217
12405850,0,0,145.33324706903386
12406000,0,0,145.33324706903386
12406150,0,0,145.4897602269284
12406300,0,0,145.4897602269284
12406450,0,0,145.4897602269284
12406600,0,0,145.4897602269284
12406750,0,0,145.4897602269284
12406900,0,0,145.4897602269284
12407050,0,0,146.27923391113973
12407200,0,0,146.60901733851279
12407350,0,0,146.81954365430283
12407500,0,0,146.81954365430283
12407650,0,0,146.81954365430283
12407800,0,0,146.4376533560653
12407950,0,0,146.51660072448658
12408100,0,0,147.89879474817099
12408250,0,0,147.89879474817099
12408400,0,0,148.21708752242057
12408550,0,0,149.3169657803146
12408700,0,0,149.3169657803146
12408850,0,0,155.21083579318247
12409000,0,0,155.21083579318247
12409150,0,0,155.21083579318247
12409300,0,0,155.21083579318247
12409450,0,0,152.05294105633993
12409600,0,0,152.05294105633993
12409750,0,0,153.69923084175298
12409900,0,0,153.69923084175298
12410050,0,0,153.69923084175298
12410200,0,0,153.69923084175298
12410350,0,0,153.71667869278144
12410500,0,0,153.71667869278144
12410650,0,0,153.71667869278144
12410800,0,0,153.71667869278144
12410950,0,0,153.71667869278144
12411100,0,0,153.71667869278144
12411250,0,0,153.71667869278144
12411400,0,0,153.71667869278144
12411550,0,0,153.71667869278144
12411700,0,0,153.71667869278144
12411850,0,0,153.71667869278144
12412000,0,0,152.48271953666244
12412150,0,0,152.7015662900235
12412300,0,0,153.06698926633908
12412450,0,0,153.06698926633908
12412600,0,0,153.19741689791726
12412750,0,0,153.19741689791726
12412900,0,0,153.30175900318136
12413050,0,0,153.30175900318136
12413200,0,0,104.33675595071873
12413350,0,0,104.33675595071873
12413500,0,0,104.33675595071873
12413650,0,0,104.33675595071873
12413800,0,0,104.33675595071873
12413950,0,0,104.33675595071873
12414100,0,0,104.33675595071873
12414250,0,0,104.75746355977572
12414400,0,0,104.07826402294086
12414550,0,0,104.07826402294086
12414700,0,0,103.90848683955369
12414850,0,0,102.9559138953382
12415000,0,0,102.9559138953382
12415150,0,0,103.00854547428571
12415300,0,0,103.00854547428571
12415450,0,0,103.00854547428571
12415600,0,0,103.00854547428571
12415750,0,0,103.00854547428571
12415900,0,0,103.00854547428571
12416050,0,0,103.00854547428571
12416200,0,0,103.00854547428571
12416350,0,0,103.00854547428571
12416500,0,0,103.00854547428571
12416650,0,0,103.00854547428571
12416800,0,0,99.13788372551198
12416950,0,0,100.56323804064118
12417100,0,0,100.56323804064118
12417250,0,0,99.54753695746831
12417400,0,0,99.54753695746831
12417550,0,0,99.54753695746831
12417700,0,0,99.54753695746831
12417850,0,0,99.54753695746831
12418000,0,0,99.54753695746831
12418150,0,0,94.70530918340683
12418300,0,0,95.75794076235388
12418450,0,0,95.75794076235388
12418600,0,0,96.43470640129635
12418750,0,0,96.43470640129635
12418900,0,0,96.43470640129635
12419050,0,0,96.59260113813843
12419200,0,0,96.59260113813843
12419350,0,0,96.80312745392757
12419500,0,0,96.80312745392757
12419650,0,0,96.80312745392757
12419800,0,0,96.80312745392757
12419950,0,0,96.80312745392757
12420100,0,0,96.80312745392757
12420250,0,0,96.80312745392757
12420400,0,0,96.80312745392757
12420550,0,0,96.80312745392757
12420700,0,0,96.80312745392757
12420850,0,0,96.80312745392757
12421000,0,0,96.80312745392757
12421150,0,0,98.36189877985521
12421300,0,0,98.36189877985521
12421450,0,0,98.36189877985521
12421600,0,0,98.36189877985521
12421750,0,0,98.36189877985521
12421900,0,0,98.36189877985521
12422050,0,0,98.36189877985521
12422200,0,0,98.36189877985521
12422350,0,0,99.39165632177105
12422500,0,0,99.39165632177105
12422650,0,0,99.39165632177105
12422800,0,0,106.84318605450585
12422950,0,0,103.63510250809554
12423100,0,0,103.63510250809554
12423250,0,0,103.63510250809554
12423400,0,0,103.63510250809554
12423550,0,0,101.90579231916945
12423700,0,0,101.90579231916945
12423850,0,0,101.90579231916945
12424000,0,0,101.90579231916945
12424150,0,0,101.90579231916945
12424300,0,0,101.90579231916945
12424450,0,0,101.90579231916945
12424600,0,0,100.56397036302633
12424750,0,0,100.0561866659882
12424900,0,0,100.0561866659882
12425050,0,0,100.0561866659882
12425200,0,0,100.8900480870409
12425350,0,0,102.53310485254428
12425500,0,0,102.53310485254428
12425650,0,0,102.53310485254428
12425800,0,0,102.53310485254428
12425950,0,0,102.53310485254428
12426100,0,0,101.74844800793426
12426250,0,0,101.74844800793426
12426400,0,0,101.74844800793426
12426550,0,0,101.74844800793426
12426700,0,0,101.74844800793426
12426850,0,0,101.74844800793426
12427000,0,0,102.06231537635495
12427150,0,0,102.06231537635495
12427300,0,0,102.06231537635495
12427450,0,0,106.36715124819966
12427600,0,0,106.36715124819966
12427750,0,0,106.36715124819966
12427900,0,0,106.36715124819966
12428050,0,0,104.12839863174531
12428200,0,0,104.12839863174531
12428350,0,0,104.12839863174531
12428500,0,0,104.12839863174531
12428650,0,0,104.12839863174531
12428800,0,0,104.12839863174531
12428950,0,0,104.12839863174531
12429100,0,0,104.12839863174531
12429250,0,0,104.12839863174531
12429400,0,0,103.33091738227336
12429550,0,0,103.33091738227336
12429700,0,0,103.33091738227336
12429850,0,0,103.33091738227336
12430000,0,0,103.33091738227336
12430150,0,0,102.85646196691232
12430300,0,0,102.85646196691232
12430450,0,0,102.85646196691232
12430600,0,0,102.85646196691232
12430750,0,0,102.85646196691232
12430900,0,0,102.85646196691232
12431050,0,0,102.85646196691232
12431200,0,0,102.85646196691232
12431350,0,0,102.85646196691232
12431500,0,0,102.85646196691232
12431650,0,0,102.85646196691232
12431800,0,0,100.2386282230159
12431950,0,0,100.2386282230159
12432100,0,0,100.2386282230159
12432250,0,0,100.2386282230159
12432400,0,0,100.2386282230159
12432550,0,0,100.2386282230159
12432700,0,0,100.2386282230159
12432850,0,0,100.2386282230159
12433000,0,0,100.2386282230159
12433150,0,0,130.91280802135387
12433300,0,0,130.91280802135387
12433450,0,0,129.13502720475552
12433600,0,0,129.13502720475552
12433750,0,0,129.13502720475552
12433900,0,0,129.13502720475552
12434050,0,0,128.50660610187586
12434200,0,0,127.85209231489537
12434350,0,0,127.85209231489537
12434500,0,0,127.85209231489537
12434650,0,0,127.85209231489537
12434800,0,0,127.85209231489537
12434950,0,0,128.2731449464741
12435100,0,0,129.26431938470458
12435250,0,0,129.26431938470458
12435400,0,0,128.93365765566548
12435550,0,0,127.31006361594248
12435700,0,0,127.31006361594248
12435850,0,0,127.31006361594248
12436000,0,0,127.31006361594248
12436150,0,0,127.31006361594248
12436300,0,0,127.31006361594248
12436450,0,0,126.55420966350314
12436600,0,0,126.55420966350314
12436750,0,0,126.55420966350314
12436900,0,0,124.81731633542445
12437050,0,0,124.81731633542445
12437200,0,0,125.57784055700003
12437350,0,0,125.57784055700003
12437500,0,0,126.47865140982148
12437650,0,0,126.48391456771637
12437800,0,0,127.28689256453876
12437950,0,0,127.41806282769662
12438100,0,0,128.24926614583646
12438250,0,0,129.2066795971634
12438400,0,0,129.2066795971634
12438550,0,0,129.73299538663693
12438700,0,0,129.30648478302388
12438850,0,0,129.30648478302388
12439000,0,0,129.30648478302388
12439150,0,0,129.19919135060974
12439300,0,0,129.19919135060974
12439450,0,0,129.19919135060974
12439600,0,0,129.72874869697404
12439750,0,0,129.72874869697404
12439900,0,0,129.72874869697404
12440050,0,0,129.72874869697404
12440200,0,0,130.20769606539494
12440350,0,0,130.20769606539494
12440500,0,0,130.20769606539494
12440650,0,0,130.20769606539494
12440800,0,0,131.2556990469373
12440950,0,0,131.4662253627269
12441100,0,0,132.1935937837796
12441250,0,0,132.1935937837796
12441400,0,0,132.1935937837796
12441550,0,0,132.1935937837796
12441700,0,0,131.66402989824292
12441850,0,0,131.5061351614013
12442000,0,0,131.5061351614013
12442150,0,0,131.5113983192955
12442300,0,0,131.91766455781158
12442450,0,0,131.91766455781158
12442600,0,0,131.91766455781158
12442750,0,0,131.91766455781158
12442900,0,0,131.91766455781158
12443050,0,0,131.91766455781158
12443200,0,0,131.64021751660493
12443350,0,0,131.64021751660493
12443500,0,0,131.50176987533018
12443650,0,0,131.5719772370424
12443800,0,0,131.5719772370424
12443950,0,0,131.41163683568476
12444100,0,0,131.46931720030608
12444250,0,0,130.08141689234895
12444400,0,0,130.13710587520944
12444550,0,0,130.13710587520944
12444700,0,0,130.13710587520944
12444850,0,0,130.13710587520944
12445000,0,0,129.53142139861703
12445150,0,0,129.5011913132047
12445300,0,0,130.02518605004698
12445450,0,0,130.02518605004698
12445600,0,0,130.02518605004698
12445750,0,0,130.02518605004698
12445900,0,0,130.49075345239336
12446050,0,0,130.76587475180915
12446200,0,0,130.76587475180915
12446350,0,0,133.42728541907772
12446500,0,0,131.7832810871772
12446650,0,0,132.17418999937703
12446800,0,0,132.9443922557911
12446950,0,0,133.91281330842267
12447100,0,0,133.91281330842267
12447250,0,0,133.91281330842267
12447400,0,0,134.7786669863173
12447550,0,0,134.7786669863173
12447700,0,0,135.1960754517833
12447850,0,0,137.56736161758832
12448000,0,0,137.73406301955427
12448150,0,0,137.73406301955427
12448300,0,0,133.83842004678561
12448450,0,0,134.64079773957704
12448600,0,0,134.64079773957704
12448750,0,0,135.13183100986615
12448900,0,0,135.13183100986615
12449050,0,0,135.34247340688566
12449200,0,0,136.46249142425367
12449350,0,0,136.46249142425367
12449500,0,0,136.98880721372788
12449650,0,0,134.28945106462865
12449800,0,0,135.23064057936594
12449950,0,0,135.23064057936594
12450100,0,0,135.93761034228336
12450250,0,0,135.93761034228336
12450400,0,0,135.9373603422834
12450550,0,0,135.11509191882686
12450700,0,0,134.16014569941007
12450850,0,0,133.41209981776836
12451000,0,0,133.41209981776836
12451150,0,0,133.41209981776836
12451300,0,0,133.4120948654715
12451450,0,0,133.34995984781716
12451600,0,0,133.34995984781716
12451750,0,0,133.2452214696752
12451900,0,0,133.2452214696752
12452050,0,0,132.75770013975188
12452200,0,0,132.75770013975188
12452350,0,0,132.75770013975188
12452500,0,0,134.33639174819172
12452650,0,0,134.33639174819172
12452800,0,0,134.33639174819172
12452950,0,0,134.59298128871814
12453100,0,0,134.7181686170831
12453250,0,0,135.31185282760924
12453400,0,0,137.94504446772288
12453550,0,0,137.5648886106229
12453700,0,0,135.93330966325456
12453850,0,0,135.93330966325456
12454000,0,0,135.93330966325456
12454150,0,0,135.1295958892102
12454300,0,0,135.1295958892102
12454450,0,0,134.4060114629925
12454600,0,0,134.4060114629925
12454750,0,0,135.98495883141376
12454900,0,0,135.99970343031916
12455050,0,0,135.99970343031916
12455200,0,0,135.47009004561912
12455350,0,0,134.6090246269309
12455500,0,0,134.6090246269309
12455650,0,0,134.68631560051264
12455800,0,0,134.68631560051264
12455950,0,0,134.5640174260168
12456100,0,0,134.5640174260168
12456250,0,0,132.62238454129277
12456400,0,0,132.62238454129277
12456550,0,0,132.62238454129277
12456700,0,0,131.95303089702912
12456850,0,0,131.36398530202138
12457000,0,0,131.36398530202138
12457150,0,0,131.36398530202138
12457300,0,0,131.36398530202138
12457450,0,0,131.36398530202138
12457600,0,0,131.334580422859
12457750,0,0,131.334580422859
12457900,0,0,131.334580422859
12458050,0,0,131.32928122057785
12458200,0,0,131.32928122057785
12458350,0,0,131.05368458566375
12458500,0,0,131.05368458566375
12458650,0,0,132.0353790094988
12458800,0,0,132.03876172432692
12458950,0,0,132.03876172432692
12459100,0,0,132.88988325710315
12459250,0,0,132.88988325710315
12459400,0,0,133.1473214030128
12459550,0,0,133.1473214030128
12459700,0,0,133.1473214030128
12459850,0,0,133.1473214030128
12460000,0,0,132.72292917595163
12460150,0,0,132.72292917595163
12460300,0,0,132.72292917595163
12460450,0,0,132.72292917595163
12460600,0,0,132.72292917595163
12460750,0,0,132.72292917595163
12460900,0,0,132.72292917595163
12461050,0,0,132.7227784899272
12461200,0,0,132.7227784899272
12461350,0,0,132.7227784899272
12461500,0,0,132.7227784899272
12461650,0,0,132.7227784899272
12461800,0,0,132.7227784899272
12461950,0,0,132.7227784899272
12462100,0,0,135.80911513652208
12462250,0,0,135.80911513652208
12462400,0,0,135.80911513652208
12462550,0,0,137.12753618915403
12462700,0,0,137.12753618915403
12462850,0,0,140.8181616756482
12463000,0,0,140.8181616756482
12463150,0,0,140.8181616756482
12463300,0,0,140.8181616756482
12463450,0,0,141.60865322475811
12463600,0,0,141.60865322475811
12463750,0,0,141.60865322475811
12463900,0,0,141.60865322475811
12464050,0,0,141.60865322475811
12464200,0,0,141.18347915752693
12464350,0,0,141.18347915752693
12464500,0,0,145.00630192634426
12464650,0,0,149.57716920057229
12464800,0,0,149.57716920057229
12464950,0,0,149.57716920057229
12465100,0,0,160.78026413903663
12465250,0,0,160.78026413903663
12465400,0,0,160.78026413903663
12465550,0,0,160.78026413903663
12465700,0,0,151.27654209914945
12465850,0,0,151.27654209914945
12466000,0,0,151.27654209914945
12466150,0,0,147.167266976638
12466300,0,0,147.167266976638
12466450,0,0,148.2198985555855
12466600,0,0,153.4830564503217
12466750,0,0,153.4830564503217
12466900,0,0,152.15858937272324
12467050,0,0,152.15858937272324
12467200,0,0,154.57208490539043
12467350,0,0,154.57208490539043
12467500,0,0,154.42127063407807
12467650,0,0,154.42127063407807
12467800,0,0,151.27595459937484
12467950,0,0,155.48648091516398
12468100,0,0,159.38633485437904
12468250,0,0,159.38633485437904
12468400,0,0,160.98454666442595
12468550,0,0,160.98454666442595
12468700,0,0,159.86317236878304
12468850,0,0,155.34512879474224
12469000,0,0,156.3456551105318
12469150,0,0,153.093823120836
12469300,0,0,153.35566522609898
12469450,0,0,153.35566522609898
12469600,0,0,153.35566522609898
12469750,0,0,153.35566522609898
12469900,0,0,151.50846516720858
12470050,0,0,148.9980938070311
12470200,0,0,150.1935148596621
12470350,0,0,150.1935148596621
12470500,0,0,150.61978354650446
12470650,0,0,150.61978354650446
12470800,0,0,150.61978354650446
12470950,0,0,150.61978354650446
12471100,0,0,150.61978354650446
12471250,0,0,150.61978354650446
12471400,0,0,147.27717002409864
12471550,0,0,147.27717002409864
12471700,0,0,146.16985697769215
12471850,0,0,146.16985697769215
12472000,0,0,146.16985697769215
12472150,0,0,146.16985697769215
12472300,0,0,151.10038426860402
12472450,0,0,151.10038426860402
12472600,0,0,151.10038426860402
12472750,0,0,151.10038426860402
12472900,0,0,151.10038426860402
12473050,0,0,150.97403475728234
12473200,0,0,150.97403475728234
12473350,0,0,150.97403475728234
12473500,0,0,150.38189899974296
12473650,0,0,150.38189899974296
12473800,0,0,150.80708232553198
12473950,0,0,150.80708232553198
12474100,0,0,150.80708232553198
12474250,0,0,150.80708232553198
12474400,0,0,156.05605950237432
12474550,0,0,153.769670494621
12474700,0,0,153.769670494621
12474850,0,0,151.6740219936568
12475000,0,0,151.6740219936568
12475150,0,0,151.72995503021585
12475300,0,0,152.47311292495252
12475450,0,0,148.76578170353324
12475600,0,0,149.99217916013814
12475750,0,0,149.99217916013814
12475900,0,0,149.99217916013814
12476050,0,0,152.37112652855913
12476200,0,0,151.2600846729887
12476350,0,0,151.2600846729887
12476500,0,0,151.74045309404156
12476650,0,0,151.74045309404156
12476800,0,0,151.74045309404156
12476950,0,0,151.74045309404156
12477100,0,0,151.74045309404156
12477250,0,0,151.74045309404156
12477400,0,0,151.74045309404156
12477550,0,0,151.96478051655268
12477700,0,0,151.96478051655268
12477850,0,0,152.28771589989256
12478000,0,0,152.28771589989256
12478150,0,0,152.28771589989256
12478300,0,0,156.8661421013825
12478450,0,0,156.8661421013825
12478600,0,0,163.0665453618607
12478750,0,0,163.0665453618607
12478900,0,0,163.0665453618607
12479050,0,0,161.48285320716278
12479200,0,0,161.48285320716278
12479350,0,0,161.48285320716278
12479500,0,0,161.7986426808474
12479650,0,0,163.84711948241275
12479800,0,0,163.84711948241275
12479950,0,0,169.11027737714986
12480100,0,0,169.11027737714986
12480250,0,0,169.11027737714986
12480400,0,0,164.58819227165887
12480550,0,0,164.58819227165887
12480700,0,0,164.58819227165887
12480850,0,0,164.58819227165887
12481000,0,0,164.58819227165887
12481150,0,0,164.58819227165887
12481300,0,0,161.70355338321625
12481450,0,0,162.65957901456514
12481600,0,0,162.65957901456514
12481750,0,0,163.93163280298623
12481900,0,0,166.44654182549348
12482050,0,0,166.44654182549348
12482200,0,0,170.1331173430148
12482350,0,0,172.4844408044718
12482500,0,0,172.4844408044718
12482650,0,0,171.95361835873373
12482800,0,0,171.95361835873373
12482950,0,0,171.95361835873373
12483100,0,0,168.25097280721766
12483250,0,0,166.12371032750016
12483400,0,0,165.09273387363638
12483550,0,0,165.09273387363638
12483700,0,0,166.5316155688246
12483850,0,0,164.1150855290829
12484000,0,0,164.1150855290829
12484150,0,0,164.1150855290829
12484300,0,0,164.1150855290829
12484450,0,0,164.1150855290829
12484600,0,0,155.53571080222846
12484750,0,0,158.16728974959634
12484900,0,0,158.16728974959634
12485050,0,0,158.067980280135
12485200,0,0,158.067980280135
12485350,0,0,157.413296365104
12485500,0,0,157.413296365104
