blocknumber,reserve USDT,reserve WBTC,volume USDT for 5% slippage
10825150,0,0,23.282910105263113
10825300,0,0,23.282910105263113
10825450,0,0,23.282910105263113
10825600,0,0,23.282910105263113
10825750,0,0,23.282910105263113
10825900,0,0,23.282910105263113
10826050,0,0,23.282910105263113
10826200,0,0,23.282910105263113
10826350,0,0,23.282910105263113
10826500,0,0,23.282910105263113
10826650,0,0,23.282910105263113
10826800,0,0,23.282910105263113
10826950,0,0,23.282910105263113
10827100,0,0,23.282910105263113
10827250,0,0,23.282910105263113
10827400,0,0,23.282910105263113
10827550,0,0,23.282910105263113
10827700,0,0,23.282910105263113
10827850,0,0,23.282910105263113
10828000,0,0,23.282910105263113
10828150,0,0,23.282910105263113
10828300,0,0,23.282910105263113
10828450,0,0,23.282910105263113
10828600,0,0,23.282910105263113
10828750,0,0,23.282910105263113
10828900,0,0,0.0035818947368421172
10829050,0,0,0.0035818947368421172
10829200,0,0,0.0035818947368421172
10829350,0,0,0.0035818947368421172
10829500,0,0,0.0035818947368421172
10829650,0,0,0.0035818947368421172
10829800,0,0,0.0035818947368421172
10829950,0,0,0.0035818947368421172
10830100,0,0,0.0035818947368421172
10830250,0,0,0.0035818947368421172
10830400,0,0,0.0035818947368421172
10830550,0,0,0.0035818947368421172
10830700,0,0,0.0035818947368421172
10830850,0,0,0.0035818947368421172
10831000,0,0,0.0035818947368421172
10831150,0,0,0.0035818947368421172
10831300,0,0,0.0035818947368421172
10831450,0,0,0.0035818947368421172
10831600,0,0,0.0035818947368421172
10831750,0,0,0.0035818947368421172
10831900,0,0,0.0035818947368421172
10832050,0,0,0.0035818947368421172
10832200,0,0,0.0035818947368421172
10832350,0,0,0.0035818947368421172
10832500,0,0,0.0035818947368421172
10832650,0,0,0.0035818947368421172
10832800,0,0,0.0035818947368421172
10832950,0,0,0.0035818947368421172
10833100,0,0,0.0035818947368421172
10833250,0,0,0.0035818947368421172
10833400,0,0,0.0035818947368421172
10833550,0,0,0.0035818947368421172
10833700,0,0,0.0035818947368421172
10833850,0,0,0.0035818947368421172
10834000,0,0,0.0035818947368421172
10834150,0,0,0.0035818947368421172
10834300,0,0,5763.779991526331
10834450,0,0,5830.8394211579
10834600,0,0,5830.8394211579
10834750,0,0,5830.8394211579
10834900,0,0,5849.75524563159
10835050,0,0,5849.75524563159
10835200,0,0,5849.75524563159
10835350,0,0,5905.296123368418
10835500,0,0,5892.5774016315845
10835650,0,0,5853.987295210522
10835800,0,0,5853.987295210522
10835950,0,0,5839.384806263159
10836100,0,0,5839.384806263159
10836250,0,0,5839.384806263159
10836400,0,0,5845.777385999987
10836550,0,0,5845.777385999987
10836700,0,0,5845.777385999987
10836850,0,0,5826.322169157895
10837000,0,0,5826.322169157895
10837150,0,0,5826.322169157895
10837300,0,0,5826.322169157895
10837450,0,0,5832.918893842114
10837600,0,0,5832.918893842114
10837750,0,0,5832.918893842114
10837900,0,0,5832.918893842114
10838050,0,0,5832.918893842114
10838200,0,0,5804.610953947369
10838350,0,0,5804.610953947369
10838500,0,0,5804.610953947369
10838650,0,0,5804.610953947369
10838800,0,0,5804.610953947369
10838950,0,0,5804.610953947369
10839100,0,0,5804.610953947369
10839250,0,0,5804.610953947369
10839400,0,0,5804.610953947369
10839550,0,0,5804.610953947369
10839700,0,0,5804.610953947369
10839850,0,0,5809.228759263147
10840000,0,0,5809.228759263147
10840150,0,0,5809.228759263147
10840300,0,0,5813.062255473691
10840450,0,0,5813.062255473691
10840600,0,0,5813.062255473691
10840750,0,0,5813.062255473691
10840900,0,0,5813.062255473691
10841050,0,0,5813.062255473691
10841200,0,0,5813.062255473691
10841350,0,0,5813.65672563159
10841500,0,0,5813.65672563159
10841650,0,0,5813.65672563159
10841800,0,0,5813.65672563159
10841950,0,0,5808.807855684223
10842100,0,0,5808.807855684223
10842250,0,0,5808.807855684223
10842400,0,0,5808.807855684223
10842550,0,0,5808.807855684223
10842700,0,0,5808.807855684223
10842850,0,0,5814.083062947364
10843000,0,0,5814.083062947364
10843150,0,0,5814.083062947364
10843300,0,0,5814.083062947364
10843450,0,0,5814.083062947364
10843600,0,0,5814.083062947364
10843750,0,0,5886.481303368419
10843900,0,0,5832.746319157886
10844050,0,0,5832.746319157886
10844200,0,0,5832.746319157886
10844350,0,0,5832.746319157886
10844500,0,0,5832.746319157886
10844650,0,0,5819.848998421046
10844800,0,0,5819.848998421046
10844950,0,0,5815.043701631585
10845100,0,0,5815.043701631585
10845250,0,0,5815.043701631585
10845400,0,0,5823.85802857895
10845550,0,0,5823.85802857895
10845700,0,0,5823.85802857895
10845850,0,0,5823.85802857895
10846000,0,0,5823.85802857895
10846150,0,0,5823.85802857895
10846300,0,0,5823.85802857895
10846450,0,0,5823.85802857895
10846600,0,0,5825.826942052634
10846750,0,0,5825.826942052634
10846900,0,0,5831.643290315798
10847050,0,0,5831.643290315798
10847200,0,0,5831.643290315798
10847350,0,0,5831.643290315798
10847500,0,0,5831.643290315798
10847650,0,0,5831.643290315798
10847800,0,0,5831.643290315798
10847950,0,0,5842.16960610525
10848100,0,0,5842.16960610525
10848250,0,0,5842.16960610525
10848400,0,0,5842.16960610525
10848550,0,0,5799.927104263159
10848700,0,0,5799.927104263159
10848850,0,0,5849.352547999995
10849000,0,0,5871.386734421045
10849150,0,0,5871.386734421045
10849300,0,0,5871.386734421045
10849450,0,0,5871.386734421045
10849600,0,0,5871.386734421045
10849750,0,0,5871.386734421045
10849900,0,0,5871.386734421045
10850050,0,0,5871.386734421045
10850200,0,0,5871.386734421045
10850350,0,0,5871.386734421045
10850500,0,0,5862.784432631597
10850650,0,0,5834.259112526313
10850800,0,0,5834.259112526313
10850950,0,0,5836.26999289474
10851100,0,0,5856.501912210515
10851250,0,0,5856.501912210515
10851400,0,0,5852.497771736831
10851550,0,0,5863.505572894734
10851700,0,0,5863.505572894734
10851850,0,0,5868.768730789481
10852000,0,0,5868.768730789481
10852150,0,0,5868.768730789481
10852300,0,0,5868.768730789481
10852450,0,0,5868.768730789481
10852600,0,0,5868.768730789481
10852750,0,0,5870.7901983157935
10852900,0,0,5870.7901983157935
10853050,0,0,5870.7901983157935
10853200,0,0,5870.7901983157935
10853350,0,0,5870.7901983157935
10853500,0,0,5870.7901983157935
10853650,0,0,5870.7901983157935
10853800,0,0,5806.500458421055
10853950,0,0,5806.500458421055
10854100,0,0,5806.500458421055
10854250,0,0,5806.500458421055
10854400,0,0,5806.500458421055
10854550,0,0,5806.500458421055
10854700,0,0,5806.500458421055
10854850,0,0,5806.500458421055
10855000,0,0,5806.500458421055
10855150,0,0,5806.500458421055
10855300,0,0,5806.552982105248
10855450,0,0,5806.552982105248
10855600,0,0,5806.552982105248
10855750,0,0,5806.552982105248
10855900,0,0,5806.552982105248
10856050,0,0,5818.382473578953
10856200,0,0,5818.382473578953
10856350,0,0,5818.382473578953
10856500,0,0,5818.382473578953
10856650,0,0,5818.382473578953
10856800,0,0,5818.382473578953
10856950,0,0,5818.382473578953
10857100,0,0,5818.382473578953
10857250,0,0,5818.382473578953
10857400,0,0,5818.382473578953
10857550,0,0,5818.382473578953
10857700,0,0,5818.382473578953
10857850,0,0,5836.1512653684185
10858000,0,0,5836.1512653684185
10858150,0,0,5836.1512653684185
10858300,0,0,5816.122116210521
10858450,0,0,5816.122116210521
10858600,0,0,5816.122116210521
10858750,0,0,5885.785075052627
10858900,0,0,5885.785075052627
10859050,0,0,5885.785075052627
10859200,0,0,5885.785075052627
10859350,0,0,5840.574776157897
10859500,0,0,5840.574776157897
10859650,0,0,5840.574776157897
10859800,0,0,5840.574776157897
10859950,0,0,5840.574776157897
10860100,0,0,5840.574776157897
10860250,0,0,5840.574776157897
10860400,0,0,5960.980488263158
10860550,0,0,5931.585486157914
10860700,0,0,5905.365219894753
10860850,0,0,5907.847989052636
10861000,0,0,5907.847989052636
10861150,0,0,5907.847989052636
10861300,0,0,5907.847989052636
10861450,0,0,5909.830875631567
10861600,0,0,5909.830875631567
10861750,0,0,5909.830875631567
10861900,0,0,5909.830875631567
10862050,0,0,5918.079094315792
10862200,0,0,5918.079094315792
10862350,0,0,5918.079094315792
10862500,0,0,5918.079094315792
10862650,0,0,5937.84842331578
10862800,0,0,5937.84842331578
10862950,0,0,5937.84842331578
10863100,0,0,5937.84842331578
10863250,0,0,5937.84842331578
10863400,0,0,5931.355160684208
10863550,0,0,5910.797563789471
10863700,0,0,5916.610685631575
10863850,0,0,5916.610685631575
10864000,0,0,5944.6697703684185
10864150,0,0,5944.6697703684185
10864300,0,0,5944.6697703684185
10864450,0,0,5944.6697703684185
10864600,0,0,5944.6697703684185
10864750,0,0,5944.6697703684185
10864900,0,0,5944.6697703684185
10865050,0,0,5944.6697703684185
10865200,0,0,5944.6697703684185
10865350,0,0,5944.6697703684185
10865500,0,0,5944.6697703684185
10865650,0,0,5896.518706789473
10865800,0,0,5896.518706789473
10865950,0,0,5896.518706789473
10866100,0,0,5896.518706789473
10866250,0,0,5982.4647419999965
10866400,0,0,5965.3646971579
10866550,0,0,5965.3646971579
10866700,0,0,5965.3646971579
10866850,0,0,6000.120554421053
10867000,0,0,5968.060423421048
10867150,0,0,5968.060423421048
10867300,0,0,5968.060423421048
10867450,0,0,5939.752964052648
10867600,0,0,5939.752964052648
10867750,0,0,5939.752964052648
10867900,0,0,5922.228407157891
10868050,0,0,5972.977942052632
10868200,0,0,5965.828114000004
10868350,0,0,5965.828114000004
10868500,0,0,5965.828114000004
10868650,0,0,5965.828114000004
10868800,0,0,5965.828114000004
10868950,0,0,5965.828114000004
10869100,0,0,5965.828114000004
10869250,0,0,5965.828114000004
10869400,0,0,5965.828114000004
10869550,0,0,5965.828114000004
10869700,0,0,5934.35765084211
10869850,0,0,5934.35765084211
10870000,0,0,5917.936943894747
10870150,0,0,5917.936943894747
10870300,0,0,5917.936943894747
10870450,0,0,5961.391634
10870600,0,0,5894.4995331578975
10870750,0,0,5899.1754048421135
10870900,0,0,5956.722272421059
10871050,0,0,5956.722272421059
10871200,0,0,5958.616210842112
10871350,0,0,5958.616210842112
10871500,0,0,5986.983021894746
10871650,0,0,5986.983021894746
10871800,0,0,5986.983021894746
10871950,0,0,6059.695705947364
10872100,0,0,6059.695705947364
10872250,0,0,6015.409494842097
10872400,0,0,6001.563422368417
10872550,0,0,6001.563422368417
10872700,0,0,6018.769271315774
10872850,0,0,5992.058967263161
10873000,0,0,5974.911552157908
10873150,0,0,5980.065995105266
10873300,0,0,6006.989132105256
10873450,0,0,6006.989132105256
10873600,0,0,6017.113544000007
10873750,0,0,6017.113544000007
10873900,0,0,6017.113544000007
10874050,0,0,6032.836265210528
10874200,0,0,6032.836265210528
10874350,0,0,6032.309949421062
10874500,0,0,6032.309949421062
10874650,0,0,6032.309949421062
10874800,0,0,6032.309949421062
10874950,0,0,6032.309949421062
10875100,0,0,6032.309949421062
10875250,0,0,6032.309949421062
10875400,0,0,6032.309949421062
10875550,0,0,6032.309949421062
10875700,0,0,6032.309949421062
10875850,0,0,6032.309949421062
10876000,0,0,6025.936856157903
10876150,0,0,6022.964919315797
10876300,0,0,6022.964919315797
10876450,0,0,6022.964919315797
10876600,0,0,6036.475217421044
10876750,0,0,6036.475217421044
10876900,0,0,6060.107564789476
10877050,0,0,6088.045481526322
10877200,0,0,6015.5276290526235
10877350,0,0,6026.053944842104
10877500,0,0,6079.820134105277
10877650,0,0,6079.820134105277
10877800,0,0,6079.820134105277
10877950,0,0,6079.820134105277
10878100,0,0,6079.820134105277
10878250,0,0,6079.820134105277
10878400,0,0,6079.820134105277
10878550,0,0,6026.962274263147
10878700,0,0,6113.637854684217
10878850,0,0,6113.637854684217
10879000,0,0,6113.637854684217
10879150,0,0,5956.61261589473
10879300,0,0,5956.61261589473
10879450,0,0,5956.61261589473
10879600,0,0,5980.679142473673
10879750,0,0,6005.81143178948
10879900,0,0,6123.897400421076
10880050,0,0,5980.4117475789535
10880200,0,0,5980.4117475789535
10880350,0,0,5998.260292578954
10880500,0,0,6018.241497684212
10880650,0,0,6049.718426368418
10880800,0,0,5986.1647824736865
10880950,0,0,5986.1647824736865
10881100,0,0,6043.716406736858
10881250,0,0,5972.999009315783
10881400,0,0,5980.365133052634
10881550,0,0,6013.554470526316
10881700,0,0,6025.817322052637
10881850,0,0,6025.817322052637
10882000,0,0,6025.817322052637
10882150,0,0,6025.817322052637
10882300,0,0,6025.817322052637
10882450,0,0,6039.025136315788
10882600,0,0,6033.896827999997
10882750,0,0,6033.896854842111
10882900,0,0,6012.427229157896
10883050,0,0,6012.427229157896
10883200,0,0,5971.983109578941
10883350,0,0,5973.400685052635
10883500,0,0,5987.0929985263065
10883650,0,0,5997.240241631589
10883800,0,0,6011.468056421043
10883950,0,0,6011.468056421043
10884100,0,0,6011.468056421043
10884250,0,0,6011.468056421043
10884400,0,0,6002.958991631589
10884550,0,0,6015.5042815263005
10884700,0,0,6015.5042815263005
10884850,0,0,6015.5042815263005
10885000,0,0,6015.5042815263005
10885150,0,0,6022.341591578937
10885300,0,0,6022.341591578937
10885450,0,0,6032.972750000001
10885600,0,0,6033.176969526321
10885750,0,0,6033.176969526321
10885900,0,0,6033.38046289474
10886050,0,0,6033.38046289474
10886200,0,0,6033.38046289474
10886350,0,0,6033.38046289474
10886500,0,0,6022.97126915789
10886650,0,0,6022.97126915789
10886800,0,0,6022.97126915789
10886950,0,0,6022.97126915789
10887100,0,0,5998.428897000005
10887250,0,0,6001.775262210518
10887400,0,0,6001.775262210518
10887550,0,0,6001.775262210518
10887700,0,0,5964.800637157896
10887850,0,0,5964.800637157896
10888000,0,0,5973.215433368416
10888150,0,0,5959.023654631586
10888300,0,0,5982.599359736836
10888450,0,0,5982.599359736836
10888600,0,0,5988.66733342105
10888750,0,0,5995.27935384211
10888900,0,0,5995.27935384211
10889050,0,0,6005.24620568422
10889200,0,0,6054.312027210515
10889350,0,0,6054.312027210515
10889500,0,0,6075.672501526336
10889650,0,0,6094.957955789476
10889800,0,0,6086.724003526309
10889950,0,0,6079.9745568947255
10890100,0,0,6076.005603842103
10890250,0,0,6069.970406421038
10890400,0,0,6049.832936473686
10890550,0,0,6044.087647526336
10890700,0,0,6048.3046425263165
10890850,0,0,6048.3046425263165
10891000,0,0,6048.3046425263165
10891150,0,0,6053.706980526302
10891300,0,0,6060.569803157894
10891450,0,0,6060.569803157894
10891600,0,0,6056.024099473681
10891750,0,0,6056.024099473681
10891900,0,0,6057.182036052633
10892050,0,0,6057.182036052633
10892200,0,0,6057.182036052633
10892350,0,0,6057.182036052633
10892500,0,0,6076.133645631591
10892650,0,0,6169.766384368428
10892800,0,0,6124.090149315802
10892950,0,0,6112.345697473691
10893100,0,0,6087.999644157899
10893250,0,0,6108.133077157894
10893400,0,0,6102.379067684204
10893550,0,0,6102.379067684204
10893700,0,0,6115.536962421043
10893850,0,0,6115.536962421043
10894000,0,0,6115.536962421043
10894150,0,0,6115.536962421043
10894300,0,0,6044.072999736847
10894450,0,0,6063.946928684207
10894600,0,0,6063.946928684207
10894750,0,0,6083.955999263155
10894900,0,0,6083.955999263155
10895050,0,0,6083.955999263155
10895200,0,0,6083.955999263155
10895350,0,0,6102.243060684195
10895500,0,0,6102.243060684195
10895650,0,0,6102.243060684195
10895800,0,0,6102.243060684195
10895950,0,0,6092.467361315794
10896100,0,0,6092.467361315794
10896250,0,0,6092.467361315794
10896400,0,0,6089.55762757895
10896550,0,0,6089.55762757895
10896700,0,0,6040.007935578949
10896850,0,0,6040.007935578949
10897000,0,0,6040.007935578949
10897150,0,0,6051.005649631581
10897300,0,0,6051.005649631581
10897450,0,0,6072.148457052637
10897600,0,0,6067.154447315785
10897750,0,0,6067.154447315785
10897900,0,0,6067.154447315785
10898050,0,0,6067.154447315785
10898200,0,0,6067.154447315785
10898350,0,0,6056.687338578951
10898500,0,0,6056.687338578951
10898650,0,0,6059.318917526325
10898800,0,0,6050.671167368433
10898950,0,0,6043.829062105273
10899100,0,0,6043.829062105273
10899250,0,0,6041.34972768421
10899400,0,0,6013.159362421051
10899550,0,0,6013.159362421051
10899700,0,0,6019.185003578954
10899850,0,0,6010.233489789476
10900000,0,0,6010.233489789476
10900150,0,0,6015.496647684224
10900300,0,0,6018.552808315799
10900450,0,0,6013.737184263155
10900600,0,0,6013.737184263155
10900750,0,0,6013.737184263155
10900900,0,0,6013.737184263155
10901050,0,0,6015.316131631567
10901200,0,0,6019.218684315783
10901350,0,0,6019.218684315783
10901500,0,0,6019.218684315783
10901650,0,0,6027.235839052635
10901800,0,0,6021.309378157894
10901950,0,0,6021.309378157894
10902100,0,0,6021.309378157894
10902250,0,0,6021.309378157894
10902400,0,0,6040.752505105251
10902550,0,0,6063.647241947372
10902700,0,0,6058.462097894735
10902850,0,0,6084.777887368415
10903000,0,0,6061.315895052627
10903150,0,0,6061.512720894738
10903300,0,0,6061.512720894738
10903450,0,0,6061.512720894738
10903600,0,0,6061.512720894738
10903750,0,0,6086.950628578954
10903900,0,0,6077.414610894732
10904050,0,0,6074.620633105253
10904200,0,0,6074.620633105253
10904350,0,0,6079.578332842095
10904500,0,0,6049.943516473679
10904650,0,0,6045.009984631572
10904800,0,0,6045.009984631572
10904950,0,0,6029.00668789474
10905100,0,0,6029.00668789474
10905250,0,0,5993.470375210512
10905400,0,0,5973.856607105248
10905550,0,0,5973.856607105248
10905700,0,0,5973.856607105248
10905850,0,0,5939.993583789474
10906000,0,0,5953.602142894742
10906150,0,0,5955.790571999998
10906300,0,0,5955.790571999998
10906450,0,0,5879.181659842114
10906600,0,0,5896.914686000018
10906750,0,0,5896.914686000018
10906900,0,0,5896.914686000018
10907050,0,0,5904.9398606842005
10907200,0,0,5889.516675368417
10907350,0,0,5907.7985358947335
10907500,0,0,5907.7985358947335
10907650,0,0,5919.260085894741
10907800,0,0,5943.100268578943
10907950,0,0,5943.100268578943
10908100,0,0,5943.100268578943
10908250,0,0,5943.100268578943
10908400,0,0,5929.287673473693
10908550,0,0,5929.561704052612
10908700,0,0,5946.060308578948
10908850,0,0,5923.684675578945
10909000,0,0,5923.684675578945
10909150,0,0,5923.684675578945
10909300,0,0,5923.684675578945
10909450,0,0,5905.673599368412
10909600,0,0,5905.673599368412
10909750,0,0,5905.673599368412
10909900,0,0,5907.477494157909
10910050,0,0,5907.477494157909
10910200,0,0,5950.794537684211
10910350,0,0,5950.794537684211
10910500,0,0,5950.794537684211
10910650,0,0,5950.794537684211
10910800,0,0,5941.388605684217
10910950,0,0,5877.519714263166
10911100,0,0,5888.046030052632
10911250,0,0,5888.046030052632
10911400,0,0,5914.840683842107
10911550,0,0,5914.840683842107
10911700,0,0,5918.829165789459
10911850,0,0,5909.859812105278
10912000,0,0,5909.859812105278
10912150,0,0,5909.859812105278
10912300,0,0,5910.759607157903
10912450,0,0,5926.203177736839
10912600,0,0,5926.203177736839
10912750,0,0,5926.203177736839
10912900,0,0,5926.203177736839
10913050,0,0,5926.203177736839
10913200,0,0,5926.203177736839
10913350,0,0,5947.255809315771
10913500,0,0,5947.255809315771
10913650,0,0,5947.255809315771
10913800,0,0,5947.255809315771
10913950,0,0,5952.508941842112
10914100,0,0,5952.508941842112
10914250,0,0,5952.508941842112
10914400,0,0,5952.508941842112
10914550,0,0,5952.508941842112
10914700,0,0,5945.075002736834
10914850,0,0,5945.075002736834
10915000,0,0,5945.075002736834
10915150,0,0,5945.075002736834
10915300,0,0,5942.461331631595
10915450,0,0,5932.771910631593
10915600,0,0,5932.771910631593
10915750,0,0,5932.771910631593
10915900,0,0,5932.771910631593
10916050,0,0,5936.992464526324
10916200,0,0,5936.992464526324
10916350,0,0,5936.992464526324
10916500,0,0,5936.992464526324
10916650,0,0,5936.992464526324
10916800,0,0,8431.020990368415
10916950,0,0,8420.5353188421
10917100,0,0,8420.5353188421
10917250,0,0,8420.5353188421
10917400,0,0,8420.5353188421
10917550,0,0,8404.919405421067
10917700,0,0,8398.3348461579
10917850,0,0,8343.862257210538
10918000,0,0,8349.18313831577
10918150,0,0,8376.469564157916
10918300,0,0,8376.469564157916
10918450,0,0,8408.506915105274
10918600,0,0,8408.685783631576
10918750,0,0,8404.130439421046
10918900,0,0,8404.130439421046
10919050,0,0,8425.240311578964
10919200,0,0,8425.240311578964
10919350,0,0,8425.240311578964
10919500,0,0,8425.240311578964
10919650,0,0,8425.240311578964
10919800,0,0,8425.240311578964
10919950,0,0,8425.240311578964
10920100,0,0,8425.240311578964
10920250,0,0,8425.795445105265
10920400,0,0,8421.007168263168
10920550,0,0,8363.677957263164
10920700,0,0,8363.677957263164
10920850,0,0,8342.54397973686
10921000,0,0,8342.54397973686
10921150,0,0,8267.77812442105
10921300,0,0,8302.045350473694
10921450,0,0,8304.583174684201
10921600,0,0,8321.50074563158
10921750,0,0,8321.50074563158
10921900,0,0,8312.628534842108
10922050,0,0,8307.19903884211
10922200,0,0,8343.599666789465
10922350,0,0,8343.599666789465
10922500,0,0,8355.747709105257
10922650,0,0,8355.747709105257
10922800,0,0,8357.529075789469
10922950,0,0,8357.529075789469
10923100,0,0,8357.529075789469
10923250,0,0,8336.461070105259
10923400,0,0,8327.289312421053
10923550,0,0,8339.249564842088
10923700,0,0,8339.249564842088
10923850,0,0,8339.249564842088
10924000,0,0,8339.249564842088
10924150,0,0,8359.162974421051
10924300,0,0,8359.162974421051
10924450,0,0,8328.112457157898
10924600,0,0,8328.112457157898
10924750,0,0,8341.037947684206
10924900,0,0,8341.037947684206
10925050,0,0,8436.59755305262
10925200,0,0,8399.107403000002
10925350,0,0,8399.107403000002
10925500,0,0,8377.489349421056
10925650,0,0,8377.489349421056
10925800,0,0,8353.714973684226
10925950,0,0,8380.652865526325
10926100,0,0,8407.12733726317
10926250,0,0,8416.061461578938
10926400,0,0,8473.260112315795
10926550,0,0,8473.260112315795
10926700,0,0,8473.260112315795
10926850,0,0,8478.271355578938
10927000,0,0,8503.861415263149
10927150,0,0,8489.581193631602
10927300,0,0,8461.672041684214
10927450,0,0,8461.672041684214
10927600,0,0,8466.989641368418
10927750,0,0,8480.43273173683
10927900,0,0,8480.43273173683
10928050,0,0,8480.43273173683
10928200,0,0,8532.761975736852
10928350,0,0,8532.761975736852
10928500,0,0,8532.761975736852
10928650,0,0,8532.761975736852
10928800,0,0,8532.761975736852
10928950,0,0,8486.628200421052
10929100,0,0,8486.628200421052
10929250,0,0,8486.628200421052
10929400,0,0,8483.813877368433
10929550,0,0,8483.813877368433
10929700,0,0,8483.813877368433
10929850,0,0,8483.813877368433
10930000,0,0,8460.46035810525
10930150,0,0,8460.736775368423
10930300,0,0,8460.736775368423
10930450,0,0,8465.010779473669
10930600,0,0,8465.010779473669
10930750,0,0,8511.285462684202
10930900,0,0,8511.285462684202
10931050,0,0,8484.662698368425
10931200,0,0,8472.61050405266
10931350,0,0,8472.61050405266
10931500,0,0,8493.237373842101
10931650,0,0,8493.237373842101
10931800,0,0,8509.026847526315
10931950,0,0,8509.026847526315
10932100,0,0,8507.21965115788
10932250,0,0,8505.697765947407
10932400,0,0,8474.172474368417
10932550,0,0,8474.172474368417
10932700,0,0,8500.488263842126
10932850,0,0,8500.488263842126
10933000,0,0,8496.747624210548
10933150,0,0,8496.747624210548
10933300,0,0,8497.273939999985
10933450,0,0,8523.209488105262
10933600,0,0,8523.209488105262
10933750,0,0,8523.21516594736
10933900,0,0,8544.107076736836
10934050,0,0,8544.107076736836
10934200,0,0,8514.79171084211
10934350,0,0,8513.941903105238
10934500,0,0,8513.941903105238
10934650,0,0,8513.941903105238
10934800,0,0,8495.457276368426
10934950,0,0,8501.825697421038
10935100,0,0,8501.825697421038
10935250,0,0,8501.825697421038
10935400,0,0,8483.127204999997
10935550,0,0,8483.127204999997
10935700,0,0,8483.127204999997
10935850,0,0,8502.180072947376
10936000,0,0,8512.363606947358
10936150,0,0,8504.44276868421
10936300,0,0,8504.44276868421
10936450,0,0,8504.44276868421
10936600,0,0,8532.305796789471
10936750,0,0,8532.305796789471
10936900,0,0,8527.562329315784
10937050,0,0,8505.688338947366
10937200,0,0,8505.688338947366
10937350,0,0,8503.025457789481
10937500,0,0,8493.358736210532
10937650,0,0,8493.358736210532
10937800,0,0,8483.444896684232
10937950,0,0,8511.850942105259
10938100,0,0,8530.27199473686
10938250,0,0,8530.27199473686
10938400,0,0,8526.053094631585
10938550,0,0,8489.180972736853
10938700,0,0,8477.999640947382
10938850,0,0,8514.842791947362
10939000,0,0,8514.842791947362
10939150,0,0,8508.628668105288
10939300,0,0,8536.462823631591
10939450,0,0,8484.72609336843
10939600,0,0,8519.73459057894
10939750,0,0,8519.73459057894
10939900,0,0,8546.080705578963
10940050,0,0,8546.080705578963
10940200,0,0,8540.411663263163
10940350,0,0,8522.7758661579
10940500,0,0,8522.7758661579
10940650,0,0,8528.332893736864
10940800,0,0,8526.823640947376
10940950,0,0,8526.823640947376
10941100,0,0,8520.459668157913
10941250,0,0,8548.972275000007
10941400,0,0,8548.972275000007
10941550,0,0,8530.50211747369
10941700,0,0,8530.50211747369
10941850,0,0,8567.344222736865
10942000,0,0,8567.344222736865
10942150,0,0,8561.975094631576
10942300,0,0,8561.975094631576
10942450,0,0,8559.129212631582
10942600,0,0,8559.129212631582
10942750,0,0,8559.129212631582
10942900,0,0,8559.129212631582
10943050,0,0,2575.4191903157916
10943200,0,0,2575.4191903157916
10943350,0,0,2573.4982575789472
10943500,0,0,2572.9736161578912
10943650,0,0,2543.0141176842153
10943800,0,0,2549.3528246842034
10943950,0,0,2549.3528246842034
10944100,0,0,2554.615982578951
10944250,0,0,2554.615982578951
10944400,0,0,2554.615982578951
10944550,0,0,2554.615982578951
10944700,0,0,2554.615982578951
10944850,0,0,2554.615982578951
10945000,0,0,2554.615982578951
10945150,0,0,2564.103801157893
10945300,0,0,2564.103801157893
10945450,0,0,2557.524253210526
10945600,0,0,2557.524253210526
10945750,0,0,2566.8576055263184
10945900,0,0,2570.5894332105236
10946050,0,0,2567.7742047894717
10946200,0,0,2567.7742047894717
10946350,0,0,2568.300520578945
10946500,0,0,2568.300520578945
10946650,0,0,2568.300520578945
10946800,0,0,2568.300520578945
10946950,0,0,2570.405778842105
10947100,0,0,2578.1088179473663
10947250,0,0,2578.1088179473663
10947400,0,0,2578.1088179473663
10947550,0,0,2578.1088179473663
10947700,0,0,2583.822613052631
10947850,0,0,2583.822613052631
10948000,0,0,2582.400307421056
10948150,0,0,2592.053131315799
10948300,0,0,2592.053131315799
10948450,0,0,2592.053131315799
10948600,0,0,2592.053131315799
10948750,0,0,2592.053131315799
10948900,0,0,2592.053131315799
10949050,0,0,2592.053131315799
10949200,0,0,2592.053131315799
10949350,0,0,2592.053131315799
10949500,0,0,2592.053131315799
10949650,0,0,2592.053131315799
10949800,0,0,2592.053131315799
10949950,0,0,2592.053131315799
10950100,0,0,2592.053131315799
10950250,0,0,2592.053131315799
10950400,0,0,2592.053131315799
10950550,0,0,2592.053131315799
10950700,0,0,2592.053131315799
10950850,0,0,2592.053131315799
10951000,0,0,2592.053131315799
10951150,0,0,2592.053131315799
10951300,0,0,2593.7366375263227
10951450,0,0,2595.223314421055
10951600,0,0,2595.223314421055
10951750,0,0,2595.223314421055
10951900,0,0,2595.223314421055
10952050,0,0,2592.810989315789
10952200,0,0,2592.810989315789
10952350,0,0,2593.380671578947
10952500,0,0,2593.380671578947
10952650,0,0,2593.380671578947
10952800,0,0,2593.380671578947
10952950,0,0,2593.380671578947
10953100,0,0,2593.380671578947
10953250,0,0,2593.380671578947
10953400,0,0,2594.332898368426
10953550,0,0,2593.3806719473723
10953700,0,0,2593.3806719473723
10953850,0,0,2593.3806719473723
10954000,0,0,2577.614834684209
10954150,0,0,2567.8571075263244
10954300,0,0,2567.8571075263244
10954450,0,0,2567.8571075263244
10954600,0,0,2567.8571075263244
