blocknumber,reserve YFI,reserve WETH,volume YFI for 5% slippage
12139900,0,0,7.05092710935358
12140050,0,0,7.056190267248326
12140200,0,0,7.04227812967801
12140350,0,0,7.056598395682215
12140500,0,0,7.054878402718288
12140650,0,0,7.049053364824459
12140800,0,0,7.049053364824459
12140950,0,0,7.047783001639175
12141100,0,0,7.083384322627893
12141250,0,0,7.083384322627893
12141400,0,0,7.083384322627893
12141550,0,0,7.084858006838402
12141700,0,0,7.084858006838402
12141850,0,0,7.084858006838402
12142000,0,0,7.11575824263187
12142150,0,0,7.11575824263187
12142300,0,0,7.11575824263187
12142450,0,0,7.119289272558859
12142600,0,0,7.11982001061196
12142750,0,0,7.171325770987153
12142900,0,0,7.164374347931158
12143050,0,0,7.125174353329982
12143200,0,0,7.160775761745356
12143350,0,0,7.149582798477439
12143500,0,0,7.175736543710201
12143650,0,0,7.1686209042458415
12143800,0,0,7.1686209042458415
12143950,0,0,7.1686209042458415
12144100,0,0,7.142844284671668
12144250,0,0,7.16559411747474
12144400,0,0,7.198730178413086
12144550,0,0,7.199353336043373
12144700,0,0,7.199549539272027
12144850,0,0,7.183384099732308
12145000,0,0,7.225862009071079
12145150,0,0,7.216454459317447
12145300,0,0,7.207847912559771
12145450,0,0,7.195436343154597
12145600,0,0,7.133402045232941
12145750,0,0,7.114152444456209
12145900,0,0,7.114152444456209
12146050,0,0,7.1280433773169705
12146200,0,0,7.12787515216047
12146350,0,0,7.127875149410983
12146500,0,0,7.127875149410983
12146650,0,0,7.12640396506572
12146800,0,0,7.12640396506572
12146950,0,0,7.140517466721462
12147100,0,0,7.132879586069237
12147250,0,0,7.132879586069237
12147400,0,0,7.153932217648162
12147550,0,0,7.153631039403365
12147700,0,0,7.120464666363262
12147850,0,0,7.1547547982708295
12148000,0,0,7.155653151073153
12148150,0,0,7.162968091261774
12148300,0,0,7.2115986232952025
12148450,0,0,7.216930096979439
12148600,0,0,7.216930096979439
12148750,0,0,7.226933394367194
12148900,0,0,7.234517513961038
12149050,0,0,7.242406117195429
12149200,0,0,7.265128094563863
12149350,0,0,7.265128094563863
12149500,0,0,7.265128094563863
12149650,0,0,7.265128094563863
12149800,0,0,7.210469996410325
12149950,0,0,7.182994669426023
12150100,0,0,7.182994669426023
12150250,0,0,7.171725097158628
12150400,0,0,7.174057691352232
12150550,0,0,7.128731732204699
12150700,0,0,7.159947848331143
12150850,0,0,7.1592321265704015
12151000,0,0,7.1535555503221815
12151150,0,0,7.15250571769019
12151300,0,0,7.15250571769019
12151450,0,0,7.153304362354447
12151600,0,0,7.1984337856990805
12151750,0,0,7.180567658508977
12151900,0,0,7.180539835639706
12152050,0,0,7.179089309849445
12152200,0,0,7.179089309849445
12152350,0,0,7.1807481908700765
12152500,0,0,7.180235412518414
12152650,0,0,7.198230134623685
12152800,0,0,7.24129957146647
12152950,0,0,7.196800677848529
12153100,0,0,7.180296695021269
12153250,0,0,7.178816041244431
12153400,0,0,7.228869292489065
12153550,0,0,7.215624246909073
12153700,0,0,7.2052287142053615
12153850,0,0,7.17177697418839
12154000,0,0,7.164697596389004
12154150,0,0,7.164697596389004
12154300,0,0,7.185839125412258
12154450,0,0,7.187765320903424
12154600,0,0,7.166154463034957
12154750,0,0,7.174452105324548
12154900,0,0,7.1533490028655535
12155050,0,0,7.200717423918206
12155200,0,0,7.21039624234453
12155350,0,0,7.252004995048594
12155500,0,0,7.230244557811659
12155650,0,0,7.229471526076281
12155800,0,0,7.226025751033632
12155950,0,0,7.23700118032977
12156100,0,0,7.236224603325098
12156250,0,0,7.235018653642982
12156400,0,0,7.23060004952805
12156550,0,0,7.234861665182962
12156700,0,0,7.235666377897132
12156850,0,0,7.2334480400730286
12157000,0,0,7.245872912722888
12157150,0,0,7.248737167459751
12157300,0,0,7.256587111458998
12157450,0,0,7.279709324944719
12157600,0,0,7.256710273867498
12157750,0,0,7.260266194082931
12157900,0,0,7.25541681912236
12158050,0,0,7.25541681912236
12158200,0,0,7.254535527889658
12158350,0,0,7.230506145798444
12158500,0,0,7.230506145798444
12158650,0,0,7.255237819388697
12158800,0,0,7.255237819388697
12158950,0,0,7.25469718307599
12159100,0,0,7.230667265530201
12159250,0,0,7.230667265530201
12159400,0,0,7.199204154439855
12159550,0,0,7.208207384480829
12159700,0,0,7.21873370027032
12159850,0,0,7.21873370027032
12160000,0,0,7.191227347739215
12160150,0,0,7.205382732517052
12160300,0,0,7.205382732517052
12160450,0,0,7.16478497551725
12160600,0,0,7.1994227476813535
12160750,0,0,7.1994227476813535
12160900,0,0,7.119266384157328
12161050,0,0,7.118457858361239
12161200,0,0,7.077505394657777
12161350,0,0,7.1349648807311326
12161500,0,0,7.15171430015792
12161650,0,0,7.151371028796433
12161800,0,0,7.151928413006999
12161950,0,0,7.21075421806043
12162100,0,0,7.157011761459501
12162250,0,0,7.156227308743752
12162400,0,0,7.180722837196299
12162550,0,0,7.181246858659449
12162700,0,0,7.199667026160029
12162850,0,0,7.2194789082762725
12163000,0,0,7.201335985250353
12163150,0,0,7.217202152101919
12163300,0,0,7.214686974220683
12163450,0,0,7.209063015694625
12163600,0,0,7.2331829324238015
12163750,0,0,7.252216869431692
12163900,0,0,7.249016140749745
12164050,0,0,7.281949611506803
12164200,0,0,7.272403160725219
12164350,0,0,7.272640002830485
12164500,0,0,7.272640002830485
12164650,0,0,7.28205900772204
12164800,0,0,7.296971660359787
12164950,0,0,7.275562974551917
12165100,0,0,7.271757128223385
12165250,0,0,7.295916391160347
12165400,0,0,7.312729610504817
12165550,0,0,7.31270071234735
12165700,0,0,7.329462418741741
12165850,0,0,7.320806579556063
12166000,0,0,7.340887101027249
12166150,0,0,7.316404398654782
12166300,0,0,7.300151568199965
12166450,0,0,7.293230266934188
12166600,0,0,7.293230266934188
12166750,0,0,7.2860812730868645
12166900,0,0,7.263164206038908
12167050,0,0,7.274995799234517
12167200,0,0,7.301317872718613
12167350,0,0,7.325574274843177
12167500,0,0,7.306473284021763
12167650,0,0,7.306058091674572
12167800,0,0,7.306058091674572
12167950,0,0,7.290406315088177
12168100,0,0,7.2852704218516635
12168250,0,0,7.288569683804241
12168400,0,0,7.301265909839032
12168550,0,0,7.327852081307668
12168700,0,0,7.327060636632012
12168850,0,0,7.364795457929347
12169000,0,0,7.367861748137983
12169150,0,0,7.367861748137983
12169300,0,0,7.383608129437619
12169450,0,0,7.37750242802062
12169600,0,0,7.371760924141711
12169750,0,0,7.371760924141711
12169900,0,0,7.371760924141711
12170050,0,0,7.365638473926879
12170200,0,0,7.365638473926879
12170350,0,0,7.367731947402291
12170500,0,0,7.376591448502353
12170650,0,0,7.356788312664179
12170800,0,0,7.364773852609375
12170950,0,0,7.375349561962196
12171100,0,0,7.379483775248815
12171250,0,0,7.380237259976781
12171400,0,0,7.379373937842274
12171550,0,0,7.363426569421222
12171700,0,0,7.3575647743156765
12171850,0,0,7.3575647743156765
12172000,0,0,7.3575647743156765
12172150,0,0,7.3575647743156765
12172300,0,0,7.337634665885076
12172450,0,0,7.369992276638129
12172600,0,0,7.399955128591387
12172750,0,0,7.389482542222993
12172900,0,0,7.382035826618676
12173050,0,0,7.382035826618676
12173200,0,0,7.2524744748883165
12173350,0,0,7.254441499562205
12173500,0,0,7.230761183338586
12173650,0,0,7.23669009649646
12173800,0,0,7.2416064933601945
12173950,0,0,7.228445888528569
12174100,0,0,7.222609269570171
12174250,0,0,7.220782162959267
12174400,0,0,7.205116052592587
12174550,0,0,7.209099301562617
12174700,0,0,7.209099301562617
12174850,0,0,7.195655914567027
12175000,0,0,7.195655914567027
12175150,0,0,7.196022568152671
12175300,0,0,7.207804252540143
12175450,0,0,7.1750929701552195
12175600,0,0,7.186230296787528
12175750,0,0,7.199122074058636
12175900,0,0,7.168313144238908
12176050,0,0,7.180268001062217
12176200,0,0,7.1891834801479035
12176350,0,0,6.930234634027244
12176500,0,0,6.94461264762964
12176650,0,0,6.9445674822196395
12176800,0,0,6.950913229588082
12176950,0,0,6.9708564188877915
12177100,0,0,6.956608042787224
12177250,0,0,6.957608042787228
12177400,0,0,6.92967207583564
12177550,0,0,6.929337644256691
12177700,0,0,6.9299066442566755
12177850,0,0,6.956222433730346
12178000,0,0,6.956222433730346
12178150,0,0,6.951855589639848
12178300,0,0,6.9505355458949225
12178450,0,0,6.951061861684394
12178600,0,0,6.9773776511580365
12178750,0,0,6.962875226731114
12178900,0,0,6.943559545624595
12179050,0,0,6.929614041462315
12179200,0,0,6.942830456920632
12179350,0,0,6.943889785780527
12179500,0,0,6.911098287285569
12179650,0,0,6.942829614675645
12179800,0,0,6.964145248985659
12179950,0,0,6.929718678335178
12180100,0,0,6.909574000328632
12180250,0,0,6.940046365241358
12180400,0,0,6.914466042433986
12180550,0,0,6.936571305591883
12180700,0,0,6.937983648055223
12180850,0,0,6.984251060460281
12181000,0,0,6.9808910010244745
12181150,0,0,6.953010708090744
12181300,0,0,6.912736611756884
12181450,0,0,6.899445301818986
12181600,0,0,6.893722359579016
12181750,0,0,6.893722359579016
12181900,0,0,6.923016630357466
12182050,0,0,6.923831779235655
12182200,0,0,6.897558634245883
12182350,0,0,6.924123584474586
12182500,0,0,6.924367728144659
12182650,0,0,6.901983753503856
12182800,0,0,6.919816294736933
12182950,0,0,6.919816294736933
12183100,0,0,6.8796689115827405
12183250,0,0,6.899842015978436
12183400,0,0,6.8467552804617355
12183550,0,0,6.845872207881371
12183700,0,0,6.8316236832980906
12183850,0,0,6.820952817006315
12184000,0,0,6.8407457647832075
12184150,0,0,6.802335309327418
12184300,0,0,6.779837917854252
12184450,0,0,6.780760055405011
12184600,0,0,6.7702770984462575
12184750,0,0,6.648580661638036
12184900,0,0,6.650479264792665
12185050,0,0,6.636429415249353
12185200,0,0,6.61889735061466
12185350,0,0,6.629101392630346
12185500,0,0,6.6264351876735645
12185650,0,0,6.6355887421942015
12185800,0,0,6.679539476359906
12185950,0,0,6.6577581502621825
12186100,0,0,6.603261608840526
12186250,0,0,6.586953853105214
12186400,0,0,6.6116954052270955
12186550,0,0,6.593169089437623
12186700,0,0,6.6672582999502765
12186850,0,0,6.667762045533237
12187000,0,0,6.66508957074528
12187150,0,0,6.682080450045262
12187300,0,0,6.669550892995346
12187450,0,0,6.672413981981791
12187600,0,0,6.680937186323334
12187750,0,0,6.65105340774312
12187900,0,0,6.652369007676796
12188050,0,0,6.650974371051191
12188200,0,0,6.653556402395665
12188350,0,0,6.653170158101062
12188500,0,0,6.6583781939240225
12188650,0,0,6.688935810536535
12188800,0,0,6.672835711639621
12188950,0,0,6.650733108608662
12189100,0,0,6.650733108608662
12189250,0,0,6.657840326868495
12189400,0,0,6.681586247917579
12189550,0,0,6.67179891592923
12189700,0,0,6.6864786328566055
12189850,0,0,6.66522680130511
12190000,0,0,6.695990809754633
12190150,0,0,6.675834233417788
12190300,0,0,6.675834233417788
12190450,0,0,6.693821872352586
12190600,0,0,6.710992103179819
12190750,0,0,6.699768173976452
12190900,0,0,6.697611883752742
12191050,0,0,6.693865326781875
12191200,0,0,6.6929441614419005
12191350,0,0,6.67247313177873
12191500,0,0,6.639548163195542
12191650,0,0,6.5974018030671715
12191800,0,0,6.59264197654683
12191950,0,0,6.604558992443771
12192100,0,0,6.575054469442833
12192250,0,0,6.610829887287693
12192400,0,0,6.620837507396246
12192550,0,0,6.642152441126456
12192700,0,0,6.6230791738774855
12192850,0,0,6.601424567816721
12193000,0,0,6.626950883606241
12193150,0,0,6.648548014734644
12193300,0,0,6.6623461648358955
12193450,0,0,6.641030375362192
12193600,0,0,6.641709494921884
12193750,0,0,6.604891496911165
12193900,0,0,6.549650975190872
12194050,0,0,6.595936395839388
12194200,0,0,6.595643669797127
12194350,0,0,6.62566777043925
12194500,0,0,6.601086032223165
12194650,0,0,6.530522179451694
12194800,0,0,6.520276979708029
12194950,0,0,6.4667132929724005
12195100,0,0,6.436734115994582
12195250,0,0,6.403035004950965
12195400,0,0,6.363456258346304
12195550,0,0,6.285858561856017
12195700,0,0,6.267169681040059
12195850,0,0,6.202098066700643
12196000,0,0,6.167628652385957
12196150,0,0,6.20603131548944
12196300,0,0,6.198407671216586
12196450,0,0,6.178290798981635
12196600,0,0,6.157455699610594
12196750,0,0,6.173909471853847
12196900,0,0,6.187344290157526
12197050,0,0,6.197887946180998
12197200,0,0,6.241401548414018
12197350,0,0,6.2306482370402705
12197500,0,0,6.164274320860059
12197650,0,0,6.196286956284808
12197800,0,0,6.249490233982712
12197950,0,0,6.226508515536949
12198100,0,0,6.216039872328267
12198250,0,0,6.222585087266481
12198400,0,0,6.2064992987703675
12198550,0,0,6.121114211024775
12198700,0,0,6.130103528425124
12198850,0,0,6.1076639461721385
12199000,0,0,6.132700957702724
12199150,0,0,6.125999861871904
12199300,0,0,6.142242641732125
12199450,0,0,6.142242641732125
12199600,0,0,6.139212581957793
12199750,0,0,6.03460325428135
12199900,0,0,5.9969227720395395
12200050,0,0,5.9757955174973745
12200200,0,0,5.9803299135387675
12200350,0,0,5.990643321684203
12200500,0,0,6.280716052222658
12200650,0,0,6.289835269434803
12200800,0,0,6.289516932522417
12200950,0,0,6.309224874083682
12201100,0,0,6.295668182370235
12201250,0,0,6.336293036800413
12201400,0,0,6.3056555065275575
12201550,0,0,6.336219876946004
12201700,0,0,6.316817126077211
12201850,0,0,6.298233956248424
12202000,0,0,6.303441623281984
12202150,0,0,6.288502729360246
12202300,0,0,6.314795635258633
12202450,0,0,6.3336010011095
12202600,0,0,6.311827148220161
12202750,0,0,6.315636701246149
12202900,0,0,6.315636701246149
12203050,0,0,6.2877354398060135
12203200,0,0,6.276305016986328
12203350,0,0,6.259498588692281
12203500,0,0,6.253321044417419
12203650,0,0,6.254842810333415
12203800,0,0,6.279831821129818
12203950,0,0,6.247219110200447
12204100,0,0,6.243922115289749
12204250,0,0,6.281451893078582
12204400,0,0,6.3093637469110035
12204550,0,0,6.3093637469110035
12204700,0,0,6.300430270772523
12204850,0,0,6.300430270772523
12205000,0,0,6.310810721113143
12205150,0,0,6.312080383099897
12205300,0,0,6.285553656212159
12205450,0,0,6.328002497468276
12205600,0,0,6.338291231870173
12205750,0,0,6.361837247020034
12205900,0,0,6.387271816923999
12206050,0,0,6.397180094183284
12206200,0,0,6.397180094183284
12206350,0,0,6.309758601983361
12206500,0,0,6.3173587242523865
12206650,0,0,6.3173587242523865
12206800,0,0,6.291304872511645
12206950,0,0,6.2866620572754215
12207100,0,0,6.290848386660073
12207250,0,0,6.324039499432857
12207400,0,0,6.316354629966213
12207550,0,0,6.325766126972923
12207700,0,0,6.309815653956704
12207850,0,0,6.307710390798803
12208000,0,0,6.333355145224388
12208150,0,0,6.329090088699658
12208300,0,0,6.32380232738123
12208450,0,0,6.337513838844259
12208600,0,0,6.338069707954332
12208750,0,0,6.179528933360331
12208900,0,0,6.162217855158389
12209050,0,0,6.1640296952619025
12209200,0,0,6.18262675960905
12209350,0,0,6.206364945210382
12209500,0,0,6.206364945210382
12209650,0,0,6.230088578219593
12209800,0,0,6.285698717300406
12209950,0,0,6.31142105224788
12210100,0,0,6.3514864681531975
12210250,0,0,6.373480006305115
12210400,0,0,6.374071674467643
12210550,0,0,6.379810490257114
12210700,0,0,6.358964609143555
12210850,0,0,6.385270398617223
12211000,0,0,6.364755154867751
12211150,0,0,6.362236170753704
12211300,0,0,6.359839081112625
12211450,0,0,6.359839081112625
12211600,0,0,6.359839081112625
12211750,0,0,6.359839081112625
12211900,0,0,6.369570870272753
12212050,0,0,6.3696308669832575
12212200,0,0,6.385163808935147
12212350,0,0,6.383516906872515
12212500,0,0,6.396512927953907
12212650,0,0,6.3951087864791845
12212800,0,0,6.411769013417654
12212950,0,0,6.426982535169216
12213100,0,0,6.421764866071797
12213250,0,0,6.418045441782169
12213400,0,0,6.424703236302506
12213550,0,0,6.424703236302506
12213700,0,0,6.406045625964751
12213850,0,0,6.422977908837268
12214000,0,0,6.422693807202961
12214150,0,0,6.41039460370304
12214300,0,0,6.392006307298345
12214450,0,0,6.389259334365278
12214600,0,0,6.374729703299863
12214750,0,0,6.374203387510406
12214900,0,0,6.344645849939241
12215050,0,0,6.34701330907771
12215200,0,0,6.354379611539997
12215350,0,0,6.355613060675651
12215500,0,0,6.354823586991444
12215650,0,0,6.353813662799965
12215800,0,0,6.388571717059364
12215950,0,0,6.359721024972629
12216100,0,0,6.3542368490439145
12216250,0,0,6.339012328301905
12216400,0,0,6.339012328301905
12216550,0,0,6.339012328301905
12216700,0,0,6.315562225189012
12216850,0,0,6.291024556578421
12217000,0,0,6.291024556578421
12217150,0,0,6.291024556578421
12217300,0,0,6.276634078071183
12217450,0,0,6.270341590777107
12217600,0,0,6.246380337666494
12217750,0,0,6.243128551289928
12217900,0,0,6.232973244212545
12218050,0,0,6.227584869649462
12218200,0,0,6.2461086966335415
12218350,0,0,6.250483905342833
12218500,0,0,6.2563675989323
12218650,0,0,6.256313588953333
12218800,0,0,6.258576069703963
12218950,0,0,6.286828083918664
12219100,0,0,6.293212461595658
12219250,0,0,6.304785780084103
12219400,0,0,6.292360154669808
12219550,0,0,6.274992519455793
12219700,0,0,6.240612592172681
12219850,0,0,6.258192209574844
12220000,0,0,6.237599287302174
12220150,0,0,6.232485707602194
12220300,0,0,6.23849663983593
12220450,0,0,6.2415085447431835
12220600,0,0,6.264800534503223
12220750,0,0,6.265765884787953
12220900,0,0,6.273669060802192
12221050,0,0,6.275042110415399
12221200,0,0,6.274361464191301
12221350,0,0,6.274503411559735
12221500,0,0,6.306202103690197
12221650,0,0,6.319840533688989
12221800,0,0,6.334605297454388
12221950,0,0,6.34387268497855
12222100,0,0,6.377357110578259
12222250,0,0,6.403362576473441
12222400,0,0,6.386859014806362
12222550,0,0,6.389484325692109
12222700,0,0,6.371825044523177
12222850,0,0,6.381804938297307
12223000,0,0,6.396489132604373
12223150,0,0,6.422361618278899
12223300,0,0,5.658549370454821
12223450,0,0,5.660402643199063
12223600,0,0,5.660039003533939
12223750,0,0,5.678642757510403
12223900,0,0,5.680857382890196
12224050,0,0,5.699022660031886
12224200,0,0,5.721453765855728
12224350,0,0,5.720705904884596
12224500,0,0,5.771105472323313
12224650,0,0,5.741983337434334
12224800,0,0,5.721999160501653
12224950,0,0,5.705087331064419
12225100,0,0,5.700334977056258
12225250,0,0,5.699818440531345
12225400,0,0,5.700344756320803
12225550,0,0,5.705142187805592
12225700,0,0,5.740357356662685
12225850,0,0,5.747154192428113
12226000,0,0,5.763354051260194
12226150,0,0,5.782294092286435
12226300,0,0,5.768820374610598
12226450,0,0,5.763321602558776
12226600,0,0,5.737058108953391
12226750,0,0,5.7640679864779685
12226900,0,0,5.767577668043657
12227050,0,0,5.780230033829483
12227200,0,0,5.76198896004459
12227350,0,0,5.7703706289555186
12227500,0,0,5.761484578954381
12227650,0,0,5.733177121604001
12227800,0,0,5.7364055840285175
12227950,0,0,5.81814945485867
12228100,0,0,5.818100495721438
12228250,0,0,5.818100495721438
12228400,0,0,5.81188700746462
12228550,0,0,5.810855927715707
12228700,0,0,5.828980808480111
12228850,0,0,5.828980808480111
12229000,0,0,5.82700097376987
12229150,0,0,5.817578757970409
12229300,0,0,5.8393635907182215
12229450,0,0,5.853295339614107
12229600,0,0,5.837939879347033
12229750,0,0,5.861517702841184
12229900,0,0,5.888498307010607
12230050,0,0,5.899628271323806
12230200,0,0,5.894788303742658
12230350,0,0,5.931944606780519
12230500,0,0,5.931944606780519
12230650,0,0,5.917883049299149
12230800,0,0,5.93503427159591
12230950,0,0,5.914522516290205
12231100,0,0,5.900378033393153
12231250,0,0,5.916306487364636
12231400,0,0,5.895642103429935
12231550,0,0,5.8798497406887265
12231700,0,0,5.8545794173123795
12231850,0,0,5.8631804986275995
12232000,0,0,5.850670634305004
12232150,0,0,5.871391795461818
12232300,0,0,5.871391795461818
12232450,0,0,5.871257311372631
12232600,0,0,5.881017052463719
12232750,0,0,5.882169320805829
12232900,0,0,5.881800045289779
12233050,0,0,5.876513308619067
12233200,0,0,5.898268090331811
12233350,0,0,5.898268090331811
12233500,0,0,5.898246979313512
12233650,0,0,5.898550220271446
12233800,0,0,5.916004417087464
12233950,0,0,5.898895917522012
12234100,0,0,5.8577756179110025
12234250,0,0,5.8316742728925135
12234400,0,0,5.840895736201745
12234550,0,0,5.873290199457003
12234700,0,0,5.878625947958284
12234850,0,0,5.902907802894191
12235000,0,0,5.918351862635404
12235150,0,0,5.926208629562794
12235300,0,0,5.930976904721007
12235450,0,0,5.930056013006322
12235600,0,0,5.9305823287957935
12235750,0,0,5.930578692172716
12235900,0,0,5.943830695278308
12236050,0,0,5.971096012999482
12236200,0,0,6.010861947559121
12236350,0,0,6.0077754708121205
12236500,0,0,6.000275838141263
12236650,0,0,6.033897085597175
12236800,0,0,6.030038439595344
12236950,0,0,6.030168439595329
12237100,0,0,5.999761965329256
12237250,0,0,6.017365157848403
12237400,0,0,6.042029459193429
12237550,0,0,6.01564023902246
12237700,0,0,6.016023715843275
12237850,0,0,6.031762326909728
12238000,0,0,6.010799923739157
12238150,0,0,6.005930193816013
12238300,0,0,6.031420186742892
12238450,0,0,6.031364974763875
12238600,0,0,6.021679513119466
12238750,0,0,6.026130702109867
12238900,0,0,5.9747860607330665
12239050,0,0,6.017249727762405
12239200,0,0,6.0113174296971295
12239350,0,0,5.999834305270326
12239500,0,0,6.002655481310654
12239650,0,0,6.0018897070919195
12239800,0,0,6.003089531929945
12239950,0,0,5.997826374035199
12240100,0,0,5.964991497769304
12240250,0,0,5.964991497769304
12240400,0,0,5.970830565462421
12240550,0,0,5.94213172230981
12240700,0,0,5.9829134475615575
12240850,0,0,5.99299306591584
12241000,0,0,5.967023974382016
12241150,0,0,5.902503670827187
12241300,0,0,5.911357511123455
12241450,0,0,5.86753805251027
12241600,0,0,5.773626840532799
12241750,0,0,5.787215238150111
12241900,0,0,5.760110209841542
12242050,0,0,5.7462284692965255
12242200,0,0,5.765598383865921
12242350,0,0,5.81312208717803
12242500,0,0,5.8600507706190825
12242650,0,0,5.863378232322418
12242800,0,0,5.816407018561506
12242950,0,0,5.822820030025127
12243100,0,0,5.694329508644344
12243250,0,0,5.7137009646772015
12243400,0,0,5.702922713576072
12243550,0,0,5.755784786394074
12243700,0,0,5.733095728050387
12243850,0,0,5.733095728050387
12244000,0,0,5.748370347228445
12244150,0,0,5.748370347228445
12244300,0,0,5.742722305508806
12244450,0,0,5.743041816226153
12244600,0,0,5.725457049767968
12244750,0,0,5.7114943765594575
12244900,0,0,5.715542632201235
12245050,0,0,5.67012235840086
12245200,0,0,5.643364687029091
12245350,0,0,5.663473804144971
12245500,0,0,5.66478959361865
12245650,0,0,5.671774625361593
12245800,0,0,5.684973407474118
12245950,0,0,5.684333784228372
12246100,0,0,5.694041557529033
12246250,0,0,5.703154195239193
12246400,0,0,5.672502718996384
12246550,0,0,5.6826802044603255
12246700,0,0,5.687951263754698
12246850,0,0,5.7250921873329474
12247000,0,0,5.717299502920554
12247150,0,0,5.729876633703597
12247300,0,0,5.745395128085789
12247450,0,0,5.747402714650022
12247600,0,0,5.747402714650022
12247750,0,0,5.792622322010914
12247900,0,0,5.790895986879434
12248050,0,0,5.8157343550576
12248200,0,0,5.819853855894323
12248350,0,0,5.831374302747989
12248500,0,0,5.822307501066575
12248650,0,0,5.842533314972499
12248800,0,0,5.829560676396454
12248950,0,0,5.803045221894621
12249100,0,0,5.805948614432012
12249250,0,0,5.78064583816159
12249400,0,0,5.763034810751847
12249550,0,0,5.724149821040925
12249700,0,0,5.724149821040925
12249850,0,0,5.724149821040925
12250000,0,0,5.724149821040925
12250150,0,0,5.734676136830402
12250300,0,0,5.734676136830402
12250450,0,0,5.762374246685951
12250600,0,0,5.769329075345794
12250750,0,0,5.829641936298017
12250900,0,0,5.804868103871058
12251050,0,0,5.77919564062654
12251200,0,0,5.782870092471185
12251350,0,0,5.825539646069487
12251500,0,0,5.837086109999632
12251650,0,0,5.819556183483101
12251800,0,0,5.809632387832579
12251950,0,0,5.788556104480492
12252100,0,0,5.744664964953884
12252250,0,0,5.744664964953884
12252400,0,0,5.7692354372249355
12252550,0,0,5.767931380006573
12252700,0,0,5.757959420204742
12252850,0,0,5.753371142105337
12253000,0,0,5.753371142105337
12253150,0,0,5.753371142105337
12253300,0,0,5.727732948490299
12253450,0,0,5.728857365413148
12253600,0,0,5.699740476191991
12253750,0,0,5.631999049979768
12253900,0,0,5.616865347166893
12254050,0,0,5.576510098679634
12254200,0,0,5.554154283938175
12254350,0,0,5.520300904424019
12254500,0,0,5.5531404542455505
12254650,0,0,5.538694895483204
12254800,0,0,5.57792552599183
12254950,0,0,5.611846405927068
12255100,0,0,5.60785376580634
12255250,0,0,5.6121340947537135
12255400,0,0,5.619169432937568
12255550,0,0,5.620918402042832
12255700,0,0,5.629981892631463
12255850,0,0,5.636788767415354
12256000,0,0,5.629645644114248
12256150,0,0,5.618691993810657
12256300,0,0,5.6185695495383925
12256450,0,0,5.618465245865835
12256600,0,0,5.596719939135454
12256750,0,0,5.544234403946987
12256900,0,0,5.584379151220745
12257050,0,0,5.604369430134454
12257200,0,0,5.600154470163076
12257350,0,0,5.599777466960006
12257500,0,0,5.619926636628676
12257650,0,0,5.6473248460982575
12257800,0,0,5.645169818989956
12257950,0,0,5.645169818989956
12258100,0,0,5.670551147439156
12258250,0,0,5.665568642505278
12258400,0,0,5.670831800400023
12258550,0,0,5.667443638636314
12258700,0,0,5.667618772713624
12258850,0,0,5.648310383782473
12259000,0,0,5.648310383782473
12259150,0,0,5.689097008109599
12259300,0,0,5.695218759227359
12259450,0,0,5.683846385659564
12259600,0,0,5.686182597503432
12259750,0,0,5.693593715549255
12259900,0,0,5.688372673155257
12260050,0,0,5.678340800321365
12260200,0,0,5.683025010847686
12260350,0,0,5.683025010847686
12260500,0,0,5.683025010847686
12260650,0,0,5.6828000616517755
12260800,0,0,5.682392664526816
12260950,0,0,5.676038683903926
12261100,0,0,5.671835896031766
12261250,0,0,5.658678001294916
12261400,0,0,5.686285067766121
12261550,0,0,5.716728269638409
12261700,0,0,5.70203833945952
12261850,0,0,5.711462593211564
12262000,0,0,5.681355057440626
12262150,0,0,5.646498640485618
12262300,0,0,5.615818614215712
12262450,0,0,5.595500164993723
12262600,0,0,5.611444023948437
12262750,0,0,5.6011569002361625
12262900,0,0,5.584531157984699
12263050,0,0,5.607588641265181
12263200,0,0,5.608966840019335
12263350,0,0,5.582972847565955
12263500,0,0,5.573217727816939
12263650,0,0,5.573217727816939
12263800,0,0,5.578438780448508
12263950,0,0,5.615148529098406
12264100,0,0,5.615148529098406
12264250,0,0,5.59899396977481
12264400,0,0,5.606883707201703
12264550,0,0,5.581398839948761
12264700,0,0,5.581398839948761
12264850,0,0,5.570539652149705
12265000,0,0,5.571013141097069
12265150,0,0,5.532249228381318
12265300,0,0,5.49363211842315
12265450,0,0,5.508602920238786
12265600,0,0,5.508602920238786
12265750,0,0,5.4840048151901755
12265900,0,0,5.543422902082483
12266050,0,0,5.548637174988613
12266200,0,0,5.549188641171426
12266350,0,0,5.547204579404365
12266500,0,0,5.533577656682908
12266650,0,0,5.533577656682908
12266800,0,0,5.502140510883137
12266950,0,0,5.402712388934788
12267100,0,0,5.427648660931737
12267250,0,0,5.374562493727609
12267400,0,0,5.25180896662242
12267550,0,0,5.278358775356125
12267700,0,0,5.246918805006189
12267850,0,0,5.268579420032069
12268000,0,0,5.292162640530535
12268150,0,0,5.300390270965963
12268300,0,0,5.300292533951023
12268450,0,0,5.301457928374461
12268600,0,0,5.3336993513624975
12268750,0,0,5.328424919019483
12268900,0,0,5.305284841662413
12269050,0,0,5.32048663969573
12269200,0,0,5.3434714041969755
12269350,0,0,5.367464560443736
12269500,0,0,5.367464560443736
12269650,0,0,5.343233121398086
