blocknumber,reserve ZRX,reserve USDC,volume ZRX for 5% slippage
11382550,0,0,54.54473847054783
11382700,0,0,54.54473847054783
11382850,0,0,54.54473847054783
11383000,0,0,54.54473847054783
11383150,0,0,54.54473847054783
11383300,0,0,54.54473847054783
11383450,0,0,54.54473847054783
11383600,0,0,54.54473847054783
11383750,0,0,54.54473847054783
11383900,0,0,54.54473847054783
11384050,0,0,54.54473847054783
11384200,0,0,54.54473847054783
11384350,0,0,54.54473847054783
11384500,0,0,54.54473847054783
11384650,0,0,54.54473847054783
11384800,0,0,54.54473847054783
11384950,0,0,54.54473847054783
11385100,0,0,54.54473847054783
11385250,0,0,54.54473847054783
11385400,0,0,54.54473847054783
11385550,0,0,54.54473847054783
11385700,0,0,54.54473847054783
11385850,0,0,54.54473847054783
11386000,0,0,54.54473847054783
11386150,0,0,54.54473847054783
11386300,0,0,54.54473847054783
11386450,0,0,54.54473847054783
11386600,0,0,54.54473847054783
11386750,0,0,54.54473847054783
11386900,0,0,54.54473847054783
11387050,0,0,54.54473847054783
11387200,0,0,54.54473847054783
11387350,0,0,54.54473847054783
11387500,0,0,54.54473847054783
11387650,0,0,54.54473847054783
11387800,0,0,54.54473847054783
11387950,0,0,54.54473847054783
11388100,0,0,54.54473847054783
11388250,0,0,54.54473847054783
11388400,0,0,54.54473847054783
11388550,0,0,54.54473847054783
11388700,0,0,54.54473847054783
11388850,0,0,54.54473847054783
11389000,0,0,53.31590891461235
11389150,0,0,53.31590891461235
11389300,0,0,53.31590891461235
11389450,0,0,53.31590891461235
11389600,0,0,53.31590891461235
11389750,0,0,53.31590891461235
11389900,0,0,53.31590891461235
11390050,0,0,53.31590891461235
11390200,0,0,53.31590891461235
11390350,0,0,53.31590891461235
11390500,0,0,53.31590891461235
11390650,0,0,53.31590891461235
11390800,0,0,53.31590891461235
11390950,0,0,53.31590891461235
11391100,0,0,53.31590891461235
11391250,0,0,53.31590891461235
11391400,0,0,53.31590891461235
11391550,0,0,53.31590891461235
11391700,0,0,53.31590891461235
11391850,0,0,53.31590891461235
11392000,0,0,53.31590891461235
11392150,0,0,53.31590891461235
11392300,0,0,53.31590891461235
11392450,0,0,53.31590891461235
11392600,0,0,53.31590891461235
11392750,0,0,53.31590891461235
11392900,0,0,53.31590891461235
11393050,0,0,53.31590891461235
11393200,0,0,53.31590891461235
11393350,0,0,53.31590891461235
11393500,0,0,53.31590891461235
11393650,0,0,53.31590891461235
11393800,0,0,53.31590891461235
11393950,0,0,53.31590891461235
11394100,0,0,53.31590891461235
11394250,0,0,53.31590891461235
11394400,0,0,53.31590891461235
11394550,0,0,53.31590891461235
11394700,0,0,53.31590891461235
11394850,0,0,53.31590891461235
11395000,0,0,53.31590891461235
11395150,0,0,53.31590891461235
11395300,0,0,53.31590891461235
11395450,0,0,53.31590891461235
11395600,0,0,53.31590891461235
11395750,0,0,53.31590891461235
11395900,0,0,53.31590891461235
11396050,0,0,54.55214475949447
11396200,0,0,54.55214475949447
11396350,0,0,54.55214475949447
11396500,0,0,54.55214475949447
11396650,0,0,54.55214475949447
11396800,0,0,54.55214475949447
11396950,0,0,54.55214475949447
11397100,0,0,54.55214475949447
11397250,0,0,54.55214475949447
11397400,0,0,54.55214475949447
11397550,0,0,54.55214475949447
11397700,0,0,54.55214475949447
11397850,0,0,54.55214475949447
11398000,0,0,54.55214475949447
11398150,0,0,54.55214475949447
11398300,0,0,54.55214475949447
11398450,0,0,54.55214475949447
11398600,0,0,54.55214475949447
11398750,0,0,54.55214475949447
11398900,0,0,54.55214475949447
11399050,0,0,54.55214475949447
11399200,0,0,54.55214475949447
11399350,0,0,54.55214475949447
11399500,0,0,54.55214475949447
11399650,0,0,54.55214475949447
11399800,0,0,54.55214475949447
11399950,0,0,54.55214475949447
11400100,0,0,54.55214475949447
11400250,0,0,54.55214475949447
11400400,0,0,54.55214475949447
11400550,0,0,54.55214475949447
11400700,0,0,54.55214475949447
11400850,0,0,54.55214475949447
11401000,0,0,54.55214475949447
11401150,0,0,54.55214475949447
11401300,0,0,54.55214475949447
11401450,0,0,54.55214475949447
11401600,0,0,54.55214475949447
11401750,0,0,54.55214475949447
11401900,0,0,54.55214475949447
11402050,0,0,54.55214475949447
11402200,0,0,54.55214475949447
11402350,0,0,54.55214475949447
11402500,0,0,54.55214475949447
11402650,0,0,54.55214475949447
11402800,0,0,54.55214475949447
11402950,0,0,54.55214475949447
11403100,0,0,54.55214475949447
11403250,0,0,54.55214475949447
11403400,0,0,54.55214475949447
11403550,0,0,54.57452566265238
11403700,0,0,54.57452566265238
11403850,0,0,54.57452566265238
11404000,0,0,54.57452566265238
11404150,0,0,54.57452566265238
11404300,0,0,54.57452566265238
11404450,0,0,54.57452566265238
11404600,0,0,54.57452566265238
11404750,0,0,54.57452566265238
11404900,0,0,54.57452566265238
11405050,0,0,54.57452566265238
11405200,0,0,54.57452566265238
11405350,0,0,54.57452566265238
11405500,0,0,54.57452566265238
11405650,0,0,54.57452566265238
11405800,0,0,54.57452566265238
11405950,0,0,54.57452566265238
11406100,0,0,54.57452566265238
11406250,0,0,54.57452566265238
11406400,0,0,54.57452566265238
11406550,0,0,54.57452566265238
11406700,0,0,54.57452566265238
11406850,0,0,54.86681931358271
11407000,0,0,54.86681931358271
11407150,0,0,54.86681931358271
11407300,0,0,54.86681931358271
11407450,0,0,54.86681931358271
11407600,0,0,54.86681931358271
11407750,0,0,54.86681931358271
11407900,0,0,54.86681931358271
11408050,0,0,54.86681931358271
11408200,0,0,54.86681931358271
11408350,0,0,54.86681931358271
11408500,0,0,54.86681931358271
11408650,0,0,54.86681931358271
11408800,0,0,54.86681931358271
11408950,0,0,54.86681931358271
11409100,0,0,54.86681931358271
11409250,0,0,54.86681931358271
11409400,0,0,54.86681931358271
11409550,0,0,54.86681931358271
11409700,0,0,54.86681931358271
11409850,0,0,54.86681931358271
11410000,0,0,54.86681931358271
11410150,0,0,54.86681931358271
11410300,0,0,54.86681931358271
11410450,0,0,54.86681931358271
11410600,0,0,54.86681931358271
11410750,0,0,54.86681931358271
11410900,0,0,54.86681931358271
11411050,0,0,54.86681931358271
11411200,0,0,54.86681931358271
11411350,0,0,54.86681931358271
11411500,0,0,54.86681931358271
11411650,0,0,54.86681931358271
11411800,0,0,54.86681931358271
11411950,0,0,54.86681931358271
11412100,0,0,56.59306470674073
11412250,0,0,56.59306470674073
11412400,0,0,56.59306470674073
11412550,0,0,56.59306470674073
11412700,0,0,56.59306470674073
11412850,0,0,56.59306470674073
11413000,0,0,56.59306470674073
11413150,0,0,56.59306470674073
11413300,0,0,56.59306470674073
11413450,0,0,56.59306470674073
11413600,0,0,56.59306470674073
11413750,0,0,56.59306470674073
11413900,0,0,56.59306470674073
11414050,0,0,56.59306470674073
11414200,0,0,56.59306470674073
11414350,0,0,56.59306470674073
11414500,0,0,56.59306470674073
11414650,0,0,56.59306470674073
11414800,0,0,56.59306470674073
11414950,0,0,56.59306470674073
11415100,0,0,56.59306470674073
11415250,0,0,56.59306470674073
11415400,0,0,56.59306470674073
11415550,0,0,56.59306470674073
11415700,0,0,56.59306470674073
11415850,0,0,56.59306470674073
11416000,0,0,56.59306470674073
11416150,0,0,56.59306470674073
11416300,0,0,56.59306470674073
11416450,0,0,56.59306470674073
11416600,0,0,56.59306470674073
11416750,0,0,56.59306470674073
11416900,0,0,56.59306470674073
11417050,0,0,56.59306470674073
11417200,0,0,56.59306470674073
11417350,0,0,56.59306470674073
11417500,0,0,56.59306470674073
11417650,0,0,56.59306470674073
11417800,0,0,56.59306470674073
11417950,0,0,56.59306470674073
11418100,0,0,56.59306470674073
11418250,0,0,56.59306470674073
11418400,0,0,56.59306470674073
11418550,0,0,56.59306470674073
11418700,0,0,56.59306470674073
11418850,0,0,56.59306470674073
11419000,0,0,56.59306470674073
11419150,0,0,56.59306470674073
11419300,0,0,56.59306470674073
11419450,0,0,56.59306470674073
11419600,0,0,56.59306470674073
11419750,0,0,56.59306470674073
11419900,0,0,56.59306470674073
11420050,0,0,56.59306470674073
11420200,0,0,56.59306470674073
11420350,0,0,56.59306470674073
11420500,0,0,56.59306470674073
11420650,0,0,56.59306470674073
11420800,0,0,56.59306470674073
11420950,0,0,56.59306470674073
11421100,0,0,56.59306470674073
11421250,0,0,56.59306470674073
11421400,0,0,56.59306470674073
11421550,0,0,56.59306470674073
11421700,0,0,56.59306470674073
11421850,0,0,56.59306470674073
11422000,0,0,56.59306470674073
11422150,0,0,56.59306470674073
11422300,0,0,56.59306470674073
11422450,0,0,56.59306470674073
11422600,0,0,56.59306470674073
11422750,0,0,56.59306470674073
11422900,0,0,56.59306470674073
11423050,0,0,56.59306470674073
11423200,0,0,56.59306470674073
11423350,0,0,56.59306470674073
11423500,0,0,56.59306470674073
11423650,0,0,56.59306470674073
11423800,0,0,56.59306470674073
11423950,0,0,56.59306470674073
11424100,0,0,56.59306470674073
11424250,0,0,56.59306470674073
11424400,0,0,56.59306470674073
11424550,0,0,56.59306470674073
11424700,0,0,56.59306470674073
11424850,0,0,56.59306470674073
11425000,0,0,56.59306470674073
11425150,0,0,56.59306470674073
11425300,0,0,56.59306470674073
11425450,0,0,56.59306470674073
11425600,0,0,56.59306470674073
11425750,0,0,56.59306470674073
11425900,0,0,56.59306470674073
11426050,0,0,56.59306470674073
11426200,0,0,56.59306470674073
11426350,0,0,56.59306470674073
11426500,0,0,56.59306470674073
11426650,0,0,56.59306470674073
11426800,0,0,56.59306470674073
11426950,0,0,56.59306470674073
11427100,0,0,56.59306470674073
11427250,0,0,56.59306470674073
11427400,0,0,56.59306470674073
11427550,0,0,56.59306470674073
11427700,0,0,56.59306470674073
11427850,0,0,56.59306470674073
11428000,0,0,56.59306470674073
11428150,0,0,56.59306470674073
11428300,0,0,56.59306470674073
11428450,0,0,56.59306470674073
11428600,0,0,56.59306470674073
11428750,0,0,56.59306470674073
11428900,0,0,56.59306470674073
11429050,0,0,56.59306470674073
11429200,0,0,56.59306470674073
11429350,0,0,56.59306470674073
11429500,0,0,56.59306470674073
11429650,0,0,56.59306470674073
11429800,0,0,56.59306470674073
11429950,0,0,56.59306470674073
11430100,0,0,56.59306470674073
11430250,0,0,56.59306470674073
11430400,0,0,56.59306470674073
11430550,0,0,56.59306470674073
11430700,0,0,56.59306470674073
11430850,0,0,56.59306470674073
11431000,0,0,56.59306470674073
11431150,0,0,56.59306470674073
11431300,0,0,56.59306470674073
11431450,0,0,56.59306470674073
11431600,0,0,56.59306470674073
11431750,0,0,56.59306470674073
11431900,0,0,56.59306470674073
11432050,0,0,56.59306470674073
11432200,0,0,56.59306470674073
11432350,0,0,56.59306470674073
11432500,0,0,56.59306470674073
11432650,0,0,56.59306470674073
11432800,0,0,56.59306470674073
11432950,0,0,56.59306470674073
11433100,0,0,56.59306470674073
11433250,0,0,56.59306470674073
11433400,0,0,56.59306470674073
11433550,0,0,56.59306470674073
11433700,0,0,56.59306470674073
11433850,0,0,56.59306470674073
11434000,0,0,56.59306470674073
11434150,0,0,56.59306470674073
11434300,0,0,56.59306470674073
11434450,0,0,56.59306470674073
11434600,0,0,56.59306470674073
11434750,0,0,56.59306470674073
11434900,0,0,56.59306470674073
11435050,0,0,58.172012075161774
11435200,0,0,58.172012075161774
11435350,0,0,58.172012075161774
11435500,0,0,58.172012075161774
11435650,0,0,58.172012075161774
11435800,0,0,58.172012075161774
11435950,0,0,58.172012075161774
11436100,0,0,58.172012075161774
11436250,0,0,58.172012075161774
11436400,0,0,58.172012075161774
11436550,0,0,58.172012075161774
11436700,0,0,58.172012075161774
11436850,0,0,58.172012075161774
11437000,0,0,58.172012075161774
11437150,0,0,58.172012075161774
11437300,0,0,58.172012075161774
11437450,0,0,58.172012075161774
11437600,0,0,58.172012075161774
11437750,0,0,58.172012075161774
11437900,0,0,58.172012075161774
11438050,0,0,58.172012075161774
11438200,0,0,58.172012075161774
11438350,0,0,58.172012075161774
11438500,0,0,58.172012075161774
11438650,0,0,58.172012075161774
11438800,0,0,58.172012075161774
11438950,0,0,58.172012075161774
11439100,0,0,58.172012075161774
11439250,0,0,58.172012075161774
11439400,0,0,58.172012075161774
11439550,0,0,55.54038049621454
11439700,0,0,55.54038049621454
11439850,0,0,55.54038049621454
11440000,0,0,55.54038049621454
11440150,0,0,55.54038049621454
11440300,0,0,55.54038049621454
11440450,0,0,55.54038049621454
11440600,0,0,55.54038049621454
11440750,0,0,55.54038049621454
11440900,0,0,55.54038049621454
11441050,0,0,55.54038049621454
11441200,0,0,55.54038049621454
11441350,0,0,55.54038049621454
11441500,0,0,55.54038049621454
11441650,0,0,55.54038049621454
11441800,0,0,55.54038049621454
11441950,0,0,55.54038049621454
11442100,0,0,55.54038049621454
11442250,0,0,55.54038049621454
11442400,0,0,55.54038049621454
11442550,0,0,55.54038049621454
11442700,0,0,55.54038049621454
11442850,0,0,55.54038049621454
11443000,0,0,55.54038049621454
11443150,0,0,55.54038049621454
11443300,0,0,55.54038049621454
11443450,0,0,55.54038049621454
11443600,0,0,55.54038049621454
11443750,0,0,55.54038049621454
11443900,0,0,55.54038049621454
11444050,0,0,55.54038049621454
11444200,0,0,55.54038049621454
11444350,0,0,55.54038049621454
11444500,0,0,55.54038049621454
11444650,0,0,55.54038049621454
11444800,0,0,55.54038049621454
11444950,0,0,55.54038049621454
11445100,0,0,55.54038049621454
11445250,0,0,55.54038049621454
11445400,0,0,55.54038049621454
11445550,0,0,55.54038049621454
11445700,0,0,55.54038049621454
11445850,0,0,55.54038049621454
11446000,0,0,55.54038049621454
11446150,0,0,55.54038049621454
11446300,0,0,55.54038049621454
11446450,0,0,55.54038049621454
11446600,0,0,55.54038049621454
11446750,0,0,55.54038049621454
11446900,0,0,55.54038049621454
11447050,0,0,55.54038049621454
11447200,0,0,55.54038049621454
11447350,0,0,55.54038049621454
11447500,0,0,55.54038049621454
11447650,0,0,55.54038049621454
11447800,0,0,55.54038049621454
11447950,0,0,55.54038049621454
11448100,0,0,55.54038049621454
11448250,0,0,55.54038049621454
11448400,0,0,55.54038049621454
11448550,0,0,55.54038049621454
11448700,0,0,55.54038049621454
11448850,0,0,55.54038049621454
11449000,0,0,55.54038049621454
11449150,0,0,55.54038049621454
11449300,0,0,55.54038049621454
11449450,0,0,55.54038049621454
11449600,0,0,55.54038049621454
11449750,0,0,55.54038049621454
11449900,0,0,55.54038049621454
11450050,0,0,55.54038049621454
11450200,0,0,55.54038049621454
11450350,0,0,55.54038049621454
11450500,0,0,55.54038049621454
11450650,0,0,55.54038049621454
11450800,0,0,55.54038049621454
11450950,0,0,55.54038049621454
11451100,0,0,55.54038049621454
11451250,0,0,55.54038049621454
11451400,0,0,55.54038049621454
11451550,0,0,55.54038049621454
11451700,0,0,55.54038049621454
11451850,0,0,55.54038049621454
11452000,0,0,55.54038049621454
11452150,0,0,55.54038049621454
11452300,0,0,55.54038049621454
11452450,0,0,55.54038049621454
11452600,0,0,55.54038049621454
11452750,0,0,55.54038049621454
11452900,0,0,55.54038049621454
11453050,0,0,55.54038049621454
11453200,0,0,55.54038049621454
11453350,0,0,57.06669628568784
11453500,0,0,57.06669628568784
11453650,0,0,57.06669628568784
11453800,0,0,57.06669628568784
11453950,0,0,57.06669628568784
11454100,0,0,57.06669628568784
11454250,0,0,57.06669628568784
11454400,0,0,57.06669628568784
11454550,0,0,57.06669628568784
11454700,0,0,57.06669628568784
11454850,0,0,57.06669628568784
11455000,0,0,57.06669628568784
11455150,0,0,57.06669628568784
11455300,0,0,57.27722260147766
11455450,0,0,57.27722260147766
11455600,0,0,57.27722260147766
11455750,0,0,57.27722260147766
11455900,0,0,57.27722260147766
11456050,0,0,57.27722260147766
11456200,0,0,57.27722260147766
11456350,0,0,57.27722260147766
11456500,0,0,57.27722260147766
11456650,0,0,57.27722260147766
11456800,0,0,57.27722260147766
11456950,0,0,57.27722260147766
11457100,0,0,57.27722260147766
11457250,0,0,57.27722260147766
11457400,0,0,57.27722260147766
11457550,0,0,57.27722260147766
11457700,0,0,57.27722260147766
11457850,0,0,57.27722260147766
11458000,0,0,57.27722260147766
11458150,0,0,57.27722260147766
11458300,0,0,57.27722260147766
11458450,0,0,56.48231412637574
11458600,0,0,56.48231412637574
11458750,0,0,56.48231412637574
11458900,0,0,56.48231412637574
11459050,0,0,56.48231412637574
11459200,0,0,56.48231412637574
11459350,0,0,56.48231412637574
11459500,0,0,56.48231412637574
11459650,0,0,56.48231412637574
11459800,0,0,56.48231412637574
11459950,0,0,56.48231412637574
11460100,0,0,56.48231412637574
11460250,0,0,56.48231412637574
11460400,0,0,56.48231412637574
11460550,0,0,56.48231412637574
11460700,0,0,56.48231412637574
11460850,0,0,56.48231412637574
11461000,0,0,56.48231412637574
11461150,0,0,56.48231412637574
11461300,0,0,56.48231412637574
11461450,0,0,55.16645000243375
11461600,0,0,55.16645000243375
11461750,0,0,55.16645000243375
11461900,0,0,55.16645000243375
11462050,0,0,55.16645000243375
11462200,0,0,55.16645000243375
11462350,0,0,55.16645000243375
11462500,0,0,55.16645000243375
11462650,0,0,55.16645000243375
11462800,0,0,55.16645000243375
11462950,0,0,55.16645000243375
11463100,0,0,55.16645000243375
11463250,0,0,55.16645000243375
11463400,0,0,55.16645000243375
11463550,0,0,55.16645000243375
11463700,0,0,55.16645000243375
11463850,0,0,55.16645000243375
11464000,0,0,55.16645000243375
11464150,0,0,55.16645000243375
11464300,0,0,55.16645000243375
11464450,0,0,55.16645000243375
11464600,0,0,55.16645000243375
11464750,0,0,55.16645000243375
11464900,0,0,55.16645000243375
11465050,0,0,55.16645000243375
11465200,0,0,55.16645000243375
11465350,0,0,55.16645000243375
11465500,0,0,55.16645000243375
11465650,0,0,55.16645000243375
11465800,0,0,55.16645000243375
11465950,0,0,55.16645000243375
11466100,0,0,55.16645000243375
11466250,0,0,55.16645000243375
11466400,0,0,55.16645000243375
11466550,0,0,55.16645000243375
11466700,0,0,55.16645000243375
11466850,0,0,55.16645000243375
11467000,0,0,55.16645000243375
11467150,0,0,55.16645000243375
11467300,0,0,55.16645000243375
11467450,0,0,55.16645000243375
11467600,0,0,55.16645000243375
11467750,0,0,55.16645000243375
11467900,0,0,55.16645000243375
11468050,0,0,55.16645000243375
11468200,0,0,55.16645000243375
11468350,0,0,55.16645000243375
11468500,0,0,55.16645000243375
11468650,0,0,55.16645000243375
11468800,0,0,55.16645000243375
11468950,0,0,55.16645000243375
11469100,0,0,55.16645000243375
11469250,0,0,55.16645000243375
11469400,0,0,55.16645000243375
11469550,0,0,55.16645000243375
11469700,0,0,55.16645000243375
11469850,0,0,55.16645000243375
11470000,0,0,55.16645000243375
11470150,0,0,55.16645000243375
11470300,0,0,55.16645000243375
11470450,0,0,55.16645000243375
11470600,0,0,55.16645000243375
11470750,0,0,55.16645000243375
11470900,0,0,55.16645000243375
11471050,0,0,55.16645000243375
11471200,0,0,55.16645000243375
11471350,0,0,55.16645000243375
11471500,0,0,55.16645000243375
11471650,0,0,55.16645000243375
11471800,0,0,55.16645000243375
11471950,0,0,55.16645000243375
11472100,0,0,55.16645000243375
11472250,0,0,55.16645000243375
11472400,0,0,55.16645000243375
11472550,0,0,55.16645000243375
11472700,0,0,55.16645000243375
11472850,0,0,55.16645000243375
11473000,0,0,55.16645000243375
11473150,0,0,55.16645000243375
11473300,0,0,55.16645000243375
11473450,0,0,55.16645000243375
11473600,0,0,55.16645000243375
11473750,0,0,55.16645000243375
11473900,0,0,55.16645000243375
11474050,0,0,55.16645000243375
11474200,0,0,55.16645000243375
11474350,0,0,55.16645000243375
11474500,0,0,55.16645000243375
11474650,0,0,55.16645000243375
11474800,0,0,55.16645000243375
11474950,0,0,55.16645000243375
11475100,0,0,55.16645000243375
11475250,0,0,55.16645000243375
11475400,0,0,55.16645000243375
11475550,0,0,55.16645000243375
11475700,0,0,55.16645000243375
11475850,0,0,55.16645000243375
11476000,0,0,55.16645000243375
11476150,0,0,55.16645000243375
11476300,0,0,55.16645000243375
11476450,0,0,55.16645000243375
11476600,0,0,55.16645000243375
11476750,0,0,55.16645000243375
11476900,0,0,55.16645000243375
11477050,0,0,55.16645000243375
11477200,0,0,55.16645000243375
11477350,0,0,55.16645000243375
11477500,0,0,55.16645000243375
11477650,0,0,55.16645000243375
11477800,0,0,55.16645000243375
11477950,0,0,55.16645000243375
11478100,0,0,55.16645000243375
11478250,0,0,55.16645000243375
11478400,0,0,55.16645000243375
11478550,0,0,55.16645000243375
11478700,0,0,55.16645000243375
11478850,0,0,55.16645000243375
11479000,0,0,55.16645000243375
11479150,0,0,55.16645000243375
11479300,0,0,55.16645000243375
11479450,0,0,55.16645000243375
11479600,0,0,55.16645000243375
11479750,0,0,55.16645000243375
11479900,0,0,55.16645000243375
11480050,0,0,55.16645000243375
11480200,0,0,55.16645000243375
11480350,0,0,55.16645000243375
11480500,0,0,55.16645000243375
11480650,0,0,55.16645000243375
11480800,0,0,55.16645000243375
11480950,0,0,55.16645000243375
11481100,0,0,55.16645000243375
11481250,0,0,55.16645000243375
11481400,0,0,55.16645000243375
11481550,0,0,55.16645000243375
11481700,0,0,55.16645000243375
11481850,0,0,55.16645000243375
11482000,0,0,55.16645000243375
11482150,0,0,55.16645000243375
11482300,0,0,55.16645000243375
11482450,0,0,55.16645000243375
11482600,0,0,55.16645000243375
11482750,0,0,55.16645000243375
11482900,0,0,55.16645000243375
11483050,0,0,51.55029116005812
11483200,0,0,51.55029116005812
11483350,0,0,51.55029116005812
11483500,0,0,51.55029116005812
11483650,0,0,51.55029116005812
11483800,0,0,51.55029116005812
11483950,0,0,51.55029116005812
11484100,0,0,51.55029116005812
11484250,0,0,51.55029116005812
11484400,0,0,51.55029116005812
11484550,0,0,51.55029116005812
11484700,0,0,51.55029116005812
11484850,0,0,51.55029116005812
11485000,0,0,51.55029116005812
11485150,0,0,51.55029116005812
11485300,0,0,51.55029116005812
11485450,0,0,51.55029116005812
11485600,0,0,51.55029116005812
11485750,0,0,51.55029116005812
11485900,0,0,51.55029116005812
11486050,0,0,51.55029116005812
11486200,0,0,51.55029116005812
11486350,0,0,51.55029116005812
11486500,0,0,51.55029116005812
11486650,0,0,51.55029116005812
11486800,0,0,51.55029116005812
11486950,0,0,51.55029116005812
11487100,0,0,51.55029116005812
11487250,0,0,51.55029116005812
11487400,0,0,51.55029116005812
11487550,0,0,51.55029116005812
11487700,0,0,51.55029116005812
11487850,0,0,51.55029116005812
11488000,0,0,51.55029116005812
11488150,0,0,51.55029116005812
11488300,0,0,51.55029116005812
11488450,0,0,51.55029116005812
11488600,0,0,54.33976484426853
11488750,0,0,54.33976484426853
11488900,0,0,54.33976484426853
11489050,0,0,54.33976484426853
11489200,0,0,54.33976484426853
11489350,0,0,54.33976484426853
11489500,0,0,54.33976484426853
11489650,0,0,54.33976484426853
11489800,0,0,54.33976484426853
11489950,0,0,54.33976484426853
11490100,0,0,54.33976484426853
11490250,0,0,54.33976484426853
11490400,0,0,54.33976484426853
11490550,0,0,54.33976484426853
11490700,0,0,54.33976484426853
11490850,0,0,54.33976484426853
11491000,0,0,54.33976484426853
11491150,0,0,54.33976484426853
11491300,0,0,54.33976484426853
11491450,0,0,54.33976484426853
11491600,0,0,54.33976484426853
11491750,0,0,54.33976484426853
11491900,0,0,54.33976484426853
11492050,0,0,54.33976484426853
11492200,0,0,54.33976484426853
11492350,0,0,54.33976484426853
11492500,0,0,54.33976484426853
11492650,0,0,55.085838710126836
11492800,0,0,55.085838710126836
11492950,0,0,55.085838710126836
11493100,0,0,55.085838710126836
11493250,0,0,55.085838710126836
11493400,0,0,55.085838710126836
11493550,0,0,55.085838710126836
11493700,0,0,55.085838710126836
11493850,0,0,55.085838710126836
11494000,0,0,55.085838710126836
11494150,0,0,55.085838710126836
11494300,0,0,55.085838710126836
11494450,0,0,55.085838710126836
11494600,0,0,55.085838710126836
11494750,0,0,55.085838710126836
11494900,0,0,55.085838710126836
11495050,0,0,55.085838710126836
11495200,0,0,55.085838710126836
11495350,0,0,55.085838710126836
11495500,0,0,55.085838710126836
11495650,0,0,55.085838710126836
11495800,0,0,55.085838710126836
11495950,0,0,55.085838710126836
11496100,0,0,55.085838710126836
11496250,0,0,55.085838710126836
11496400,0,0,55.085838710126836
11496550,0,0,55.085838710126836
11496700,0,0,55.085838710126836
11496850,0,0,55.085838710126836
11497000,0,0,55.085838710126836
11497150,0,0,55.085838710126836
11497300,0,0,55.085838710126836
11497450,0,0,55.085838710126836
11497600,0,0,55.085838710126836
11497750,0,0,55.085838710126836
11497900,0,0,55.085838710126836
11498050,0,0,55.085838710126836
11498200,0,0,55.085838710126836
11498350,0,0,55.085838710126836
11498500,0,0,55.085838710126836
11498650,0,0,55.085838710126836
11498800,0,0,55.085838710126836
11498950,0,0,55.085838710126836
11499100,0,0,55.085838710126836
11499250,0,0,57.19172455223202
11499400,0,0,57.19172455223202
11499550,0,0,57.19172455223202
11499700,0,0,57.19172455223202
11499850,0,0,57.19172455223202
11500000,0,0,57.19172455223202
11500150,0,0,57.19172455223202
11500300,0,0,57.19172455223202
11500450,0,0,57.19172455223202
11500600,0,0,57.19172455223202
11500750,0,0,57.19172455223202
11500900,0,0,57.19172455223202
11501050,0,0,57.19172455223202
11501200,0,0,57.19172455223202
11501350,0,0,57.19172455223202
11501500,0,0,57.19172455223202
11501650,0,0,57.19172455223202
11501800,0,0,57.19172455223202
11501950,0,0,57.19172455223202
11502100,0,0,57.19172455223202
11502250,0,0,57.19172455223202
11502400,0,0,57.19172455223202
11502550,0,0,57.19172455223202
11502700,0,0,57.19172455223202
11502850,0,0,57.19172455223202
11503000,0,0,57.19172455223202
11503150,0,0,57.19172455223202
11503300,0,0,57.19172455223202
11503450,0,0,57.19172455223202
11503600,0,0,57.19172455223202
11503750,0,0,57.19172455223202
11503900,0,0,57.19172455223202
11504050,0,0,57.19172455223202
11504200,0,0,57.19172455223202
11504350,0,0,57.19172455223202
11504500,0,0,57.19172455223202
11504650,0,0,57.19172455223202
11504800,0,0,57.19172455223202
11504950,0,0,57.19172455223202
11505100,0,0,57.19172455223202
11505250,0,0,57.19172455223202
11505400,0,0,57.19172455223202
11505550,0,0,57.19172455223202
11505700,0,0,57.19172455223202
11505850,0,0,57.19172455223202
11506000,0,0,57.19172455223202
11506150,0,0,57.19172455223202
11506300,0,0,57.19172455223202
11506450,0,0,57.19172455223202
11506600,0,0,57.19172455223202
11506750,0,0,57.19172455223202
11506900,0,0,57.19172455223202
11507050,0,0,57.19172455223202
11507200,0,0,57.19172455223202
11507350,0,0,57.19172455223202
11507500,0,0,57.19172455223202
11507650,0,0,57.19172455223202
11507800,0,0,57.19172455223202
11507950,0,0,57.19172455223202
11508100,0,0,57.19172455223202
11508250,0,0,57.19172455223202
11508400,0,0,57.19172455223202
11508550,0,0,57.19172455223202
11508700,0,0,57.19172455223202
11508850,0,0,57.19172455223202
11509000,0,0,57.19172455223202
11509150,0,0,57.19172455223202
11509300,0,0,57.19172455223202
11509450,0,0,57.19172455223202
11509600,0,0,57.19172455223202
11509750,0,0,57.19172455223202
11509900,0,0,57.19172455223202
11510050,0,0,57.19172455223202
11510200,0,0,57.19172455223202
11510350,0,0,57.19172455223202
11510500,0,0,57.19172455223202
11510650,0,0,57.19172455223202
11510800,0,0,57.19172455223202
11510950,0,0,57.19172455223202
11511100,0,0,57.19172455223202
11511250,0,0,57.19172455223202
11511400,0,0,57.19172455223202
11511550,0,0,57.19172455223202
11511700,0,0,57.19172455223202
11511850,0,0,57.19172455223202
11512000,0,0,57.19172455223202
11512150,0,0,57.19172455223202
11512300,0,0,57.19172455223202
11512450,0,0,57.19172455223202
11512600,0,0,57.19172455223202
11512750,0,0,57.19172455223202
11512900,0,0,57.19172455223202
11513050,0,0,57.19172455223202
11513200,0,0,57.19172455223202
