blocknumber,reserve WETH,reserve USDC,volume WETH for 5% slippage
10027750,0,0,0.00027078698066389587
10027900,0,0,0.00027078698066389587
10028050,0,0,0.00027078698066389587
10028200,0,0,0.001631448828129857
10028350,0,0,0.001631448828129857
10028500,0,0,0.001631448828129857
10028650,0,0,0.001631448828129857
10028800,0,0,0.001631448828129857
10028950,0,0,0.001631448828129857
10029100,0,0,0.001631448828129857
10029250,0,0,0.001631448828129857
10029400,0,0,0.001631448828129857
10029550,0,0,0.001631448828129857
10029700,0,0,0.001631448828129857
10029850,0,0,0.001631448828129857
10030000,0,0,0.001631448828129857
10030150,0,0,0.001631448828129857
10030300,0,0,0.001631448828129857
10030450,0,0,0.001631448828129857
10030600,0,0,0.001631448828129857
10030750,0,0,0.001631448828129857
10030900,0,0,0.001631448828129857
10031050,0,0,0.001631448828129857
10031200,0,0,0.001631448828129857
10031350,0,0,0.001631448828129857
10031500,0,0,0.001631448828129857
10031650,0,0,0.001631448828129857
10031800,0,0,0.001631448828129857
10031950,0,0,0.001631448828129857
10032100,0,0,0.001631448828129857
10032250,0,0,0.001631448828129857
10032400,0,0,0.001631448828129857
10032550,0,0,0.001631448828129857
10032700,0,0,0.001631448828129857
10032850,0,0,0.001631448828129857
10033000,0,0,0.001631448828129857
10033150,0,0,0.001631448828129857
10033300,0,0,0.001631448828129857
10033450,0,0,0.001631448828129857
10033600,0,0,0.001631448828129857
10033750,0,0,0.001631448828129857
10033900,0,0,0.001631448828129857
10034050,0,0,0.001631448828129857
10034200,0,0,0.001631448828129857
10034350,0,0,0.001631448828129857
10034500,0,0,0.001631448828129857
10034650,0,0,0.001631448828129857
10034800,0,0,0.001631448828129857
10034950,0,0,0.001631448828129857
10035100,0,0,0.001631448828129857
10035250,0,0,0.001631448828129857
10035400,0,0,0.001631448828129857
10035550,0,0,0.001631448828129857
10035700,0,0,0.001631448828129857
10035850,0,0,0.001631448828129857
10036000,0,0,0.001631448828129857
10036150,0,0,0.001631448828129857
10036300,0,0,0.001631448828129857
10036450,0,0,0.001631448828129857
10036600,0,0,0.001631448828129857
10036750,0,0,0.001631448828129857
10036900,0,0,0.001631448828129857
10037050,0,0,0.001631448828129857
10037200,0,0,0.001631448828129857
10037350,0,0,0.001631448828129857
10037500,0,0,0.001631448828129857
10037650,0,0,0.001631448828129857
10037800,0,0,0.001631448828129857
10037950,0,0,0.001631448828129857
10038100,0,0,0.001631448828129857
10038250,0,0,0.001631448828129857
10038400,0,0,0.001631448828129857
10038550,0,0,0.001631448828129857
10038700,0,0,0.001631448828129857
10038850,0,0,0.001631448828129857
10039000,0,0,0.001631448828129857
10039150,0,0,0.001631448828129857
10039300,0,0,0.001631448828129857
10039450,0,0,0.001631448828129857
10039600,0,0,0.001631448828129857
10039750,0,0,0.001631448828129857
10039900,0,0,0.001631448828129857
10040050,0,0,0.001631448828129857
10040200,0,0,0.001631448828129857
10040350,0,0,0.001631448828129857
10040500,0,0,0.001631448828129857
10040650,0,0,0.001631448828129857
10040800,0,0,0.001631448828129857
10040950,0,0,0.001631448828129857
10041100,0,0,0.001631448828129857
10041250,0,0,0.001631448828129857
10041400,0,0,0.001631448828129857
10041550,0,0,0.001631448828129857
10041700,0,0,0.001631448828129857
10041850,0,0,0.001631448828129857
10042000,0,0,0.001631448828129857
10042150,0,0,0.001631448828129857
10042300,0,0,0.001631448828129857
10042450,0,0,0.001631448828129857
10042600,0,0,0.001631448828129857
10042750,0,0,0.001631448828129857
10042900,0,0,0.001631448828129857
10043050,0,0,0.001631448828129857
10043200,0,0,0.001631448828129857
10043350,0,0,0.001631448828129857
10043500,0,0,0.001631448828129857
10043650,0,0,0.001631448828129857
10043800,0,0,0.001631448828129857
10043950,0,0,0.001631448828129857
10044100,0,0,0.001631448828129857
10044250,0,0,0.001631448828129857
10044400,0,0,0.001631448828129857
10044550,0,0,0.001631448828129857
10044700,0,0,0.001631448828129857
10044850,0,0,0.001631448828129857
10045000,0,0,0.001631448828129857
10045150,0,0,0.0016347860633152723
10045300,0,0,0.0016347860633152723
10045450,0,0,0.0016347860633152723
10045600,0,0,0.0016347860633152723
10045750,0,0,0.0016347860633152723
10045900,0,0,0.0016347860633152723
10046050,0,0,0.0016347860633152723
10046200,0,0,0.0016347860633152723
10046350,0,0,0.0016347860633152723
10046500,0,0,0.0016347860633152723
10046650,0,0,0.0016347860633152723
10046800,0,0,0.0016347860633152723
10046950,0,0,0.0016347860633152723
10047100,0,0,0.0016347860633152723
10047250,0,0,0.0016347860633152723
10047400,0,0,0.0016347860633152723
10047550,0,0,0.0016347860633152723
10047700,0,0,0.0016347860633152723
10047850,0,0,0.0016347860633152723
10048000,0,0,0.0016347860633152723
10048150,0,0,0.0016347860633152723
10048300,0,0,0.0016347860633152723
10048450,0,0,0.0016347860633152723
10048600,0,0,0.0016347860633152723
10048750,0,0,0.0016347860633152723
10048900,0,0,0.0016347860633152723
10049050,0,0,0.0016347860633152723
10049200,0,0,0.0016347860633152723
10049350,0,0,0.0016347860633152723
10049500,0,0,0.0016347860633152723
10049650,0,0,0.0016347860633152723
10049800,0,0,0.0016347860633152723
10049950,0,0,0.0016347860633152723
10050100,0,0,0.0016347860633152723
10050250,0,0,0.0016347860633152723
10050400,0,0,0.0016347860633152723
10050550,0,0,0.0016347860633152723
10050700,0,0,0.0016347860633152723
10050850,0,0,0.0016347860633152723
10051000,0,0,0.0016347860633152723
10051150,0,0,0.0016347860633152723
10051300,0,0,0.002161101852788963
10051450,0,0,0.002161101852788963
10051600,0,0,0.002161101852788963
10051750,0,0,0.002161101852788963
10051900,0,0,0.002408349413441313
10052050,0,0,0.002408349413441313
10052200,0,0,0.002408349413441313
10052350,0,0,0.002408349413441313
10052500,0,0,0.0029346652029150003
10052650,0,0,0.0029346652029150003
10052800,0,0,0.0029346652029150003
10052950,0,0,0.0029346652029150003
10053100,0,0,0.0029346652029150003
10053250,0,0,0.0029346652029150003
10053400,0,0,0.0029346652029150003
10053550,0,0,0.0022875293798531107
10053700,0,0,0.0022875293798531107
10053850,0,0,0.0022875293798531107
10054000,0,0,0.0022875293798531107
10054150,0,0,0.0022875293798531107
10054300,0,0,0.0022875293798531107
10054450,0,0,0.0027085820114320577
10054600,0,0,0.002685079141798878
10054750,0,0,0.002685079141798878
10054900,0,0,0.002685079141798878
10055050,0,0,0.002685079141798878
10055200,0,0,0.002685079141798878
10055350,0,0,0.002685079141798878
10055500,0,0,0.002685079141798878
10055650,0,0,0.002685079141798878
10055800,0,0,0.002685079141798878
10055950,0,0,0.002685079141798878
10056100,0,0,0.002685079141798878
10056250,0,0,0.002685079141798878
10056400,0,0,0.002685079141798878
10056550,0,0,0.002685079141798878
10056700,0,0,0.002685079141798878
10056850,0,0,0.002685079141798878
10057000,0,0,0.002685079141798878
10057150,0,0,0.002685079141798878
10057300,0,0,0.002685079141798878
10057450,0,0,0.013211394931272546
10057600,0,0,0.013211394931272546
10057750,0,0,0.0053197338841042136
10057900,0,0,0.0053197338841042136
10058050,0,0,0.0053197338841042136
10058200,0,0,0.0053197338841042136
10058350,0,0,0.0053197338841042136
10058500,0,0,0.0053197338841042136
10058650,0,0,0.0053197338841042136
10058800,0,0,0.0053197338841042136
10058950,0,0,0.0053197338841042136
10059100,0,0,0.0053197338841042136
10059250,0,0,0.0053197338841042136
10059400,0,0,0.0053197338841042136
10059550,0,0,0.0053197338841042136
10059700,0,0,0.0053197338841042136
10059850,0,0,0.0053197338841042136
10060000,0,0,0.0053197338841042136
10060150,0,0,0.0053197338841042136
10060300,0,0,0.0053197338841042136
10060450,0,0,0.0053197338841042136
10060600,0,0,0.00440122832364967
10060750,0,0,0.00440122832364967
10060900,0,0,0.0044003347439971335
10061050,0,0,0.004400552973968505
10061200,0,0,0.004400552973968505
10061350,0,0,0.004400552973968505
10061500,0,0,0.004400552973968505
10061650,0,0,0.004400552973968505
10061800,0,0,0.004400552973968505
10061950,0,0,0.004400552973968505
10062100,0,0,0.004400552973968505
10062250,0,0,0.004400552973968505
10062400,0,0,0.004400552973968505
10062550,0,0,0.004400552973968505
10062700,0,0,0.004400552973968505
10062850,0,0,0.004400552973968505
10063000,0,0,0.004400552973968505
10063150,0,0,0.004400552973968505
10063300,0,0,0.004400552973968505
10063450,0,0,0.004400552973968505
10063600,0,0,0.004400552973968505
10063750,0,0,0.004400552973968505
10063900,0,0,0.004400552973968505
10064050,0,0,0.004400552973968505
10064200,0,0,0.004400552973968505
10064350,0,0,0.004400552973968505
10064500,0,0,0.004453184552915879
10064650,0,0,0.004453184552915879
10064800,0,0,0.00445463684972533
10064950,0,0,0.00445463684972533
10065100,0,0,0.00445463684972533
10065250,0,0,0.00445463684972533
10065400,0,0,0.00445463684972533
10065550,0,0,0.00445463684972533
10065700,0,0,0.0037216425522017954
10065850,0,0,0.0037216425522017954
10066000,0,0,0.0037216425522017954
10066150,0,0,0.00354269127642233
10066300,0,0,0.00354269127642233
10066450,0,0,0.00354269127642233
10066600,0,0,0.00354269127642233
10066750,0,0,0.00354269127642233
10066900,0,0,0.00354269127642233
10067050,0,0,0.00354269127642233
10067200,0,0,0.00354269127642233
10067350,0,0,0.00354269127642233
10067500,0,0,0.00354269127642233
10067650,0,0,0.004321638644843376
10067800,0,0,0.004321638644843376
10067950,0,0,0.004321638644843376
10068100,0,0,0.004321638644843376
10068250,0,0,0.004321638644843376
10068400,0,0,0.004321638644843376
10068550,0,0,0.004321638644843376
10068700,0,0,0.004321638644843376
10068850,0,0,0.004321638644843376
10069000,0,0,0.004321638644843376
10069150,0,0,0.004321638644843376
10069300,0,0,0.004321638644843376
10069450,0,0,0.004321638644843376
10069600,0,0,0.004321638644843376
10069750,0,0,0.004321638644843376
10069900,0,0,0.004321638644843376
10070050,0,0,0.004321638644843376
10070200,0,0,0.004321638644843376
10070350,0,0,0.0045422506482009906
10070500,0,0,0.0045422506482009906
10070650,0,0,0.0045422506482009906
10070800,0,0,0.0045422506482009906
10070950,0,0,0.0045422506482009906
10071100,0,0,0.0045422506482009906
10071250,0,0,0.0045422506482009906
10071400,0,0,0.0058034523176568875
10071550,0,0,0.0058034523176568875
10071700,0,0,0.0058034523176568875
10071850,0,0,0.0058034523176568875
10072000,0,0,0.0058034523176568875
10072150,0,0,0.0058034523176568875
10072300,0,0,0.0058034523176568875
10072450,0,0,0.0058034523176568875
10072600,0,0,0.00929169774146188
10072750,0,0,0.011732006148335722
10072900,0,0,0.011732006148335722
10073050,0,0,0.011732006148335722
10073200,0,0,0.011732006148335722
10073350,0,0,0.011732006148335722
10073500,0,0,0.011732006148335722
10073650,0,0,0.011732006148335722
10073800,0,0,0.011732006148335722
10073950,0,0,0.011732006148335722
10074100,0,0,0.011732006148335722
10074250,0,0,0.011732006148335722
10074400,0,0,0.011732006148335722
10074550,0,0,0.011732006148335722
10074700,0,0,0.011732006148335722
10074850,0,0,0.011732006148335722
10075000,0,0,0.027914639696685173
10075150,0,0,0.027914639696685173
10075300,0,0,0.027914639696685173
10075450,0,0,0.027914639696685173
10075600,0,0,0.027914639696685173
10075750,0,0,0.027914639696685173
10075900,0,0,0.027914639696685173
10076050,0,0,0.027914639696685173
10076200,0,0,0.027914639696685173
10076350,0,0,0.027914639696685173
10076500,0,0,0.027914639696685173
10076650,0,0,0.027914639696685173
10076800,0,0,0.027914639696685173
10076950,0,0,0.027914639696685173
10077100,0,0,0.027914639696685173
10077250,0,0,0.027914639696685173
10077400,0,0,0.027914639696685173
10077550,0,0,0.027914639696685173
10077700,0,0,0.027914639696685173
10077850,0,0,0.027914639696685173
10078000,0,0,0.027914639696685173
10078150,0,0,0.027914639696685173
10078300,0,0,0.027914639696685173
10078450,0,0,0.027914639696685173
10078600,0,0,0.027914639696685173
10078750,0,0,0.027914639696685173
10078900,0,0,0.027914639696685173
10079050,0,0,0.027914639696685173
10079200,0,0,0.027826132199854414
10079350,0,0,0.027826132199854414
10079500,0,0,0.027826132199854414
10079650,0,0,0.027826132199854414
10079800,0,0,0.027826132199854414
10079950,0,0,0.027826132199854414
10080100,0,0,0.027826132199854414
10080250,0,0,0.027826132199854414
10080400,0,0,0.027826132199854414
10080550,0,0,0.027826132199854414
10080700,0,0,0.027826132199854414
10080850,0,0,0.027826132199854414
10081000,0,0,0.027826132199854414
10081150,0,0,0.027826132199854414
10081300,0,0,0.027826132199854414
10081450,0,0,0.027826132199854414
10081600,0,0,0.027826132199854414
10081750,0,0,0.027826132199854414
10081900,0,0,0.027826132199854414
10082050,0,0,0.027826132199854414
10082200,0,0,0.027826132199854414
10082350,0,0,0.027826132199854414
10082500,0,0,0.027826132199854414
10082650,0,0,0.027826132199854414
10082800,0,0,0.027826132199854414
10082950,0,0,0.027826132199854414
10083100,0,0,0.027826132199854414
10083250,0,0,0.027826132199854414
10083400,0,0,0.027826132199854414
10083550,0,0,0.027826132199854414
10083700,0,0,0.027826132199854414
10083850,0,0,0.027826132199854414
10084000,0,0,0.027826132199854414
10084150,0,0,0.027826132199854414
10084300,0,0,0.027826132199854414
10084450,0,0,0.027826132199854414
10084600,0,0,0.027826132199854414
10084750,0,0,0.027826132199854414
10084900,0,0,0.027826132199854414
10085050,0,0,0.027826132199854414
10085200,0,0,0.027826132199854414
10085350,0,0,0.027826132199854414
10085500,0,0,0.027826132199854414
10085650,0,0,0.027826132199854414
10085800,0,0,0.027826132199854414
10085950,0,0,0.027826132199854414
10086100,0,0,0.027806044833655785
10086250,0,0,0.027786017355476034
10086400,0,0,0.027786017355476034
10086550,0,0,0.027786017355476034
10086700,0,0,0.02831233314494963
10086850,0,0,0.02831233314494963
10087000,0,0,0.02831233314494963
10087150,0,0,0.02831233314494963
10087300,0,0,0.02831233314494963
10087450,0,0,0.02831233314494963
10087600,0,0,0.02831233314494963
10087750,0,0,0.02831233314494963
10087900,0,0,0.02831233314494963
10088050,0,0,0.02831233314494963
10088200,0,0,0.02831233314494963
10088350,0,0,0.02831233314494963
10088500,0,0,0.02831233314494963
10088650,0,0,0.02831233314494963
10088800,0,0,0.02831233314494963
10088950,0,0,0.02831233314494963
10089100,0,0,0.02831233314494963
10089250,0,0,0.02831233314494963
10089400,0,0,0.02831233314494963
10089550,0,0,0.02831233314494963
10089700,0,0,0.02831233314494963
10089850,0,0,0.02831233314494963
10090000,0,0,0.02831233314494963
10090150,0,0,0.02831233314494963
10090300,0,0,0.02831233314494963
10090450,0,0,0.02831233314494963
10090600,0,0,0.02831233314494963
10090750,0,0,0.02831233314494963
10090900,0,0,0.02831233314494963
10091050,0,0,0.02831233314494963
10091200,0,0,0.02831233314494963
10091350,0,0,0.02831233314494963
10091500,0,0,0.041930390750516855
10091650,0,0,0.05437197407630934
10091800,0,0,2.983497414408248
10091950,0,0,2.9851427833555775
10092100,0,0,3.1838592345857464
10092250,0,0,3.1617151080220793
10092400,0,0,3.178221674326025
10092550,0,0,3.1818444138873687
10092700,0,0,3.287601845658692
10092850,0,0,3.7198973544579843
10093000,0,0,3.7076190364297474
10093150,0,0,3.722043296256672
10093300,0,0,9.001104516605608
10093450,0,0,9.15124629672826
10093600,0,0,9.958639796936382
10093750,0,0,9.969804201836268
10093900,0,0,15.788276841329036
10094050,0,0,15.795649311233547
10094200,0,0,16.10620264572799
10094350,0,0,16.195436273152154
10094500,0,0,16.71776249994474
10094650,0,0,16.689097821916846
10094800,0,0,16.683547508199126
10094950,0,0,16.659555347822618
10095100,0,0,21.010121241149875
10095250,0,0,22.90829232451472
10095400,0,0,22.859653354997192
10095550,0,0,22.93785919432321
10095700,0,0,23.451392845928126
10095850,0,0,25.292328049264597
10096000,0,0,25.38879151858424
10096150,0,0,25.692697385640088
10096300,0,0,26.10382746519724
10096450,0,0,28.42119008022621
10096600,0,0,28.432931742599862
10096750,0,0,28.562738489423623
10096900,0,0,29.880339953317502
10097050,0,0,29.9869914754986
10097200,0,0,29.896711971121704
10097350,0,0,30.073346014288404
10097500,0,0,30.11409204872939
10097650,0,0,30.238894227949686
10097800,0,0,30.471812456935254
10097950,0,0,30.338877163001257
10098100,0,0,30.381973522226986
10098250,0,0,30.228108950857973
10098400,0,0,31.485603402437846
10098550,0,0,31.56051447062066
10098700,0,0,30.463289007898197
10098850,0,0,35.68175679153683
10099000,0,0,35.58444394598314
10099150,0,0,36.50282971464162
10099300,0,0,36.4972936990747
10099450,0,0,38.10500615140165
10099600,0,0,38.067691445445234
10099750,0,0,38.16739985803997
10099900,0,0,38.258557549202806
10100050,0,0,38.419776256294995
10100200,0,0,38.38873552925213
10100350,0,0,38.40080018615413
10100500,0,0,38.4008814838686
10100650,0,0,38.94803061359107
10100800,0,0,38.927746651394614
10100950,0,0,63.94080624015237
10101100,0,0,65.54759225701673
10101250,0,0,65.5883823015356
10101400,0,0,65.61746514376932
10101550,0,0,66.00109423948538
10101700,0,0,65.57310065821207
10101850,0,0,66.10838024729878
10102000,0,0,66.08376334072204
10102150,0,0,66.12564430373186
10102300,0,0,66.14443425075319
10102450,0,0,66.63970946039012
10102600,0,0,65.32239995575196
10102750,0,0,65.40656766717757
10102900,0,0,62.53440180269331
10103050,0,0,62.477964303848466
10103200,0,0,62.686701506341706
10103350,0,0,62.63969100416034
10103500,0,0,60.491256062609864
10103650,0,0,60.65271322129547
10103800,0,0,61.15427633017566
10103950,0,0,60.72033419541049
10104100,0,0,60.975530755678164
10104250,0,0,60.64686051040644
10104400,0,0,60.71826854604342
10104550,0,0,60.80442944174342
10104700,0,0,60.71231682113944
10104850,0,0,60.757225338074704
10105000,0,0,60.765125635104596
10105150,0,0,60.68166032955196
10105300,0,0,60.560764550283466
10105450,0,0,60.92880339399403
10105600,0,0,61.080465355801834
10105750,0,0,60.88274717266245
10105900,0,0,60.819514022264
10106050,0,0,60.85313835826105
10106200,0,0,61.08982517105892
10106350,0,0,60.95979748467062
10106500,0,0,61.17354340822203
10106650,0,0,62.44159117820277
10106800,0,0,62.577084439202736
10106950,0,0,62.578563382547145
10107100,0,0,62.61160511316143
10107250,0,0,62.8469872505832
10107400,0,0,62.67946612308742
10107550,0,0,62.63864131010564
10107700,0,0,62.69892549505607
10107850,0,0,62.830711482284414
10108000,0,0,62.90539321744609
10108150,0,0,63.01562229376373
10108300,0,0,63.15354421959455
10108450,0,0,63.33979393077425
10108600,0,0,65.89987117872238
10108750,0,0,70.31083077164158
10108900,0,0,72.90403204233485
10109050,0,0,72.70089525391427
10109200,0,0,72.65214860878245
10109350,0,0,72.8595515730824
10109500,0,0,80.22785468281495
10109650,0,0,79.9891996240126
10109800,0,0,80.43558588064343
10109950,0,0,81.34346819729694
10110100,0,0,81.46807514751299
10110250,0,0,81.55215374479712
10110400,0,0,81.31178029297553
10110550,0,0,81.33246209782169
10110700,0,0,81.60686703101919
10110850,0,0,82.53485738024165
10111000,0,0,82.64761927095697
10111150,0,0,82.20118281057307
10111300,0,0,85.08429985565749
10111450,0,0,84.98879729188911
10111600,0,0,87.85562106000316
10111750,0,0,88.21292728398589
10111900,0,0,88.45859849264298
10112050,0,0,88.43714994831271
10112200,0,0,88.46102680635522
10112350,0,0,88.50305397375018
10112500,0,0,99.62009008319046
10112650,0,0,99.66665568381927
10112800,0,0,99.03536062697776
10112950,0,0,99.00914351842607
10113100,0,0,99.37035743476918
10113250,0,0,99.32218725858525
10113400,0,0,99.12106093833268
10113550,0,0,99.39659012951938
10113700,0,0,105.34428832781487
10113850,0,0,105.18640042307084
10114000,0,0,104.91304583462079
10114150,0,0,105.2817672289168
10114300,0,0,105.06964352296836
10114450,0,0,105.16620732714591
10114600,0,0,105.16620732714591
10114750,0,0,105.28927419199249
10114900,0,0,105.01518271158125
10115050,0,0,105.19304648695561
10115200,0,0,104.8535712837047
10115350,0,0,105.55029496509155
10115500,0,0,106.3535587677452
10115650,0,0,106.10651264268427
10115800,0,0,105.74315497431803
10115950,0,0,106.37332757897707
10116100,0,0,106.70172233099811
10116250,0,0,106.38951089823922
10116400,0,0,105.96991815802448
10116550,0,0,105.83373414087214
10116700,0,0,105.34972495932584
10116850,0,0,105.31582721797713
10117000,0,0,104.87877308596126
10117150,0,0,104.93557210030826
10117300,0,0,104.45911001617446
10117450,0,0,104.76894302448068
10117600,0,0,105.1653605047843
10117750,0,0,105.1526087873151
10117900,0,0,104.91167591248905
10118050,0,0,105.1051339278988
10118200,0,0,105.12839682279332
10118350,0,0,106.21271947687251
10118500,0,0,107.28934701810272
10118650,0,0,107.97644120448012
10118800,0,0,108.13862379196098
10118950,0,0,107.86868206063309
10119100,0,0,108.82480371915563
10119250,0,0,108.92949344841236
10119400,0,0,108.32583547621971
10119550,0,0,109.25157873984608
10119700,0,0,109.31680981111867
10119850,0,0,109.33223768032758
10120000,0,0,109.35895377053657
10120150,0,0,109.6814777322279
10120300,0,0,109.58034422936635
10120450,0,0,109.87203325119481
10120600,0,0,110.11594901843864
10120750,0,0,110.28773891679793
10120900,0,0,110.270115735952
10121050,0,0,110.37306695057077
10121200,0,0,110.27830957541482
10121350,0,0,110.34282242763584
10121500,0,0,115.67338877314796
10121650,0,0,116.00949499327135
10121800,0,0,115.53554889662018
10121950,0,0,116.69809868547418
10122100,0,0,116.8277263017917
10122250,0,0,116.31525649850255
10122400,0,0,116.8913320719953
10122550,0,0,116.62896575011155
10122700,0,0,120.36060360869396
10122850,0,0,120.11588653360832
10123000,0,0,120.0563603700225
10123150,0,0,120.02118619900557
10123300,0,0,120.29345735459492
10123450,0,0,120.30853422873224
10123600,0,0,120.13851537848632
10123750,0,0,120.18195897517535
10123900,0,0,120.30307008611317
10124050,0,0,120.61423469246438
10124200,0,0,120.32584911143886
10124350,0,0,120.29485978067714
10124500,0,0,119.90904442978581
10124650,0,0,120.23276883643439
10124800,0,0,120.70229939394358
10124950,0,0,121.09001790815091
10125100,0,0,121.08825198771092
10125250,0,0,121.02489745094681
10125400,0,0,120.94978933073799
10125550,0,0,121.20889434119135
10125700,0,0,120.94605807720018
10125850,0,0,123.4490708200965
10126000,0,0,120.9246423173231
10126150,0,0,123.41083504677272
10126300,0,0,123.41950178112393
