blocknumber,reserve USDP,reserve DAI,volume USDP for 5% slippage
12711700,0,0,43205.88468553206
12711850,0,0,43205.88468553206
12712000,0,0,43205.88468553206
12712150,0,0,43205.88468553206
12712300,0,0,43205.88468553206
12712450,0,0,43205.88468553206
12712600,0,0,43205.88468553206
12712750,0,0,43205.88468553206
12712900,0,0,43205.88468553206
12713050,0,0,43205.88468553206
12713200,0,0,43205.88468553206
12713350,0,0,43205.88468553206
12713500,0,0,43205.88468553206
12713650,0,0,43205.88468553206
12713800,0,0,43205.88468553206
12713950,0,0,43205.88468553206
12714100,0,0,43205.88468553206
12714250,0,0,43205.88468553206
12714400,0,0,43205.88468553206
12714550,0,0,43205.88468553206
12714700,0,0,43205.88468553206
12714850,0,0,43205.88468553206
12715000,0,0,43205.88468553206
12715150,0,0,43205.88468553206
12715300,0,0,43205.88468553206
12715450,0,0,43205.88468553206
12715600,0,0,43205.88468553206
12715750,0,0,43205.88468553206
12715900,0,0,43205.88468553206
12716050,0,0,43205.88468553206
12716200,0,0,43205.88468553206
12716350,0,0,43205.88468553206
12716500,0,0,43205.88468553206
12716650,0,0,43205.88468553206
12716800,0,0,43205.88468553206
12716950,0,0,43205.88468553206
12717100,0,0,43205.88468553206
12717250,0,0,43205.88468553206
12717400,0,0,43205.88468553206
12717550,0,0,43205.88468553206
12717700,0,0,43205.88468553206
12717850,0,0,43205.88468553206
12718000,0,0,43205.88468553206
12718150,0,0,43205.88468553206
12718300,0,0,43205.88468553206
12718450,0,0,43205.88468553206
12718600,0,0,43205.88468553206
12718750,0,0,43205.88468553206
12718900,0,0,43205.88468553206
12719050,0,0,43205.88468553206
12719200,0,0,43205.88468553206
12719350,0,0,43205.88468553206
12719500,0,0,43205.88468553206
12719650,0,0,43205.88468553206
12719800,0,0,43205.88468553206
12719950,0,0,28587.06206134331
12720100,0,0,28587.06206134331
12720250,0,0,28587.06206134331
12720400,0,0,28587.06206134331
12720550,0,0,29161.825451849716
12720700,0,0,29161.825451849716
12720850,0,0,29161.825451849716
12721000,0,0,29161.825451849716
12721150,0,0,29161.825451849716
12721300,0,0,29161.825451849716
12721450,0,0,29161.825451849716
12721600,0,0,29161.825451849716
12721750,0,0,35156.65039088149
12721900,0,0,35156.65039088149
12722050,0,0,35156.65039088149
12722200,0,0,35156.65039088149
12722350,0,0,35156.65039088149
12722500,0,0,35156.65039088149
12722650,0,0,35156.65039088149
12722800,0,0,35156.65039088149
12722950,0,0,35156.65039088149
12723100,0,0,35156.65039088149
12723250,0,0,35156.65039088149
12723400,0,0,35156.65039088149
12723550,0,0,35156.65039088149
12723700,0,0,35156.65039088149
12723850,0,0,35156.65039088149
12724000,0,0,35156.65039088149
12724150,0,0,35156.65039088149
12724300,0,0,31717.578453627295
12724450,0,0,31717.578453627295
12724600,0,0,39709.61336839543
12724750,0,0,39709.61336839543
12724900,0,0,39709.61336839543
12725050,0,0,39709.61336839543
12725200,0,0,39709.61336839543
12725350,0,0,39709.61336839543
12725500,0,0,39709.61336839543
12725650,0,0,39709.61336839543
12725800,0,0,39709.61336839543
12725950,0,0,39709.61336839543
12726100,0,0,39709.61336839543
12726250,0,0,39709.61336839543
12726400,0,0,39709.61336839543
12726550,0,0,39709.61336839543
12726700,0,0,31717.342104412754
12726850,0,0,35840.64500018087
12727000,0,0,35840.64500018087
12727150,0,0,35840.64500018087
12727300,0,0,35840.64500018087
12727450,0,0,35840.64500018087
12727600,0,0,35840.64500018087
12727750,0,0,35840.64500018087
12727900,0,0,35840.64500018087
12728050,0,0,35840.64500018087
12728200,0,0,35840.64500018087
12728350,0,0,35840.64500018087
12728500,0,0,35840.64500018087
12728650,0,0,35840.64500018087
12728800,0,0,35840.64500018087
12728950,0,0,35840.64500018087
12729100,0,0,35840.64500018087
12729250,0,0,35840.64500018087
12729400,0,0,35840.64500018087
12729550,0,0,35840.64500018087
12729700,0,0,35840.64500018087
12729850,0,0,35840.64500018087
12730000,0,0,35840.64500018087
12730150,0,0,35840.64500018087
12730300,0,0,35840.64500018087
12730450,0,0,35840.64500018087
12730600,0,0,35840.64500018087
12730750,0,0,35840.64500018087
12730900,0,0,35840.64500018087
12731050,0,0,35840.64500018087
12731200,0,0,35840.64500018087
12731350,0,0,35840.64500018087
12731500,0,0,35840.64500018087
12731650,0,0,35840.64500018087
12731800,0,0,35840.64500018087
12731950,0,0,35840.64500018087
12732100,0,0,35840.64500018087
12732250,0,0,35840.64500018087
12732400,0,0,35840.64500018087
12732550,0,0,35840.64500018087
12732700,0,0,35840.64500018087
12732850,0,0,32289.827023239148
12733000,0,0,32289.827023239148
12733150,0,0,32289.827023239148
12733300,0,0,32289.827023239148
12733450,0,0,32289.827023239148
12733600,0,0,32289.827023239148
12733750,0,0,32289.827023239148
12733900,0,0,32289.827023239148
12734050,0,0,32289.827023239148
12734200,0,0,32289.827023239148
12734350,0,0,30143.949571138808
12734500,0,0,30143.949571138808
12734650,0,0,30143.949571138808
12734800,0,0,30362.020304744456
12734950,0,0,30362.020304744456
12735100,0,0,30362.020304744456
12735250,0,0,30362.020304744456
12735400,0,0,30362.020304744456
12735550,0,0,30362.020304744456
12735700,0,0,30362.020304744456
12735850,0,0,30362.020304744456
12736000,0,0,30362.020304744456
12736150,0,0,30362.020304744456
12736300,0,0,30362.020304744456
12736450,0,0,30362.020304744456
12736600,0,0,30362.020304744456
12736750,0,0,30362.020304744456
12736900,0,0,30362.020304744456
12737050,0,0,30362.020304744456
12737200,0,0,30362.020304744456
12737350,0,0,30362.020304744456
12737500,0,0,30362.020304744456
12737650,0,0,30362.020304744456
12737800,0,0,30362.020304744456
12737950,0,0,30362.020304744456
12738100,0,0,30362.020304744456
12738250,0,0,30362.020304744456
12738400,0,0,30362.020304744456
12738550,0,0,30362.020304744456
12738700,0,0,30362.020304744456
12738850,0,0,30362.020304744456
12739000,0,0,30362.020304744456
12739150,0,0,30362.020304744456
12739300,0,0,30362.020304744456
12739450,0,0,30362.020304744456
12739600,0,0,30362.020304744456
12739750,0,0,30362.020304744456
12739900,0,0,30362.020304744456
12740050,0,0,30362.020304744456
12740200,0,0,30362.020304744456
12740350,0,0,38621.89433766879
12740500,0,0,38621.89433766879
12740650,0,0,38621.89433766879
12740800,0,0,38621.89433766879
12740950,0,0,38621.89433766879
12741100,0,0,31965.01460429764
12741250,0,0,31965.01460429764
12741400,0,0,38830.930881093256
12741550,0,0,38830.930881093256
12741700,0,0,38830.930881093256
12741850,0,0,32358.87797246099
12742000,0,0,32358.87797246099
12742150,0,0,32358.87797246099
12742300,0,0,32358.87797246099
12742450,0,0,32358.87797246099
12742600,0,0,32358.87797246099
12742750,0,0,32358.87797246099
12742900,0,0,32358.87797246099
12743050,0,0,32358.87797246099
12743200,0,0,32358.87797246099
12743350,0,0,32358.87797246099
12743500,0,0,32358.87797246099
12743650,0,0,32358.87797246099
12743800,0,0,32358.87797246099
12743950,0,0,32358.87797246099
12744100,0,0,32358.87797246099
12744250,0,0,32358.87797246099
12744400,0,0,32358.87797246099
12744550,0,0,32358.87797246099
12744700,0,0,32358.87797246099
12744850,0,0,32358.87797246099
12745000,0,0,32358.87797246099
12745150,0,0,32358.87797246099
12745300,0,0,43456.337328329384
12745450,0,0,43456.337328329384
12745600,0,0,43456.337328329384
12745750,0,0,43456.337328329384
12745900,0,0,43456.337328329384
12746050,0,0,43456.337328329384
12746200,0,0,43456.337328329384
12746350,0,0,43456.337328329384
12746500,0,0,43456.337328329384
12746650,0,0,43456.337328329384
12746800,0,0,43456.337328329384
12746950,0,0,43456.337328329384
12747100,0,0,43456.337328329384
12747250,0,0,43456.337328329384
12747400,0,0,43456.337328329384
12747550,0,0,43456.337328329384
12747700,0,0,43456.337328329384
12747850,0,0,43456.337328329384
12748000,0,0,43456.337328329384
12748150,0,0,43456.337328329384
12748300,0,0,43456.337328329384
12748450,0,0,43456.337328329384
12748600,0,0,43456.337328329384
12748750,0,0,43456.337328329384
12748900,0,0,43456.337328329384
12749050,0,0,43456.337328329384
12749200,0,0,43456.337328329384
12749350,0,0,43456.337328329384
12749500,0,0,43456.337328329384
12749650,0,0,43456.337328329384
12749800,0,0,43456.337328329384
12749950,0,0,43456.337328329384
12750100,0,0,43456.337328329384
12750250,0,0,43456.337328329384
12750400,0,0,43456.337328329384
12750550,0,0,43456.337328329384
12750700,0,0,43456.337328329384
12750850,0,0,43456.337328329384
12751000,0,0,43456.337328329384
12751150,0,0,43456.337328329384
12751300,0,0,43456.337328329384
12751450,0,0,43456.337328329384
12751600,0,0,43456.337328329384
12751750,0,0,28917.82947456113
12751900,0,0,28917.82947456113
12752050,0,0,28917.82947456113
12752200,0,0,37028.72543879316
12752350,0,0,37028.72543879316
12752500,0,0,37028.72543879316
12752650,0,0,37028.72543879316
12752800,0,0,37028.72543879316
12752950,0,0,37028.72543879316
12753100,0,0,37028.72543879316
12753250,0,0,37028.72543879316
12753400,0,0,37028.72543879316
12753550,0,0,37028.72543879316
12753700,0,0,37028.72543879316
12753850,0,0,37028.72543879316
12754000,0,0,37028.72543879316
12754150,0,0,37028.72543879316
12754300,0,0,37028.72543879316
12754450,0,0,37028.72543879316
12754600,0,0,37028.72543879316
12754750,0,0,37028.72543879316
12754900,0,0,37028.72543879316
12755050,0,0,37028.72543879316
12755200,0,0,37028.72543879316
12755350,0,0,37028.72543879316
12755500,0,0,37028.72543879316
12755650,0,0,37028.72543879316
12755800,0,0,37028.72543879316
12755950,0,0,37028.72543879316
12756100,0,0,37053.82132062347
12756250,0,0,37053.82132062347
12756400,0,0,37053.82132062347
12756550,0,0,37053.82132062347
12756700,0,0,37053.82132062347
12756850,0,0,37053.82132062347
12757000,0,0,37053.82132062347
12757150,0,0,37053.82132062347
12757300,0,0,37053.82132062347
12757450,0,0,37053.82132062347
12757600,0,0,37053.82132062347
12757750,0,0,37053.82132062347
12757900,0,0,37053.82132062347
12758050,0,0,37053.82132062347
12758200,0,0,37053.82132062347
12758350,0,0,37053.82132062347
12758500,0,0,37053.82132062347
12758650,0,0,37053.82132062347
12758800,0,0,37053.82132062347
12758950,0,0,37053.82132062347
12759100,0,0,37053.82132062347
12759250,0,0,37053.82132062347
12759400,0,0,37053.82132062347
12759550,0,0,37053.82132062347
12759700,0,0,37053.82132062347
12759850,0,0,37053.82132062347
12760000,0,0,37053.82132062347
12760150,0,0,37053.82132062347
12760300,0,0,37053.82132062347
12760450,0,0,37053.82132062347
12760600,0,0,37053.82132062347
12760750,0,0,37053.82132062347
12760900,0,0,45731.663790043174
12761050,0,0,45731.663790043174
12761200,0,0,45731.663790043174
12761350,0,0,45731.663790043174
12761500,0,0,45731.663790043174
12761650,0,0,45731.663790043174
12761800,0,0,45731.663790043174
12761950,0,0,45731.663790043174
12762100,0,0,45731.663790043174
12762250,0,0,45731.663790043174
12762400,0,0,45731.663790043174
12762550,0,0,45731.663790043174
12762700,0,0,45731.663790043174
12762850,0,0,45731.663790043174
12763000,0,0,45731.663790043174
12763150,0,0,45731.663790043174
12763300,0,0,45731.663790043174
12763450,0,0,45731.663790043174
12763600,0,0,45731.663790043174
12763750,0,0,45731.663790043174
12763900,0,0,45731.663790043174
12764050,0,0,45731.663790043174
12764200,0,0,45731.663790043174
12764350,0,0,45731.663790043174
12764500,0,0,45731.663790043174
12764650,0,0,45731.663790043174
12764800,0,0,45731.663790043174
12764950,0,0,45731.663790043174
12765100,0,0,45731.663790043174
12765250,0,0,45731.663790043174
12765400,0,0,45731.663790043174
12765550,0,0,45731.663790043174
12765700,0,0,45731.663790043174
12765850,0,0,45731.663790043174
12766000,0,0,45731.663790043174
12766150,0,0,45731.663790043174
12766300,0,0,45731.663790043174
12766450,0,0,45731.663790043174
12766600,0,0,45731.663790043174
12766750,0,0,45731.663790043174
12766900,0,0,45731.663790043174
12767050,0,0,45731.663790043174
12767200,0,0,45731.663790043174
12767350,0,0,45731.663790043174
12767500,0,0,45731.663790043174
12767650,0,0,45731.663790043174
12767800,0,0,45731.663790043174
12767950,0,0,45731.663790043174
12768100,0,0,45731.663790043174
12768250,0,0,45731.663790043174
12768400,0,0,45731.663790043174
12768550,0,0,45731.663790043174
12768700,0,0,45731.663790043174
12768850,0,0,45731.663790043174
12769000,0,0,45731.663790043174
12769150,0,0,45731.663790043174
12769300,0,0,45731.663790043174
12769450,0,0,45731.663790043174
12769600,0,0,45731.663790043174
12769750,0,0,45731.663790043174
12769900,0,0,45731.663790043174
12770050,0,0,45731.663790043174
12770200,0,0,45731.663790043174
12770350,0,0,45731.663790043174
12770500,0,0,45731.663790043174
12770650,0,0,45731.663790043174
12770800,0,0,45731.663790043174
12770950,0,0,45731.663790043174
12771100,0,0,45731.663790043174
12771250,0,0,27781.577300662477
12771400,0,0,27781.577300662477
12771550,0,0,27781.577300662477
12771700,0,0,27781.577300662477
12771850,0,0,27781.577300662477
12772000,0,0,27781.577300662477
12772150,0,0,27781.577300662477
12772300,0,0,27781.577300662477
12772450,0,0,27781.577300662477
12772600,0,0,27781.577300662477
12772750,0,0,27781.577300662477
12772900,0,0,27781.577300662477
12773050,0,0,27781.577300662477
12773200,0,0,27781.577300662477
12773350,0,0,27781.577300662477
12773500,0,0,27781.577300662477
12773650,0,0,27781.577300662477
12773800,0,0,27781.577300662477
12773950,0,0,27781.577300662477
12774100,0,0,27781.577300662477
12774250,0,0,27781.577300662477
12774400,0,0,27781.577300662477
12774550,0,0,27781.577300662477
12774700,0,0,27781.577300662477
12774850,0,0,27781.577300662477
12775000,0,0,27781.577300662477
12775150,0,0,27781.577300662477
12775300,0,0,27781.577300662477
12775450,0,0,27781.577300662477
12775600,0,0,27781.577300662477
12775750,0,0,27781.577300662477
12775900,0,0,27781.577300662477
12776050,0,0,27781.577300662477
12776200,0,0,27781.577300662477
12776350,0,0,27781.577300662477
12776500,0,0,27781.577300662477
12776650,0,0,27781.577300662477
12776800,0,0,27781.577300662477
12776950,0,0,27781.577300662477
12777100,0,0,27781.577300662477
12777250,0,0,27781.577300662477
12777400,0,0,27781.577300662477
12777550,0,0,27781.577300662477
12777700,0,0,27781.577300662477
12777850,0,0,27781.577300662477
12778000,0,0,27781.577300662477
12778150,0,0,27781.577300662477
12778300,0,0,27781.577300662477
12778450,0,0,27781.577300662477
12778600,0,0,27781.577300662477
12778750,0,0,27781.577300662477
12778900,0,0,27781.577300662477
12779050,0,0,27781.577300662477
12779200,0,0,37073.645434304584
12779350,0,0,37073.645434304584
12779500,0,0,37073.645434304584
12779650,0,0,37073.645434304584
12779800,0,0,37073.645434304584
12779950,0,0,37073.645434304584
12780100,0,0,37073.645434304584
12780250,0,0,37073.645434304584
12780400,0,0,37073.645434304584
12780550,0,0,37073.645434304584
12780700,0,0,37073.645434304584
12780850,0,0,37073.645434304584
12781000,0,0,37073.645434304584
12781150,0,0,37073.645434304584
12781300,0,0,37073.645434304584
12781450,0,0,37073.645434304584
12781600,0,0,37073.645434304584
12781750,0,0,37073.645434304584
12781900,0,0,37073.645434304584
12782050,0,0,37073.645434304584
12782200,0,0,37073.645434304584
12782350,0,0,37073.645434304584
12782500,0,0,37073.645434304584
12782650,0,0,37073.645434304584
12782800,0,0,37073.645434304584
12782950,0,0,37073.645434304584
12783100,0,0,37073.645434304584
12783250,0,0,37073.645434304584
12783400,0,0,37073.645434304584
12783550,0,0,37073.645434304584
12783700,0,0,37073.645434304584
12783850,0,0,37073.645434304584
12784000,0,0,37073.645434304584
12784150,0,0,37073.645434304584
12784300,0,0,37073.645434304584
12784450,0,0,37073.645434304584
12784600,0,0,37073.645434304584
12784750,0,0,37073.645434304584
12784900,0,0,37073.645434304584
12785050,0,0,37073.645434304584
12785200,0,0,37073.645434304584
12785350,0,0,37073.645434304584
12785500,0,0,37073.645434304584
12785650,0,0,37073.645434304584
12785800,0,0,37073.645434304584
12785950,0,0,37073.645434304584
12786100,0,0,37073.645434304584
12786250,0,0,37073.645434304584
12786400,0,0,39413.571639354304
12786550,0,0,39413.571639354304
12786700,0,0,39413.571639354304
12786850,0,0,39413.571639354304
12787000,0,0,39413.571639354304
12787150,0,0,39413.571639354304
12787300,0,0,39413.571639354304
12787450,0,0,39413.571639354304
12787600,0,0,39413.571639354304
12787750,0,0,39413.571639354304
12787900,0,0,39413.571639354304
12788050,0,0,39413.571639354304
12788200,0,0,39413.571639354304
12788350,0,0,39413.571639354304
12788500,0,0,39413.571639354304
12788650,0,0,39413.571639354304
12788800,0,0,39413.571639354304
12788950,0,0,39413.571639354304
12789100,0,0,39413.571639354304
12789250,0,0,39413.571639354304
12789400,0,0,39413.571639354304
12789550,0,0,39413.571639354304
12789700,0,0,39413.571639354304
12789850,0,0,39413.571639354304
12790000,0,0,39413.571639354304
12790150,0,0,39413.571639354304
12790300,0,0,39413.571639354304
12790450,0,0,39413.571639354304
12790600,0,0,39413.571639354304
12790750,0,0,39413.571639354304
12790900,0,0,39625.83856798072
12791050,0,0,39625.83856798072
12791200,0,0,39625.83856798072
12791350,0,0,39625.83856798072
12791500,0,0,39625.83856798072
12791650,0,0,39625.83856798072
12791800,0,0,39625.83856798072
12791950,0,0,39625.83856798072
12792100,0,0,39625.83856798072
12792250,0,0,33721.79219097365
12792400,0,0,33721.79219097365
12792550,0,0,33721.79219097365
12792700,0,0,33721.79219097365
12792850,0,0,33721.79219097365
12793000,0,0,33721.79219097365
12793150,0,0,33721.79219097365
12793300,0,0,33721.79219097365
12793450,0,0,33721.79219097365
12793600,0,0,33721.79219097365
12793750,0,0,33721.79219097365
12793900,0,0,33721.79219097365
12794050,0,0,33721.79219097365
12794200,0,0,39709.47645817265
12794350,0,0,39709.47645817265
12794500,0,0,39709.47645817265
12794650,0,0,39709.47645817265
12794800,0,0,39709.47645817265
12794950,0,0,39709.47645817265
12795100,0,0,38365.48347030704
12795250,0,0,38365.48347030704
12795400,0,0,38365.48347030704
12795550,0,0,38365.48347030704
12795700,0,0,38365.48347030704
12795850,0,0,38365.48347030704
12796000,0,0,38365.48347030704
12796150,0,0,38365.48347030704
12796300,0,0,38365.48347030704
12796450,0,0,38365.48347030704
12796600,0,0,38365.48347030704
12796750,0,0,38365.48347030704
12796900,0,0,38365.48347030704
12797050,0,0,38365.48347030704
12797200,0,0,38365.48347030704
12797350,0,0,38365.48347030704
12797500,0,0,38365.48347030704
12797650,0,0,38365.48347030704
12797800,0,0,38365.48347030704
12797950,0,0,38365.48347030704
12798100,0,0,38691.33476221406
12798250,0,0,38691.33476221406
12798400,0,0,38691.33476221406
12798550,0,0,38691.33476221406
12798700,0,0,38691.33476221406
12798850,0,0,38691.33476221406
12799000,0,0,38691.33476221406
12799150,0,0,38691.33476221406
12799300,0,0,38691.33476221406
12799450,0,0,38691.33476221406
12799600,0,0,38691.33476221406
12799750,0,0,38691.33476221406
12799900,0,0,38691.33476221406
12800050,0,0,38691.33476221406
12800200,0,0,38691.33476221406
12800350,0,0,38691.33476221406
12800500,0,0,38691.33476221406
12800650,0,0,38691.33476221406
12800800,0,0,38691.33476221406
12800950,0,0,38691.33476221406
12801100,0,0,38691.33476221406
12801250,0,0,38691.33476221406
12801400,0,0,38691.33476221406
12801550,0,0,38691.33476221406
12801700,0,0,38691.33476221406
12801850,0,0,38691.33476221406
12802000,0,0,38691.33476221406
12802150,0,0,38691.33476221406
12802300,0,0,38691.33476221406
12802450,0,0,38691.33476221406
12802600,0,0,38691.33476221406
12802750,0,0,38691.33476221406
12802900,0,0,38691.33476221406
12803050,0,0,38691.33476221406
12803200,0,0,38691.33476221406
12803350,0,0,38691.33476221406
12803500,0,0,38691.33476221406
12803650,0,0,38691.33476221406
12803800,0,0,38691.33476221406
12803950,0,0,38691.33476221406
12804100,0,0,38691.33476221406
12804250,0,0,38691.33476221406
12804400,0,0,38691.33476221406
12804550,0,0,38691.33476221406
12804700,0,0,38691.33476221406
12804850,0,0,38691.33476221406
12805000,0,0,38691.33476221406
12805150,0,0,38691.33476221406
12805300,0,0,38691.33476221406
12805450,0,0,38691.33476221406
12805600,0,0,38691.33476221406
12805750,0,0,38691.33476221406
12805900,0,0,38691.33476221406
12806050,0,0,38691.33476221406
12806200,0,0,38691.33476221406
12806350,0,0,38691.33476221406
12806500,0,0,38691.33476221406
12806650,0,0,38691.33476221406
12806800,0,0,38691.33476221406
12806950,0,0,38691.33476221406
12807100,0,0,38691.33476221406
12807250,0,0,38691.33476221406
12807400,0,0,38691.33476221406
12807550,0,0,38691.33476221406
12807700,0,0,38691.33476221406
12807850,0,0,38691.33476221406
12808000,0,0,38691.33476221406
12808150,0,0,38691.33476221406
12808300,0,0,38691.33476221406
12808450,0,0,38691.33476221406
12808600,0,0,38691.33476221406
12808750,0,0,38691.33476221406
12808900,0,0,38691.33476221406
12809050,0,0,38691.33476221406
12809200,0,0,38691.33476221406
12809350,0,0,38691.33476221406
12809500,0,0,38691.33476221406
12809650,0,0,38691.33476221406
12809800,0,0,38691.33476221406
12809950,0,0,38691.33476221406
12810100,0,0,38691.33476221406
12810250,0,0,38691.33476221406
12810400,0,0,38691.33476221406
12810550,0,0,38691.33476221406
12810700,0,0,38691.33476221406
12810850,0,0,38691.33476221406
12811000,0,0,38691.33476221406
12811150,0,0,38691.33476221406
12811300,0,0,38691.33476221406
12811450,0,0,31148.06148475953
12811600,0,0,31148.06148475953
12811750,0,0,31148.06148475953
12811900,0,0,31148.06148475953
12812050,0,0,31148.06148475953
12812200,0,0,31148.06148475953
12812350,0,0,31148.06148475953
12812500,0,0,31148.06148475953
12812650,0,0,31148.06148475953
12812800,0,0,31148.06148475953
12812950,0,0,31148.06148475953
12813100,0,0,31148.06148475953
12813250,0,0,31148.06148475953
12813400,0,0,31148.06148475953
12813550,0,0,31148.06148475953
12813700,0,0,31148.06148475953
12813850,0,0,31148.06148475953
12814000,0,0,31148.06148475953
12814150,0,0,31148.06148475953
12814300,0,0,31148.06148475953
12814450,0,0,31148.06148475953
12814600,0,0,31148.06148475953
12814750,0,0,31148.06148475953
12814900,0,0,31148.06148475953
12815050,0,0,31556.937569088277
12815200,0,0,31556.937569088277
12815350,0,0,31556.937569088277
12815500,0,0,31556.937569088277
12815650,0,0,31556.937569088277
12815800,0,0,31556.937569088277
12815950,0,0,31556.937569088277
12816100,0,0,31556.937569088277
12816250,0,0,31556.937569088277
12816400,0,0,31556.937569088277
12816550,0,0,31556.937569088277
12816700,0,0,31556.937569088277
12816850,0,0,31556.937569088277
12817000,0,0,39198.50751053942
12817150,0,0,39198.50751053942
12817300,0,0,39198.50751053942
12817450,0,0,39198.50751053942
12817600,0,0,39198.50751053942
12817750,0,0,39198.50751053942
12817900,0,0,39198.50751053942
12818050,0,0,39198.50751053942
12818200,0,0,39198.50751053942
12818350,0,0,39198.50751053942
12818500,0,0,39198.50751053942
12818650,0,0,39198.50751053942
12818800,0,0,39198.50751053942
12818950,0,0,39198.50751053942
12819100,0,0,39198.50751053942
12819250,0,0,39198.50751053942
12819400,0,0,39198.50751053942
12819550,0,0,39198.50751053942
12819700,0,0,39198.50751053942
12819850,0,0,39198.50751053942
12820000,0,0,39198.50751053942
12820150,0,0,39198.50751053942
12820300,0,0,39198.50751053942
12820450,0,0,39198.50751053942
12820600,0,0,39198.50751053942
12820750,0,0,39198.50751053942
12820900,0,0,39198.50751053942
12821050,0,0,39198.50751053942
12821200,0,0,39198.50751053942
12821350,0,0,39198.50751053942
12821500,0,0,39198.50751053942
12821650,0,0,39198.50751053942
12821800,0,0,39198.50751053942
12821950,0,0,39198.50751053942
12822100,0,0,39198.50751053942
12822250,0,0,39198.50751053942
12822400,0,0,39198.50751053942
12822550,0,0,39198.50751053942
12822700,0,0,39198.50751053942
12822850,0,0,39198.50751053942
12823000,0,0,46656.73729609741
12823150,0,0,46656.73729609741
12823300,0,0,46656.73729609741
12823450,0,0,46656.73729609741
12823600,0,0,46656.73729609741
12823750,0,0,46656.73729609741
12823900,0,0,46656.73729609741
12824050,0,0,46656.73729609741
12824200,0,0,46656.73729609741
12824350,0,0,46656.73729609741
12824500,0,0,46656.73729609741
12824650,0,0,46656.73729609741
12824800,0,0,46656.73729609741
12824950,0,0,46656.73729609741
12825100,0,0,46656.73729609741
12825250,0,0,46656.73729609741
12825400,0,0,46656.73729609741
12825550,0,0,46656.73729609741
12825700,0,0,46656.73729609741
12825850,0,0,46656.73729609741
12826000,0,0,46656.73729609741
12826150,0,0,46656.73729609741
12826300,0,0,46656.73729609741
12826450,0,0,46656.73729609741
12826600,0,0,46656.73729609741
12826750,0,0,46656.73729609741
12826900,0,0,46656.73729609741
12827050,0,0,46656.73729609741
12827200,0,0,46656.73729609741
12827350,0,0,46656.73729609741
12827500,0,0,46656.73729609741
12827650,0,0,46656.73729609741
12827800,0,0,46656.73729609741
12827950,0,0,46656.73729609741
12828100,0,0,46656.73729609741
12828250,0,0,46656.73729609741
12828400,0,0,46656.73729609741
12828550,0,0,46656.73729609741
12828700,0,0,46656.73729609741
12828850,0,0,46656.73729609741
12829000,0,0,46656.73729609741
12829150,0,0,46656.73729609741
12829300,0,0,46656.73729609741
12829450,0,0,46656.73729609741
12829600,0,0,46656.73729609741
12829750,0,0,46656.73729609741
12829900,0,0,46656.73729609741
12830050,0,0,46656.73729609741
12830200,0,0,46656.73729609741
12830350,0,0,46656.73729609741
12830500,0,0,46656.73729609741
12830650,0,0,46656.73729609741
12830800,0,0,46656.73729609741
12830950,0,0,46656.73729609741
12831100,0,0,46656.73729609741
12831250,0,0,46656.73729609741
12831400,0,0,46656.73729609741
12831550,0,0,46656.73729609741
12831700,0,0,46656.73729609741
12831850,0,0,46656.73729609741
12832000,0,0,46656.73729609741
12832150,0,0,46656.73729609741
12832300,0,0,46656.73729609741
12832450,0,0,46656.73729609741
12832600,0,0,46656.73729609741
12832750,0,0,46656.73729609741
12832900,0,0,46656.73729609741
12833050,0,0,46656.73729609741
12833200,0,0,46656.73729609741
12833350,0,0,46656.73729609741
12833500,0,0,46656.73729609741
12833650,0,0,46656.73729609741
12833800,0,0,46656.73729609741
12833950,0,0,46656.73729609741
12834100,0,0,46656.73729609741
12834250,0,0,46656.73729609741
12834400,0,0,46656.73729609741
12834550,0,0,46656.73729609741
12834700,0,0,46656.73729609741
12834850,0,0,46656.73729609741
12835000,0,0,46656.73729609741
12835150,0,0,46656.73729609741
12835300,0,0,46656.73729609741
12835450,0,0,46656.73729609741
12835600,0,0,46656.73729609741
12835750,0,0,46656.73729609741
12835900,0,0,39949.759449644014
12836050,0,0,39949.759449644014
12836200,0,0,39949.759449644014
12836350,0,0,39949.759449644014
12836500,0,0,39949.759449644014
12836650,0,0,39949.759449644014
12836800,0,0,39949.759449644014
12836950,0,0,39949.759449644014
12837100,0,0,39949.759449644014
12837250,0,0,39949.759449644014
12837400,0,0,39949.759449644014
12837550,0,0,39949.759449644014
12837700,0,0,39949.759449644014
12837850,0,0,39949.759449644014
12838000,0,0,39949.759449644014
12838150,0,0,39949.759449644014
12838300,0,0,39949.759449644014
12838450,0,0,39949.759449644014
12838600,0,0,39949.759449644014
12838750,0,0,40834.216255212596
12838900,0,0,40834.216255212596
12839050,0,0,40834.216255212596
12839200,0,0,40834.216255212596
12839350,0,0,40834.216255212596
12839500,0,0,40834.216255212596
12839650,0,0,40834.216255212596
12839800,0,0,40834.216255212596
12839950,0,0,40834.216255212596
12840100,0,0,40834.216255212596
12840250,0,0,40834.216255212596
12840400,0,0,40834.216255212596
12840550,0,0,40834.216255212596
12840700,0,0,40834.216255212596
12840850,0,0,40834.216255212596
12841000,0,0,40834.216255212596
12841150,0,0,40834.216255212596
12841300,0,0,40834.216255212596
12841450,0,0,40834.216255212596
12841600,0,0,40834.216255212596
12841750,0,0,40834.216255212596
12841900,0,0,40834.216255212596
12842050,0,0,40834.216255212596
12842200,0,0,40834.216255212596
12842350,0,0,40834.216255212596
