blocknumber,reserve ZRX,reserve DAI,volume ZRX for 5% slippage
12124300,0,0,28.283214460252452
12124450,0,0,28.283214460252452
12124600,0,0,28.283214460252452
12124750,0,0,28.283214460252452
12124900,0,0,28.283214460252452
12125050,0,0,28.283214460252452
12125200,0,0,28.283214460252452
12125350,0,0,28.283214460252452
12125500,0,0,28.283214460252452
12125650,0,0,28.283214460252452
12125800,0,0,28.283214460252452
12125950,0,0,28.283214460252452
12126100,0,0,28.283214460252452
12126250,0,0,28.283214460252452
12126400,0,0,28.283214460252452
12126550,0,0,28.283214460252452
12126700,0,0,28.283214460252452
12126850,0,0,28.283214460252452
12127000,0,0,28.283214460252452
12127150,0,0,28.283214460252452
12127300,0,0,28.283214460252452
12127450,0,0,28.283214460252452
12127600,0,0,28.283214460252452
12127750,0,0,28.283214460252452
12127900,0,0,28.283214460252452
12128050,0,0,28.283214460252452
12128200,0,0,28.283214460252452
12128350,0,0,28.283214460252452
12128500,0,0,28.283214460252452
12128650,0,0,28.283214460252452
12128800,0,0,28.283214460252452
12128950,0,0,28.283214460252452
12129100,0,0,28.283214460252452
12129250,0,0,28.283214460252452
12129400,0,0,28.283214460252452
12129550,0,0,28.283214460252452
12129700,0,0,28.283214460252452
12129850,0,0,28.283214460252452
12130000,0,0,28.283214460252452
12130150,0,0,28.283214460252452
12130300,0,0,28.283214460252452
12130450,0,0,28.283214460252452
12130600,0,0,28.283214460252452
12130750,0,0,28.283214460252452
12130900,0,0,28.283214460252452
12131050,0,0,28.283214460252452
12131200,0,0,28.283214460252452
12131350,0,0,28.283214460252452
12131500,0,0,28.283214460252452
12131650,0,0,28.283214460252452
12131800,0,0,28.283214460252452
12131950,0,0,28.283214460252452
12132100,0,0,28.283214460252452
12132250,0,0,28.283214460252452
12132400,0,0,28.283214460252452
12132550,0,0,28.283214460252452
12132700,0,0,28.283214460252452
12132850,0,0,28.283214460252452
12133000,0,0,28.283214460252452
12133150,0,0,28.283214460252452
12133300,0,0,28.283214460252452
12133450,0,0,28.283214460252452
12133600,0,0,28.283214460252452
12133750,0,0,28.283214460252452
12133900,0,0,28.283214460252452
12134050,0,0,28.283214460252452
12134200,0,0,28.283214460252452
12134350,0,0,28.283214460252452
12134500,0,0,28.283214460252452
12134650,0,0,28.283214460252452
12134800,0,0,28.283214460252452
12134950,0,0,28.283214460252452
12135100,0,0,28.283214460252452
12135250,0,0,28.283214460252452
12135400,0,0,28.283214460252452
12135550,0,0,28.283214460252452
12135700,0,0,28.283214460252452
12135850,0,0,28.283214460252452
12136000,0,0,28.283214460252452
12136150,0,0,28.283214460252452
12136300,0,0,28.283214460252452
12136450,0,0,28.283214460252452
12136600,0,0,28.283214460252452
12136750,0,0,28.283214460252452
12136900,0,0,28.283214460252452
12137050,0,0,28.283214460252452
12137200,0,0,28.283214460252452
12137350,0,0,28.283214460252452
12137500,0,0,28.283214460252452
12137650,0,0,28.283214460252452
12137800,0,0,28.283214460252452
12137950,0,0,28.283214460252452
12138100,0,0,28.283214460252452
12138250,0,0,28.283214460252452
12138400,0,0,28.283214460252452
12138550,0,0,28.283214460252452
12138700,0,0,28.283214460252452
12138850,0,0,28.283214460252452
12139000,0,0,28.283214460252452
12139150,0,0,28.283214460252452
12139300,0,0,28.283214460252452
12139450,0,0,28.283214460252452
12139600,0,0,28.283214460252452
12139750,0,0,28.283214460252452
12139900,0,0,28.283214460252452
12140050,0,0,28.283214460252452
12140200,0,0,28.283214460252452
12140350,0,0,28.283214460252452
12140500,0,0,28.283214460252452
12140650,0,0,28.283214460252452
12140800,0,0,28.283214460252452
12140950,0,0,28.283214460252452
12141100,0,0,28.283214460252452
12141250,0,0,28.283214460252452
12141400,0,0,28.283214460252452
12141550,0,0,28.283214460252452
12141700,0,0,28.283214460252452
12141850,0,0,28.283214460252452
12142000,0,0,28.283214460252452
12142150,0,0,28.283214460252452
12142300,0,0,28.283214460252452
12142450,0,0,28.283214460252452
12142600,0,0,28.283214460252452
12142750,0,0,28.283214460252452
12142900,0,0,28.283214460252452
12143050,0,0,28.283214460252452
12143200,0,0,28.219514130498283
12143350,0,0,28.219514130498283
12143500,0,0,28.219514130498283
12143650,0,0,28.219514130498283
12143800,0,0,28.219514130498283
12143950,0,0,24.724769872868137
12144100,0,0,24.724769872868137
12144250,0,0,24.72510292869441
12144400,0,0,24.72510292869441
12144550,0,0,24.72510292869441
12144700,0,0,24.72510292869441
12144850,0,0,24.72510292869441
12145000,0,0,24.72510292869441
12145150,0,0,24.72510292869441
12145300,0,0,24.72510292869441
12145450,0,0,24.72510292869441
12145600,0,0,24.72510292869441
12145750,0,0,24.72510292869441
12145900,0,0,24.72510292869441
12146050,0,0,24.72510292869441
12146200,0,0,24.72510292869441
12146350,0,0,24.72510292869441
12146500,0,0,24.72510292869441
12146650,0,0,24.72510292869441
12146800,0,0,24.72510292869441
12146950,0,0,24.72510292869441
12147100,0,0,24.72510292869441
12147250,0,0,24.72510292869441
12147400,0,0,24.72510292869441
12147550,0,0,24.72510292869441
12147700,0,0,24.72510292869441
12147850,0,0,24.72510292869441
12148000,0,0,24.72510292869441
12148150,0,0,24.72510292869441
12148300,0,0,24.72510292869441
12148450,0,0,24.72510292869441
12148600,0,0,24.72510292869441
12148750,0,0,24.72510292869441
12148900,0,0,24.72510292869441
12149050,0,0,24.72510292869441
12149200,0,0,24.72510292869441
12149350,0,0,24.72510292869441
12149500,0,0,24.72510292869441
12149650,0,0,24.72510292869441
12149800,0,0,24.72510292869441
12149950,0,0,24.72510292869441
12150100,0,0,24.72510292869441
12150250,0,0,24.72510292869441
12150400,0,0,24.72510292869441
12150550,0,0,24.72510292869441
12150700,0,0,24.72510292869441
12150850,0,0,24.72510292869441
12151000,0,0,24.72510292869441
12151150,0,0,24.72510292869441
12151300,0,0,24.72510292869441
12151450,0,0,24.72510292869441
12151600,0,0,24.72510292869441
12151750,0,0,24.72510292869441
12151900,0,0,24.72510292869441
12152050,0,0,24.72510292869441
12152200,0,0,24.72510292869441
12152350,0,0,24.72510292869441
12152500,0,0,24.72510292869441
12152650,0,0,24.72510292869441
12152800,0,0,24.72510292869441
12152950,0,0,24.72510292869441
12153100,0,0,24.72510292869441
12153250,0,0,24.72510292869441
12153400,0,0,24.72510292869441
12153550,0,0,24.72510292869441
12153700,0,0,24.72510292869441
12153850,0,0,24.72510292869441
12154000,0,0,24.72510292869441
12154150,0,0,24.72510292869441
12154300,0,0,24.72510292869441
12154450,0,0,24.72510292869441
12154600,0,0,24.72510292869441
12154750,0,0,24.72510292869441
12154900,0,0,24.72510292869441
12155050,0,0,24.72510292869441
12155200,0,0,24.72510292869441
12155350,0,0,24.72510292869441
12155500,0,0,24.72510292869441
12155650,0,0,24.72510292869441
12155800,0,0,24.72510292869441
12155950,0,0,24.72510292869441
12156100,0,0,24.72510292869441
12156250,0,0,24.72510292869441
12156400,0,0,24.72510292869441
12156550,0,0,24.72510292869441
12156700,0,0,24.72510292869441
12156850,0,0,24.72510292869441
12157000,0,0,24.72510292869441
12157150,0,0,24.72510292869441
12157300,0,0,24.72510292869441
12157450,0,0,24.72510292869441
12157600,0,0,24.72510292869441
12157750,0,0,24.72510292869441
12157900,0,0,24.72510292869441
12158050,0,0,24.72510292869441
12158200,0,0,24.72510292869441
12158350,0,0,24.72510292869441
12158500,0,0,24.72510292869441
12158650,0,0,24.72510292869441
12158800,0,0,24.72510292869441
12158950,0,0,24.72510292869441
12159100,0,0,24.72510292869441
12159250,0,0,24.72510292869441
12159400,0,0,24.72510292869441
12159550,0,0,24.72510292869441
12159700,0,0,24.72510292869441
12159850,0,0,24.72510292869441
12160000,0,0,24.72510292869441
12160150,0,0,24.72510292869441
12160300,0,0,24.72510292869441
12160450,0,0,24.72510292869441
12160600,0,0,24.72510292869441
12160750,0,0,24.72510292869441
12160900,0,0,24.72510292869441
12161050,0,0,24.72510292869441
12161200,0,0,24.72510292869441
12161350,0,0,24.72510292869441
12161500,0,0,24.72510292869441
12161650,0,0,24.72510292869441
12161800,0,0,24.72510292869441
12161950,0,0,24.72510292869441
12162100,0,0,24.72510292869441
12162250,0,0,24.72510292869441
12162400,0,0,24.72510292869441
12162550,0,0,24.72510292869441
12162700,0,0,24.72510292869441
12162850,0,0,24.72510292869441
12163000,0,0,24.72510292869441
12163150,0,0,24.72510292869441
12163300,0,0,24.72510292869441
12163450,0,0,24.72510292869441
12163600,0,0,24.72510292869441
12163750,0,0,24.72510292869441
12163900,0,0,24.72510292869441
12164050,0,0,24.72510292869441
12164200,0,0,24.72510292869441
12164350,0,0,24.72510292869441
12164500,0,0,24.72510292869441
12164650,0,0,24.72510292869441
12164800,0,0,24.72510292869441
12164950,0,0,24.72510292869441
12165100,0,0,24.72510292869441
12165250,0,0,24.72510292869441
12165400,0,0,24.72510292869441
12165550,0,0,24.72510292869441
12165700,0,0,24.72510292869441
12165850,0,0,24.72510292869441
12166000,0,0,24.72510292869441
12166150,0,0,24.72510292869441
12166300,0,0,24.72510292869441
12166450,0,0,24.72510292869441
12166600,0,0,24.72510292869441
12166750,0,0,24.72510292869441
12166900,0,0,24.72510292869441
12167050,0,0,24.72510292869441
12167200,0,0,24.72510292869441
12167350,0,0,24.72510292869441
12167500,0,0,24.72510292869441
12167650,0,0,24.72510292869441
12167800,0,0,24.72510292869441
12167950,0,0,24.72510292869441
12168100,0,0,24.72510292869441
12168250,0,0,24.72510292869441
12168400,0,0,24.72510292869441
12168550,0,0,24.72510292869441
12168700,0,0,24.72510292869441
12168850,0,0,24.72510292869441
12169000,0,0,24.72510292869441
12169150,0,0,24.72510292869441
12169300,0,0,24.72510292869441
12169450,0,0,24.72510292869441
12169600,0,0,24.72510292869441
12169750,0,0,24.72510292869441
12169900,0,0,24.72510292869441
12170050,0,0,24.72510292869441
12170200,0,0,24.72510292869441
12170350,0,0,24.72510292869441
12170500,0,0,24.72510292869441
12170650,0,0,24.72510292869441
12170800,0,0,24.72510292869441
12170950,0,0,24.72510292869441
12171100,0,0,24.72510292869441
12171250,0,0,24.72510292869441
12171400,0,0,24.72510292869441
12171550,0,0,24.72510292869441
12171700,0,0,24.72510292869441
12171850,0,0,24.72510292869441
12172000,0,0,24.72510292869441
12172150,0,0,24.72510292869441
12172300,0,0,24.72510292869441
12172450,0,0,24.72510292869441
12172600,0,0,24.72510292869441
12172750,0,0,24.72510292869441
12172900,0,0,24.72510292869441
12173050,0,0,24.72510292869441
12173200,0,0,24.72510292869441
12173350,0,0,24.72510292869441
12173500,0,0,24.72510292869441
12173650,0,0,24.72510292869441
12173800,0,0,24.72510292869441
12173950,0,0,24.72510292869441
12174100,0,0,24.72510292869441
12174250,0,0,24.72510292869441
12174400,0,0,24.72510292869441
12174550,0,0,24.72510292869441
12174700,0,0,24.72510292869441
12174850,0,0,24.72510292869441
12175000,0,0,24.72510292869441
12175150,0,0,24.72510292869441
12175300,0,0,24.72510292869441
12175450,0,0,24.72510292869441
12175600,0,0,24.72510292869441
12175750,0,0,24.72510292869441
12175900,0,0,24.72510292869441
12176050,0,0,24.72510292869441
12176200,0,0,24.72510292869441
12176350,0,0,24.72510292869441
12176500,0,0,24.72510292869441
12176650,0,0,24.72510292869441
12176800,0,0,24.72510292869441
12176950,0,0,24.72510292869441
12177100,0,0,24.72510292869441
12177250,0,0,24.72510292869441
12177400,0,0,24.72510292869441
12177550,0,0,24.72510292869441
12177700,0,0,24.72510292869441
12177850,0,0,24.72510292869441
12178000,0,0,24.72510292869441
12178150,0,0,24.72510292869441
12178300,0,0,24.72510292869441
12178450,0,0,24.72510292869441
12178600,0,0,24.72510292869441
12178750,0,0,24.72510292869441
12178900,0,0,24.72510292869441
12179050,0,0,24.72510292869441
12179200,0,0,24.72510292869441
12179350,0,0,24.72510292869441
12179500,0,0,24.72510292869441
12179650,0,0,24.72510292869441
12179800,0,0,24.72510292869441
12179950,0,0,24.72510292869441
12180100,0,0,24.72510292869441
12180250,0,0,24.72510292869441
12180400,0,0,24.72510292869441
12180550,0,0,24.72510292869441
12180700,0,0,24.72510292869441
12180850,0,0,24.72510292869441
12181000,0,0,24.72510292869441
12181150,0,0,24.72510292869441
12181300,0,0,24.72510292869441
12181450,0,0,24.72510292869441
12181600,0,0,24.72510292869441
12181750,0,0,24.72510292869441
12181900,0,0,24.72510292869441
12182050,0,0,24.72510292869441
12182200,0,0,24.72510292869441
12182350,0,0,24.72510292869441
12182500,0,0,24.72510292869441
12182650,0,0,24.72510292869441
12182800,0,0,24.72510292869441
12182950,0,0,24.72510292869441
12183100,0,0,24.72510292869441
12183250,0,0,24.72510292869441
12183400,0,0,24.72510292869441
12183550,0,0,24.72510292869441
12183700,0,0,24.72510292869441
12183850,0,0,24.72510292869441
12184000,0,0,24.72510292869441
12184150,0,0,24.72510292869441
12184300,0,0,24.72510292869441
12184450,0,0,24.72510292869441
12184600,0,0,24.72510292869441
12184750,0,0,24.72510292869441
12184900,0,0,24.72510292869441
12185050,0,0,24.72510292869441
12185200,0,0,24.72510292869441
12185350,0,0,24.72510292869441
12185500,0,0,24.72510292869441
12185650,0,0,24.72510292869441
12185800,0,0,24.72510292869441
12185950,0,0,24.72510292869441
12186100,0,0,24.72510292869441
12186250,0,0,24.72510292869441
12186400,0,0,24.72510292869441
12186550,0,0,24.72510292869441
12186700,0,0,24.72510292869441
12186850,0,0,24.72510292869441
12187000,0,0,24.72510292869441
12187150,0,0,24.72510292869441
12187300,0,0,24.72510292869441
12187450,0,0,24.72510292869441
12187600,0,0,24.72510292869441
12187750,0,0,24.72510292869441
12187900,0,0,24.72510292869441
12188050,0,0,24.72510292869441
12188200,0,0,24.72510292869441
12188350,0,0,24.72510292869441
12188500,0,0,25.39615556027337
12188650,0,0,25.39615556027337
12188800,0,0,25.39615556027337
12188950,0,0,25.39615556027337
12189100,0,0,25.39615556027337
12189250,0,0,25.39615556027337
12189400,0,0,25.39615556027337
12189550,0,0,25.39615556027337
12189700,0,0,25.39615556027337
12189850,0,0,25.39615556027337
12190000,0,0,25.39615556027337
12190150,0,0,25.39615556027337
12190300,0,0,25.39615556027337
12190450,0,0,25.39615556027337
12190600,0,0,25.39615556027337
12190750,0,0,25.39615556027337
12190900,0,0,25.39615556027337
12191050,0,0,25.39615556027337
12191200,0,0,25.39615556027337
12191350,0,0,25.39615556027337
12191500,0,0,25.39615556027337
12191650,0,0,25.39615556027337
12191800,0,0,25.39615556027337
12191950,0,0,25.39615556027337
12192100,0,0,25.39615556027337
12192250,0,0,25.39615556027337
12192400,0,0,25.39615556027337
12192550,0,0,25.39615556027337
12192700,0,0,25.39615556027337
12192850,0,0,25.39615556027337
12193000,0,0,25.39615556027337
12193150,0,0,25.39615556027337
12193300,0,0,25.39615556027337
12193450,0,0,25.39615556027337
12193600,0,0,25.39615556027337
12193750,0,0,25.39615556027337
12193900,0,0,25.39615556027337
12194050,0,0,25.39615556027337
12194200,0,0,25.39615556027337
12194350,0,0,25.39615556027337
12194500,0,0,25.39615556027337
12194650,0,0,25.39615556027337
12194800,0,0,25.39615556027337
12194950,0,0,25.39615556027337
12195100,0,0,25.39615556027337
12195250,0,0,25.39615556027337
12195400,0,0,25.39615556027337
12195550,0,0,25.39615556027337
12195700,0,0,25.39615556027337
12195850,0,0,25.39615556027337
12196000,0,0,25.39615556027337
12196150,0,0,25.39615556027337
12196300,0,0,25.39615556027337
12196450,0,0,25.39615556027337
12196600,0,0,25.39615556027337
12196750,0,0,25.39615556027337
12196900,0,0,25.39615556027337
12197050,0,0,25.39615556027337
12197200,0,0,25.39615556027337
12197350,0,0,25.39615556027337
12197500,0,0,25.39615556027337
12197650,0,0,25.39615556027337
12197800,0,0,25.39615556027337
12197950,0,0,25.39615556027337
12198100,0,0,25.39615556027337
12198250,0,0,25.39615556027337
12198400,0,0,25.39615556027337
12198550,0,0,25.39615556027337
12198700,0,0,25.39615556027337
12198850,0,0,25.39615556027337
12199000,0,0,25.39615556027337
12199150,0,0,25.39615556027337
12199300,0,0,25.39615556027337
12199450,0,0,25.39615556027337
12199600,0,0,25.39615556027337
12199750,0,0,25.39615556027337
12199900,0,0,25.39615556027337
12200050,0,0,25.39615556027337
12200200,0,0,25.39615556027337
12200350,0,0,25.39615556027337
12200500,0,0,25.39615556027337
12200650,0,0,25.39615556027337
12200800,0,0,25.39615556027337
12200950,0,0,25.39615556027337
12201100,0,0,25.39615556027337
12201250,0,0,25.39615556027337
12201400,0,0,25.39615556027337
12201550,0,0,25.39615556027337
12201700,0,0,25.39615556027337
12201850,0,0,25.39615556027337
12202000,0,0,25.39615556027337
12202150,0,0,25.39615556027337
12202300,0,0,25.39615556027337
12202450,0,0,25.39615556027337
12202600,0,0,25.39615556027337
12202750,0,0,25.39615556027337
12202900,0,0,25.39615556027337
12203050,0,0,25.39615556027337
12203200,0,0,25.39615556027337
12203350,0,0,25.39615556027337
12203500,0,0,25.39615556027337
12203650,0,0,25.39615556027337
12203800,0,0,25.39615556027337
12203950,0,0,25.39615556027337
12204100,0,0,25.39615556027337
12204250,0,0,25.39615556027337
12204400,0,0,25.39615556027337
12204550,0,0,25.39615556027337
12204700,0,0,25.39615556027337
12204850,0,0,25.39615556027337
12205000,0,0,25.39615556027337
12205150,0,0,25.39615556027337
12205300,0,0,25.39615556027337
12205450,0,0,25.39615556027337
12205600,0,0,25.39615556027337
12205750,0,0,25.39615556027337
12205900,0,0,25.39615556027337
12206050,0,0,25.39615556027337
12206200,0,0,25.39615556027337
12206350,0,0,25.39615556027337
12206500,0,0,25.39615556027337
12206650,0,0,25.39615556027337
12206800,0,0,25.39615556027337
12206950,0,0,25.39615556027337
12207100,0,0,25.39615556027337
12207250,0,0,25.39615556027337
12207400,0,0,25.39615556027337
12207550,0,0,25.39615556027337
12207700,0,0,25.39615556027337
12207850,0,0,25.39615556027337
12208000,0,0,25.39615556027337
12208150,0,0,25.39615556027337
12208300,0,0,24.836982442441297
12208450,0,0,24.836982442441297
12208600,0,0,24.836982442441297
12208750,0,0,24.836982442441297
12208900,0,0,24.836982442441297
12209050,0,0,24.836982442441297
12209200,0,0,24.836982442441297
12209350,0,0,24.836982442441297
12209500,0,0,24.836982442441297
12209650,0,0,24.836982442441297
12209800,0,0,24.836982442441297
12209950,0,0,24.836982442441297
12210100,0,0,24.836982442441297
12210250,0,0,24.836982442441297
12210400,0,0,24.836982442441297
12210550,0,0,24.836982442441297
12210700,0,0,24.836982442441297
12210850,0,0,24.836982442441297
12211000,0,0,24.836982442441297
12211150,0,0,24.836982442441297
12211300,0,0,24.836982442441297
12211450,0,0,24.836982442441297
12211600,0,0,24.836982442441297
12211750,0,0,24.836982442441297
12211900,0,0,24.836982442441297
12212050,0,0,24.836982442441297
12212200,0,0,24.836982442441297
12212350,0,0,24.836982442441297
12212500,0,0,24.836982442441297
12212650,0,0,24.836982442441297
12212800,0,0,24.836982442441297
12212950,0,0,24.836982442441297
12213100,0,0,24.836982442441297
12213250,0,0,24.836982442441297
12213400,0,0,24.836982442441297
12213550,0,0,24.836982442441297
12213700,0,0,24.836982442441297
12213850,0,0,24.836982442441297
12214000,0,0,24.836982442441297
12214150,0,0,24.836982442441297
12214300,0,0,24.836982442441297
12214450,0,0,24.836982442441297
12214600,0,0,24.836982442441297
12214750,0,0,24.836982442441297
12214900,0,0,24.836982442441297
12215050,0,0,24.836982442441297
12215200,0,0,24.836982442441297
12215350,0,0,24.836982442441297
12215500,0,0,24.836982442441297
12215650,0,0,24.836982442441297
12215800,0,0,24.836982442441297
12215950,0,0,24.836982442441297
12216100,0,0,24.836982442441297
12216250,0,0,24.836982442441297
12216400,0,0,24.836982442441297
12216550,0,0,24.836982442441297
12216700,0,0,24.836982442441297
12216850,0,0,24.836982442441297
12217000,0,0,24.836982442441297
12217150,0,0,24.836982442441297
12217300,0,0,24.836982442441297
12217450,0,0,24.836982442441297
12217600,0,0,24.836982442441297
12217750,0,0,24.836982442441297
12217900,0,0,24.836982442441297
12218050,0,0,24.836982442441297
12218200,0,0,24.836982442441297
12218350,0,0,24.836982442441297
12218500,0,0,24.836982442441297
12218650,0,0,24.836982442441297
12218800,0,0,24.836982442441297
12218950,0,0,24.836982442441297
12219100,0,0,24.836982442441297
12219250,0,0,24.836982442441297
12219400,0,0,24.836982442441297
12219550,0,0,24.836982442441297
12219700,0,0,24.836982442441297
12219850,0,0,24.836982442441297
12220000,0,0,24.836982442441297
12220150,0,0,24.836982442441297
12220300,0,0,24.836982442441297
12220450,0,0,24.836982442441297
12220600,0,0,24.836982442441297
12220750,0,0,24.836982442441297
12220900,0,0,24.836982442441297
12221050,0,0,24.836982442441297
12221200,0,0,24.836982442441297
12221350,0,0,24.836982442441297
12221500,0,0,24.836982442441297
12221650,0,0,24.836982442441297
12221800,0,0,24.836982442441297
12221950,0,0,24.836982442441297
12222100,0,0,24.836982442441297
12222250,0,0,24.836982442441297
12222400,0,0,24.836982442441297
12222550,0,0,24.836982442441297
12222700,0,0,24.836982442441297
12222850,0,0,24.836982442441297
12223000,0,0,24.836982442441297
12223150,0,0,24.836982442441297
12223300,0,0,24.836982442441297
12223450,0,0,24.836982442441297
12223600,0,0,24.836982442441297
12223750,0,0,24.836982442441297
12223900,0,0,24.836982442441297
12224050,0,0,24.836982442441297
12224200,0,0,24.836982442441297
12224350,0,0,24.836982442441297
12224500,0,0,24.836982442441297
12224650,0,0,24.836982442441297
12224800,0,0,24.836982442441297
12224950,0,0,24.836982442441297
12225100,0,0,24.836982442441297
12225250,0,0,24.836982442441297
12225400,0,0,24.836982442441297
12225550,0,0,23.22865624205582
12225700,0,0,23.22865624205582
12225850,0,0,23.22865624205582
12226000,0,0,23.22865624205582
12226150,0,0,23.22865624205582
12226300,0,0,23.22865624205582
12226450,0,0,23.22865624205582
12226600,0,0,23.22865624205582
12226750,0,0,23.22865624205582
12226900,0,0,23.22865624205582
12227050,0,0,23.22865624205582
12227200,0,0,23.22865624205582
12227350,0,0,23.22865624205582
12227500,0,0,23.22865624205582
12227650,0,0,23.22865624205582
12227800,0,0,23.22865624205582
12227950,0,0,23.22865624205582
12228100,0,0,23.22865624205582
12228250,0,0,23.22865624205582
12228400,0,0,23.22865624205582
12228550,0,0,23.22865624205582
12228700,0,0,23.22865624205582
12228850,0,0,23.22865624205582
12229000,0,0,23.22865624205582
12229150,0,0,23.22865624205582
12229300,0,0,23.22865624205582
12229450,0,0,23.22865624205582
12229600,0,0,23.22865624205582
12229750,0,0,23.22865624205582
12229900,0,0,23.22865624205582
12230050,0,0,23.22865624205582
12230200,0,0,23.22865624205582
12230350,0,0,23.22865624205582
12230500,0,0,23.22865624205582
12230650,0,0,23.22865624205582
12230800,0,0,23.22865624205582
12230950,0,0,23.22865624205582
12231100,0,0,23.22865624205582
12231250,0,0,23.22865624205582
12231400,0,0,23.22865624205582
12231550,0,0,23.22865624205582
12231700,0,0,23.22865624205582
12231850,0,0,23.22865624205582
12232000,0,0,23.22865624205582
12232150,0,0,23.22865624205582
12232300,0,0,23.22865624205582
12232450,0,0,23.22865624205582
12232600,0,0,23.22865624205582
12232750,0,0,23.22865624205582
12232900,0,0,23.22865624205582
12233050,0,0,23.22865624205582
12233200,0,0,23.22865624205582
12233350,0,0,23.22865624205582
12233500,0,0,23.22865624205582
12233650,0,0,23.22865624205582
12233800,0,0,23.22865624205582
12233950,0,0,23.22865624205582
12234100,0,0,23.22865624205582
12234250,0,0,23.22865624205582
12234400,0,0,23.22865624205582
12234550,0,0,23.22865624205582
12234700,0,0,23.22865624205582
12234850,0,0,23.22865624205582
12235000,0,0,23.22865624205582
12235150,0,0,23.22865624205582
12235300,0,0,23.22865624205582
12235450,0,0,23.22865624205582
12235600,0,0,23.22865624205582
12235750,0,0,23.22865624205582
12235900,0,0,23.22865624205582
12236050,0,0,23.22865624205582
12236200,0,0,23.22865624205582
12236350,0,0,23.22865624205582
12236500,0,0,23.22865624205582
12236650,0,0,23.22865624205582
12236800,0,0,23.22865624205582
12236950,0,0,23.22865624205582
12237100,0,0,23.22865624205582
12237250,0,0,23.22865624205582
12237400,0,0,23.22865624205582
12237550,0,0,23.22865624205582
12237700,0,0,23.22865624205582
12237850,0,0,23.22865624205582
12238000,0,0,23.22865624205582
12238150,0,0,23.22865624205582
12238300,0,0,23.22865624205582
12238450,0,0,23.22865624205582
12238600,0,0,23.22865624205582
12238750,0,0,23.22865624205582
12238900,0,0,23.22865624205582
12239050,0,0,23.22865624205582
12239200,0,0,23.22865624205582
12239350,0,0,23.22865624205582
12239500,0,0,23.22865624205582
12239650,0,0,23.22865624205582
12239800,0,0,23.22865624205582
12239950,0,0,23.22865624205582
12240100,0,0,23.22865624205582
12240250,0,0,23.22865624205582
12240400,0,0,23.22865624205582
12240550,0,0,23.22865624205582
12240700,0,0,23.22865624205582
12240850,0,0,23.22865624205582
12241000,0,0,23.22865624205582
12241150,0,0,23.22865624205582
12241300,0,0,23.22865624205582
12241450,0,0,23.22865624205582
12241600,0,0,23.22865624205582
12241750,0,0,23.22865624205582
12241900,0,0,23.22865624205582
12242050,0,0,23.22865624205582
12242200,0,0,23.22865624205582
12242350,0,0,23.22865624205582
12242500,0,0,23.22865624205582
12242650,0,0,23.22865624205582
12242800,0,0,23.22865624205582
12242950,0,0,23.22865624205582
12243100,0,0,23.22865624205582
12243250,0,0,23.22865624205582
12243400,0,0,23.22865624205582
12243550,0,0,1829.0901661265016
12243700,0,0,1829.0901661265016
12243850,0,0,1842.4624193585187
12244000,0,0,1842.4624193585187
12244150,0,0,1842.4624193585187
12244300,0,0,1842.4624193585187
12244450,0,0,1842.4624193585187
12244600,0,0,1842.4624193585187
12244750,0,0,1847.8171323267743
12244900,0,0,1847.8171323267743
12245050,0,0,1847.8171323267743
12245200,0,0,1847.8171323267743
12245350,0,0,1847.8171323267743
12245500,0,0,1847.8171323267743
12245650,0,0,1847.8171323267743
12245800,0,0,23.466480636051585
12245950,0,0,23.466480636051585
12246100,0,0,23.466480636051585
12246250,0,0,23.466480636051585
12246400,0,0,23.466480636051585
12246550,0,0,23.466480636051585
12246700,0,0,23.466480636051585
12246850,0,0,23.466480636051585
12247000,0,0,23.466480636051585
12247150,0,0,23.466480636051585
12247300,0,0,23.466480636051585
12247450,0,0,23.466480636051585
12247600,0,0,23.466480636051585
12247750,0,0,23.466480636051585
12247900,0,0,23.466480636051585
12248050,0,0,23.466480636051585
12248200,0,0,23.466480636051585
12248350,0,0,23.466480636051585
12248500,0,0,23.466480636051585
12248650,0,0,23.466480636051585
12248800,0,0,23.466480636051585
12248950,0,0,23.466480636051585
12249100,0,0,23.466480636051585
12249250,0,0,23.466480636051585
12249400,0,0,23.466480636051585
12249550,0,0,23.466480636051585
12249700,0,0,23.466480636051585
12249850,0,0,23.466480636051585
12250000,0,0,23.466480636051585
12250150,0,0,23.466480636051585
12250300,0,0,23.466480636051585
12250450,0,0,23.466480636051585
12250600,0,0,23.466480636051585
12250750,0,0,23.466480636051585
12250900,0,0,23.466480636051585
12251050,0,0,23.466480636051585
12251200,0,0,23.466480636051585
12251350,0,0,23.466480636051585
12251500,0,0,23.466480636051585
12251650,0,0,23.466480636051585
12251800,0,0,23.466480636051585
12251950,0,0,23.466480636051585
12252100,0,0,23.466480636051585
12252250,0,0,23.466480636051585
12252400,0,0,23.466480636051585
12252550,0,0,23.466480636051585
12252700,0,0,23.466480636051585
12252850,0,0,23.466480636051585
12253000,0,0,23.466480636051585
12253150,0,0,23.466480636051585
12253300,0,0,23.466480636051585
12253450,0,0,23.466480636051585
12253600,0,0,23.466480636051585
12253750,0,0,23.466480636051585
12253900,0,0,23.466480636051585
12254050,0,0,23.466480636051585
12254200,0,0,23.466480636051585
12254350,0,0,23.466480636051585
12254500,0,0,23.466480636051585
12254650,0,0,23.466480636051585
12254800,0,0,23.466480636051585
