blocknumber,volume SUSHI for 5% slippage
11264800,4246.704952500557
11264950,4199.448775457233
11265100,4242.977413587534
11265250,4325.869632928327
11265400,4270.72731718338
11265550,4195.038226115939
11265700,4268.31523525712
11265850,4249.079343131292
11266000,4234.928832106394
11266150,4311.022088680562
11266300,4355.6561979377
11266450,4351.785061272545
11266600,4322.570435512491
11266750,4296.270649695289
11266900,4266.304691864541
11267050,4173.627913744916
11267200,4140.2143789619
11267350,4162.522226692134
11267500,4180.836181708859
11267650,4216.119865647444
11267800,4207.041572799586
11267950,4173.728253033798
11268100,4110.118705118395
11268250,4045.323817968194
11268400,4028.987494537956
11268550,4109.321432630648
11268700,4113.184491681241
11268850,4128.7700449373515
11269000,4124.362374737568
11269150,4122.816104694008
11269300,4061.489816965128
11269450,4070.8898214585497
11269600,4021.5695744559634
11269750,3948.570156569811
11269900,3936.203873068196
11270050,4063.7461619511596
11270200,4031.8208956329618
11270350,4011.0665494283894
11270500,4039.693200883761
11270650,4051.1925387561787
11270800,4058.672694798748
11270950,4094.8118201751204
11271100,4142.85921337537
11271250,4125.876092597158
11271400,4132.663841594069
11271550,4122.797488367956
11271700,4066.0611453027814
11271850,4037.464041928586
11272000,4073.4225309303292
11272150,4118.110916717866
11272300,4091.4277615412866
11272450,4079.610352752701
11272600,4091.9885123928107
11272750,4112.545402828691
11272900,4112.414457622159
11273050,4145.204749655182
11273200,4076.976404126748
11273350,4076.204034506911
11273500,4094.28726294059
11273650,4048.0602425266406
11273800,4004.453623462803
11273950,3961.903255971716
11274100,4013.3914682188333
11274250,3981.3622666081355
11274400,3983.8729880511964
11274550,3982.7106097071955
11274700,4003.130492653392
11274850,4012.690107944989
11275000,4008.7370546355232
11275150,4038.2101693767036
11275300,4085.5502023705776
11275450,4079.1737250013975
11275600,4034.6973741538677
11275750,4055.001172484117
11275900,4064.6436169067892
11276050,4078.418414732674
11276200,4168.222856805762
11276350,4226.898016787207
11276500,4238.375653085866
11276650,4241.020413347811
11276800,4271.667163569757
11276950,4264.32714666547
11277100,4233.674577510945
11277250,4238.592615880727
11277400,4190.031406952214
11277550,4205.9378303561825
11277700,4234.255274308278
11277850,4230.84159948297
11278000,4255.590224727683
11278150,4284.908664823655
11278300,4278.481943839681
11278450,4230.147365916608
11278600,4196.524752328871
11278750,4236.66632812818
11278900,4246.569847478386
11279050,4267.255555312353
11279200,4279.874734957193
11279350,4294.499177724152
11279500,4287.171324395997
11279650,4299.427463630316
11279800,4327.207771367772
11279950,4376.406814897273
11280100,4392.528495209335
11280250,4460.740777695275
11280400,4325.956466175077
11280550,4327.733117640193
11280700,4352.642395840841
11280850,4309.080086275484
11281000,4282.76429680179
11281150,4325.33024884139
11281300,4345.221563479659
11281450,4302.848125221775
11281600,4332.769658440127
11281750,4342.478264147154
11281900,4426.282148944083
11282050,4390.729500735048
11282200,4371.516128311778
11282350,4434.181324383346
11282500,4410.3397917245165
11282650,4474.809087369154
11282800,4447.954633278976
11282950,4465.9407227526535
11283100,4425.495223022022
11283250,4413.0209873239655
11283400,4442.011996677451
11283550,4429.982757087331
11283700,4460.734583470781
11283850,4504.808284815095
11284000,4532.949591177137
11284150,4528.626991900019
11284300,4461.716129595967
11284450,4466.625991186578
11284600,4445.024902691803
11284750,4398.306344931145
11284900,4421.194464196713
11285050,4418.820054813157
11285200,4418.820054813157
11285350,4446.447593410732
11285500,4333.765985614838
11285650,4247.894961138663
11285800,4233.942686066424
11285950,4165.6214895645535
11286100,4138.320867235903
11286250,4154.4499637319095
11286400,4147.028828415205
11286550,4129.801538756234
11286700,4058.4708858223894
11286850,4078.090350823404
11287000,4085.3241274312895
11287150,3823.9424971539556
11287300,3803.924712187465
11287450,3818.24664235409
11287600,3752.139406224698
11287750,3798.7893884817313
11287900,3727.7814943383855
11288050,3688.2924073663453
11288200,3705.6215748955437
11288350,3696.390085501902
11288500,3652.9882674149994
11288650,3671.6726400372136
11288800,3721.157846407208
11288950,3705.6392490123108
11289100,3665.6095557385706
11289250,3765.747661994421
11289400,3673.5891211177222
11289550,3585.7639352000115
11289700,3514.92228597292
11289850,3484.8593508101476
11290000,3425.9683661798335
11290150,3452.054937639434
11290300,3480.8450695790234
11290450,3494.859929993938
11290600,3483.864481386874
11290750,3455.6268582143966
11290900,3471.424660310775
11291050,3538.072008630508
11291200,3549.299660758974
11291350,3560.5787802559935
11291500,3611.3536582952074
11291650,3562.191269669929
11291800,3601.8180405090534
11291950,3627.949808323261
11292100,3650.9343065705034
11292250,3703.1403942593606
11292400,3709.0105305854813
11292550,3741.6451492599444
11292700,3717.294036137304
11292850,3691.164020176584
11293000,3684.654329924262
11293150,3617.5517639968893
11293300,3536.5657741121686
11293450,3546.9332137158053
11293600,3551.8427090106416
11293750,3569.190090516393
11293900,3589.6787314584653
11294050,3588.5774322233774
11294200,3624.883552470332
11294350,3619.179136812658
11294500,3567.545111382715
11294650,3929.75575128966
11294800,3949.33543750878
11294950,3937.4173259094823
11295100,3955.918166428033
11295250,3895.190528163832
11295400,3865.2263379318756
11295550,3915.6909946879605
11295700,3994.253846497595
11295850,3991.809244566597
11296000,4002.3229227728443
11296150,4029.6766178029793
11296300,4027.308112161132
11296450,3991.2236009456683
11296600,4047.7727250430908
11296750,4069.1703661020147
11296900,4035.267325509165
11297050,4094.2452330828382
11297200,4116.061908017131
11297350,4161.133942239423
11297500,4107.535459978055
11297650,4156.053538190521
11297800,4174.952077755748
11297950,4150.5359269425535
11298100,4162.3882344771555
11298250,4111.227655178329
11298400,4114.43469261282
11298550,4181.894576269362
11298700,4180.157912017719
11298850,4202.833007718611
11299000,4224.936310817982
11299150,4154.26953269307
11299300,4177.4779811876215
11299450,4213.335193625913
11299600,4156.317761429338
11299750,4177.458050989328
11299900,4113.392319945211
11300050,4076.908270002299
11300200,4059.5729315974895
11300350,4045.5133541719697
11300500,3981.165280240384
11300650,4018.141428426825
11300800,4018.125654665244
11300950,4039.555046506808
11301100,4116.944274052934
11301250,4133.1441240138665
11301400,4155.989979832011
11301550,4135.633305193551
11301700,4095.9841663370025
11301850,4163.0274973286
11302000,4191.543263470419
11302150,4208.725003419895
11302300,4240.733637803802
11302450,4237.172288804621
11302600,4316.162301225995
11302750,4336.688446492801
11302900,4341.436120665545
11303050,4313.627079344878
11303200,4311.892045152548
11303350,4299.255371658219
11303500,4304.573741391519
11303650,4337.089308267707
11303800,4431.901127925201
11303950,4437.39188914049
11304100,4408.6786696374475
11304250,4424.424630752226
11304400,4433.480894435357
11304550,4399.947438055489
11304700,4390.389717155151
11304850,4558.691386805498
11305000,4587.503368704856
11305150,4586.706333790018
11305300,4530.008679324455
11305450,4555.282496739921
11305600,4555.724078667161
11305750,4560.162136521176
11305900,4552.368745552652
11306050,4545.127167827013
11306200,4588.486871037225
11306350,4571.982050470382
11306500,4594.437330136032
11306650,4598.875826437972
11306800,4649.839383060229
11306950,4649.839383060229
11307100,4694.663830592137
11307250,4553.502413067894
11307400,4577.838234006893
11307550,4624.7782307804155
11307700,4625.75879553023
11307850,4631.0986663596705
11308000,4597.816139394345
11308150,4543.959169551003
11308300,4544.380222182575
11308450,4544.906537972041
11308600,4507.2065030605445
11308750,4503.827313426111
11308900,4501.955968788898
11309050,4549.776062799865
11309200,4539.536540994959
11309350,4500.3180160041375
11309500,4464.313052657104
11309650,4489.693901178631
11309800,4492.781344033137
11309950,4474.169488123953
11310100,4478.930650862545
11310250,4491.152410259252
11310400,4500.288299262393
11310550,4491.489307121854
11310700,4448.852958942167
11310850,4441.006882411864
11311000,4498.850559099752
11311150,4503.035041803072
11311300,4503.035041803072
11311450,4544.661343901826
11311600,4512.941786947456
11311750,4519.076167240099
11311900,4516.100823907196
11312050,4518.74051088898
11312200,4534.294771841975
11312350,4453.509337790441
11312500,4538.663819986366
11312650,4546.742439634283
11312800,4533.326304168222
11312950,4540.316787762655
11313100,4548.8430782625655
11313250,4571.623534487342
11313400,4575.249370876903
11313550,4565.110966497901
11313700,4567.559379663755
11313850,4589.988419436573
11314000,4658.143528553977
11314150,4634.61019545437
11314300,4680.972589332989
11314450,4693.005105778953
11314600,4673.108657497432
11314750,4705.647602333891
11314900,4737.969955937937
11315050,4758.760368030547
11315200,4743.792143395214
11315350,4839.75907500404
11315500,4836.912767798844
11315650,4887.96493634861
11315800,4859.9309334208665
11315950,4861.230370041521
11316100,4891.26492170323
11316250,4895.808791493488
11316400,5096.730778016587
11316550,4866.129562432412
11316700,4809.464734033245
11316850,4810.3132987845165
11317000,4799.004696522112
11317150,4797.235533475847
11317300,4833.970818172587
11317450,4829.744251099939
11317600,4830.748636797114
11317750,4865.53622354487
11317900,4828.89883838073
11318050,4825.982214794727
11318200,4831.990203915018
11318350,4858.3059933887125
11318500,4858.394878593215
11318650,4861.080424697502
11318800,4878.437433340383
11318950,4950.110990965448
11319100,4931.348941811782
11319250,4851.152485015948
11319400,4928.0479680681165
11319550,4947.07255175084
11319700,4943.843286977397
11319850,4912.9447302235785
11320000,4853.040622162385
11320150,4951.425100828943
11320300,4966.728535658127
11320450,6250.7268651558115
11320600,5140.185954553672
11320750,5147.775436632233
11320900,5084.2401121108705
11321050,5090.18842139015
11321200,5120.371529935204
11321350,5093.545246183901
11321500,5017.775770160108
11321650,5057.724017971312
11321800,5068.255797989652
11321950,4865.4654376121325
11322100,4923.046188575594
11322250,4930.339100418976
11322400,4929.206891347349
11322550,4927.252255952539
11322700,4900.910848961212
11322850,4937.707957213017
11323000,5010.239915723258
11323150,5015.709541796139
11323300,5002.173772017501
11323450,4969.1700294470065
11323600,4988.957637418658
11323750,5025.776168098164
11323900,5020.433490744617
11324050,5026.881660003055
11324200,5017.4079757925065
11324350,5005.091827635333
11324500,4916.525288931327
11324650,4847.538543983843
11324800,4743.6547782641865
11324950,4766.996218343658
11325100,4770.063617166743
11325250,4834.325059082694
11325400,4894.375133794048
11325550,4874.322502215087
11325700,4866.4012033553445
11325850,4831.572577117346
11326000,4871.207098433122
11326150,4828.721168481425
11326300,4753.728266140373
11326450,4753.170219206571
11326600,4790.171904900519
11326750,4809.392793053325
11326900,4757.562727121622
11327050,4774.129805022865
11327200,4745.20876611484
11327350,4787.029539281022
11327500,4763.815796508687
11327650,4742.697512446437
11327800,4754.206520470092
11327950,4817.455447019776
11328100,4810.317713054479
11328250,4807.406185155749
11328400,4807.406185155749
11328550,4814.90150620084
11328700,4832.106608770977
11328850,4791.221263770989
11329000,4828.8494440544455
11329150,4821.720416606942
11329300,4811.303478923757
11329450,4814.72453155533
11329600,4905.256498124494
11329750,4934.324922420696
11329900,4934.089493843174
11330050,4937.757673384855
11330200,5004.349440349644
11330350,5083.3709635950945
11330500,5259.202213949247
11330650,5212.431914696397
11330800,5208.42989215572
11330950,5208.42989215572
11331100,5206.362845652096
11331250,5224.96078667992
11331400,5231.869268379582
11331550,5274.075685540534
11331700,5392.1934921716165
11331850,5364.415167996631
11332000,5429.5343761920085
11332150,5427.806793472439
11332300,5371.111702363749
11332450,5382.513714186498
11332600,5369.453084658089
11332750,5259.607111043821
11332900,5240.934345052068
11333050,5275.144871367855
11333200,5158.04373318734
11333350,5089.622838760173
11333500,5042.1515389537235
11333650,5053.298079480024
11333800,5014.795535943573
11333950,4984.224459286168
11334100,4951.652647727038
11334250,4929.752212696767
11334400,4964.724116906975
11334550,5010.410892248983
11334700,5046.577819812475
11334850,5045.23917076856
11335000,5071.232645968848
11335150,5080.65251391624
11335300,5080.65251391624
11335450,5067.055686621403
11335600,4985.107483111555
11335750,4897.068937260905
11335900,4942.893725263144
11336050,4851.646184400903
11336200,4814.517808606048
11336350,4832.892518760549
11336500,4879.8298138159735
11336650,4871.707046237265
11336800,4877.255605839833
11336950,4805.3580000569345
11337100,4673.397337673843
11337250,4607.042778671355
11337400,4629.2346178958105
11337550,4709.449260120862
11337700,4778.592960321621
11337850,4810.28966687237
11338000,4808.472030388133
11338150,4739.047737116343
11338300,4802.555647326168
11338450,4785.429118866028
11338600,4796.896146123225
11338750,4747.279165320273
11338900,4776.916282632548
11339050,4733.508066785536
11339200,4709.956710469356
11339350,4692.678329736198
11339500,4738.723063170386
11339650,4697.279070448407
11339800,4697.586292142951
11339950,4705.427835574359
11340100,4671.36552761402
11340250,4630.425570060877
11340400,4681.538646950692
11340550,4659.648734920134
11340700,4641.262719144506
11340850,4564.436838401729
11341000,4530.2928926967725
11341150,4516.544449644483
11341300,4596.394194801091
11341450,4602.891883863311
11341600,4567.671513901558
11341750,4586.297076537099
11341900,4601.544683595537
11342050,4572.751406080861
11342200,4549.0976352233265
11342350,4540.896866574607
11342500,4557.405034538737
11342650,4551.968268173267
11342800,4531.109606474391
11342950,4583.20205106106
11343100,4604.91372426413
11343250,4605.094900885699
11343400,4532.962608604663
11343550,4507.680741256932
11343700,4512.419275925495
11343850,4705.890332430077
11344000,4681.821194196935
11344150,4691.166402386894
11344300,4720.064658874966
11344450,4711.878346005484
11344600,4723.635769751985
11344750,4728.313642539346
11344900,4760.537614956964
11345050,4761.374642531795
11345200,4751.607239413934
11345350,4760.33558069072
11345500,4801.406645442985
11345650,4749.803493162224
11345800,4759.511072092253
11345950,4763.068935185438
11346100,4741.489792974535
11346250,4741.889712394404
11346400,4747.132737915657
11346550,4748.926064089319
11346700,4745.134243371038
11346850,4750.508783175639
11347000,4760.708384502301
11347150,4768.128744214278
11347300,4775.191459248774
11347450,4749.699502753516
11347600,4752.812908841777
11347750,4694.076355850484
11347900,4689.503971520884
11348050,4695.981328826063
11348200,4735.772245792163
11348350,4756.907473487139
11348500,4777.451982678336
11348650,4800.625010234915
11348800,4801.273024361217
11348950,4822.058885459046
11349100,4802.370430821757
11349250,4817.033422142456
11349400,4902.065431058247
11349550,4825.97555193679
11349700,4785.006588245524
11349850,4784.642169351238
11350000,4784.642169351238
11350150,4805.706945734302
11350300,4803.019954572752
11350450,4823.369719788825
11350600,4786.790603095491
11350750,4795.022890830878
11350900,4783.849191719157
11351050,4771.411195294859
11351200,4793.323090010046
11351350,4772.651089930398
11351500,4797.019268773496
11351650,4811.929200603656
11351800,4813.044030346631
11351950,4847.909489492042
11352100,4841.629839978166
11352250,4819.933584164479
11352400,4811.220055032507
11352550,4784.335430506617
11352700,4785.541260181184
11352850,4739.77117118465
11353000,4770.696526378073
11353150,4778.277872658058
11353300,4780.757469790042
11353450,4858.959425260648
11353600,4845.597823245989
11353750,4885.116147190027
11353900,4853.608866997674
11354050,4853.440430612187
11354200,4858.860513474647
11354350,4825.509035162933
11354500,4836.326094226068
11354650,4887.694822683698
11354800,4877.895607374143
11354950,4876.673835680907
11355100,4888.358046207228
11355250,4873.49114130142
11355400,4863.928936350407
11355550,4865.040244046817
11355700,4861.459823029785
11355850,4843.599272295978
11356000,4903.08970652803
11356150,4887.113300440498
11356300,4885.343228640486
11356450,4880.250341318882
11356600,4904.81455094261
11356750,4868.404164968422
11356900,4948.271990452093
11357050,4915.249649728852
11357200,4879.2909893631295
11357350,4936.30609295897
11357500,4934.693208362922
11357650,4895.912152607911
11357800,4848.103003686279
11357950,4771.887469336638
11358100,4770.045237275743
11358250,4781.888930731031
11358400,4781.460774139603
11358550,4775.642443188932
11358700,4819.89109951508
11358850,4809.5457800812
11359000,4850.199175605652
11359150,4792.30852892455
11359300,4819.063258946087
11359450,4839.467344121353
11359600,4808.799774358369
11359750,4802.318367140921
11359900,4856.863053760608
11360050,4855.63817497158
11360200,4904.267103476654
11360350,4884.9415157408075
11360500,4880.028596049655
11360650,5050.391653037033
11360800,5077.44596951679
11360950,5129.566640872668
11361100,5181.522327108047
11361250,5171.10486901566
11361400,5130.504608547548
11361550,5175.131461887839
11361700,5153.878472000113
11361850,5353.190695453639
11362000,5394.573983271694
11362150,5379.993265332363
11362300,5335.463217706114
11362450,5362.637239337404
11362600,5387.080003164941
11362750,5382.660457889899
11362900,5349.924449316764
11363050,5236.879430285087
11363200,5218.272937494243
11363350,5210.141405255286
11363500,5239.501615774323
11363650,5239.725762801871
11363800,5238.23160099925
11363950,5143.746718787501
11364100,5132.637031009697
11364250,5156.366835544584
11364400,5187.381747445645
11364550,5123.088859781899
11364700,5122.050393969606
11364850,5152.726354847022
11365000,5030.493767079795
11365150,5008.306475368678
11365300,4813.674830174743
11365450,4886.556501240339
11365600,5191.531994455101
11365750,5198.290081187559
11365900,5207.9014491728885
11366050,5230.985192476626
11366200,5336.825145819559
11366350,5363.923042990486
11366500,5342.769881289554
11366650,5282.446255209739
11366800,5372.0106618425925
11366950,5281.70598261655
11367100,5175.557226434117
11367250,5174.678141280601
11367400,5173.809350973708
11367550,5171.869537616876
11367700,5156.955009367797
11367850,5514.9127595411555
11368000,6126.56017946433
11368150,5579.528337948039
11368300,5661.962606434143
11368450,5605.524782868219
11368600,5555.84951802234
11368750,5550.027031042264
11368900,5572.59125134669
11369050,5512.71380665469
11369200,5384.020466600865
11369350,5395.028668010898
11369500,5414.188805939746
11369650,5412.4672708465805
11369800,5387.955755324205
11369950,5245.804557881944
11370100,5210.071457122118
11370250,5257.218251103666
11370400,5290.759987209589
11370550,5251.69230507208
11370700,5192.039045567566
11370850,5202.277175939671
11371000,5124.6012295616965
11371150,5157.184121831291
11371300,5211.424685852646
11371450,5186.601931204263
11371600,5073.851479803387
11371750,5096.018433288948
11371900,5010.483274010461
11372050,5094.175683079142
11372200,5103.681426709896
11372350,5208.3047172105435
11372500,5216.839836937856
11372650,5191.786227133518
11372800,5282.639686698807
11372950,5280.952886778337
11373100,5337.345955103083
11373250,5270.8305891372
11373400,5268.15320349278
11373550,5416.251310775566
11373700,5485.10542410631
11373850,5326.882110294318
11374000,5281.234528328874
11374150,5281.703364438785
11374300,5361.544004641706
11374450,5325.582011907492
11374600,5248.771802354662
11374750,5252.356431707318
11374900,5256.381560847411
11375050,5207.579118387948
11375200,5275.79143572328
11375350,5335.183777512517
11375500,5371.14542414379
11375650,5347.345689228387
11375800,5466.555337874015
11375950,5486.756981379425
11376100,5459.547932212459
11376250,5343.675646529242
11376400,5743.177986758092
11376550,5769.327690462975
11376700,5776.535674804996
11376850,5639.4041100753675
11377000,5601.189703935204
11377150,5656.282572138531
11377300,5691.292619278553
11377450,5726.603491975606
11377600,5706.657266326467
11377750,5694.632131589562
11377900,5707.962988790328
11378050,5706.742874341377
11378200,5720.055804916919
11378350,5779.911105837018
11378500,5756.101605640535
11378650,5797.448125898794
11378800,5785.693255316844
11378950,5787.823527608372
11379100,6167.535695449871
11379250,6165.867971834727
11379400,6183.44430096983
11379550,6175.910020026131
11379700,6192.748174647029
11379850,6219.264085539311
11380000,6213.855230141198
11380150,6202.414465682596
11380300,6317.055349846327
11380450,6349.056888691703
11380600,6408.445141878779
11380750,6458.975867346773
11380900,6474.207206124527
11381050,6475.984637867892
11381200,6426.877629534443
11381350,6478.087102227684
11381500,6478.039925244055
11381650,6473.028122801523
11381800,6508.739106137713
11381950,6563.523131394177
11382100,6484.968389519781
11382250,6473.438463130136
11382400,6470.038323831308
11382550,6429.551298345672
11382700,6513.943343592779
11382850,6465.5112851607555
11383000,6474.834093639758
11383150,6463.661670688394
11383300,6477.411701909616
11383450,6500.805934217293
11383600,6601.588511893235
11383750,6627.18718734094
11383900,6608.733175982226
11384050,6640.888934980525
11384200,6603.692527828287
11384350,6650.076947512804
11384500,6587.199132222144
11384650,6617.408625795259
11384800,6617.408625795259
11384950,6659.645816271106
11385100,6707.971137158049
11385250,6653.147609476815
11385400,6687.909939549689
11385550,6823.747798905111
11385700,6737.757483079229
11385850,6716.8838722481305
11386000,6773.367925522747
11386150,6719.554061340896
11386300,6680.192166300971
11386450,6635.348392409258
11386600,6680.992953058667
11386750,6335.073259981713
11386900,6372.983010035299
11387050,6359.182654670178
11387200,6380.974096425925
11387350,6385.262352834485
11387500,6318.801070739108
11387650,6365.084039775582
11387800,6331.447784402408
11387950,6298.233262527938
11388100,6295.501940119211
11388250,6282.896851676545
11388400,6285.244864525826
11388550,6229.015540746404
11388700,6321.395019765041
11388850,6352.102767051445
11389000,6497.6023595971055
11389150,6458.6818216958345
11389300,6455.667078509025
11389450,6432.593534718821
11389600,6377.280234685502
11389750,6400.296344505405
11389900,6373.601069054523
11390050,6387.375526138974
11390200,6401.021595646249
11390350,6391.560250762326
11390500,6396.644537033659
11390650,6431.784018434424
11390800,6318.944164799395
11390950,6324.440805950013
11391100,6277.042971361618
11391250,6301.1372581171745
11391400,6316.466602922752
11391550,6233.6831519816915
11391700,6259.393660160917
11391850,6234.2100619068515
11392000,6233.097231687629
11392150,6250.5292934764
11392300,6264.928164834113
11392450,6251.811045689596
11392600,6242.168307578293
11392750,6266.76258342067
11392900,6263.17060047714
11393050,6248.407837147635
11393200,6132.111760328218
11393350,6120.533974495833
11393500,6106.629748020088
11393650,6055.951466996223
11393800,6086.7670408951235
11393950,6100.822017092272
11394100,6135.680543005394
11394250,6155.680153471229
11394400,6120.650336886101
11394550,6174.159845598668
11394700,6137.86129577228
11394850,6129.821918696369
11395000,6147.566827423521
11395150,6120.767153777691
11395300,6007.921423985768
11395450,6014.873187891339
11395600,5955.7775114720425
11395750,5902.112743905207
11395900,5946.422297135679
11396050,5963.18771387625
11396200,6004.227518828862
11396350,6002.96304145825
11396500,6003.938067790499
11396650,6206.239991248905
11396800,6259.565901680457
11396950,6273.460638522578
11397100,6239.573761919615
11397250,6281.871445392884
11397400,6247.550374651109
11397550,6278.417030571101
11397700,6335.647876046685
11397850,6310.407475975269
11398000,6301.927431300792
11398150,6341.69632052329
11398300,6379.47229275087
11398450,6384.621726655925
11398600,6343.268316064001
11398750,6310.321795458294
11398900,6349.6849068958545
11399050,6313.604061668069
11399200,6321.373119398922
11399350,6365.834281781732
11399500,6366.044808097533
11399650,6366.044808097533
11399800,6389.5440616940905
11399950,6408.102761024289
11400100,6408.482568077932
11400250,6420.075984441384
11400400,6429.50411965177
11400550,6437.777764792947
11400700,6413.422441206654
11400850,6431.163069250033
11401000,6374.245895406115
11401150,6405.253676946901
11401300,6373.98266353934
11401450,6372.162980635752
11401600,6454.643695121369
11401750,6491.002114824063
11401900,6464.424128923172
11402050,6477.537656474029
11402200,6452.126369035788
11402350,6458.2379370337585
11402500,6416.291400466143
11402650,6456.474365072325
11402800,6477.015637089411
11402950,6478.978642554081
11403100,6495.620130334006
11403250,6436.9082683577
11403400,6460.517808813282
11403550,6439.806939137081
11403700,6482.119081975747
11403850,6465.853377635591
11404000,6415.512032914718
11404150,6636.569368327745
11404300,6641.502329196907
11404450,6624.2539697712855
11404600,6626.905758608038
11404750,6652.319279382478
11404900,6628.259101793693
11405050,6606.4979856161945
11405200,6604.151064795432
11405350,6490.780998478487
11405500,6431.87550875794
11405650,6326.62822323124
11405800,6354.95427109952
11405950,6337.879351122338
11406100,6341.913646172729
11406250,6352.7329992155765
11406400,6330.4909101119165
11406550,6318.470044456048
11406700,6295.8576803870765
11406850,6347.479126660395
11407000,6457.421708572605
11407150,6439.599141168248
11407300,6740.402295632841
11407450,6619.810810838144
11407600,6667.184903901771
11407750,6718.248373830154
11407900,6675.250020072993
11408050,6575.509605818924
11408200,6602.576083157728
11408350,6600.303758941904
11408500,6630.790805227432
11408650,6647.2539307610205
11408800,6669.092705542457
11408950,6767.561141712517
11409100,6744.40388614434
11409250,6730.344293345405
11409400,6743.004826894553
11409550,6732.61090570336
11409700,6714.169976185148
11409850,6716.6442839523215
11410000,6667.338060387075
11410150,6686.087971917978
11410300,6998.13419094253
11410450,7010.243945316091
11410600,7014.601520885466
11410750,7071.50543331595
11410900,7053.9113005652125
11411050,7193.727914598592
11411200,7208.447592698592
11411350,7197.94401436334
11411500,7191.840678283363
11411650,7133.097019763467
11411800,7186.988483085217
11411950,7130.6398831530605
11412100,7156.474417265788
11412250,7178.770592170762
11412400,7139.245220767878
11412550,7101.974691357513
11412700,7301.310518026317
11412850,7296.546446402788
11413000,7298.366565494331
11413150,7362.625689777693
11413300,7337.344144405826
11413450,7338.028760024667
11413600,7326.106614042432
11413750,7356.241390230827
11413900,7383.84474849196
11414050,7414.285708697091
11414200,7407.368564573553
11414350,7544.863490503201
11414500,7570.9937554399585
11414650,7484.222523485925
11414800,7510.16717670527
11414950,7508.252363887854
11415100,7462.806852014159
11415250,7385.110408618819
11415400,7323.547368226957
11415550,7431.7282809085245
11415700,7373.827623882427
11415850,7325.668548959078
11416000,7316.1569991290635
11416150,7282.2402336135165
11416300,7297.590329325878
11416450,7320.680048435404
11416600,7365.908430858972
11416750,7389.81780404846
11416900,7326.798862010744
11417050,7363.252881137343
11417200,7607.989358098077
11417350,7588.836578773107
11417500,7679.065088106558
11417650,7697.409475088401
11417800,7670.746186656257
11417950,7644.224516987908
11418100,7549.304662046661
11418250,7523.13224985458
11418400,7500.655038320347
11418550,7495.4001622312535
11418700,7468.904338226161
11418850,7493.583566673771
11419000,7541.086842029479
11419150,7499.350851485649
11419300,7506.425650679475
11419450,7390.050799572164
11419600,7353.200788954076
11419750,7345.410906102556
11419900,7367.147098574107
11420050,7367.376839575012
11420200,7340.046543531425
11420350,7449.884307146785
11420500,7267.728605030532
11420650,7305.620284980721
11420800,7307.849453017572
11420950,7217.514904180001
11421100,7226.131617666422
11421250,7220.891342416
11421400,7225.305970135278
11421550,7243.445186041574
11421700,7256.9184440432455
11421850,7283.5200732009125
11422000,7328.257273965619
11422150,7279.863338542536
11422300,7274.9878705951505
11422450,7334.162692446636
11422600,7330.381061827062
11422750,7339.703368871749
11422900,7320.750935076936
11423050,7335.411785472637
11423200,7313.130641154918
11423350,6982.973103709275
11423500,7038.7487509383245
11423650,7034.814845098494
11423800,7029.60536409554
11423950,7020.522315257313
11424100,7021.197133374833
11424250,6994.123551966095
11424400,7006.582091669592
11424550,7022.783170439558
11424700,7105.807184703848
11424850,7148.846825920726
11425000,7180.041101128791
11425150,7175.574384561134
11425300,7159.659786851049
11425450,7138.8510186668245
11425600,7071.725530951935
11425750,7119.820720615597
11425900,7184.349519612586
11426050,7199.986713467653
11426200,7195.111055523135
11426350,7274.683395585762
11426500,7282.433083504486
11426650,7266.135373379777
11426800,7316.492852371786
11426950,7285.1774515832985
11427100,7336.74679508414
11427250,7358.027555223876
11427400,7319.75567619852
11427550,7332.964177410411
11427700,7326.58142332788
11427850,7322.410738813662
11428000,7286.4706116197485
11428150,7256.447576145632
11428300,7475.039733227508
11428450,7531.238072142432
11428600,7637.814711753534
11428750,7678.847288178493
11428900,7684.207346399091
11429050,7718.959618548843
11429200,7690.6023005195
11429350,7656.673836324653
11429500,7633.824349651199
11429650,7677.47867488476
11429800,7730.258444321478
11429950,7925.665263135021
11430100,7927.596873355549
11430250,7957.483136593903
11430400,7960.283569014056
11430550,7934.1604828845375
11430700,7945.2227798170225
11430850,7971.071519268156
11431000,7981.146238074816
11431150,7969.829123968902
11431300,7994.831646949506
11431450,7996.8452482142
11431600,7972.088974272407
11431750,7944.3509177498745
11431900,7949.56802301302
11432050,8215.270470535468
11432200,8252.735439141861
11432350,8255.288059815559
11432500,8269.996420348396
11432650,8314.703370179877
11432800,8392.849114252325
11432950,8348.516889112287
11433100,8350.848123332857
11433250,8341.259898945624
11433400,8348.060487712115
11433550,8372.596331551635
11433700,8344.25288104616
11433850,8327.010205411536
11434000,8333.72606894307
11434150,8340.088443565794
11434300,8300.438819056133
11434450,8266.741723666335
11434600,8356.185783917881
11434750,8387.829505621221
11434900,8281.489328048161
11435050,8172.205550733021
11435200,8153.4852319021575
11435350,8205.335975711916
11435500,8196.44132740434
11435650,8193.76828292653
11435800,8171.778095378642
11435950,8168.147437798834
11436100,8075.764176507135
11436250,8095.459070666453
11436400,7792.98973630692
11436550,7801.971685088242
11436700,7829.427399023672
11436850,7821.575056582814
11437000,7824.291913614151
11437150,7824.2615930690745
11437300,7801.904111094555
11437450,7798.795765892181
