blocknumber,reserve SUSHI,reserve WETH,volume SUSHI for 5% slippage
12233950,0,0,6990.503510266164
12234100,0,0,6975.759144781856
12234250,0,0,6961.7349526709295
12234400,0,0,6973.009369065403
12234550,0,0,6983.267986879189
12234700,0,0,6982.00977359814
12234850,0,0,6979.417499419389
12235000,0,0,6972.483290294476
12235150,0,0,6977.2465924501885
12235300,0,0,6971.872858540941
12235450,0,0,6891.801771700892
12235600,0,0,6874.147236040211
12235750,0,0,6887.281738378835
12235900,0,0,6881.107413591424
12236050,0,0,6886.647846691267
12236200,0,0,6882.969278293807
12236350,0,0,6923.207638485968
12236500,0,0,6934.826547079749
12236650,0,0,6981.403923861042
12236800,0,0,6943.717823080224
12236950,0,0,6827.215107284792
12237100,0,0,6844.828274936357
12237250,0,0,6899.127087122586
12237400,0,0,6911.270159408246
12237550,0,0,6910.712469766411
12237700,0,0,6930.659516769316
12237850,0,0,6931.317310613289
12238000,0,0,6907.057927237067
12238150,0,0,6919.063988991285
12238300,0,0,6984.0515614051255
12238450,0,0,6959.158476548095
12238600,0,0,6951.686496372451
12238750,0,0,6980.711554196139
12238900,0,0,6982.208516920218
12239050,0,0,6965.447945770371
12239200,0,0,6954.104092441732
12239350,0,0,6886.053142734236
12239500,0,0,6840.956795291335
12239650,0,0,6796.198597905328
12239800,0,0,6832.906849395149
12239950,0,0,6817.539680770758
12240100,0,0,6817.989294237996
12240250,0,0,6859.416357318711
12240400,0,0,6846.289411128557
12240550,0,0,6835.8118460588885
12240700,0,0,6870.999942965485
12240850,0,0,6839.515399762124
12241000,0,0,6861.54669508808
12241150,0,0,6860.750891205447
12241300,0,0,6794.307690276153
12241450,0,0,6779.523098860649
12241600,0,0,6824.048614345942
12241750,0,0,6818.536348957539
12241900,0,0,6799.641218400109
12242050,0,0,6832.125817441673
12242200,0,0,6812.986172949677
12242350,0,0,6754.516534738257
12242500,0,0,6753.658724630906
12242650,0,0,6778.4163442437275
12242800,0,0,6768.744479834582
12242950,0,0,6761.081158351924
12243100,0,0,6794.934855656829
12243250,0,0,6786.188312175887
12243400,0,0,6808.8284496932465
12243550,0,0,6819.867335775794
12243700,0,0,6812.594552606766
12243850,0,0,6814.358475392757
12244000,0,0,6811.677905253382
12244150,0,0,6825.462523253591
12244300,0,0,6813.831181765912
12244450,0,0,6793.276921095297
12244600,0,0,6805.271609923599
12244750,0,0,6785.300175871918
12244900,0,0,6785.300175871918
12245050,0,0,6784.050916733628
12245200,0,0,6791.115650239721
12245350,0,0,6791.317015849054
12245500,0,0,6823.238155348867
12245650,0,0,6820.724948995281
12245800,0,0,6777.851242051096
12245950,0,0,6805.846590100409
12246100,0,0,6835.127555472805
12246250,0,0,6824.264313189575
12246400,0,0,6788.565070978468
12246550,0,0,6750.268515006057
12246700,0,0,6771.8910470646515
12246850,0,0,6865.428256876607
12247000,0,0,6859.387327081771
12247150,0,0,6883.480852283974
12247300,0,0,6854.990351902743
12247450,0,0,6901.376147041796
12247600,0,0,6882.829502604072
12247750,0,0,6942.245114009274
12247900,0,0,6946.335005210916
12248050,0,0,6986.332256255584
12248200,0,0,6986.497081047652
12248350,0,0,6982.7828348115145
12248500,0,0,7014.610473998997
12248650,0,0,7002.694898495247
12248800,0,0,7010.737162937527
12248950,0,0,7027.957496459858
12249100,0,0,7011.771270409663
12249250,0,0,7002.058199623716
12249400,0,0,6956.299373821646
12249550,0,0,6954.594513711403
12249700,0,0,6954.594513711403
12249850,0,0,6964.920242009917
12250000,0,0,6959.408194388059
12250150,0,0,6960.51676804357
12250300,0,0,6974.341949089721
12250450,0,0,6971.819846230559
12250600,0,0,6971.819846230559
12250750,0,0,6984.977740967384
12250900,0,0,7011.023373374308
12251050,0,0,6987.035489341535
12251200,0,0,7017.552468578651
12251350,0,0,7017.552468578651
12251500,0,0,7015.0752688471985
12251650,0,0,7016.333188532997
12251800,0,0,6993.558549020934
12251950,0,0,7015.752827822056
12252100,0,0,6998.577539179649
12252250,0,0,7003.852412881417
12252400,0,0,7032.943576111662
12252550,0,0,7006.050308136881
12252700,0,0,7011.376641315495
12252850,0,0,7053.320771471888
12253000,0,0,7052.854899864644
12253150,0,0,7043.4389247058425
12253300,0,0,7081.89743523128
12253450,0,0,7077.552015403053
12253600,0,0,7042.204186558869
12253750,0,0,7054.47351916699
12253900,0,0,7057.956221507018
12254050,0,0,7059.535168875445
12254200,0,0,7076.515930432273
12254350,0,0,7095.862487514532
12254500,0,0,7099.16083271231
12254650,0,0,7105.956493698759
12254800,0,0,7100.577352479217
12254950,0,0,7118.409871103533
12255100,0,0,7081.07760455925
12255250,0,0,7076.450899915304
12255400,0,0,7063.508545763791
12255550,0,0,7108.956535565347
12255700,0,0,7101.641538450029
12255850,0,0,7105.375646102591
12256000,0,0,7091.898331408214
12256150,0,0,6966.592872300156
12256300,0,0,6934.152840721217
12256450,0,0,6933.917808548635
12256600,0,0,6933.917808548635
12256750,0,0,6911.765240609297
12256900,0,0,6904.096526645619
12257050,0,0,6946.037710531236
12257200,0,0,6922.005568623921
12257350,0,0,6954.222655938007
12257500,0,0,6954.476297389832
12257650,0,0,6967.28146584105
12257800,0,0,6974.070737166388
12257950,0,0,6971.54037211102
12258100,0,0,6985.765937638644
12258250,0,0,6970.374569430656
12258400,0,0,6970.374569430656
12258550,0,0,6970.009863432439
12258700,0,0,6960.814897778793
12258850,0,0,6929.711871098407
12259000,0,0,6970.829990801489
12259150,0,0,6930.055006354582
12259300,0,0,6901.290332861274
12259450,0,0,6866.3872620907205
12259600,0,0,6871.1913000275235
12259750,0,0,6844.222462139529
12259900,0,0,6847.0557858229
12260050,0,0,6858.147693099658
12260200,0,0,6889.109156257531
12260350,0,0,6842.819482153267
12260500,0,0,6884.122415622827
12260650,0,0,6878.889871483654
12260800,0,0,6835.5916866747575
12260950,0,0,6887.869218835913
12261100,0,0,6918.669797783281
12261250,0,0,6957.189387602528
12261400,0,0,6977.435244662949
12261550,0,0,7012.380952109437
12261700,0,0,7130.485697234981
12261850,0,0,7141.781867887592
12262000,0,0,7180.141304722929
12262150,0,0,7359.976366925286
12262300,0,0,7259.299144916207
12262450,0,0,7309.50879026117
12262600,0,0,7319.504415214702
12262750,0,0,7133.089578568295
12262900,0,0,7160.451815774228
12263050,0,0,7179.6945384347055
12263200,0,0,7216.929824728606
12263350,0,0,7209.332883719355
12263500,0,0,7204.093486873695
12263650,0,0,7198.7410373458115
12263800,0,0,7197.480163977249
12263950,0,0,7284.182829730416
12264100,0,0,7274.705483307334
12264250,0,0,7243.928055482829
12264400,0,0,7239.167046348099
12264550,0,0,7210.301254348742
12264700,0,0,7210.301254348742
12264850,0,0,6965.783310090832
12265000,0,0,7064.1144729605
12265150,0,0,7095.849028666271
12265300,0,0,7116.944204000261
12265450,0,0,7133.6923617743305
12265600,0,0,7126.533383838629
12265750,0,0,7134.428120680735
12265900,0,0,7171.463485136192
12266050,0,0,7120.522634945781
12266200,0,0,7117.208673149027
12266350,0,0,7137.920301852428
12266500,0,0,7137.3416414185485
12266650,0,0,7136.839416360483
12266800,0,0,7143.042433339986
12266950,0,0,7117.655544433015
12267100,0,0,7156.1910553718335
12267250,0,0,7199.6476493268565
12267400,0,0,7154.136756343913
12267550,0,0,7391.224356456427
12267700,0,0,7351.973235107143
12267850,0,0,7327.053223228082
12268000,0,0,7302.079921137862
12268150,0,0,7286.330641363747
12268300,0,0,7251.091436380462
12268450,0,0,7250.230879950541
12268600,0,0,7279.184580416651
12268750,0,0,7279.062923666061
12268900,0,0,7265.3096791517455
12269050,0,0,7242.626335633977
12269200,0,0,7242.626250881731
12269350,0,0,7217.990151669277
12269500,0,0,7254.980371524085
12269650,0,0,7279.181849137531
12269800,0,0,7248.865703966876
12269950,0,0,7343.782087472355
12270100,0,0,7331.635538728355
12270250,0,0,7342.4804962196795
12270400,0,0,7302.526371044194
12270550,0,0,7262.211625436117
12270700,0,0,7276.631839499256
12270850,0,0,7301.978858848859
12271000,0,0,7367.258561091352
12271150,0,0,7383.808177938539
12271300,0,0,7412.911964970699
12271450,0,0,7500.98111899005
12271600,0,0,7487.302592895663
12271750,0,0,7585.119396537251
12271900,0,0,7532.33169019554
12272050,0,0,7583.150073968514
12272200,0,0,7647.6229069192195
12272350,0,0,7596.9864512716595
12272500,0,0,7602.165754571266
12272650,0,0,7605.324954596639
12272800,0,0,7572.750532205333
12272950,0,0,7568.556443881418
12273100,0,0,7549.563165150175
12273250,0,0,7590.170509862684
12273400,0,0,7587.624479479477
12273550,0,0,7627.416518280748
12273700,0,0,7655.093342059932
12273850,0,0,7727.148971234215
12274000,0,0,7686.707953260833
12274150,0,0,7734.076374313445
12274300,0,0,7764.533102527406
12274450,0,0,7701.600607528904
12274600,0,0,7749.257435360865
12274750,0,0,7773.825449444499
12274900,0,0,7776.639102590794
12275050,0,0,7707.634730379388
12275200,0,0,7701.297493704449
12275350,0,0,7700.929685098032
12275500,0,0,7813.984861317789
12275650,0,0,7783.924976856826
12275800,0,0,7773.24037102898
12275950,0,0,7772.156143598462
12276100,0,0,7772.717598362564
12276250,0,0,7825.349177309923
12276400,0,0,7808.606953538372
12276550,0,0,7705.575612572866
12276700,0,0,7691.103703658853
12276850,0,0,7711.920518041967
12277000,0,0,7674.4896179621865
12277150,0,0,7670.292240161885
12277300,0,0,7666.356377396878
12277450,0,0,7666.356377396878
12277600,0,0,7662.045613979979
12277750,0,0,7700.471324698738
12277900,0,0,7673.341509969381
12278050,0,0,7668.243174955569
12278200,0,0,7699.759405920544
12278350,0,0,7720.344287215179
12278500,0,0,7679.677132200421
12278650,0,0,7740.507614427246
12278800,0,0,7737.41492812676
12278950,0,0,7745.8686061021
12279100,0,0,7770.120648669603
12279250,0,0,7780.000571055221
12279400,0,0,7791.774434527295
12279550,0,0,7799.159547264484
12279700,0,0,7789.438821497461
12279850,0,0,7814.192777763616
12280000,0,0,7821.446107058902
12280150,0,0,7811.52047235606
12280300,0,0,7793.594481091539
12280450,0,0,7787.36924638215
12280600,0,0,7801.043603159749
12280750,0,0,7764.608473488595
12280900,0,0,7737.533037924266
12281050,0,0,7737.479434731096
12281200,0,0,7736.909047730063
12281350,0,0,7781.336748939735
12281500,0,0,7779.313939584652
12281650,0,0,7790.280652090965
12281800,0,0,7801.360537842469
12281950,0,0,7794.29881556108
12282100,0,0,7766.112585113093
12282250,0,0,7765.748668360204
12282400,0,0,7763.494490326644
12282550,0,0,7814.696262697165
12282700,0,0,7831.521375261742
12282850,0,0,7832.493749516114
12283000,0,0,7825.758159044053
12283150,0,0,7863.1860154612805
12283300,0,0,7854.051956215
12283450,0,0,7856.699521503382
12283600,0,0,7958.750489366124
12283750,0,0,7962.645226208289
12283900,0,0,8011.3343294097285
12284050,0,0,8025.3168927940715
12284200,0,0,8034.759060331038
12284350,0,0,7999.221889787674
12284500,0,0,7890.902100655745
12284650,0,0,7880.565622892318
12284800,0,0,7848.827358982031
12284950,0,0,7848.827358982031
12285100,0,0,7860.526828551228
12285250,0,0,7860.526828551228
12285400,0,0,7864.222564685013
12285550,0,0,7867.514027221128
12285700,0,0,7909.192343458824
12285850,0,0,7874.494185014424
12286000,0,0,7903.721183470014
12286150,0,0,7938.459041121707
12286300,0,0,7945.848175145453
12286450,0,0,7998.703648687078
12286600,0,0,7974.2455401053885
12286750,0,0,7974.2455401053885
12286900,0,0,7974.5127343328495
12287050,0,0,8010.471154175641
12287200,0,0,8010.471154175641
12287350,0,0,8046.542464873841
12287500,0,0,8045.621724432596
12287650,0,0,8069.71911750795
12287800,0,0,8066.859668887133
12287950,0,0,8047.637987673952
12288100,0,0,8081.026423308707
12288250,0,0,8070.654351775622
12288400,0,0,8046.490505822032
12288550,0,0,7979.597634374106
12288700,0,0,8016.095306229108
12288850,0,0,8046.00344787474
12289000,0,0,8071.2664744083595
12289150,0,0,8009.666363481578
12289300,0,0,7896.6792147292
12289450,0,0,7874.482254171686
12289600,0,0,7816.991004109557
12289750,0,0,7845.300591153209
12289900,0,0,7867.224758239288
12290050,0,0,7891.194866503269
12290200,0,0,7920.164984564879
12290350,0,0,8006.46471631786
12290500,0,0,8050.348714267893
12290650,0,0,8055.013627217704
12290800,0,0,8016.942418754479
12290950,0,0,8012.790857306973
12291100,0,0,7985.823227022804
12291250,0,0,8039.906787539221
12291400,0,0,8050.899581614358
12291550,0,0,8116.822428495507
12291700,0,0,8110.180109673558
12291850,0,0,8085.156226570369
12292000,0,0,8067.128114431223
12292150,0,0,8096.552916649554
12292300,0,0,8107.27510323326
12292450,0,0,8101.289133317012
12292600,0,0,8132.24874309724
12292750,0,0,8143.26842011034
12292900,0,0,8165.181910447747
12293050,0,0,8141.549508533237
12293200,0,0,8190.572371220158
12293350,0,0,8185.246855992678
12293500,0,0,8244.155784195027
12293650,0,0,8299.544245017314
12293800,0,0,8317.77664263011
12293950,0,0,8314.826084491215
12294100,0,0,8300.228643956478
12294250,0,0,8306.033664603106
12294400,0,0,8334.807581193629
12294550,0,0,8379.494783775648
12294700,0,0,8349.801756258792
12294850,0,0,8361.023439954733
12295000,0,0,8363.637089261785
12295150,0,0,8333.599048360542
12295300,0,0,8359.753072867315
12295450,0,0,8256.164103415154
12295600,0,0,8320.020557332638
12295750,0,0,8283.563077234605
12295900,0,0,8292.598117356421
12296050,0,0,8285.583691626554
12296200,0,0,8277.548106931907
12296350,0,0,8216.698899377167
12296500,0,0,8228.263622796774
12296650,0,0,8296.633513735113
12296800,0,0,8296.370355840365
12296950,0,0,8322.636109858751
12297100,0,0,8326.613611958775
12297250,0,0,8327.4191655615
12297400,0,0,8323.752478414506
12297550,0,0,8364.484349421604
12297700,0,0,8357.266313916538
12297850,0,0,8398.557097948942
12298000,0,0,8396.086963833077
12298150,0,0,8395.227931841102
12298300,0,0,8419.914521117375
12298450,0,0,8374.120383240981
12298600,0,0,8423.535071435006
12298750,0,0,8358.884442723647
12298900,0,0,8399.66954927065
12299050,0,0,8399.582202250109
12299200,0,0,8370.5350048838
12299350,0,0,8356.89832299485
12299500,0,0,8317.63587323713
12299650,0,0,8314.341814367916
12299800,0,0,8305.216644086264
12299950,0,0,8343.520906662248
12300100,0,0,8338.456908450462
12300250,0,0,8376.231975954754
12300400,0,0,8351.607105124654
12300550,0,0,8438.609319333424
12300700,0,0,8456.056719545159
12300850,0,0,8463.335537469335
12301000,0,0,8427.459830397886
12301150,0,0,8413.152761284466
12301300,0,0,8396.182623644097
12301450,0,0,8397.704780313245
12301600,0,0,8411.216000238492
12301750,0,0,8327.079231812415
12301900,0,0,8324.73685548568
12302050,0,0,8339.207301833958
12302200,0,0,8325.45847538038
12302350,0,0,8356.225859825645
12302500,0,0,8372.901970080653
12302650,0,0,8406.289843527396
12302800,0,0,8399.587579169252
12302950,0,0,8394.83322618273
12303100,0,0,8399.568657096563
12303250,0,0,8407.426305589324
12303400,0,0,8432.679969955381
12303550,0,0,8391.887991245952
12303700,0,0,8396.916430298646
12303850,0,0,8354.47366058611
12304000,0,0,8371.027078253363
12304150,0,0,8387.835770506033
12304300,0,0,8411.964511848957
12304450,0,0,8404.889938891516
12304600,0,0,8418.505758194951
12304750,0,0,8437.807827853248
12304900,0,0,8440.220573035564
12305050,0,0,8426.469456830295
12305200,0,0,8439.964598404651
12305350,0,0,8439.964598404651
12305500,0,0,8442.15475981473
12305650,0,0,8429.699547198688
12305800,0,0,8406.498658948432
12305950,0,0,8421.777441611135
12306100,0,0,8437.777919451153
12306250,0,0,8438.195598017977
12306400,0,0,8464.36258931423
12306550,0,0,8465.81498124078
12306700,0,0,8432.965232981078
12306850,0,0,8433.66541113099
12307000,0,0,8394.574245261989
12307150,0,0,8494.325742548477
12307300,0,0,8455.738669794257
12307450,0,0,8453.226628118486
12307600,0,0,8448.121569099429
12307750,0,0,8421.581331786321
12307900,0,0,8413.603740247228
12308050,0,0,8424.910291696433
12308200,0,0,8428.773909007316
12308350,0,0,8424.872221715079
12308500,0,0,8427.195315023564
12308650,0,0,8413.167734861403
12308800,0,0,8415.660364624404
12308950,0,0,8388.321180938627
12309100,0,0,8391.721986594144
12309250,0,0,8383.059820445342
12309400,0,0,8385.497431484051
12309550,0,0,8388.955173931841
12309700,0,0,8355.913619029918
12309850,0,0,8351.75810137199
12310000,0,0,8329.152363130823
12310150,0,0,8330.518281754106
12310300,0,0,8314.554648403922
12310450,0,0,8328.19085776023
12310600,0,0,8358.813752508344
12310750,0,0,8360.267698786163
12310900,0,0,8377.622391909768
12311050,0,0,8398.733434904774
12311200,0,0,8427.818437131937
12311350,0,0,8415.347904142865
12311500,0,0,8427.701701086306
12311650,0,0,8448.269323362416
12311800,0,0,8465.300831929111
12311950,0,0,8518.580526493606
12312100,0,0,8506.73424240321
12312250,0,0,8500.94704052445
12312400,0,0,8504.498671585025
12312550,0,0,8484.390971575165
12312700,0,0,8536.891555637092
12312850,0,0,8482.720926738286
12313000,0,0,8499.087167419697
12313150,0,0,8483.306611914391
12313300,0,0,8493.303248869342
12313450,0,0,8489.587171923282
12313600,0,0,8501.396405157924
12313750,0,0,8498.098174870742
12313900,0,0,8516.421423043008
12314050,0,0,8515.251087281242
12314200,0,0,8480.812519864587
12314350,0,0,8444.962881789106
12314500,0,0,8447.271035832644
12314650,0,0,8435.96136859138
12314800,0,0,8446.768111317186
12314950,0,0,8446.768111317186
12315100,0,0,8438.578223826014
12315250,0,0,8438.578223826014
12315400,0,0,8415.181397563661
12315550,0,0,8345.331508808915
12315700,0,0,8333.236498733051
12315850,0,0,8381.429938561778
12316000,0,0,8397.714367122011
12316150,0,0,8397.425069848134
12316300,0,0,8399.19854741465
12316450,0,0,8398.788004975475
12316600,0,0,8423.231015246449
12316750,0,0,8425.451106434077
12316900,0,0,8432.186207737046
12317050,0,0,8440.016548434069
12317200,0,0,8430.410832531343
12317350,0,0,8568.665753119072
12317500,0,0,8556.856739366427
12317650,0,0,8566.476988935174
12317800,0,0,8591.443332914787
12317950,0,0,8558.043991492188
12318100,0,0,8558.440045847208
12318250,0,0,8557.389961313369
12318400,0,0,8604.556972331804
12318550,0,0,8666.505748665339
12318700,0,0,8638.332936779218
12318850,0,0,8596.505165084876
12319000,0,0,8600.27884929537
12319150,0,0,8583.86600841931
12319300,0,0,8602.116259845847
12319450,0,0,8581.150432333787
12319600,0,0,8507.916091975349
12319750,0,0,8478.152171511087
12319900,0,0,8473.319947840791
12320050,0,0,8486.611506091984
12320200,0,0,8502.235449053114
12320350,0,0,8478.070508627105
12320500,0,0,8442.684791417356
12320650,0,0,8402.325910961983
12320800,0,0,8417.128670881473
12320950,0,0,8386.105985278613
12321100,0,0,8389.289389820537
12321250,0,0,8434.483441742224
12321400,0,0,8433.689246008202
12321550,0,0,8435.325443673879
12321700,0,0,8423.56519591235
12321850,0,0,8423.95461999139
12322000,0,0,8406.836214644485
12322150,0,0,8373.4128850704
12322300,0,0,8391.073838720651
12322450,0,0,8378.990639618016
12322600,0,0,8412.797755470092
12322750,0,0,8443.344697791472
12322900,0,0,8461.644101693819
12323050,0,0,8476.990601541125
12323200,0,0,8416.861839484394
12323350,0,0,8409.447570342192
12323500,0,0,8405.775606753217
12323650,0,0,8239.462453968154
12323800,0,0,8252.141411792865
12323950,0,0,8255.887858356
12324100,0,0,8238.666530010756
12324250,0,0,8246.296171323833
12324400,0,0,8156.619721391442
12324550,0,0,8108.189971632848
12324700,0,0,8119.333724300843
12324850,0,0,8062.025073207042
12325000,0,0,7984.379950108239
12325150,0,0,8049.841623820772
12325300,0,0,8059.239736877877
12325450,0,0,8024.43757188163
12325600,0,0,8011.499930307851
12325750,0,0,8017.796353618702
12325900,0,0,8059.487625065085
12326050,0,0,8060.651245345507
12326200,0,0,8090.966675880336
12326350,0,0,8126.688376984763
12326500,0,0,8135.83355739704
12326650,0,0,8191.580748951063
12326800,0,0,8147.640970041044
12326950,0,0,8144.702312327805
12327100,0,0,8199.05588370189
12327250,0,0,8196.459317407775
12327400,0,0,8226.365559869533
12327550,0,0,8194.723699442373
12327700,0,0,8212.436964959168
12327850,0,0,8193.264913958556
12328000,0,0,8205.64532009975
12328150,0,0,8195.092381318536
12328300,0,0,8220.24494819087
12328450,0,0,8201.188813962683
12328600,0,0,8195.089288360672
12328750,0,0,8188.267292678705
12328900,0,0,8164.606900057319
12329050,0,0,8202.232238451164
12329200,0,0,8160.796735772572
12329350,0,0,8208.235284783324
12329500,0,0,8168.233628535643
12329650,0,0,8162.3113332505745
12329800,0,0,8160.922559361759
12329950,0,0,8189.379769158317
12330100,0,0,8133.955180792196
12330250,0,0,8138.178272821999
12330400,0,0,8141.737403995416
12330550,0,0,8164.210197548149
12330700,0,0,8143.936442182487
12330850,0,0,8162.606981725199
12331000,0,0,8168.140367652202
12331150,0,0,8190.81068469974
12331300,0,0,8205.867604510102
12331450,0,0,8205.873253220663
12331600,0,0,8201.795002379135
12331750,0,0,8175.071121551067
12331900,0,0,8149.4782536524
12332050,0,0,8159.18782820506
12332200,0,0,8087.886352222238
12332350,0,0,8087.886352222238
12332500,0,0,8109.689060385135
12332650,0,0,8086.793540990853
12332800,0,0,8083.276170623343
12332950,0,0,8079.130957968853
12333100,0,0,8136.9244696071255
12333250,0,0,8133.261312231625
12333400,0,0,8147.889652897429
12333550,0,0,8160.878337362781
12333700,0,0,8134.207845696976
12333850,0,0,8151.809231560212
12334000,0,0,8121.739329839504
12334150,0,0,8128.387247568986
12334300,0,0,8138.077312521957
12334450,0,0,8149.095230405917
12334600,0,0,8139.144450779393
12334750,0,0,8128.641480409977
12334900,0,0,8086.878136981104
12335050,0,0,8086.691604113817
12335200,0,0,8109.452739156724
12335350,0,0,8125.823779884609
12335500,0,0,8111.462692723464
12335650,0,0,8079.435507738759
12335800,0,0,8115.956504354603
12335950,0,0,8123.744974522269
12336100,0,0,8146.244038989127
12336250,0,0,8159.56803645895
12336400,0,0,8215.214812904509
12336550,0,0,8257.594293853559
12336700,0,0,8310.244015599805
12336850,0,0,8296.657089387736
12337000,0,0,8323.337566310773
12337150,0,0,8328.750446840742
12337300,0,0,8328.750446840742
12337450,0,0,8339.355858911382
12337600,0,0,8296.658169644506
12337750,0,0,8291.130101634044
12337900,0,0,8303.401376777532
12338050,0,0,8306.73913818688
12338200,0,0,8319.705432699266
12338350,0,0,8315.714432539797
12338500,0,0,8294.863037710253
12338650,0,0,8331.636946840299
12338800,0,0,8335.201689430047
12338950,0,0,8316.045224307978
12339100,0,0,8310.170642159472
12339250,0,0,8298.877424867678
12339400,0,0,8306.537071292754
12339550,0,0,8276.870266423095
12339700,0,0,8267.955987438268
12339850,0,0,8240.99561054926
12340000,0,0,8238.817868175684
12340150,0,0,8258.094941258809
12340300,0,0,8257.398219775088
12340450,0,0,8247.337320934981
12340600,0,0,8248.06030679369
12340750,0,0,8228.80796443866
12340900,0,0,8232.323185223446
12341050,0,0,8262.576180511765
12341200,0,0,8259.070907687012
12341350,0,0,8257.397396239016
12341500,0,0,8306.474240089825
12341650,0,0,8290.617353990587
12341800,0,0,8287.698269478045
12341950,0,0,8266.492256146885
12342100,0,0,8274.9990262762
12342250,0,0,8229.809577916749
12342400,0,0,8181.18588620206
12342550,0,0,8175.69254641977
12342700,0,0,8179.182746068662
12342850,0,0,8169.13152635697
12343000,0,0,8143.429512688657
12343150,0,0,8122.166867833323
12343300,0,0,8117.79811299633
12343450,0,0,8124.132438350061
12343600,0,0,8162.362215433532
12343750,0,0,8119.392527164484
12343900,0,0,8111.68234542149
12344050,0,0,8110.269367893692
12344200,0,0,8142.671074339014
12344350,0,0,8163.747085669747
12344500,0,0,8151.991910115321
12344650,0,0,8188.044551735598
12344800,0,0,8169.561666788446
12344950,0,0,8180.376257239783
12345100,0,0,8182.92882693882
12345250,0,0,8168.698217330006
12345400,0,0,8172.678702884557
12345550,0,0,8182.302465270826
12345700,0,0,8167.022487858281
12345850,0,0,8169.755117156659
12346000,0,0,8178.795582251914
12346150,0,0,8177.124060158967
12346300,0,0,8294.45087027279
12346450,0,0,8279.69779196856
12346600,0,0,8266.146499153314
12346750,0,0,8258.391129538475
12346900,0,0,8275.360640139144
12347050,0,0,8281.126974232815
12347200,0,0,8251.348715468397
12347350,0,0,8320.639935258077
12347500,0,0,8341.583960427903
12347650,0,0,8319.280405864527
12347800,0,0,8329.295324867446
12347950,0,0,8328.204347297084
12348100,0,0,8326.543763746886
12348250,0,0,8332.286392405833
12348400,0,0,8327.254085552471
12348550,0,0,8327.310812452604
12348700,0,0,8317.461397895851
12348850,0,0,8342.241602953174
12349000,0,0,8325.539933798485
12349150,0,0,8363.202552112198
12349300,0,0,8348.130429975135
12349450,0,0,8334.51223128612
12349600,0,0,8331.632884695427
12349750,0,0,8327.877407977707
12349900,0,0,8339.680500671151
12350050,0,0,8329.459334171202
12350200,0,0,8306.179956576874
12350350,0,0,8329.47041197354
12350500,0,0,8359.48842265067
12350650,0,0,8332.397001289966
12350800,0,0,8380.52251001852
12350950,0,0,8433.333743549563
12351100,0,0,8430.960077262018
12351250,0,0,8413.841574920603
12351400,0,0,8407.270212516829
12351550,0,0,8418.585754344298
12351700,0,0,8456.66713085954
12351850,0,0,8443.568037407327
12352000,0,0,8446.075998063694
12352150,0,0,8424.077995814238
12352300,0,0,8428.126337120659
12352450,0,0,8444.842860938777
12352600,0,0,8516.466455378075
12352750,0,0,8512.352168237383
12352900,0,0,8519.591976389376
12353050,0,0,8508.57465888554
12353200,0,0,8502.060418398352
12353350,0,0,8507.316704885656
12353500,0,0,8593.264131849894
12353650,0,0,8591.035984984308
12353800,0,0,8581.979144222481
12353950,0,0,8590.331635324284
12354100,0,0,8599.75935682762
12354250,0,0,8576.24800648843
12354400,0,0,8573.548962455447
12354550,0,0,8576.923220564582
12354700,0,0,8636.081748841243
12354850,0,0,8620.01154910159
12355000,0,0,8567.718063087465
12355150,0,0,8597.188558029826
12355300,0,0,8598.691738264868
12355450,0,0,8584.557535654283
12355600,0,0,8612.11312851141
12355750,0,0,8611.447458834766
12355900,0,0,8605.695139210002
12356050,0,0,8588.567892663414
12356200,0,0,8574.126482811116
12356350,0,0,8567.242995167675
12356500,0,0,8527.596638527233
12356650,0,0,8521.951040399726
12356800,0,0,8526.97109807824
12356950,0,0,8534.15834578505
12357100,0,0,8634.628083454329
12357250,0,0,8303.001432800258
12357400,0,0,8407.152273747459
12357550,0,0,8435.276223140507
12357700,0,0,8447.063669222553
12357850,0,0,8429.014847411803
12358000,0,0,8410.515656384348
12358150,0,0,8373.070578842453
12358300,0,0,8394.760237058828
12358450,0,0,8360.974637427862
12358600,0,0,8360.132658566785
12358750,0,0,8386.848495753715
12358900,0,0,8399.00446033146
12359050,0,0,8393.394121586898
12359200,0,0,8402.229966281564
12359350,0,0,8410.047309438407
12359500,0,0,8403.357043563621
12359650,0,0,8378.510552181368
12359800,0,0,8437.595927023649
12359950,0,0,8430.53727174041
12360100,0,0,8438.08302321608
12360250,0,0,8460.311059816624
12360400,0,0,8468.397000019177
12360550,0,0,8486.85560096227
12360700,0,0,8582.351003571152
12360850,0,0,8564.81171411631
12361000,0,0,8571.102367166837
12361150,0,0,8567.38799035945
12361300,0,0,8590.360952544492
12361450,0,0,8561.976896417968
12361600,0,0,8604.803085021995
12361750,0,0,8610.14095445929
12361900,0,0,8585.590432256606
12362050,0,0,8598.308087414945
12362200,0,0,8582.694787818851
12362350,0,0,8613.736822705308
12362500,0,0,8621.458438494767
12362650,0,0,8664.3097849857
12362800,0,0,8664.3097849857
12362950,0,0,8711.796096783248
12363100,0,0,8788.065682152315
12363250,0,0,8802.33752612691
12363400,0,0,8858.726460867038
12363550,0,0,8878.59969900045
12363700,0,0,8868.5939591348
12363850,0,0,8869.840395268402
12364000,0,0,8874.279107110517
12364150,0,0,8918.23149639985
12364300,0,0,8894.475058015465
