blocknumber,reserve YFI,reserve USDC,volume YFI for 5% slippage
12161350,0,0,0.0002037833449907312
12161500,0,0,0.0002037833449907312
12161650,0,0,0.0002037833449907312
12161800,0,0,0.0002037833449907312
12161950,0,0,0.0002037833449907312
12162100,0,0,0.0002037833449907312
12162250,0,0,0.0002037833449907312
12162400,0,0,0.0002037833449907312
12162550,0,0,0.0002037833449907312
12162700,0,0,0.0002037833449907312
12162850,0,0,0.0002037833449907312
12163000,0,0,0.0002037833449907312
12163150,0,0,0.0002037833449907312
12163300,0,0,0.0002037833449907312
12163450,0,0,0.0002037833449907312
12163600,0,0,0.0002037833449907312
12163750,0,0,0.0002037833449907312
12163900,0,0,0.0002037833449907312
12164050,0,0,0.0002037833449907312
12164200,0,0,0.0002037833449907312
12164350,0,0,0.0002037833449907312
12164500,0,0,0.0002037833449907312
12164650,0,0,0.0002037833449907312
12164800,0,0,0.0002037833449907312
12164950,0,0,0.0002037833449907312
12165100,0,0,0.0002037833449907312
12165250,0,0,0.0002037833449907312
12165400,0,0,0.0002037833449907312
12165550,0,0,0.0002037833449907312
12165700,0,0,0.0002037833449907312
12165850,0,0,0.0002037833449907312
12166000,0,0,0.0002037833449907312
12166150,0,0,0.0002037833449907312
12166300,0,0,0.0002037833449907312
12166450,0,0,0.0002037833449907312
12166600,0,0,0.0002037833449907312
12166750,0,0,0.0002037833449907312
12166900,0,0,0.0002037833449907312
12167050,0,0,0.0002037833449907312
12167200,0,0,0.0002037833449907312
12167350,0,0,0.0002037833449907312
12167500,0,0,0.0002037833449907312
12167650,0,0,0.0002037833449907312
12167800,0,0,0.0002037833449907312
12167950,0,0,0.0002037833449907312
12168100,0,0,0.0002037833449907312
12168250,0,0,0.0002037833449907312
12168400,0,0,0.0002037833449907312
12168550,0,0,0.0002037833449907312
12168700,0,0,0.0002037833449907312
12168850,0,0,0.0002037833449907312
12169000,0,0,0.0002037833449907312
12169150,0,0,0.0002037833449907312
12169300,0,0,0.0002037833449907312
12169450,0,0,0.0002037833449907312
12169600,0,0,0.0002037833449907312
12169750,0,0,0.0002037833449907312
12169900,0,0,0.0002037833449907312
12170050,0,0,0.0002037833449907312
12170200,0,0,0.0002037833449907312
12170350,0,0,0.0002037833449907312
12170500,0,0,0.0002037833449907312
12170650,0,0,0.0002037833449907312
12170800,0,0,0.0002037833449907312
12170950,0,0,0.0002037833449907312
12171100,0,0,0.0002037833449907312
12171250,0,0,0.0002037833449907312
12171400,0,0,0.0002037833449907312
12171550,0,0,0.0002037833449907312
12171700,0,0,0.0002037833449907312
12171850,0,0,0.0002037833449907312
12172000,0,0,0.0002037833449907312
12172150,0,0,0.0002037833449907312
12172300,0,0,0.0002037833449907312
12172450,0,0,0.0002037833449907312
12172600,0,0,0.0002037833449907312
12172750,0,0,0.0002037833449907312
12172900,0,0,0.0002037833449907312
12173050,0,0,0.0002037833449907312
12173200,0,0,0.0002037833449907312
12173350,0,0,0.0002037833449907312
12173500,0,0,0.0002037833449907312
12173650,0,0,0.0002037833449907312
12173800,0,0,0.0002037833449907312
12173950,0,0,0.0002037833449907312
12174100,0,0,0.0002037833449907312
12174250,0,0,0.0002037833449907312
12174400,0,0,0.0002037833449907312
12174550,0,0,0.0002037833449907312
12174700,0,0,0.0002037833449907312
12174850,0,0,0.0002037833449907312
12175000,0,0,0.0002037833449907312
12175150,0,0,0.0002037833449907312
12175300,0,0,0.0002037833449907312
12175450,0,0,0.0002037833449907312
12175600,0,0,0.0002037833449907312
12175750,0,0,0.0002037833449907312
12175900,0,0,0.0002037833449907312
12176050,0,0,0.0002037833449907312
12176200,0,0,0.0002037833449907312
12176350,0,0,0.0002037833449907312
12176500,0,0,0.0002037833449907312
12176650,0,0,0.0002037833449907312
12176800,0,0,0.0002037833449907312
12176950,0,0,0.0002037833449907312
12177100,0,0,0.0002037833449907312
12177250,0,0,0.0002037833449907312
12177400,0,0,0.0002037833449907312
12177550,0,0,0.0002037833449907312
12177700,0,0,0.0002037833449907312
12177850,0,0,0.0002037833449907312
12178000,0,0,0.0002037833449907312
12178150,0,0,0.0002037833449907312
12178300,0,0,0.0002037833449907312
12178450,0,0,0.0002037833449907312
12178600,0,0,0.0002037833449907312
12178750,0,0,0.0002037833449907312
12178900,0,0,0.0002037833449907312
12179050,0,0,0.0002037833449907312
12179200,0,0,0.0002037833449907312
12179350,0,0,0.0002037833449907312
12179500,0,0,0.0002037833449907312
12179650,0,0,0.0002037833449907312
12179800,0,0,0.0002037833449907312
12179950,0,0,0.0002037833449907312
12180100,0,0,0.0002037833449907312
12180250,0,0,0.0002037833449907312
12180400,0,0,0.0002037833449907312
12180550,0,0,0.0002037833449907312
12180700,0,0,0.0002037833449907312
12180850,0,0,0.0002037833449907312
12181000,0,0,0.0002037833449907312
12181150,0,0,0.0002037833449907312
12181300,0,0,0.0002037833449907312
12181450,0,0,0.0002037833449907312
12181600,0,0,0.0002037833449907312
12181750,0,0,0.0002037833449907312
12181900,0,0,0.0002037833449907312
12182050,0,0,0.0002037833449907312
12182200,0,0,0.0002037833449907312
12182350,0,0,0.0002037833449907312
12182500,0,0,0.0002037833449907312
12182650,0,0,0.0002037833449907312
12182800,0,0,0.0002037833449907312
12182950,0,0,0.0002037833449907312
12183100,0,0,0.0002037833449907312
12183250,0,0,0.0002037833449907312
12183400,0,0,0.0002037833449907312
12183550,0,0,0.0002037833449907312
12183700,0,0,0.0002037833449907312
12183850,0,0,0.0002037833449907312
12184000,0,0,0.0002037833449907312
12184150,0,0,0.0002037833449907312
12184300,0,0,0.0002037833449907312
12184450,0,0,0.0002037833449907312
12184600,0,0,0.0002037833449907312
12184750,0,0,0.0002037833449907312
12184900,0,0,0.0002037833449907312
12185050,0,0,0.0002037833449907312
12185200,0,0,0.0002037833449907312
12185350,0,0,0.0002037833449907312
12185500,0,0,0.0002037833449907312
12185650,0,0,0.0002037833449907312
12185800,0,0,0.0002037833449907312
12185950,0,0,0.0002037833449907312
12186100,0,0,0.0002037833449907312
12186250,0,0,0.0002037833449907312
12186400,0,0,0.0002037833449907312
12186550,0,0,0.0002037833449907312
12186700,0,0,0.0002037833449907312
12186850,0,0,0.0002037833449907312
12187000,0,0,0.0002037833449907312
12187150,0,0,0.0002037833449907312
12187300,0,0,0.0002037833449907312
12187450,0,0,0.0002037833449907312
12187600,0,0,0.0002037833449907312
12187750,0,0,0.0002037833449907312
12187900,0,0,0.0002037833449907312
12188050,0,0,0.0002037833449907312
12188200,0,0,0.0002037833449907312
12188350,0,0,0.0002037833449907312
12188500,0,0,0.0002037833449907312
12188650,0,0,0.0002037833449907312
12188800,0,0,0.0002037833449907312
12188950,0,0,0.0002037833449907312
12189100,0,0,0.0002037833449907312
12189250,0,0,0.0002037833449907312
12189400,0,0,0.0002037833449907312
12189550,0,0,0.0002037833449907312
12189700,0,0,0.0002037833449907312
12189850,0,0,0.0002037833449907312
12190000,0,0,0.0002037833449907312
12190150,0,0,0.0002037833449907312
12190300,0,0,0.0002037833449907312
12190450,0,0,0.0002037833449907312
12190600,0,0,0.0002037833449907312
12190750,0,0,0.0002037833449907312
12190900,0,0,0.0002037833449907312
12191050,0,0,0.0002037833449907312
12191200,0,0,0.0002037833449907312
12191350,0,0,0.0002037833449907312
12191500,0,0,0.0002037833449907312
12191650,0,0,0.0002037833449907312
12191800,0,0,0.0002037833449907312
12191950,0,0,0.0002037833449907312
12192100,0,0,0.0002037833449907312
12192250,0,0,0.0002037833449907312
12192400,0,0,0.0002037833449907312
12192550,0,0,0.0002037833449907312
12192700,0,0,0.0002037833449907312
12192850,0,0,0.0002037833449907312
12193000,0,0,0.0002037833449907312
12193150,0,0,0.0002037833449907312
12193300,0,0,0.0002037833449907312
12193450,0,0,0.0002037833449907312
12193600,0,0,0.0002037833449907312
12193750,0,0,0.0002037833449907312
12193900,0,0,0.0002037833449907312
12194050,0,0,0.0002037833449907312
12194200,0,0,0.0002037833449907312
12194350,0,0,0.0002037833449907312
12194500,0,0,0.0002037833449907312
12194650,0,0,0.0002037833449907312
12194800,0,0,0.0002037833449907312
12194950,0,0,0.0002037833449907312
12195100,0,0,0.0002037833449907312
12195250,0,0,0.0002037833449907312
12195400,0,0,0.0002037833449907312
12195550,0,0,0.0002037833449907312
12195700,0,0,0.0002037833449907312
12195850,0,0,0.0002037833449907312
12196000,0,0,0.0002037833449907312
12196150,0,0,0.0002037833449907312
12196300,0,0,0.0002037833449907312
12196450,0,0,0.0002037833449907312
12196600,0,0,0.0002037833449907312
12196750,0,0,0.0002037833449907312
12196900,0,0,0.0002037833449907312
12197050,0,0,0.0002037833449907312
12197200,0,0,0.0002037833449907312
12197350,0,0,0.0002037833449907312
12197500,0,0,0.0002037833449907312
12197650,0,0,0.0002037833449907312
12197800,0,0,0.0002037833449907312
12197950,0,0,0.0002037833449907312
12198100,0,0,0.0002037833449907312
12198250,0,0,0.0002037833449907312
12198400,0,0,0.0002037833449907312
12198550,0,0,0.0002037833449907312
12198700,0,0,0.0002037833449907312
12198850,0,0,0.0002037833449907312
12199000,0,0,0.0002037833449907312
12199150,0,0,0.0002037833449907312
12199300,0,0,0.0002037833449907312
12199450,0,0,0.0002037833449907312
12199600,0,0,0.0002037833449907312
12199750,0,0,0.0002037833449907312
12199900,0,0,0.0002037833449907312
12200050,0,0,0.0002037833449907312
12200200,0,0,0.0002037833449907312
12200350,0,0,0.0002037833449907312
12200500,0,0,0.0002037833449907312
12200650,0,0,0.0002037833449907312
12200800,0,0,0.0002037833449907312
12200950,0,0,0.0002037833449907312
12201100,0,0,0.0002037833449907312
12201250,0,0,0.0002037833449907312
12201400,0,0,0.0002037833449907312
12201550,0,0,0.0002037833449907312
12201700,0,0,0.0002037833449907312
12201850,0,0,0.0002037833449907312
12202000,0,0,0.0002037833449907312
12202150,0,0,0.0002037833449907312
12202300,0,0,0.0002037833449907312
12202450,0,0,0.0002037833449907312
12202600,0,0,0.0002037833449907312
12202750,0,0,0.0002037833449907312
12202900,0,0,0.0002037833449907312
12203050,0,0,0.0002037833449907312
12203200,0,0,0.0002037833449907312
12203350,0,0,0.0002037833449907312
12203500,0,0,0.0002037833449907312
12203650,0,0,0.0002037833449907312
12203800,0,0,0.0002037833449907312
12203950,0,0,0.0002037833449907312
12204100,0,0,0.0002037833449907312
12204250,0,0,0.0002037833449907312
12204400,0,0,0.0002037833449907312
12204550,0,0,0.0002037833449907312
12204700,0,0,0.0002037833449907312
12204850,0,0,0.0002037833449907312
12205000,0,0,0.0002037833449907312
12205150,0,0,0.0002037833449907312
12205300,0,0,0.0002037833449907312
12205450,0,0,0.0002037833449907312
12205600,0,0,0.0002037833449907312
12205750,0,0,0.0002037833449907312
12205900,0,0,0.0002037833449907312
12206050,0,0,0.0002037833449907312
12206200,0,0,0.0002037833449907312
12206350,0,0,0.0002037833449907312
12206500,0,0,0.0002037833449907312
12206650,0,0,0.0002037833449907312
12206800,0,0,0.0002037833449907312
12206950,0,0,0.0002037833449907312
12207100,0,0,0.0002037833449907312
12207250,0,0,0.0002037833449907312
12207400,0,0,0.0002037833449907312
12207550,0,0,0.0002037833449907312
12207700,0,0,0.0002037833449907312
12207850,0,0,0.0002037833449907312
12208000,0,0,0.0002037833449907312
12208150,0,0,0.0002037833449907312
12208300,0,0,0.0002037833449907312
12208450,0,0,0.0002037833449907312
12208600,0,0,0.0002037833449907312
12208750,0,0,0.0002037833449907312
12208900,0,0,0.0002037833449907312
12209050,0,0,0.0002037833449907312
12209200,0,0,0.0002037833449907312
12209350,0,0,0.0002037833449907312
12209500,0,0,0.0002037833449907312
12209650,0,0,0.0002037833449907312
12209800,0,0,0.0002037833449907312
12209950,0,0,0.0002037833449907312
12210100,0,0,0.0002037833449907312
12210250,0,0,0.0002037833449907312
12210400,0,0,0.0002037833449907312
12210550,0,0,0.0002037833449907312
12210700,0,0,0.0002037833449907312
12210850,0,0,0.0002037833449907312
12211000,0,0,0.0002037833449907312
12211150,0,0,0.0002037833449907312
12211300,0,0,0.0002037833449907312
12211450,0,0,0.0002037833449907312
12211600,0,0,0.0002037833449907312
12211750,0,0,0.0002037833449907312
12211900,0,0,0.0002037833449907312
12212050,0,0,0.0002037833449907312
12212200,0,0,0.0002037833449907312
12212350,0,0,0.0002037833449907312
12212500,0,0,0.0002037833449907312
12212650,0,0,0.0002037833449907312
12212800,0,0,0.0002037833449907312
12212950,0,0,0.0002037833449907312
12213100,0,0,0.0002037833449907312
12213250,0,0,0.0002037833449907312
12213400,0,0,0.0002037833449907312
12213550,0,0,0.0002037833449907312
12213700,0,0,0.0002037833449907312
12213850,0,0,0.0002037833449907312
12214000,0,0,0.0002037833449907312
12214150,0,0,0.0002037833449907312
12214300,0,0,0.0002037833449907312
12214450,0,0,0.0002037833449907312
12214600,0,0,0.0002037833449907312
12214750,0,0,0.0002037833449907312
12214900,0,0,0.0002037833449907312
12215050,0,0,0.0002037833449907312
12215200,0,0,0.0002037833449907312
12215350,0,0,0.0002037833449907312
12215500,0,0,0.0002037833449907312
12215650,0,0,0.0002037833449907312
12215800,0,0,0.0002037833449907312
12215950,0,0,0.0002037833449907312
12216100,0,0,0.0002037833449907312
12216250,0,0,0.0002037833449907312
12216400,0,0,0.0002037833449907312
12216550,0,0,0.0002037833449907312
12216700,0,0,0.0002037833449907312
12216850,0,0,0.0002037833449907312
12217000,0,0,0.0002037833449907312
12217150,0,0,0.0002037833449907312
12217300,0,0,0.0002037833449907312
12217450,0,0,0.0002037833449907312
12217600,0,0,0.0002037833449907312
12217750,0,0,0.0002037833449907312
12217900,0,0,0.0002037833449907312
12218050,0,0,0.0002037833449907312
12218200,0,0,0.0002037833449907312
12218350,0,0,0.0002037833449907312
12218500,0,0,0.0002037833449907312
12218650,0,0,0.0002037833449907312
12218800,0,0,0.0002037833449907312
12218950,0,0,0.0002037833449907312
12219100,0,0,0.0002037833449907312
12219250,0,0,0.0002037833449907312
12219400,0,0,0.0002037833449907312
12219550,0,0,0.0002037833449907312
12219700,0,0,0.0002037833449907312
12219850,0,0,0.0002037833449907312
12220000,0,0,0.0002037833449907312
12220150,0,0,0.0002037833449907312
12220300,0,0,0.0002037833449907312
12220450,0,0,0.0002037833449907312
12220600,0,0,0.0002037833449907312
12220750,0,0,0.0002037833449907312
12220900,0,0,0.0002037833449907312
12221050,0,0,0.0002037833449907312
12221200,0,0,0.0002037833449907312
12221350,0,0,0.0002037833449907312
12221500,0,0,0.0002037833449907312
12221650,0,0,0.0002037833449907312
12221800,0,0,0.0002037833449907312
12221950,0,0,0.0002037833449907312
12222100,0,0,0.0002037833449907312
12222250,0,0,0.0002037833449907312
12222400,0,0,0.0002037833449907312
12222550,0,0,0.0002037833449907312
12222700,0,0,0.0002037833449907312
12222850,0,0,0.0002037833449907312
12223000,0,0,0.0002037833449907312
12223150,0,0,0.0002037833449907312
12223300,0,0,0.0002037833449907312
12223450,0,0,0.0002037833449907312
12223600,0,0,0.0002037833449907312
12223750,0,0,0.0002037833449907312
12223900,0,0,0.0002037833449907312
12224050,0,0,0.0002037833449907312
12224200,0,0,0.0002037833449907312
12224350,0,0,0.0002037833449907312
12224500,0,0,0.0002037833449907312
12224650,0,0,0.0002037833449907312
12224800,0,0,0.0002037833449907312
12224950,0,0,0.0002037833449907312
12225100,0,0,0.0002037833449907312
12225250,0,0,0.0002037833449907312
12225400,0,0,0.0002037833449907312
12225550,0,0,0.0002037833449907312
12225700,0,0,0.0002037833449907312
12225850,0,0,0.0002037833449907312
12226000,0,0,0.0002037833449907312
12226150,0,0,0.0002037833449907312
12226300,0,0,0.0002037833449907312
12226450,0,0,0.0002037833449907312
12226600,0,0,0.0002037833449907312
12226750,0,0,0.0002037833449907312
12226900,0,0,0.0002037833449907312
12227050,0,0,0.0002037833449907312
12227200,0,0,0.0002037833449907312
12227350,0,0,0.0002037833449907312
12227500,0,0,0.0002037833449907312
12227650,0,0,0.0002037833449907312
12227800,0,0,0.0002037833449907312
12227950,0,0,0.0002037833449907312
12228100,0,0,0.0002037833449907312
12228250,0,0,0.0002037833449907312
12228400,0,0,0.0002037833449907312
12228550,0,0,0.0002037833449907312
12228700,0,0,0.0002037833449907312
12228850,0,0,0.0002037833449907312
12229000,0,0,0.0002037833449907312
12229150,0,0,0.0002037833449907312
12229300,0,0,0.0002037833449907312
12229450,0,0,0.0002037833449907312
12229600,0,0,0.0002037833449907312
12229750,0,0,0.0002037833449907312
12229900,0,0,0.0002037833449907312
12230050,0,0,0.0002037833449907312
12230200,0,0,0.00020245200035721393
12230350,0,0,0.00020245200035721393
12230500,0,0,0.00020245200035721393
12230650,0,0,0.00020245200035721393
12230800,0,0,0.00020245200035721393
12230950,0,0,0.00020245200035721393
12231100,0,0,0.00020245200035721393
12231250,0,0,0.00020245200035721393
12231400,0,0,0.00020245200035721393
12231550,0,0,0.00020245200035721393
12231700,0,0,0.00020245200035721393
12231850,0,0,0.00020245200035721393
12232000,0,0,0.00020245200035721393
12232150,0,0,0.00020245200035721393
12232300,0,0,0.00020245200035721393
12232450,0,0,0.00019718884246247787
12232600,0,0,0.00019718884246247787
12232750,0,0,0.00019718884246247787
12232900,0,0,0.00019718884246247787
12233050,0,0,0.00019718884246247787
12233200,0,0,0.00019718884246247787
12233350,0,0,0.00019718884246247787
12233500,0,0,0.00019718884246247787
12233650,0,0,0.00019718884246247787
12233800,0,0,0.00019718884246247787
12233950,0,0,0.00019718884246247787
12234100,0,0,0.00019718884246247787
12234250,0,0,0.00019718884246247787
12234400,0,0,0.00019718884246247787
12234550,0,0,0.00019718884246247787
12234700,0,0,0.00019718884246247787
12234850,0,0,0.00019718884246247787
12235000,0,0,0.00019718884246247787
12235150,0,0,0.00019718884246247787
12235300,0,0,0.00019718884246247787
12235450,0,0,0.00019718884246247787
12235600,0,0,0.00019718884246247787
12235750,0,0,0.00019718884246247787
12235900,0,0,0.00019718884246247787
12236050,0,0,0.00019718884246247787
12236200,0,0,0.00019718884246247787
12236350,0,0,0.00019718884246247787
12236500,0,0,0.00019718884246247787
12236650,0,0,0.00019718884246247787
12236800,0,0,0.00019718884246247787
12236950,0,0,0.00019718884246247787
12237100,0,0,0.00019718884246247787
12237250,0,0,0.00019718884246247787
12237400,0,0,0.00019718884246247787
12237550,0,0,0.00019718884246247787
12237700,0,0,0.00019718884246247787
12237850,0,0,0.00019718884246247787
12238000,0,0,0.00019718884246247787
12238150,0,0,0.00019718884246247787
12238300,0,0,0.00019718884246247787
12238450,0,0,0.00019718884246247787
12238600,0,0,0.00019718884246247787
12238750,0,0,0.00019718884246247787
12238900,0,0,0.00019718884246247787
12239050,0,0,0.00019718884246247787
12239200,0,0,0.00019718884246247787
12239350,0,0,0.00019718884246247787
12239500,0,0,0.00019718884246247787
12239650,0,0,0.00019718884246247787
12239800,0,0,0.00019718884246247787
12239950,0,0,0.00019718884246247787
12240100,0,0,0.00019718884246247787
12240250,0,0,0.00019718884246247787
12240400,0,0,0.00019718884246247787
12240550,0,0,0.00019718884246247787
12240700,0,0,0.00019718884246247787
12240850,0,0,0.00019718884246247787
12241000,0,0,0.00019718884246247787
12241150,0,0,0.00019718884246247787
12241300,0,0,0.00019718884246247787
12241450,0,0,0.00019718884246247787
12241600,0,0,0.00019718884246247787
12241750,0,0,0.00019718884246247787
12241900,0,0,0.00019718884246247787
12242050,0,0,0.00019718884246247787
12242200,0,0,0.00019718884246247787
12242350,0,0,0.00019718884246247787
12242500,0,0,0.00019718884246247787
12242650,0,0,0.00019718884246247787
12242800,0,0,0.00019718884246247787
12242950,0,0,0.00019718884246247787
12243100,0,0,0.00019718884246247787
12243250,0,0,0.00019718884246247787
12243400,0,0,0.00019718884246247787
12243550,0,0,0.00019718884246247787
12243700,0,0,0.00019718884246247787
12243850,0,0,0.00019718884246247787
12244000,0,0,0.00019718884246247787
12244150,0,0,0.00019718884246247787
12244300,0,0,0.00019718884246247787
12244450,0,0,0.00019718884246247787
12244600,0,0,0.00019718884246247787
12244750,0,0,0.00019718884246247787
12244900,0,0,0.00019718884246247787
12245050,0,0,0.00019718884246247787
12245200,0,0,0.00019718884246247787
12245350,0,0,0.00019718884246247787
12245500,0,0,0.00019718884246247787
12245650,0,0,0.00019718884246247787
12245800,0,0,0.00019718884246247787
12245950,0,0,0.00019718884246247787
12246100,0,0,0.00019718884246247787
12246250,0,0,0.00019718884246247787
12246400,0,0,0.00019718884246247787
12246550,0,0,0.00019718884246247787
12246700,0,0,0.00019718884246247787
12246850,0,0,0.00019718884246247787
12247000,0,0,0.00019718884246247787
12247150,0,0,0.00019718884246247787
12247300,0,0,0.00019718884246247787
12247450,0,0,0.00019718884246247787
12247600,0,0,0.00019718884246247787
12247750,0,0,0.00019718884246247787
12247900,0,0,0.00019718884246247787
12248050,0,0,0.00019718884246247787
12248200,0,0,0.00019718884246247787
12248350,0,0,0.00019718884246247787
12248500,0,0,0.00019718884246247787
12248650,0,0,0.00019718884246247787
12248800,0,0,0.00019718884246247787
12248950,0,0,0.00019718884246247787
12249100,0,0,0.00019718884246247787
12249250,0,0,0.00019718884246247787
12249400,0,0,0.00019718884246247787
12249550,0,0,0.00019718884246247787
12249700,0,0,0.00019718884246247787
12249850,0,0,0.00019718884246247787
12250000,0,0,0.00019718884246247787
12250150,0,0,0.00019718884246247787
12250300,0,0,0.00019718884246247787
12250450,0,0,0.00019718884246247787
12250600,0,0,0.00019718884246247787
12250750,0,0,0.00019718884246247787
12250900,0,0,0.00019718884246247787
12251050,0,0,0.00019718884246247787
12251200,0,0,0.00019718884246247787
12251350,0,0,0.00019718884246247787
12251500,0,0,0.00019718884246247787
12251650,0,0,0.00019718884246247787
12251800,0,0,0.00019718884246247787
12251950,0,0,0.00019718884246247787
12252100,0,0,0.00019718884246247787
12252250,0,0,0.00019718884246247787
12252400,0,0,0.00019718884246247787
12252550,0,0,0.00019718884246247787
12252700,0,0,0.00019718884246247787
12252850,0,0,0.00019718884246247787
12253000,0,0,0.00019718884246247787
12253150,0,0,0.00019718884246247787
12253300,0,0,0.00019718884246247787
12253450,0,0,0.00019718884246247787
12253600,0,0,0.00019718884246247787
12253750,0,0,0.00019718884246247787
12253900,0,0,0.00019718884246247787
12254050,0,0,0.00019718884246247787
12254200,0,0,0.00019718884246247787
12254350,0,0,0.00019718884246247787
12254500,0,0,0.00019718884246247787
12254650,0,0,0.00019718884246247787
12254800,0,0,0.00019718884246247787
12254950,0,0,0.00019718884246247787
12255100,0,0,0.00019718884246247787
12255250,0,0,0.00019718884246247787
12255400,0,0,0.00019718884246247787
12255550,0,0,0.00019718884246247787
12255700,0,0,0.00019718884246247787
12255850,0,0,0.00019718884246247787
12256000,0,0,0.00019718884246247787
12256150,0,0,0.00019718884246247787
12256300,0,0,0.00019718884246247787
12256450,0,0,0.00019718884246247787
12256600,0,0,0.00016658120063426946
12256750,0,0,0.00016658120063426946
12256900,0,0,0.00016658120063426946
12257050,0,0,0.00016658120063426946
12257200,0,0,0.00016658120063426946
12257350,0,0,0.00016658120063426946
12257500,0,0,0.00016658120063426946
12257650,0,0,0.00016658120063426946
12257800,0,0,0.00016658120063426946
12257950,0,0,0.00016658120063426946
12258100,0,0,0.00016658120063426946
12258250,0,0,0.00016658120063426946
12258400,0,0,0.00016658120063426946
12258550,0,0,0.00016658120063426946
12258700,0,0,0.00016658120063426946
12258850,0,0,0.00016658120063426946
12259000,0,0,0.00016658120063426946
12259150,0,0,0.00016658120063426946
12259300,0,0,0.00016658120063426946
12259450,0,0,0.00016658120063426946
12259600,0,0,0.00016658120063426946
12259750,0,0,0.00016658120063426946
12259900,0,0,0.00016658120063426946
12260050,0,0,0.00016658120063426946
12260200,0,0,0.00016658120063426946
12260350,0,0,0.00016658120063426946
12260500,0,0,0.00016658120063426946
12260650,0,0,0.00016658120063426946
12260800,0,0,0.00016658120063426946
12260950,0,0,0.00016658120063426946
12261100,0,0,0.00016658120063426946
12261250,0,0,0.00016658120063426946
12261400,0,0,0.00016658120063426946
12261550,0,0,0.00016658120063426946
12261700,0,0,0.00016658120063426946
12261850,0,0,0.00016658120063426946
12262000,0,0,0.00016658120063426946
12262150,0,0,0.00016658120063426946
12262300,0,0,0.00016658120063426946
12262450,0,0,0.00016658120063426946
12262600,0,0,0.00016658120063426946
12262750,0,0,0.00016658120063426946
12262900,0,0,0.00016658120063426946
12263050,0,0,0.00016658120063426946
12263200,0,0,0.00016658120063426946
12263350,0,0,0.00016658120063426946
12263500,0,0,0.00016658120063426946
12263650,0,0,0.00016658120063426946
12263800,0,0,0.00016658120063426946
12263950,0,0,0.00016658120063426946
12264100,0,0,0.00016658120063426946
12264250,0,0,0.00016658120063426946
12264400,0,0,0.00016658120063426946
12264550,0,0,0.00016658120063426946
12264700,0,0,0.00016658120063426946
12264850,0,0,0.00016658120063426946
12265000,0,0,0.00016658120063426946
12265150,0,0,0.00016658120063426946
12265300,0,0,0.00016658120063426946
12265450,0,0,0.00016658120063426946
12265600,0,0,0.00016658120063426946
12265750,0,0,0.00016658120063426946
12265900,0,0,0.00016658120063426946
12266050,0,0,0.00016658120063426946
12266200,0,0,0.00016658120063426946
12266350,0,0,0.00016658120063426946
12266500,0,0,0.00016658120063426946
12266650,0,0,0.00016658120063426946
12266800,0,0,0.00016658120063426946
12266950,0,0,0.00016658120063426946
12267100,0,0,0.00016658120063426946
12267250,0,0,0.00016658120063426946
12267400,0,0,0.00016658120063426946
12267550,0,0,0.00016658120063426946
12267700,0,0,0.00016658120063426946
12267850,0,0,0.00016658120063426946
12268000,0,0,0.00016658120063426946
12268150,0,0,0.00016658120063426946
12268300,0,0,0.00016658120063426946
12268450,0,0,0.00016658120063426946
12268600,0,0,0.00016658120063426946
12268750,0,0,0.00016658120063426946
12268900,0,0,0.00016658120063426946
12269050,0,0,0.00016658120063426946
12269200,0,0,0.00016658120063426946
12269350,0,0,0.00016658120063426946
12269500,0,0,0.00016658120063426946
12269650,0,0,0.00016658120063426946
12269800,0,0,0.00016658120063426946
12269950,0,0,0.00016658120063426946
12270100,0,0,0.00016658120063426946
12270250,0,0,0.00016658120063426946
12270400,0,0,0.00016658120063426946
12270550,0,0,0.00016658120063426946
12270700,0,0,0.00016658120063426946
12270850,0,0,0.00016658120063426946
12271000,0,0,0.00016658120063426946
12271150,0,0,0.00016658120063426946
12271300,0,0,0.00016658120063426946
12271450,0,0,0.00016658120063426946
12271600,0,0,0.00016658120063426946
12271750,0,0,0.00016658120063426946
12271900,0,0,0.00016658120063426946
12272050,0,0,0.00016658120063426946
12272200,0,0,0.00016658120063426946
12272350,0,0,0.00016658120063426946
12272500,0,0,0.00016658120063426946
12272650,0,0,0.00016658120063426946
12272800,0,0,0.00016658120063426946
12272950,0,0,0.00016658120063426946
12273100,0,0,0.00016658120063426946
12273250,0,0,0.00016658120063426946
12273400,0,0,0.00016658120063426946
12273550,0,0,0.00016658120063426946
12273700,0,0,0.00016658120063426946
12273850,0,0,0.00016658120063426946
12274000,0,0,0.00016658120063426946
12274150,0,0,0.00016658120063426946
12274300,0,0,0.00016658120063426946
12274450,0,0,0.00016658120063426946
12274600,0,0,0.00016658120063426946
12274750,0,0,0.00016658120063426946
12274900,0,0,0.00016658120063426946
12275050,0,0,0.00016658120063426946
12275200,0,0,0.00016658120063426946
12275350,0,0,0.00016658120063426946
12275500,0,0,0.00016658120063426946
12275650,0,0,0.00016658120063426946
12275800,0,0,0.00016658120063426946
12275950,0,0,0.00016658120063426946
12276100,0,0,0.00016658120063426946
12276250,0,0,0.00016658120063426946
12276400,0,0,0.00016658120063426946
12276550,0,0,0.00016658120063426946
12276700,0,0,0.00016658120063426946
12276850,0,0,0.00016658120063426946
12277000,0,0,0.00016658120063426946
12277150,0,0,0.00016658120063426946
12277300,0,0,0.00016658120063426946
12277450,0,0,0.00016658120063426946
