blocknumber,reserve BAT,reserve WBTC,volume BAT for 5% slippage
11355850,0,0,1902.6745460264938
11356000,0,0,1902.6745460264938
11356150,0,0,1902.6745460264938
11356300,0,0,1902.6745460264938
11356450,0,0,1902.6745460264938
11356600,0,0,1902.6745460264938
11356750,0,0,1902.6745460264938
11356900,0,0,1902.6745460264938
11357050,0,0,1902.6745460264938
11357200,0,0,1902.6745460264938
11357350,0,0,1902.6745460264938
11357500,0,0,1902.6745460264938
11357650,0,0,1902.6745460264938
11357800,0,0,1902.6745460264938
11357950,0,0,1902.6745460264938
11358100,0,0,1902.6745460264938
11358250,0,0,1902.6745460264938
11358400,0,0,1902.6745460264938
11358550,0,0,1902.6745460264938
11358700,0,0,1902.6745460264938
11358850,0,0,1902.6745460264938
11359000,0,0,1902.6745460264938
11359150,0,0,1902.6745460264938
11359300,0,0,1902.6745460264938
11359450,0,0,1902.6745460264938
11359600,0,0,1902.6745460264938
11359750,0,0,1902.6745460264938
11359900,0,0,1902.6745460264938
11360050,0,0,1902.6745460264938
11360200,0,0,1902.6745460264938
11360350,0,0,1902.6745460264938
11360500,0,0,1902.6745460264938
11360650,0,0,1902.6745460264938
11360800,0,0,1902.6745460264938
11360950,0,0,1902.6745460264938
11361100,0,0,1902.6745460264938
11361250,0,0,1902.6745460264938
11361400,0,0,1902.6745460264938
11361550,0,0,1902.6745460264938
11361700,0,0,1902.6745460264938
11361850,0,0,1902.6745460264938
11362000,0,0,1902.6745460264938
11362150,0,0,1902.6745460264938
11362300,0,0,1902.6745460264938
11362450,0,0,1902.6745460264938
11362600,0,0,1927.6277518159623
11362750,0,0,1927.6277518159623
11362900,0,0,1927.6277518159623
11363050,0,0,1927.6277518159623
11363200,0,0,1927.6277518159623
11363350,0,0,1927.6277518159623
11363500,0,0,1927.6277518159623
11363650,0,0,1927.6277518159623
11363800,0,0,1927.6277518159623
11363950,0,0,1927.6277518159623
11364100,0,0,1927.6277518159623
11364250,0,0,1927.6277518159623
11364400,0,0,1927.6277518159623
11364550,0,0,1927.6277518159623
11364700,0,0,1927.6277518159623
11364850,0,0,1927.6277518159623
11365000,0,0,1927.6277518159623
11365150,0,0,1927.6277518159623
11365300,0,0,1927.6277518159623
11365450,0,0,1927.6277518159623
11365600,0,0,1927.6277518159623
11365750,0,0,1927.6277518159623
11365900,0,0,1927.6277518159623
11366050,0,0,1927.6277518159623
11366200,0,0,1898.4855172628668
11366350,0,0,1898.4855172628668
11366500,0,0,1898.4855172628668
11366650,0,0,1898.4855172628668
11366800,0,0,1898.4855172628668
11366950,0,0,1898.4855172628668
11367100,0,0,1898.4855172628668
11367250,0,0,1898.4855172628668
11367400,0,0,1898.4855172628668
11367550,0,0,1898.4855172628668
11367700,0,0,1898.4855172628668
11367850,0,0,1898.4855172628668
11368000,0,0,1898.4855172628668
11368150,0,0,1926.7608618053055
11368300,0,0,1926.7608618053055
11368450,0,0,1926.7608618053055
11368600,0,0,1926.7608618053055
11368750,0,0,1926.7608618053055
11368900,0,0,1926.7608618053055
11369050,0,0,1926.7608618053055
11369200,0,0,1926.7608618053055
11369350,0,0,1926.7608618053055
11369500,0,0,1926.7608618053055
11369650,0,0,1926.7608618053055
11369800,0,0,1926.7608618053055
11369950,0,0,1926.7608618053055
11370100,0,0,1926.7608618053055
11370250,0,0,1926.7608618053055
11370400,0,0,1926.7608618053055
11370550,0,0,1926.7608618053055
11370700,0,0,1926.7608618053055
11370850,0,0,1926.7608618053055
11371000,0,0,1926.7608618053055
11371150,0,0,1926.7608618053055
11371300,0,0,1926.7608618053055
11371450,0,0,1926.7608618053055
11371600,0,0,1926.7608618053055
11371750,0,0,1926.7608618053055
11371900,0,0,1926.7608618053055
11372050,0,0,1926.7608618053055
11372200,0,0,1926.7608618053055
11372350,0,0,1926.7608618053055
11372500,0,0,1926.7608618053055
11372650,0,0,1926.7608618053055
11372800,0,0,1926.7608618053055
11372950,0,0,1926.7608618053055
11373100,0,0,1926.7608618053055
11373250,0,0,1926.7608618053055
11373400,0,0,1926.7608618053055
11373550,0,0,1926.7608618053055
11373700,0,0,1926.7608618053055
11373850,0,0,1926.7608618053055
11374000,0,0,1926.7608618053055
11374150,0,0,1926.7608618053055
11374300,0,0,1926.7608618053055
11374450,0,0,1926.7608618053055
11374600,0,0,1926.7608618053055
11374750,0,0,1926.7608618053055
11374900,0,0,1926.7608618053055
11375050,0,0,1926.7608618053055
11375200,0,0,1926.7608618053055
11375350,0,0,1926.7608618053055
11375500,0,0,1926.7608618053055
11375650,0,0,1926.7608618053055
11375800,0,0,1926.7608618053055
11375950,0,0,1926.7608618053055
11376100,0,0,1926.7608618053055
11376250,0,0,1926.7608618053055
11376400,0,0,1926.7608618053055
11376550,0,0,1926.7608618053055
11376700,0,0,1926.7608618053055
11376850,0,0,1926.7608618053055
11377000,0,0,1926.7608618053055
11377150,0,0,1926.7608618053055
11377300,0,0,1926.7608618053055
11377450,0,0,1926.7608618053055
11377600,0,0,1926.7608618053055
11377750,0,0,1926.7608618053055
11377900,0,0,1926.7608618053055
11378050,0,0,1926.7608618053055
11378200,0,0,1926.7608618053055
11378350,0,0,1926.7608618053055
11378500,0,0,1926.7608618053055
11378650,0,0,1926.7608618053055
11378800,0,0,1926.7608618053055
11378950,0,0,1926.7608618053055
11379100,0,0,1926.7608618053055
11379250,0,0,1926.7608618053055
11379400,0,0,1926.7608618053055
11379550,0,0,1926.7608618053055
11379700,0,0,1926.7608618053055
11379850,0,0,1926.7608618053055
11380000,0,0,1910.4564278465477
11380150,0,0,1910.4564278465477
11380300,0,0,1910.4564278465477
11380450,0,0,1910.4564278465477
11380600,0,0,1910.4564278465477
11380750,0,0,1910.4564278465477
11380900,0,0,1910.4564278465477
11381050,0,0,1910.4564278465477
11381200,0,0,1910.4564278465477
11381350,0,0,1910.4564278465477
11381500,0,0,1910.4564278465477
11381650,0,0,1910.4564278465477
11381800,0,0,1910.4564278465477
11381950,0,0,1910.4564278465477
11382100,0,0,1910.4564278465477
11382250,0,0,1910.4564278465477
11382400,0,0,1910.4564278465477
11382550,0,0,1914.7038057412792
11382700,0,0,1914.7038057412792
11382850,0,0,1914.7038057412792
11383000,0,0,1914.7038057412792
11383150,0,0,1914.7038057412792
11383300,0,0,1914.7038057412792
11383450,0,0,1914.7038057412792
11383600,0,0,1914.7038057412792
11383750,0,0,1914.7038057412792
11383900,0,0,1914.7038057412792
11384050,0,0,1914.7038057412792
11384200,0,0,1914.7038057412792
11384350,0,0,1914.7038057412792
11384500,0,0,1914.7038057412792
11384650,0,0,1914.7038057412792
11384800,0,0,1914.7038057412792
11384950,0,0,1914.7038057412792
11385100,0,0,1914.7038057412792
11385250,0,0,1914.7038057412792
11385400,0,0,1914.7038057412792
11385550,0,0,1.4749028063684243e-9
11385700,0,0,1.4749028063684243e-9
11385850,0,0,1.4749028063684243e-9
11386000,0,0,1.4749028063684243e-9
11386150,0,0,1.4749028063684243e-9
11386300,0,0,1.4749028063684243e-9
11386450,0,0,1.4749028063684243e-9
11386600,0,0,1.4749028063684243e-9
11386750,0,0,1.4749028063684243e-9
11386900,0,0,1.4749028063684243e-9
11387050,0,0,1.4749028063684243e-9
11387200,0,0,1.4749028063684243e-9
11387350,0,0,1.4749028063684243e-9
11387500,0,0,1.4749028063684243e-9
11387650,0,0,1.4749028063684243e-9
11387800,0,0,1.4749028063684243e-9
11387950,0,0,1.4749028063684243e-9
11388100,0,0,1.4749028063684243e-9
11388250,0,0,1.4749028063684243e-9
11388400,0,0,1.4749028063684243e-9
11388550,0,0,1.4749028063684243e-9
11388700,0,0,1.4749028063684243e-9
11388850,0,0,1.4749028063684243e-9
11389000,0,0,1.4749028063684243e-9
11389150,0,0,1.4749028063684243e-9
11389300,0,0,1.4749028063684243e-9
11389450,0,0,1.4749028063684243e-9
11389600,0,0,1.4749028063684243e-9
11389750,0,0,1.4749028063684243e-9
11389900,0,0,1.4749028063684243e-9
11390050,0,0,1.4749028063684243e-9
11390200,0,0,1.4749028063684243e-9
11390350,0,0,1.4749028063684243e-9
11390500,0,0,1.4749028063684243e-9
11390650,0,0,1.4749028063684243e-9
11390800,0,0,1.4749028063684243e-9
11390950,0,0,1.4749028063684243e-9
11391100,0,0,1.4749028063684243e-9
11391250,0,0,1.4749028063684243e-9
11391400,0,0,1.4749028063684243e-9
11391550,0,0,1.4749028063684243e-9
11391700,0,0,1.4749028063684243e-9
11391850,0,0,1.4749028063684243e-9
11392000,0,0,1.4749028063684243e-9
11392150,0,0,1.4749028063684243e-9
11392300,0,0,1.4749028063684243e-9
11392450,0,0,1.4749028063684243e-9
11392600,0,0,1.4749028063684243e-9
11392750,0,0,1.4749028063684243e-9
11392900,0,0,1.4749028063684243e-9
11393050,0,0,1.4749028063684243e-9
11393200,0,0,1.4749028063684243e-9
11393350,0,0,1.4749028063684243e-9
11393500,0,0,1.4749028063684243e-9
11393650,0,0,1.4749028063684243e-9
11393800,0,0,1.4749028063684243e-9
11393950,0,0,1.4749028063684243e-9
11394100,0,0,1.4749028063684243e-9
11394250,0,0,1.4749028063684243e-9
11394400,0,0,1.4749028063684243e-9
11394550,0,0,1.4749028063684243e-9
11394700,0,0,1.4749028063684243e-9
11394850,0,0,1.4749028063684243e-9
11395000,0,0,1.4749028063684243e-9
11395150,0,0,1.4749028063684243e-9
11395300,0,0,1.4749028063684243e-9
11395450,0,0,1.4749028063684243e-9
11395600,0,0,1.4749028063684243e-9
11395750,0,0,1.4749028063684243e-9
11395900,0,0,1.4749028063684243e-9
11396050,0,0,1.4749028063684243e-9
11396200,0,0,1.4749028063684243e-9
11396350,0,0,1.4749028063684243e-9
11396500,0,0,1.4749028063684243e-9
11396650,0,0,1.4749028063684243e-9
11396800,0,0,1.4749028063684243e-9
11396950,0,0,1.4749028063684243e-9
11397100,0,0,1.4749028063684243e-9
11397250,0,0,1.4749028063684243e-9
11397400,0,0,1.4749028063684243e-9
11397550,0,0,1.4749028063684243e-9
11397700,0,0,1.4749028063684243e-9
11397850,0,0,1.4749028063684243e-9
11398000,0,0,1.4749028063684243e-9
11398150,0,0,1.4749028063684243e-9
11398300,0,0,1.4749028063684243e-9
11398450,0,0,1.4749028063684243e-9
11398600,0,0,1.4749028063684243e-9
11398750,0,0,1.4749028063684243e-9
11398900,0,0,1.4749028063684243e-9
11399050,0,0,1.4749028063684243e-9
11399200,0,0,1.4749028063684243e-9
11399350,0,0,1.4749028063684243e-9
11399500,0,0,1.4749028063684243e-9
11399650,0,0,1.4749028063684243e-9
11399800,0,0,1.4749028063684243e-9
11399950,0,0,1.4749028063684243e-9
11400100,0,0,1.4749028063684243e-9
11400250,0,0,1.4749028063684243e-9
11400400,0,0,1.4749028063684243e-9
11400550,0,0,1.4749028063684243e-9
11400700,0,0,1.4749028063684243e-9
11400850,0,0,1.4749028063684243e-9
11401000,0,0,1.4749028063684243e-9
11401150,0,0,1.4749028063684243e-9
11401300,0,0,1.4749028063684243e-9
11401450,0,0,1.4749028063684243e-9
11401600,0,0,1.4749028063684243e-9
11401750,0,0,1.4749028063684243e-9
11401900,0,0,1.4749028063684243e-9
11402050,0,0,1.4749028063684243e-9
11402200,0,0,1.4749028063684243e-9
11402350,0,0,1.4749028063684243e-9
11402500,0,0,1.4749028063684243e-9
11402650,0,0,1.4749028063684243e-9
11402800,0,0,1.4749028063684243e-9
11402950,0,0,1.4749028063684243e-9
11403100,0,0,1.4749028063684243e-9
11403250,0,0,1.4749028063684243e-9
11403400,0,0,1.4749028063684243e-9
11403550,0,0,1.4749028063684243e-9
11403700,0,0,1.4749028063684243e-9
11403850,0,0,1.4749028063684243e-9
11404000,0,0,1.4749028063684243e-9
11404150,0,0,1.4749028063684243e-9
11404300,0,0,1.4749028063684243e-9
11404450,0,0,1.4749028063684243e-9
11404600,0,0,1.4749028063684243e-9
11404750,0,0,1.4749028063684243e-9
11404900,0,0,1.4749028063684243e-9
11405050,0,0,1.4749028063684243e-9
11405200,0,0,1.4749028063684243e-9
11405350,0,0,1.4749028063684243e-9
11405500,0,0,1.4749028063684243e-9
11405650,0,0,1.4749028063684243e-9
11405800,0,0,1.4749028063684243e-9
11405950,0,0,1.4749028063684243e-9
11406100,0,0,1.4749028063684243e-9
11406250,0,0,1.4749028063684243e-9
11406400,0,0,1.4749028063684243e-9
11406550,0,0,1.4749028063684243e-9
11406700,0,0,1.4749028063684243e-9
11406850,0,0,1.4749028063684243e-9
11407000,0,0,1.4749028063684243e-9
11407150,0,0,1.4749028063684243e-9
11407300,0,0,1.4749028063684243e-9
11407450,0,0,1.4749028063684243e-9
11407600,0,0,1.4749028063684243e-9
11407750,0,0,1.4749028063684243e-9
11407900,0,0,1.4749028063684243e-9
11408050,0,0,1.4749028063684243e-9
11408200,0,0,1.4749028063684243e-9
11408350,0,0,1.4749028063684243e-9
11408500,0,0,1.4749028063684243e-9
11408650,0,0,1.4749028063684243e-9
11408800,0,0,1.4749028063684243e-9
11408950,0,0,1.4749028063684243e-9
11409100,0,0,1.4749028063684243e-9
11409250,0,0,1.4749028063684243e-9
11409400,0,0,1.4749028063684243e-9
11409550,0,0,1.4749028063684243e-9
11409700,0,0,1.4749028063684243e-9
11409850,0,0,1.4749028063684243e-9
11410000,0,0,1.4749028063684243e-9
11410150,0,0,1.4749028063684243e-9
11410300,0,0,1.4749028063684243e-9
11410450,0,0,1.4749028063684243e-9
11410600,0,0,1.4749028063684243e-9
11410750,0,0,1.4749028063684243e-9
11410900,0,0,1.4749028063684243e-9
11411050,0,0,1.4749028063684243e-9
11411200,0,0,1.4749028063684243e-9
11411350,0,0,1.4749028063684243e-9
11411500,0,0,1.4749028063684243e-9
11411650,0,0,1.4749028063684243e-9
11411800,0,0,1.4749028063684243e-9
11411950,0,0,1.4749028063684243e-9
11412100,0,0,1.4749028063684243e-9
11412250,0,0,1.4749028063684243e-9
11412400,0,0,1.4749028063684243e-9
11412550,0,0,1.4749028063684243e-9
11412700,0,0,1.4749028063684243e-9
11412850,0,0,1.4749028063684243e-9
11413000,0,0,1.4749028063684243e-9
11413150,0,0,1.4749028063684243e-9
11413300,0,0,1.4749028063684243e-9
11413450,0,0,1.4749028063684243e-9
11413600,0,0,1.4749028063684243e-9
11413750,0,0,1.4749028063684243e-9
11413900,0,0,1.4749028063684243e-9
11414050,0,0,1.4749028063684243e-9
11414200,0,0,1.4749028063684243e-9
11414350,0,0,1.4749028063684243e-9
11414500,0,0,1.4749028063684243e-9
11414650,0,0,1.4749028063684243e-9
11414800,0,0,1.4749028063684243e-9
11414950,0,0,1.4749028063684243e-9
11415100,0,0,1.4749028063684243e-9
11415250,0,0,1.4749028063684243e-9
11415400,0,0,1.4749028063684243e-9
11415550,0,0,1.4749028063684243e-9
11415700,0,0,1.4749028063684243e-9
11415850,0,0,1.4749028063684243e-9
11416000,0,0,1.4749028063684243e-9
11416150,0,0,1.4749028063684243e-9
11416300,0,0,1.4749028063684243e-9
11416450,0,0,1.4749028063684243e-9
11416600,0,0,1.4749028063684243e-9
11416750,0,0,1.4749028063684243e-9
11416900,0,0,1.4749028063684243e-9
11417050,0,0,1.4749028063684243e-9
11417200,0,0,1.4749028063684243e-9
11417350,0,0,1.4749028063684243e-9
11417500,0,0,1.4749028063684243e-9
11417650,0,0,1.4749028063684243e-9
11417800,0,0,1.4749028063684243e-9
11417950,0,0,1.4749028063684243e-9
11418100,0,0,1.4749028063684243e-9
11418250,0,0,1.4749028063684243e-9
11418400,0,0,1.4749028063684243e-9
11418550,0,0,1.4749028063684243e-9
11418700,0,0,1.4749028063684243e-9
11418850,0,0,1.4749028063684243e-9
11419000,0,0,1.4749028063684243e-9
11419150,0,0,1.4749028063684243e-9
11419300,0,0,1.4749028063684243e-9
11419450,0,0,1.4749028063684243e-9
11419600,0,0,1.4749028063684243e-9
11419750,0,0,1.4749028063684243e-9
11419900,0,0,1.4749028063684243e-9
11420050,0,0,1.4749028063684243e-9
11420200,0,0,1.4749028063684243e-9
11420350,0,0,1.4749028063684243e-9
11420500,0,0,1.4749028063684243e-9
11420650,0,0,1.4749028063684243e-9
11420800,0,0,1.4749028063684243e-9
11420950,0,0,1.4749028063684243e-9
11421100,0,0,1.4749028063684243e-9
11421250,0,0,1.4749028063684243e-9
11421400,0,0,1.4749028063684243e-9
11421550,0,0,1.4749028063684243e-9
11421700,0,0,1.4749028063684243e-9
11421850,0,0,1.4749028063684243e-9
11422000,0,0,1.4749028063684243e-9
11422150,0,0,1.4749028063684243e-9
11422300,0,0,1.4749028063684243e-9
11422450,0,0,1.4749028063684243e-9
11422600,0,0,1.4749028063684243e-9
11422750,0,0,1.4749028063684243e-9
11422900,0,0,1.4749028063684243e-9
11423050,0,0,1.4749028063684243e-9
11423200,0,0,1.4749028063684243e-9
11423350,0,0,1.4749028063684243e-9
11423500,0,0,1.4749028063684243e-9
11423650,0,0,1.4749028063684243e-9
11423800,0,0,1.4749028063684243e-9
11423950,0,0,1.4749028063684243e-9
11424100,0,0,1.4749028063684243e-9
11424250,0,0,1.4749028063684243e-9
11424400,0,0,1.4749028063684243e-9
11424550,0,0,1.4749028063684243e-9
11424700,0,0,1.4749028063684243e-9
11424850,0,0,1.4749028063684243e-9
11425000,0,0,1.4749028063684243e-9
11425150,0,0,1.4749028063684243e-9
11425300,0,0,1.4749028063684243e-9
11425450,0,0,1.4749028063684243e-9
11425600,0,0,1.4749028063684243e-9
11425750,0,0,1.4749028063684243e-9
11425900,0,0,1.4749028063684243e-9
11426050,0,0,1.4749028063684243e-9
11426200,0,0,1.4749028063684243e-9
11426350,0,0,1.4749028063684243e-9
11426500,0,0,1.4749028063684243e-9
11426650,0,0,1.4749028063684243e-9
11426800,0,0,1.4749028063684243e-9
11426950,0,0,1.4749028063684243e-9
11427100,0,0,1.4749028063684243e-9
11427250,0,0,1.4749028063684243e-9
11427400,0,0,1.4749028063684243e-9
11427550,0,0,1.4749028063684243e-9
11427700,0,0,1.4749028063684243e-9
11427850,0,0,1.4749028063684243e-9
11428000,0,0,1.4749028063684243e-9
11428150,0,0,1.4749028063684243e-9
11428300,0,0,1.4749028063684243e-9
11428450,0,0,1.4749028063684243e-9
11428600,0,0,1.4749028063684243e-9
11428750,0,0,1.4749028063684243e-9
11428900,0,0,1.4749028063684243e-9
11429050,0,0,1.4749028063684243e-9
11429200,0,0,1.4749028063684243e-9
11429350,0,0,1.4749028063684243e-9
11429500,0,0,1.4749028063684243e-9
11429650,0,0,1.4749028063684243e-9
11429800,0,0,1.4749028063684243e-9
11429950,0,0,1.4749028063684243e-9
11430100,0,0,1.4749028063684243e-9
11430250,0,0,1.4749028063684243e-9
11430400,0,0,1.4749028063684243e-9
11430550,0,0,1.4749028063684243e-9
11430700,0,0,1.4749028063684243e-9
11430850,0,0,1.4749028063684243e-9
11431000,0,0,1.4749028063684243e-9
11431150,0,0,1.4749028063684243e-9
11431300,0,0,1.4749028063684243e-9
11431450,0,0,1.4749028063684243e-9
11431600,0,0,1.4749028063684243e-9
11431750,0,0,1.4749028063684243e-9
11431900,0,0,1.4749028063684243e-9
11432050,0,0,1.4749028063684243e-9
11432200,0,0,1.4749028063684243e-9
11432350,0,0,1.4749028063684243e-9
11432500,0,0,1.4749028063684243e-9
11432650,0,0,1.4749028063684243e-9
11432800,0,0,1.4749028063684243e-9
11432950,0,0,1.4749028063684243e-9
11433100,0,0,1.4749028063684243e-9
11433250,0,0,1.4749028063684243e-9
11433400,0,0,1.4749028063684243e-9
11433550,0,0,1.4749028063684243e-9
11433700,0,0,1.4749028063684243e-9
11433850,0,0,1.4749028063684243e-9
11434000,0,0,1.4749028063684243e-9
11434150,0,0,1.4749028063684243e-9
11434300,0,0,1.4749028063684243e-9
11434450,0,0,1.4749028063684243e-9
11434600,0,0,1.4749028063684243e-9
11434750,0,0,1.4749028063684243e-9
11434900,0,0,1.4749028063684243e-9
11435050,0,0,1.4749028063684243e-9
11435200,0,0,1.4749028063684243e-9
11435350,0,0,1.4749028063684243e-9
11435500,0,0,1.4749028063684243e-9
11435650,0,0,1.4749028063684243e-9
11435800,0,0,1.4749028063684243e-9
11435950,0,0,1.4749028063684243e-9
11436100,0,0,1.4749028063684243e-9
11436250,0,0,1.4749028063684243e-9
11436400,0,0,1.4749028063684243e-9
11436550,0,0,1.4749028063684243e-9
11436700,0,0,1.4749028063684243e-9
11436850,0,0,1.4749028063684243e-9
11437000,0,0,1.4749028063684243e-9
11437150,0,0,1.4749028063684243e-9
11437300,0,0,1.4749028063684243e-9
11437450,0,0,1.4749028063684243e-9
11437600,0,0,1.4749028063684243e-9
11437750,0,0,1.4749028063684243e-9
11437900,0,0,1.4749028063684243e-9
11438050,0,0,1.4749028063684243e-9
11438200,0,0,1.4749028063684243e-9
11438350,0,0,1.4749028063684243e-9
11438500,0,0,1.4749028063684243e-9
11438650,0,0,1.4749028063684243e-9
11438800,0,0,1.4749028063684243e-9
11438950,0,0,1.4749028063684243e-9
11439100,0,0,1.4749028063684243e-9
11439250,0,0,1.4749028063684243e-9
11439400,0,0,1.4749028063684243e-9
11439550,0,0,1.4749028063684243e-9
11439700,0,0,1.4749028063684243e-9
11439850,0,0,1.4749028063684243e-9
11440000,0,0,1.4749028063684243e-9
11440150,0,0,1.4749028063684243e-9
11440300,0,0,1.4749028063684243e-9
11440450,0,0,1.4749028063684243e-9
11440600,0,0,1.4749028063684243e-9
11440750,0,0,1.4749028063684243e-9
11440900,0,0,1.4749028063684243e-9
11441050,0,0,1.4749028063684243e-9
11441200,0,0,1.4749028063684243e-9
11441350,0,0,1.4749028063684243e-9
11441500,0,0,1.4749028063684243e-9
11441650,0,0,1.4749028063684243e-9
11441800,0,0,1.4749028063684243e-9
11441950,0,0,1.4749028063684243e-9
11442100,0,0,1.4749028063684243e-9
11442250,0,0,1.4749028063684243e-9
11442400,0,0,1.4749028063684243e-9
11442550,0,0,1.4749028063684243e-9
11442700,0,0,1.4749028063684243e-9
11442850,0,0,1.4749028063684243e-9
11443000,0,0,1.4749028063684243e-9
11443150,0,0,1.4749028063684243e-9
11443300,0,0,1.4749028063684243e-9
11443450,0,0,1.4749028063684243e-9
11443600,0,0,1.4749028063684243e-9
11443750,0,0,1.4749028063684243e-9
11443900,0,0,1.4749028063684243e-9
11444050,0,0,1.4749028063684243e-9
11444200,0,0,1.4749028063684243e-9
11444350,0,0,1.4749028063684243e-9
11444500,0,0,1.4749028063684243e-9
11444650,0,0,1.4749028063684243e-9
11444800,0,0,1.4749028063684243e-9
11444950,0,0,1.4749028063684243e-9
11445100,0,0,1.4749028063684243e-9
11445250,0,0,1.4749028063684243e-9
11445400,0,0,1.4749028063684243e-9
11445550,0,0,1.4749028063684243e-9
11445700,0,0,1.4749028063684243e-9
11445850,0,0,1.4749028063684243e-9
11446000,0,0,1.4749028063684243e-9
11446150,0,0,1.4749028063684243e-9
11446300,0,0,1.4749028063684243e-9
11446450,0,0,1.4749028063684243e-9
11446600,0,0,1.4749028063684243e-9
11446750,0,0,1.4749028063684243e-9
11446900,0,0,1.4749028063684243e-9
11447050,0,0,1.4749028063684243e-9
11447200,0,0,1.4749028063684243e-9
11447350,0,0,1.4749028063684243e-9
11447500,0,0,1.4749028063684243e-9
11447650,0,0,1.4749028063684243e-9
11447800,0,0,1.4749028063684243e-9
11447950,0,0,1.4749028063684243e-9
11448100,0,0,1.4749028063684243e-9
11448250,0,0,1.4749028063684243e-9
11448400,0,0,1.4749028063684243e-9
11448550,0,0,1.4749028063684243e-9
11448700,0,0,1.4749028063684243e-9
11448850,0,0,1.4749028063684243e-9
11449000,0,0,1.4749028063684243e-9
11449150,0,0,1.4749028063684243e-9
11449300,0,0,1.4749028063684243e-9
11449450,0,0,1.4749028063684243e-9
11449600,0,0,1.4749028063684243e-9
11449750,0,0,1.4749028063684243e-9
11449900,0,0,1.4749028063684243e-9
11450050,0,0,1.4749028063684243e-9
11450200,0,0,1.4749028063684243e-9
11450350,0,0,1.4749028063684243e-9
11450500,0,0,1.4749028063684243e-9
11450650,0,0,1.4749028063684243e-9
11450800,0,0,1.4749028063684243e-9
11450950,0,0,1.4749028063684243e-9
11451100,0,0,1.4749028063684243e-9
11451250,0,0,1.4749028063684243e-9
11451400,0,0,1.4749028063684243e-9
11451550,0,0,1.4749028063684243e-9
11451700,0,0,1.4749028063684243e-9
11451850,0,0,1.4749028063684243e-9
11452000,0,0,1.4749028063684243e-9
11452150,0,0,1.4749028063684243e-9
11452300,0,0,1.4749028063684243e-9
11452450,0,0,1.4749028063684243e-9
11452600,0,0,1.4749028063684243e-9
11452750,0,0,1.4749028063684243e-9
11452900,0,0,1.4749028063684243e-9
11453050,0,0,1.4749028063684243e-9
11453200,0,0,1.4749028063684243e-9
11453350,0,0,1.4749028063684243e-9
11453500,0,0,1.4749028063684243e-9
11453650,0,0,1.4749028063684243e-9
11453800,0,0,1.4749028063684243e-9
11453950,0,0,1.4749028063684243e-9
11454100,0,0,1.4749028063684243e-9
11454250,0,0,1.4749028063684243e-9
11454400,0,0,1.4749028063684243e-9
11454550,0,0,1.4749028063684243e-9
11454700,0,0,1.4749028063684243e-9
11454850,0,0,1.4749028063684243e-9
11455000,0,0,1.4749028063684243e-9
11455150,0,0,1.4749028063684243e-9
11455300,0,0,1.4749028063684243e-9
11455450,0,0,1.4749028063684243e-9
11455600,0,0,1.4749028063684243e-9
11455750,0,0,1.4749028063684243e-9
11455900,0,0,1.4749028063684243e-9
11456050,0,0,1.4749028063684243e-9
11456200,0,0,1.4749028063684243e-9
11456350,0,0,1.4749028063684243e-9
11456500,0,0,1.4749028063684243e-9
11456650,0,0,1.4749028063684243e-9
11456800,0,0,1.4749028063684243e-9
11456950,0,0,1.4749028063684243e-9
11457100,0,0,1.4749028063684243e-9
11457250,0,0,1.4749028063684243e-9
11457400,0,0,1.4749028063684243e-9
11457550,0,0,1.4749028063684243e-9
11457700,0,0,1.4749028063684243e-9
11457850,0,0,1.4749028063684243e-9
11458000,0,0,1.4749028063684243e-9
11458150,0,0,1.4749028063684243e-9
11458300,0,0,1.4749028063684243e-9
11458450,0,0,1.4749028063684243e-9
11458600,0,0,1.4749028063684243e-9
11458750,0,0,1.4749028063684243e-9
11458900,0,0,1.4749028063684243e-9
11459050,0,0,1.4749028063684243e-9
11459200,0,0,1.4749028063684243e-9
11459350,0,0,1.4749028063684243e-9
11459500,0,0,1.4749028063684243e-9
11459650,0,0,1.4749028063684243e-9
11459800,0,0,1.4749028063684243e-9
11459950,0,0,1.4749028063684243e-9
11460100,0,0,1.4749028063684243e-9
11460250,0,0,1.4749028063684243e-9
11460400,0,0,1.4749028063684243e-9
11460550,0,0,1.4749028063684243e-9
11460700,0,0,1.4749028063684243e-9
11460850,0,0,1.4749028063684243e-9
11461000,0,0,1.4749028063684243e-9
11461150,0,0,1.4749028063684243e-9
11461300,0,0,1.4749028063684243e-9
11461450,0,0,1.4749028063684243e-9
11461600,0,0,1.4749028063684243e-9
11461750,0,0,1.4749028063684243e-9
11461900,0,0,1.4749028063684243e-9
11462050,0,0,1.4749028063684243e-9
11462200,0,0,1.4749028063684243e-9
11462350,0,0,1.4749028063684243e-9
11462500,0,0,1.4749028063684243e-9
11462650,0,0,1.4749028063684243e-9
11462800,0,0,1.4749028063684243e-9
11462950,0,0,1.4749028063684243e-9
11463100,0,0,1.4749028063684243e-9
11463250,0,0,1.4749028063684243e-9
11463400,0,0,1.4749028063684243e-9
11463550,0,0,1.4749028063684243e-9
11463700,0,0,1.4749028063684243e-9
11463850,0,0,1.4749028063684243e-9
11464000,0,0,1.4749028063684243e-9
11464150,0,0,1.4749028063684243e-9
11464300,0,0,1.4749028063684243e-9
11464450,0,0,1.4749028063684243e-9
11464600,0,0,1.4749028063684243e-9
11464750,0,0,1.4749028063684243e-9
11464900,0,0,1.4749028063684243e-9
