block,reserve AAVE,reserve USDC,price,volume for slippage 5%
10980648,54.5,2961.654589,54.34228603669725,2.868421052631575
10982227,54.3501653261749,2969.843963,54.6427769847046,2.860535017167095
10982831,54.22351433797046,2976.801562,54.89872057067077,2.8538691756826537
10982832,53.97467771894612,2990.566649,55.40684586524646,2.8407725115234825
10983058,55.17362508659744,3056.99654,55.406845847121865,2.9038750045577544
10984233,54.96988043010328,3068.361325,55.818955780730896,2.8931516015843854
10984585,54.87038491311564,3073.941873,56.02187551385734,2.8879149954271384
10986865,55.87038491311564,3019.084821,54.037301258886906,2.940546574374501
10988266,56.670656979923194,2976.577055,52.52413177518865,2.9826661568380572
10992943,1.231478517308448,64.68234,52.52413183899581,0.06481465880570769
11022874,1.37991182e-10,0.000001,7246.839874159495,7.262693789473694e-12
11116816,0.001379911957991182,10.000001,7246.839874159495,0.00007262694515743073
11116817,0.03330422449120938,0.415531,12.476825578379074,0.001752853920589971
11116827,0.5333042244912094,6.653943,12.476824098567924,0.028068643394274173
11116836,0.2907911482478962,12.219875,42.02285755129896,0.01530479727620504
11116840,164.50569584860634,6912.999423,42.022857551157344,8.658194518347727
11117491,165.50569584860634,6871.355024,41.517332613648904,8.710826097295097
11118981,168.14966944328947,6763.629373,40.22386362930744,8.849982602278402
11119466,167.14966944328947,6804.215642,40.70732335075622,8.797351023331004
11120986,167.51263044328948,6789.51662,40.531371288438784,8.816454233857343
11121093,168.70436866608276,6741.697921,39.9616084296185,8.879177298214898
11121885,169.94030866608276,6791.088071,39.96160842772076,8.944226771899082
11122297,170.99441000171052,6749.348979,39.47116738455067,8.999705789563706
11123567,412.47439173131977,16280.845757,39.471167382447156,21.70917851217473
11123603,406.13016104872577,16535.936986,40.715855585067196,21.375271634143473
11123798,414.50657602891624,16202.758419,39.08926747128298,21.81613558046928
11124470,411.9621780208351,16303.132481,39.57434286643534,21.68221989583344
11124782,410.93900116934105,16343.846994,39.77195386053166,21.628368482596954
11124972,410.33900116934103,16367.81697,39.888523692256186,21.59678953522848
11125320,411.2126637375595,16333.146005,39.71946256845824,21.642771775661004
11125856,412.6164637375595,16277.743664,39.450058576318206,21.71665598618739
11126721,414.69342105925017,16196.461302,39.05647034532023,21.825969529434246
11127100,412.69342105925017,16275.188978,39.436511820873875,21.720706371539563
11127251,412.9744600317057,16264.146529,39.38293551555546,21.735497896405548
11127559,413.92753511477383,16226.810147,39.20205536097189,21.785659742882842
11128316,419.3097391417047,16019.14183,38.2036006671106,22.068933639037084
11128613,421.3097391417047,15943.324396,37.84228778684266,22.174196796931824
11128880,422.4089298493093,15901.960886,37.645891841521646,22.232048939437277
11129043,420.24578663500535,15984.059803,38.03502690886603,22.118199296579235
11130143,214.0148296034728,8140.059803,38.03502690949932,11.263938400182752
11130500,213.80296096367678,8148.15049,38.110559616544776,11.252787419140873
11133245,214.84036096367677,8108.92297,37.74394594026484,11.307387419140895
11133490,221.6784542212466,7859.515154,35.45457397567287,11.667287064276138
11133759,220.2956201748241,7908.999154,35.90175396008104,11.59450632499076
11134248,219.7956201748241,7927.045004,36.06552759192779,11.568190535517061
11134463,219.62983480738023,7933.046659,36.12007752023963,11.559464989862164
11135978,218.5508338838244,7972.330523,36.478151930721396,11.502675467569674
11136597,4.035306462113351,147.200523,36.478152125999586,0.21238455063754458
11140880,4.114521118773082,144.37489,35.08911142569404,0.21655374309332043
11151448,4.324521118773082,137.384018,31.768608413913235,0.2276063746722672
11161698,4.324026419515748,137.399783,31.775888875208942,0.22758033786924958
11180725,4.967831521069614,119.640001,24.08294252584487,0.2614648168984006
11180924,4.47480587835454,132.861374,29.69098048312552,0.2355160988607654
11182158,130.83193761678737,3884.528506,29.69098048045393,6.885891453515143
11182283,134.54791707997606,3777.557574,28.075927565304468,7.081469319998746
11184160,133.54791707997606,3805.928847,28.49860132764777,7.028837741051376
11185217,135.72481707997605,3745.065486,27.593078160445888,7.143411425261888
11186781,134.83481707997606,3769.859807,27.959097573173118,7.096569319998736
11187785,134.73506355085922,3772.659289,28.00057527397768,7.091319134255741
11188515,5.049156566744071,141.379289,28.000575369594426,0.26574508246021455
11193509,5.047793067075854,141.417593,28.015727095152513,0.2656733193197818
11198747,4.685952623170283,152.370452,32.516430329787184,0.2466290854300146
11203371,4.428539287618045,161.253789,36.41241017119501,0.23308101513779178
11203635,4.337468305845781,164.649717,37.95986630682579,0.22828780557083128
11206010,4.367322609142769,163.527552,37.443433113382405,0.229859084691725
11207037,4.267322609142769,167.371171,39.22158841269842,0.22459592679698837
11207349,4.167756273791885,171.381645,41.120841465154705,0.21935559335746735
11208417,162.94554057709573,6700.457741,41.120841461934695,8.576081083005022
11208707,164.94437657709574,6619.500618,40.131714432265085,8.681282977741887
11208750,164.28190072199834,6646.274442,40.456522677120596,8.64641582747359
11208841,163.63190072199833,6672.755084,40.77905991776412,8.612205301157815
11209406,162.93190072199835,6701.509328,41.13073804640881,8.575363195894624
11210028,162.0231165428554,6739.211055,41.594132978039994,8.527532449623976
11210050,161.0231165428554,6781.189435,42.113142389684306,8.474900870676606
11210066,158.55600099654328,6887.021562,43.435893430171376,8.345052684028587
11210118,158.23901301780805,6900.859313,43.61035361250253,8.328369106200427
11210139,157.58901301780807,6929.408612,43.9713941936863,8.294158579884623
11210180,156.93901301780807,6958.194754,44.33693458496801,8.259948053568877
11210371,155.93901301780807,7002.950278,44.90826344527569,8.20731647462145
11210435,148.92595617155453,7333.71779,49.24405374676231,7.838208219555497
11210479,150.28246029839505,7267.71779,48.36038600625449,7.90960317359972
11210501,149.28246029839505,7316.548621,49.01144184236533,7.85697159465235
11210554,146.34379773933065,7463.910959,51.00257799988769,7.7023051441753125
11210616,152.73723890751793,7152.376647,46.82798182132092,8.038802047764108
11210718,151.97203965100985,7188.498171,47.30145221126031,7.998528402684741
11210902,152.3670147929958,7169.919464,47.05690056171918,8.019316568052432
11210924,156.2944847929958,6990.276009,44.72503312102324,8.226025515420815
11211116,154.81948366309297,7057.074385,45.58259863698485,8.148393877004906
11211252,152.88981226435405,7146.411999,46.742238041626344,8.046832224439697
11211277,152.18981226435406,7179.380967,47.173860458736876,8.009990119176507
11211317,153.16613006435406,7133.754281,46.57527273165871,8.061375266544928
11211491,148.97553236915678,7335.026582,49.23645155248736,7.840817493113519
11211577,153.15071688917212,7135.643177,46.59229366953421,8.06056404679856
11211655,152.50071688917214,7166.148768,46.99091856209373,8.026353520482758
11211744,151.85071688917213,7196.915912,47.39467853321135,7.992142994166954
11211778,152.85071688917213,7149.971638,46.77748186934739,8.044774573114296
11211907,154.96863581063582,7052.543859,45.5094917891506,8.15624399003346
11212024,155.96863581063582,7007.46094,44.92865442836775,8.20887556898083
11212026,156.95988581063583,6963.338594,44.36381026933796,8.261046621612422
11212098,160.09566194996415,6827.349626,42.64543800152312,8.42608747105075
11212164,159.39566194996416,6857.422749,43.0213888201839,8.389245365787588
11212261,161.89566194996416,6751.84291,41.70490319923915,8.520824313156027
11212473,160.7004820012837,6802.209586,42.32849523093318,8.457920105330743
11212514,156.673330024971,6977.580593,44.53585426369565,8.245964738156374
11212748,160.773330024971,6800.16038,42.29656982873847,8.46175421184057
11212799,160.073330024971,6829.986933,42.66786310957947,8.424912106577409
11212869,159.073330024971,6873.05222,43.20681674873521,8.37228052763004
11213141,158.4188171122837,6901.533922,43.56511459814996,8.337832479593885
11213214,156.16287819607868,7001.533922,44.83481607715278,8.21909885242519
11213575,155.01061394763803,7053.736108,45.504858850392814,8.158453365665139
